seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.229895224605997789E+00,0.600766790741116201E+05,0.104536117719185673E+01,0.141733970999999997E+03,0.557090159734999979E+05,0.854876624365781934E+00,0.757636079489637404E+00,0.551420804591539127E+05,0.552838133028887096E+05,0.554255496401483833E+05,0.557090123250092656E+05,0.558507509998311725E+05,0.559924845991007824E+05,0.561342200357641414E+05,0.562759532787620483E+05,0.314462756676654863E+05
0.228821564872340649E+00,0.156169995626594809E+05,0.114621731175716279E+01,0.141733970999999997E+03,0.557090159734999979E+05,0.249505944234895083E+00,0.416536837495804058E+00,0.551420802414364152E+05,0.552838126075447217E+05,0.554255496216648826E+05,0.557090135107393435E+05,0.558507500900598388E+05,0.559924864570238569E+05,0.561342133517954499E+05,0.562759551093099435E+05,0.314470379089975286E+05
0.518170067107472154E+00,0.178869591039103281E+06,0.133627569748414476E+01,0.141733970999999997E+03,0.557090159734999979E+05,0.999892762528094697E-01,0.926234325402198883E-01,0.551420726122883425E+05,0.552838147472243945E+05,0.554255472643001776E+05,0.557090183962950978E+05,0.558507505138999331E+05,0.559924841450525346E+05,0.561342206550461706E+05,0.562759519578793261E+05,0.314475212591771015E+05
0.231757987493792617E+00,0.327836182248459736E+05,0.110974201291425079E+01,0.141733970999999997E+03,0.557090159734999979E+05,0.667951602240048792E+00,0.223499600463373083E+00,0.551420802462819775E+05,0.552838142327583701E+05,0.554255485467826948E+05,0.557090112126304593E+05,0.558507522498531034E+05,0.559924842497610007E+05,0.561342160648523422E+05,0.562759557532484178E+05,0.314476205343792644E+05
0.522089229715067993E+00,0.183797131746818741E+05,0.145223325234726985E+01,0.141733970999999997E+03,0.557090159734999979E+05,0.692850087668845649E-01,0.518388060853764876E+00,0.551420795228115821E+05,0.552838136571446739E+05,0.554255472128445253E+05,0.557090180332772943E+05,0.558507503478406870E+05,0.559924865635390015E+05,0.561342138493234597E+05,0.562759517158987146E+05,0.314476807058764207E+05
0.287039660917596695E+00,0.356162931345739125E+05,0.116691354889968091E+01,0.141733970999999997E+03,0.557090159734999979E+05,0.717868854608727736E+00,0.422111899588948736E+00,0.551420804800929400E+05,0.552838141814662886E+05,0.554255488195523867E+05,0.557090137777972850E+05,0.558507497178064441E+05,0.559924863583171318E+05,0.561342158692213852E+05,0.562759532207681041E+05,0.314478075238960992E+05
0.791956390081556688E-01,0.103864126023544392E+06,0.784183088667488981E+00,0.141733970999999997E+03,0.557090159734999979E+05,0.849305201995944059E+00,0.712346959571063310E+00,0.551420773226144811E+05,0.552838156180292572E+05,0.554255460256301667E+05,0.557090155371146175E+05,0.558507504575953863E+05,0.559924849412395488E+05,0.561342144870341508E+05,0.562759532537394261E+05,0.314478650841882300E+05
0.884283587214396150E-01,0.739775883623027330E+05,0.863627579092215658E+00,0.141733970999999997E+03,0.557090159734999979E+05,0.610611938023693845E+00,0.847025268143936527E+00,0.551420822863194990E+05,0.552838137477805285E+05,0.554255469103709038E+05,0.557090149371103907E+05,0.558507489081234598E+05,0.559924853741849874E+05,0.561342185570722067E+05,0.562759528763295966E+05,0.314481163607873714E+05
0.653579716286070145E+00,0.253761384612010661E+05,0.158195027970734303E+01,0.141733970999999997E+03,0.557090159734999979E+05,0.575328784716665764E-01,0.683797568182082038E+00,0.551420850728657970E+05,0.552838153969905979E+05,0.554255491186343352E+05,0.557090174103878671E+05,0.558507489002505899E+05,0.559924865513536715E+05,0.561342147528244823E+05,0.562759543983875265E+05,0.314481888092670451E+05
0.613100983222234719E+00,0.315119766765697823E+05,0.151295476530179052E+01,0.141733970999999997E+03,0.557090159734999979E+05,0.653075273813748303E+00,0.672474818493517423E+00,0.551420828211873595E+05,0.552838140891775693E+05,0.554255495637250642E+05,0.557090096441348142E+05,0.558507501822828708E+05,0.559924866897287357E+05,0.561342180181845615E+05,0.562759539381664581E+05,0.314481891392699945E+05
