seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_likelihood
0.230137288021428132E+00,0.440199203326400035E+01,0.119781961977389995E+01,0.200721387999999990E+03,0.555145151760000008E+05,0.107671700581499843E+00,0.346435742372513622E+00,0.555145580328303186E+05,0.557150750525230615E+05,0.137172431568881439E+04
0.963102112833112090E+00,0.484365119462348943E+02,0.193488180984952929E+01,0.200721387999999990E+03,0.555145151760000008E+05,0.318328089638715395E+00,0.887380534627336681E+00,0.555145109976233580E+05,0.557152393756881211E+05,0.137443098544125746E+04
0.350964508396659935E+00,0.123271259486788995E+02,0.131792384748867009E+01,0.200721387999999990E+03,0.555145151760000008E+05,0.139728536274374676E+00,0.833889166304737417E+00,0.555145720605636234E+05,0.557150974735178388E+05,0.137472300811721993E+04
0.353124428974737448E+00,0.358228692576360999E+02,0.129794054832323247E+01,0.200721387999999990E+03,0.555145151760000008E+05,0.794478595764817386E+00,0.217065258597807960E-01,0.555145132650406304E+05,0.557152310598642798E+05,0.137477886975900446E+04
0.260582829504331266E-01,0.142569766603902508E+04,0.111062731261408532E+00,0.200721387999999990E+03,0.555145151760000008E+05,0.568908097538210589E+00,0.763609288284856413E+00,0.555145660016712354E+05,0.557151747277055038E+05,0.137498078439972096E+04
0.306318439954786637E+00,0.193965547869430814E+02,0.126557704212109323E+01,0.200721387999999990E+03,0.555145151760000008E+05,0.241880667757290668E+00,0.934882649279204836E+00,0.555145015779175228E+05,0.557151966436710572E+05,0.137509219753908246E+04
0.460234139001506615E-01,0.323174895286176564E+02,0.973355277526859908E+00,0.200721387999999990E+03,0.555145151760000008E+05,0.100924933758760285E+00,0.428670513672717135E+00,0.555146262886262703E+05,0.557151811989281632E+05,0.137515265281924121E+04
0.349161056916406087E-01,0.662799484409559568E+03,0.611985081169420631E+00,0.200721387999999990E+03,0.555145151760000008E+05,0.659462387580248222E+00,0.251618374975484060E+00,0.555145975302210718E+05,0.557152160268824300E+05,0.137517597403603418E+04
0.756951255777095322E+00,0.233012456878906562E+02,0.172682913490501266E+01,0.200721387999999990E+03,0.555145151760000008E+05,0.144102874888189181E+00,0.685713375565914274E+00,0.555146290431754242E+05,0.557151913614818259E+05,0.137542894607340327E+04
0.158204812236509507E+00,0.135454328264287724E+02,0.110801743916824358E+01,0.200721387999999990E+03,0.555145151760000008E+05,0.330153237670670896E+00,0.219606857282673457E+00,0.555145763707219667E+05,0.557151395218967955E+05,0.137567017317577142E+04
