seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.988104820251464844E+00,0.249600269239515427E+03,0.197679376602172852E+01,0.326705519999999979E+03,0.555993534199999995E+05,0.946198999881744385E+00,0.230154514312744141E+00,0.552717774262575185E+05,0.555983812879132456E+05,0.559263773476547649E+05,0.870225171601796865E+04
0.399336814880371094E-01,0.111052030710372769E+02,0.103312003612518311E+01,0.326705519999999979E+03,0.555993534199999995E+05,0.706524550914764404E+00,0.126375854015350342E+00,0.552718832588342702E+05,0.555997324707316584E+05,0.559263487666315486E+05,0.870573276030183115E+04
0.164765298366546631E+00,0.729066227879582002E+05,0.114187693595886230E+01,0.326705519999999979E+03,0.555993534199999995E+05,0.373015344142913818E+00,0.973517298698425293E+00,0.552718635220674551E+05,0.555993331250952906E+05,0.559259213431543758E+05,0.870579901352012530E+04
0.184065103530883789E-02,0.124856520594694427E+02,0.226495742797851562E+00,0.326705519999999979E+03,0.555993534199999995E+05,0.646556198596954346E+00,0.366617023944854736E+00,0.552717734277395284E+05,0.555987450172709650E+05,0.559253371642298152E+05,0.870626702575690979E+04
0.344628095626831055E-02,0.614933473944013258E+02,0.302482247352600098E+00,0.326705519999999979E+03,0.555993534199999995E+05,0.366022050380706787E+00,0.744787216186523438E+00,0.552730088876632726E+05,0.555992133507537073E+05,0.559257754466003826E+05,0.870632723700334645E+04
0.792014598846435547E-02,0.513392425841609715E+06,0.903732180595397949E+00,0.326705519999999979E+03,0.555993534199999995E+05,0.960542917251586914E+00,0.256564915180206299E+00,0.552718536144641912E+05,0.555989088938044733E+05,0.559253180895513942E+05,0.870645437877979566E+04
0.578706264495849609E-01,0.261900446633048603E+03,0.104702937602996826E+01,0.326705519999999979E+03,0.555993534199999995E+05,0.349195063114166260E+00,0.870308876037597656E+00,0.552735046788600957E+05,0.555993260296391672E+05,0.559257280474371364E+05,0.870667823582305027E+04
0.482584238052368164E-01,0.502658285134055677E+04,0.101736938953399658E+01,0.326705519999999979E+03,0.555993534199999995E+05,0.556044399738311768E+00,0.828880071640014648E-02,0.552727790980485952E+05,0.555998419133233256E+05,0.559259859970278194E+05,0.870673812299159908E+04
0.910244762897491455E+00,0.104349285573609759E+05,0.189089989662170410E+01,0.326705519999999979E+03,0.555993534199999995E+05,0.687555193901062012E+00,0.421646952629089355E+00,0.552726919092086828E+05,0.555994812420415110E+05,0.559255239511198452E+05,0.870677586972659446E+04
0.323174834251403809E+00,0.100110460653089365E+06,0.131772828102111816E+01,0.326705519999999979E+03,0.555993534199999995E+05,0.364239811897277832E-01,0.126252174377441406E-01,0.552728276959804571E+05,0.556000029008197016E+05,0.559254616645044734E+05,0.870685524491570504E+04
0.601286411285400391E+00,0.153090697584241680E+05,0.157861721515655518E+01,0.326705519999999979E+03,0.555993534199999995E+05,0.188809990882873535E+00,0.943860054016113281E+00,0.552723342396167791E+05,0.555993834403561777E+05,0.559262750232881954E+05,0.870686359639284092E+04
0.278514623641967773E-02,0.277520456990589446E+06,0.168704509735107422E+00,0.326705519999999979E+03,0.555993534199999995E+05,0.857387721538543701E+00,0.500246345996856689E+00,0.552735895908025777E+05,0.555996513560818858E+05,0.559254360533422878E+05,0.870688508636957886E+04
0.150132179260253906E-02,0.881757609860746197E+04,0.564935088157653809E+00,0.326705519999999979E+03,0.555993534199999995E+05,0.542260348796844482E+00,0.818518757820129395E+00,0.552719695845989263E+05,0.555992913706111140E+05,0.559263014074034145E+05,0.870691882899604934E+04
0.431776642799377441E+00,0.961107294617326552E+05,0.142953801155090332E+01,0.326705519999999979E+03,0.555993534199999995E+05,0.227836668491363525E+00,0.321476638317108154E+00,0.552729487714914358E+05,0.555989508940982050E+05,0.559257412281698635E+05,0.870692549696650167E+04
0.355449736118316650E+00,0.862469861717197346E+06,0.134744620323181152E+01,0.326705519999999979E+03,0.555993534199999995E+05,0.618802607059478760E+00,0.767630338668823242E+00,0.552733586641696966E+05,0.555993626233147806E+05,0.559260105921692302E+05,0.870694373681501020E+04
