seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.102854787353578919E+00,0.214903695955457943E+04,0.290635475394652010E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.234641431685152613E+00,0.408498209720757177E+00,0.550450246973040557E+05,0.551752085874578406E+05,0.553053903440888389E+05,0.554355729452373416E+05,0.558261053266235103E+05,0.559562852595653749E+05,0.560864503674878506E+05,0.562166311038532804E+05,0.119459283581591480E+05
0.100682212726357342E+00,0.224259518348934807E+04,0.202467177497500234E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.582784855984572636E+00,0.139427910255466553E+00,0.550450259886370113E+05,0.551752084184524647E+05,0.553053903570754992E+05,0.554355729783103743E+05,0.558261038110289519E+05,0.559562834501774414E+05,0.560864485887670889E+05,0.562166308967025179E+05,0.119459509570308874E+05
0.100430841809650132E+00,0.239075982490506522E+04,0.389938716535781285E-01,0.130183099999999996E+03,0.555657558500000014E+05,0.420109865918035341E+00,0.337706106095621517E+00,0.550450264111639262E+05,0.551752067175816628E+05,0.553053905685926075E+05,0.554355739894570943E+05,0.558261062428731675E+05,0.559562841368301015E+05,0.560864502396856260E+05,0.562166306550704176E+05,0.119471041597640760E+05
0.101056687740085416E+00,0.244040397433934822E+04,0.551171089458291005E-01,0.130183099999999996E+03,0.555657558500000014E+05,0.244986615168291566E+00,0.563434536923087093E+00,0.550450237609584801E+05,0.551752066681586730E+05,0.553053895444797454E+05,0.554355733919341292E+05,0.558261036703735954E+05,0.559562826990090834E+05,0.560864501071837585E+05,0.562166271926658737E+05,0.119475542610153334E+05
0.103140201895486200E+00,0.192079724553293522E+04,0.392975455627981141E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.313108865125319713E+00,0.355790763598537341E+00,0.550450225341904443E+05,0.551752060243782325E+05,0.553053914879544391E+05,0.554355744215730592E+05,0.558261042228655133E+05,0.559562867091977096E+05,0.560864494020154525E+05,0.562166297005855740E+05,0.119477063377938484E+05
0.100675294957452824E+00,0.233563544888044134E+04,0.975968528408961145E-01,0.130183099999999996E+03,0.555657558500000014E+05,0.466924408823832349E+00,0.234346794106640582E+00,0.550450258974406242E+05,0.551752078953769815E+05,0.553053903254610705E+05,0.554355725005289496E+05,0.558261022551541610E+05,0.559562842214070261E+05,0.560864476079039232E+05,0.562166302191947398E+05,0.119484044355922542E+05
0.102048341908811360E+00,0.245067738849991292E+04,0.124774105262031518E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.184362992828347783E+00,0.657995997026955770E+00,0.550450241579927169E+05,0.551752043547794092E+05,0.553053904076487961E+05,0.554355736907651808E+05,0.558261033524549639E+05,0.559562831687493599E+05,0.560864498937105309E+05,0.562166302529188251E+05,0.119487007719501635E+05
0.101285729251993847E+00,0.234848989237695014E+04,0.133120446791770236E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.497785705189041194E+00,0.182208612735269948E+00,0.550450260321545720E+05,0.551752066338639415E+05,0.553053917640044892E+05,0.554355727653305294E+05,0.558261033290170744E+05,0.559562834062340407E+05,0.560864492046202577E+05,0.562166313512545239E+05,0.119487674265890164E+05
0.101178705873390312E+00,0.231180897322094734E+04,0.142979927776964305E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.432286863818489575E+00,0.226331459619236397E+00,0.550450253367935147E+05,0.551752079757803294E+05,0.553053903930188317E+05,0.554355737695614735E+05,0.558261017970285830E+05,0.559562835539525840E+05,0.560864502623601802E+05,0.562166311331773759E+05,0.119487986126612104E+05
0.101534698728298081E+00,0.246285143488824906E+04,0.597109041284697509E-01,0.130183099999999996E+03,0.555657558500000014E+05,0.254346690741680481E+00,0.461989451691425856E+00,0.550450245282954202E+05,0.551752049266230606E+05,0.553053895105486808E+05,0.554355749117610831E+05,0.558261049344307976E+05,0.559562834864779143E+05,0.560864504582390291E+05,0.562166281917160450E+05,0.119492174146475481E+05
0.100435146440132933E+00,0.233386073296564518E+04,0.869238912078664772E-01,0.130183099999999996E+03,0.555657558500000014E+05,0.547474050056303341E+00,0.213136547692200168E+00,0.550450247317709436E+05,0.551752054921012459E+05,0.553053895752680546E+05,0.554355726716258869E+05,0.558261045885860440E+05,0.559562859917244350E+05,0.560864512378221043E+05,0.562166289689825062E+05,0.119493879391398059E+05
0.101868427955266530E+00,0.218615955977023168E+04,0.266520931310343989E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.246750567236438401E+00,0.497345131573399934E+00,0.550450252961637962E+05,0.551752068474890766E+05,0.553053919279909533E+05,0.554355737548314064E+05,0.558261030284384033E+05,0.559562851786850224E+05,0.560864513644062026E+05,0.562166301057145974E+05,0.119494824769815550E+05
0.102332871182297891E+00,0.228171713572318231E+04,0.245274375450145993E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.155621078524396272E+00,0.764490336852303498E+00,0.550450248922848914E+05,0.551752052664737203E+05,0.553053891961237023E+05,0.554355732322078838E+05,0.558261038525471959E+05,0.559562829689396094E+05,0.560864489192541078E+05,0.562166307394671094E+05,0.119496248963686412E+05
0.100919097705966243E+00,0.239873861186702015E+04,0.405294989717303392E-01,0.130183099999999996E+03,0.555657558500000014E+05,0.339493983885240436E+00,0.401311732955449529E+00,0.550450234434305021E+05,0.551752055990929657E+05,0.553053923898180074E+05,0.554355749603286749E+05,0.558261032754298503E+05,0.559562854009937437E+05,0.560864501254020870E+05,0.562166288383706415E+05,0.119501224920893783E+05
0.102035356410296887E+00,0.233177463495014126E+04,0.176288518758186769E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.296670175781238110E+00,0.360239506453280733E+00,0.550450227495552608E+05,0.551752083446073084E+05,0.553053898581101312E+05,0.554355752025110123E+05,0.558261055917143312E+05,0.559562836991336007E+05,0.560864488893593152E+05,0.562166306722073132E+05,0.119502361697519082E+05
0.104862865300611591E+00,0.199386653759612886E+04,0.395079408437181145E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.101546151966863937E+00,0.885188699737131435E+00,0.550450233027025824E+05,0.551752073990641002E+05,0.553053899471235927E+05,0.554355731521931593E+05,0.558261027173944676E+05,0.559562826268677454E+05,0.560864495892839550E+05,0.562166289426517033E+05,0.119503419373934958E+05
0.100722819229213265E+00,0.234097304212607924E+04,0.142514014358851721E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.403737418032321549E+00,0.290897366973974891E+00,0.550450249317361158E+05,0.551752066366953513E+05,0.553053900619455526E+05,0.554355747445556844E+05,0.558261053719702468E+05,0.559562825508674505E+05,0.560864501790584472E+05,0.562166282797834574E+05,0.119504840187341997E+05
0.102480871732900325E+00,0.212417015359290508E+04,0.298326879185073668E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.298607496085778301E+00,0.322151883500277347E+00,0.550450258424198328E+05,0.551752057951940005E+05,0.553053912466173424E+05,0.554355728453890406E+05,0.558261028259379600E+05,0.559562851317801396E+05,0.560864506181093311E+05,0.562166299638888668E+05,0.119505999021600637E+05
0.100828195990173036E+00,0.239327979116352162E+04,0.106377236849994602E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.479507839202767350E+00,0.244124255805366730E+00,0.550450230984160371E+05,0.551752065088479067E+05,0.553053908081980990E+05,0.554355743053103070E+05,0.558261033791673253E+05,0.559562851828290004E+05,0.560864493917778891E+05,0.562166284142036820E+05,0.119506680056169425E+05
0.102214441758361405E+00,0.222686544510828571E+04,0.253084324445426279E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.262334373627838513E+00,0.450134700575736957E+00,0.550450246408214298E+05,0.551752065951400000E+05,0.553053902923325732E+05,0.554355717646589983E+05,0.558261054225022599E+05,0.559562858330270828E+05,0.560864498516589738E+05,0.562166316283865017E+05,0.119506825099346643E+05
0.101343131599401115E+00,0.236337995834787716E+04,0.137570042361479905E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.316695995879345271E+00,0.397109233220760249E+00,0.550450227877845173E+05,0.551752049821024193E+05,0.553053909747246871E+05,0.554355715485999099E+05,0.558261044219020841E+05,0.559562835563011176E+05,0.560864488018098127E+05,0.562166281687497831E+05,0.119507258665441532E+05
0.101295088356438315E+00,0.242876470790967824E+04,0.566924359563004895E-01,0.130183099999999996E+03,0.555657558500000014E+05,0.320259861079897901E+00,0.418907274943297214E+00,0.550450230468844384E+05,0.551752088044274788E+05,0.553053902584007083E+05,0.554355736366847050E+05,0.558261049431444844E+05,0.559562850513456360E+05,0.560864492413422267E+05,0.562166314063722020E+05,0.119507477048543915E+05
0.101866800747616698E+00,0.236667046483418471E+04,0.163616399686976943E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.198683574699278664E+00,0.541699102903741792E+00,0.550450236255775380E+05,0.551752083171054692E+05,0.553053917145415180E+05,0.554355731591220756E+05,0.558261023322521796E+05,0.559562854081254263E+05,0.560864492303920561E+05,0.562166303318357459E+05,0.119507943610283237E+05
0.102258516744690192E+00,0.223271659174415754E+04,0.246976418500532618E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.250259939662334063E+00,0.505870633738819797E+00,0.550450229147197606E+05,0.551752079646331258E+05,0.553053924950383880E+05,0.554355740096042646E+05,0.558261021440236582E+05,0.559562832227292820E+05,0.560864488914958565E+05,0.562166309802330943E+05,0.119508493424420103E+05
0.101428346198003394E+00,0.232997901208674239E+04,0.134456117626864741E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.458292609349749469E+00,0.230185487370108327E+00,0.550450246138042057E+05,0.551752086039152855E+05,0.553053906985591530E+05,0.554355734953436913E+05,0.558261054281568140E+05,0.559562831793704754E+05,0.560864495904430078E+05,0.562166295046584419E+05,0.119509789965932177E+05
0.103191938509199596E+00,0.207518896783179116E+04,0.341499308278104208E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.201446333380514153E+00,0.645002333262451266E+00,0.550450247833087851E+05,0.551752082783306178E+05,0.553053903629209526E+05,0.554355722733817747E+05,0.558261051325118970E+05,0.559562847997360514E+05,0.560864501778270569E+05,0.562166310767872928E+05,0.119510455362058638E+05
0.101243781138254288E+00,0.243524337874324510E+04,0.425828260300861963E-04,0.130183099999999996E+03,0.555657558500000014E+05,0.302939814458708878E+00,0.411051620491165060E+00,0.550450249668865217E+05,0.551752061012794511E+05,0.553053913450555483E+05,0.554355730185418506E+05,0.558261030343682796E+05,0.559562859819989826E+05,0.560864507704422867E+05,0.562166278199329972E+05,0.119511328123054809E+05
0.103671937678769713E+00,0.196875389903191058E+04,0.393408665911134048E+00,0.130183099999999996E+03,0.555657558500000014E+05,0.165384277891823361E+00,0.687054918615587873E+00,0.550450233893982440E+05,0.551752070101154459E+05,0.553053903859344719E+05,0.554355723218724524E+05,0.558261030889409376E+05,0.559562842392785533E+05,0.560864515938287295E+05,0.562166292216709917E+05,0.119512219320853837E+05
0.101325787198144779E+00,0.241304701642344844E+04,0.977653102582314026E-01,0.130183099999999996E+03,0.555657558500000014E+05,0.201949097678374601E+00,0.630388766050197447E+00,0.550450229081814905E+05,0.551752065504031634E+05,0.553053897226459594E+05,0.554355728662866968E+05,0.558261040904867041E+05,0.559562833720367125E+05,0.560864483035276935E+05,0.562166286551946760E+05,0.119512339510280290E+05
