seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.841583092420084139E-01,0.114911342027167711E+04,0.965304596936932269E-01,0.331642999999999972E+03,0.556367632299999968E+05,0.517820848740717654E+00,0.210106619568761199E+00,0.549734814556503115E+05,0.553051203809807703E+05,0.562998936206069775E+05,0.670908846117144276E+04
0.848179831343379709E-01,0.116975731533218323E+04,0.165320964352438288E+00,0.331642999999999972E+03,0.556367632299999968E+05,0.263660384126552239E+00,0.368033500026467120E+00,0.549734781401109212E+05,0.553051204920472373E+05,0.562998937594971940E+05,0.670975789291495948E+04
0.852130363511520716E-01,0.121662405631304568E+04,0.962519414926361894E-01,0.331642999999999972E+03,0.556367632299999968E+05,0.209751503352519852E+00,0.614898544758935461E+00,0.549734774177212312E+05,0.553051205684197921E+05,0.562998942977888655E+05,0.671034607993498048E+04
0.860272256376617001E-01,0.103739254492438181E+04,0.316702762329668652E+00,0.331642999999999972E+03,0.556367632299999968E+05,0.243458021978743278E+00,0.444642070419606850E+00,0.549734808420341724E+05,0.553051198383737501E+05,0.562998914601889192E+05,0.671055083788838965E+04
0.850660809762440601E-01,0.114629021586538306E+04,0.166257702301279009E+00,0.331642999999999972E+03,0.556367632299999968E+05,0.304480706922704125E+00,0.446387555999447516E+00,0.549734801065913780E+05,0.553051183735643281E+05,0.562998930583459660E+05,0.671073565252566277E+04
0.850195694004805824E-01,0.119201713554531034E+04,0.110559032756417971E+00,0.331642999999999972E+03,0.556367632299999968E+05,0.356441894965189410E+00,0.280356662073760421E+00,0.549734766410190714E+05,0.553051213275742193E+05,0.562998932044850153E+05,0.671088306847996319E+04
0.841709159713494443E-01,0.117487145041814892E+04,0.130065511394058479E-01,0.331642999999999972E+03,0.556367632299999968E+05,0.351407096995520418E+00,0.414884721066510975E+00,0.549734786166124686E+05,0.553051200905483129E+05,0.562998915816058652E+05,0.671099866107307298E+04
0.842949640452063664E-01,0.115105096692884354E+04,0.110627262869804191E+00,0.331642999999999972E+03,0.556367632299999968E+05,0.435813915188401402E+00,0.285684148511495650E+00,0.549734794568336220E+05,0.553051225321503371E+05,0.562998936535630346E+05,0.671131675884634114E+04
0.844682189314339138E-01,0.111161559692249671E+04,0.187104373245634142E+00,0.331642999999999972E+03,0.556367632299999968E+05,0.483553739616462253E+00,0.245238683662884038E+00,0.549734766881015457E+05,0.553051193457870395E+05,0.562998916577571435E+05,0.671133996495556949E+04
0.853541997856074874E-01,0.112479109904261281E+04,0.207478567719755758E+00,0.331642999999999972E+03,0.556367632299999968E+05,0.233929069820720315E+00,0.432809910895734784E+00,0.549734779606725861E+05,0.553051208676653259E+05,0.562998933417038497E+05,0.671147297951616383E+04
