seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_likelihood
0.295370221138000488E-01,0.135966759128994563E+01,0.144968748092651367E+00,0.271790669999999977E+03,0.558438914000000004E+05,0.909381687641143799E+00,0.439503014087677002E+00,0.553010594603772770E+05,0.555730853592734129E+05,0.558445134307350163E+05,0.563868163175041554E+05,0.101211526554277111E+04
0.795316696166992188E-02,0.124033976838758288E+06,0.430210828781127930E-01,0.271790669999999977E+03,0.558438914000000004E+05,0.506767451763153076E+00,0.433851182460784912E+00,0.553002205462213169E+05,0.555716445688586027E+05,0.558443275953735356E+05,0.563872029385025380E+05,0.101300092945637584E+04
0.964552164077758789E-02,0.252375756713318813E+06,0.540917873382568359E+00,0.271790669999999977E+03,0.558438914000000004E+05,0.289363265037536621E-01,0.577040314674377441E-01,0.553009482424016605E+05,0.555723138117174894E+05,0.558447034689392094E+05,0.563867708402330754E+05,0.101318258375663640E+04
0.240513086318969727E-01,0.227257086249095108E+01,0.692997217178344727E+00,0.271790669999999977E+03,0.558438914000000004E+05,0.911773502826690674E+00,0.516275763511657715E+00,0.553009777002092014E+05,0.555718148329834730E+05,0.558439008873905186E+05,0.563875710361654637E+05,0.101330065483510521E+04
0.115082263946533203E-01,0.194502705978526938E+06,0.743658065795898438E+00,0.271790669999999977E+03,0.558438914000000004E+05,0.706694304943084717E+00,0.408966362476348877E+00,0.553002340206857334E+05,0.555721744716744215E+05,0.558437632639612202E+05,0.563881038680727361E+05,0.101334199418339017E+04
0.716068744659423828E-01,0.367548395593661104E+01,0.106061065196990967E+01,0.271790669999999977E+03,0.558438914000000004E+05,0.791213214397430420E+00,0.644457936286926270E+00,0.553007295095677982E+05,0.555718639163355620E+05,0.558429106295312886E+05,0.563878283087665914E+05,0.101348374972769170E+04
0.696593225002288818E+00,0.136435501634673074E+05,0.168379652500152588E+01,0.271790669999999977E+03,0.558438914000000004E+05,0.341350853443145752E+00,0.293922066688537598E+00,0.553000145587678562E+05,0.555716504700760634E+05,0.558443231116737370E+05,0.563878776111061452E+05,0.101359944882609625E+04
0.507552444934844971E+00,0.532200662504729280E+04,0.150247800350189209E+01,0.271790669999999977E+03,0.558438914000000004E+05,0.216301977634429932E+00,0.582640290260314941E+00,0.552995862620826374E+05,0.555712760924677641E+05,0.558440854262317662E+05,0.563879388068373082E+05,0.101378683008029111E+04
0.292947888374328613E+00,0.106280389509633387E+05,0.128424441814422607E+01,0.271790669999999977E+03,0.558438914000000004E+05,0.559603273868560791E+00,0.525904297828674316E+00,0.553012562923188816E+05,0.555713108188490660E+05,0.558440288284029011E+05,0.563866271348650334E+05,0.101393196230228295E+04
0.292947888374328613E+00,0.106280389509633387E+05,0.128424441814422607E+01,0.271790669999999977E+03,0.558438914000000004E+05,0.559603273868560791E+00,0.525904297828674316E+00,0.553012562923188816E+05,0.555713108188490660E+05,0.558440288284029011E+05,0.563866271348650334E+05,0.101393196230228295E+04
