seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_likelihood
0.103097967549405662E-01,0.152806966604964089E+03,0.339342922977403150E+00,0.137396511000000004E+03,0.555415072440000004E+05,0.276533662077263653E+00,0.204012336472302672E-01,0.549909342321137738E+05,0.551295413003999201E+05,0.554031616989771719E+05,0.555415235660798498E+05,0.559536277200464101E+05,0.563662592982811766E+05,0.921976177174723125E+04
0.933629107019289667E-02,0.194931648518865579E+02,0.733869372732658121E-01,0.137396511000000004E+03,0.555415072440000004E+05,0.844842819682969037E+00,0.676642610410052248E+00,0.549909978797621516E+05,0.551299342117931737E+05,0.554034349471445312E+05,0.555419872374537154E+05,0.559539894178168615E+05,0.563658977143084194E+05,0.922018499019062801E+04
0.124564260423535578E-01,0.355248836000785140E+01,0.799815259320596827E+00,0.137396511000000004E+03,0.555415072440000004E+05,0.578826032714412797E+00,0.644892863062859423E+00,0.549909588384874223E+05,0.551299644988151194E+05,0.554034133699208323E+05,0.555418589779470858E+05,0.559536893857310060E+05,0.563664093695947377E+05,0.922069306986774245E+04
0.113044691291784120E-01,0.483391825859699509E+01,0.707502238057648669E+00,0.137396511000000004E+03,0.555415072440000004E+05,0.906749244840243329E+00,0.748635975050564895E+00,0.549909317168712660E+05,0.551297187811871117E+05,0.554034127547290409E+05,0.555412037247347034E+05,0.559534802546524807E+05,0.563657576531439045E+05,0.922145075772281416E+04
0.960945565812312497E+00,0.106048251733959753E+01,0.194948963281940579E+01,0.137396511000000004E+03,0.555415072440000004E+05,0.644460069486040732E+00,0.674100068813263453E+00,0.549911309982695602E+05,0.551295850741412432E+05,0.554034574279285735E+05,0.555417746568764269E+05,0.559537101856985828E+05,0.563659080301079957E+05,0.922187165236957298E+04
0.135885648832452886E-01,0.249301071913497161E+02,0.770666600254607648E+00,0.137396511000000004E+03,0.555415072440000004E+05,0.518730276263437595E+00,0.879371388670182719E+00,0.549910699123073282E+05,0.551294798417429047E+05,0.554033613926837279E+05,0.555415878083922580E+05,0.559537944720731248E+05,0.563659326379506165E+05,0.922224317007889840E+04
0.120518053042219988E-01,0.600896624282753322E+02,0.320818352071376600E+00,0.137396511000000004E+03,0.555415072440000004E+05,0.206649788908343263E+00,0.462083839027615628E+00,0.549909506194020214E+05,0.551296416197821527E+05,0.554035547493059057E+05,0.555417268344150725E+05,0.559538976537625203E+05,0.563653392681143087E+05,0.922249555754915491E+04
0.105569617673464400E-01,0.431696854339517699E+01,0.729625665322898409E+00,0.137396511000000004E+03,0.555415072440000004E+05,0.372124997217440301E+00,0.935260186942998173E+00,0.549909281729391587E+05,0.551300202669208520E+05,0.554033506076983322E+05,0.555420877587478681E+05,0.559539400534208835E+05,0.563657238441707450E+05,0.922269569535449773E+04
0.116202297245860536E-01,0.892239977275771565E+02,0.493821820915050946E+00,0.137396511000000004E+03,0.555415072440000004E+05,0.380522487235491369E+00,0.144485749517501927E+00,0.549910784930408990E+05,0.551296471544354790E+05,0.554033962742101357E+05,0.555416859524361425E+05,0.559538123895559984E+05,0.563660818065433123E+05,0.922278798379004729E+04
0.100816604558745318E-01,0.298921272274221579E+02,0.575222648387032853E+00,0.137396511000000004E+03,0.555415072440000004E+05,0.618071248978466548E+00,0.826224577892914813E+00,0.549910275728498964E+05,0.551297910374674902E+05,0.554034472911798512E+05,0.555416053631158575E+05,0.559539564046325613E+05,0.563660669383773784E+05,0.922333984908769162E+04
0.104380811374189929E-01,0.884093408090233623E+01,0.542751637519911734E+00,0.137396511000000004E+03,0.555415072440000004E+05,0.715785447460244528E+00,0.433728542066539435E+00,0.549909733049069619E+05,0.551300377310067197E+05,0.554033915814732172E+05,0.555413497235924733E+05,0.559535184450719316E+05,0.563656802430737225E+05,0.922349000907749360E+04
0.147233126644749704E-01,0.957504841262162998E+01,0.837016447184679935E+00,0.137396511000000004E+03,0.555415072440000004E+05,0.978883745070382338E+00,0.793117595958082622E+00,0.549910576780033298E+05,0.551294698764935820E+05,0.554031159610180694E+05,0.555418164604370613E+05,0.559539715317668888E+05,0.563660980899175775E+05,0.922356562317423413E+04
0.118042352910849475E-01,0.185608408523626984E+02,0.865903671567745614E+00,0.137396511000000004E+03,0.555415072440000004E+05,0.265063697308948673E-01,0.254654818839540220E+00,0.549909702055874368E+05,0.551296189323271246E+05,0.554034025609501623E+05,0.555415686018448396E+05,0.559536784469554550E+05,0.563661843213036045E+05,0.922386905519413085E+04
0.113465423546237950E-01,0.516857410687832370E+02,0.540366738681470782E+00,0.137396511000000004E+03,0.555415072440000004E+05,0.725035483759241983E+00,0.651867640953065486E+00,0.549909865410712737E+05,0.551295869708107202E+05,0.554033089085042302E+05,0.555414773411919596E+05,0.559536360526790522E+05,0.563660612876703599E+05,0.922409371543913767E+04
0.129931265456019393E-01,0.232267655022611365E+03,0.465582083878077035E+00,0.137396511000000004E+03,0.555415072440000004E+05,0.539056740260639544E+00,0.173986184951775286E+00,0.549910557957607452E+05,0.551295619819911153E+05,0.554036715191819821E+05,0.555417001481226471E+05,0.559536489501931574E+05,0.563658654379029977E+05,0.922416431066317818E+04
