seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_likelihood
0.311697724949330846E+00,0.208290109880906630E+04,0.124923938475942742E+01,0.180412311999999986E+03,0.556975115880000012E+05,0.304133251908235529E-01,0.561757252933291373E+00,0.553366800167978072E+05,0.555170932154634793E+05,0.556975035084600167E+05,0.558779233355093602E+05,0.560583402692065210E+05,0.562387456235878708E+05,0.186581303779779591E+04
0.751168374119382115E-01,0.660204526513092242E+04,0.923592116855057710E+00,0.180412311999999986E+03,0.556975115880000012E+05,0.422236169679543638E+00,0.500107788064583891E+00,0.553366830251909923E+05,0.555171150754386981E+05,0.556975089650895825E+05,0.558779309207449696E+05,0.560583446376108841E+05,0.562387513198132001E+05,0.186636081292159179E+04
0.551209477639905548E-01,0.567917717415570150E+05,0.507344969905309862E+00,0.180412311999999986E+03,0.556975115880000012E+05,0.946442260452034501E+00,0.642100078628056958E+00,0.553366955430770977E+05,0.555170995097720079E+05,0.556975091213310079E+05,0.558779337790782665E+05,0.560583357347346391E+05,0.562387497004498364E+05,0.186655069642407307E+04
0.263101299879311579E+00,0.272061360861109733E+04,0.116842947909514239E+01,0.180412311999999986E+03,0.556975115880000012E+05,0.768124953260535981E+00,0.283323761464200297E+00,0.553366907010670475E+05,0.555171069191222778E+05,0.556975140070214475E+05,0.558779303997466122E+05,0.560583274610731969E+05,0.562387422244907648E+05,0.186752484542305865E+04
0.151835929773863759E+00,0.250137771165618460E+04,0.106981538605891768E+01,0.180412311999999986E+03,0.556975115880000012E+05,0.669038905775381498E-01,0.378263110472228437E+00,0.553366902320124937E+05,0.555170950209336370E+05,0.556975033074091843E+05,0.558779175963052548E+05,0.560583374557659918E+05,0.562387396101794366E+05,0.186789371909265265E+04
0.672043941415211288E+00,0.531854393110801630E+04,0.158386399783120702E+01,0.180412311999999986E+03,0.556975115880000012E+05,0.783360413699928260E+00,0.278022314145865868E+00,0.553366850307512577E+05,0.555170980795076684E+05,0.556975160524594394E+05,0.558779200677256231E+05,0.560583432157734424E+05,0.562387449313452162E+05,0.186812698221626579E+04
0.763872088868168403E-01,0.490932262163253017E+04,0.952466442935630764E+00,0.180412311999999986E+03,0.556975115880000012E+05,0.111189205299780953E-01,0.207826575554936832E+00,0.553366827009879926E+05,0.555171026827786045E+05,0.556975015286122434E+05,0.558779254345672089E+05,0.560583430649288348E+05,0.562387478544129262E+05,0.186836542993571584E+04
0.490291112680384888E+00,0.347797506846226770E+04,0.142048035596080480E+01,0.180412311999999986E+03,0.556975115880000012E+05,0.154510247905201459E+00,0.477291881664157924E+00,0.553366899365277714E+05,0.555170977875047975E+05,0.556975109604043537E+05,0.558779376562600883E+05,0.560583370345314252E+05,0.562387482202996689E+05,0.186866802663865701E+04
0.865193161665996580E+00,0.376187306987229158E+04,0.179321524752698958E+01,0.180412311999999986E+03,0.556975115880000012E+05,0.489497805913009898E+00,0.881172515566459480E+00,0.553366836508292618E+05,0.555170965549350512E+05,0.556975038620266350E+05,0.558779184720824633E+05,0.560583326745869635E+05,0.562387523490317471E+05,0.186877824298513269E+04
0.701519765921970739E+00,0.526363454803435980E+04,0.162207230967111471E+01,0.180412311999999986E+03,0.556975115880000012E+05,0.521673364245309301E+00,0.255089852460059219E+00,0.553366925011414351E+05,0.555170970665062778E+05,0.556975026834049640E+05,0.558779251781609491E+05,0.560583405610419431E+05,0.562387484811635513E+05,0.186879318329195075E+04
0.709687350479425549E+00,0.296153193483467248E+04,0.164246110456039762E+01,0.180412311999999986E+03,0.556975115880000012E+05,0.410797919764465225E+00,0.274522499268321396E+00,0.553366856393098715E+05,0.555171081170942998E+05,0.556975092730318283E+05,0.558779182425955441E+05,0.560583256382631589E+05,0.562387493264903533E+05,0.186889885602336835E+04
0.427491136187630405E+00,0.730684682185796373E+04,0.130430427663042625E+01,0.180412311999999986E+03,0.556975115880000012E+05,0.868228271441859212E+00,0.888928569815087832E+00,0.553366926957717733E+05,0.555171050035984663E+05,0.556975099712788651E+05,0.558779154256746406E+05,0.560583314485453229E+05,0.562387572291744364E+05,0.186894541420767382E+04
0.293405404876335596E+00,0.589898813829839855E+04,0.117181812459017620E+01,0.180412311999999986E+03,0.556975115880000012E+05,0.771767066340447783E+00,0.898760167746011862E+00,0.553366991961672102E+05,0.555171019810636135E+05,0.556975045886893276E+05,0.558779263857594415E+05,0.560583275794775473E+05,0.562387463348894671E+05,0.186908656188254781E+04
0.862743838167055688E+00,0.605400746839772819E+04,0.178484414318628981E+01,0.180412311999999986E+03,0.556975115880000012E+05,0.638216649525303215E+00,0.240226524955517856E+00,0.553366842533026793E+05,0.555171048564551093E+05,0.556975178696024377E+05,0.558779223898191558E+05,0.560583382718783469E+05,0.562387390921037659E+05,0.186915068341127153E+04
0.437951877186452232E+00,0.578700609835377418E+04,0.133145694660491465E+01,0.180412311999999986E+03,0.556975115880000012E+05,0.751203040778393727E+00,0.726620666021798089E+00,0.553366824240939095E+05,0.555171013966272076E+05,0.556975020485438872E+05,0.558779322396140924E+05,0.560583350033707029E+05,0.562387452076383343E+05,0.186915269052046642E+04
0.525954702215715511E-01,0.436217564880452992E+05,0.364213712332072725E+00,0.180412311999999986E+03,0.556975115880000012E+05,0.975838544451767431E+00,0.878106681076538442E+00,0.553366889034424748E+05,0.555171041816209618E+05,0.556974971556454984E+05,0.558779298831568085E+05,0.560583358819568166E+05,0.562387446135638238E+05,0.186928370400846461E+04
0.155922158758929175E+00,0.297707333616476080E+04,0.104669794335114319E+01,0.180412311999999986E+03,0.556975115880000012E+05,0.663851487414858110E+00,0.186732268927524786E+00,0.553366865974342436E+05,0.555171026773323611E+05,0.556975095518416492E+05,0.558779148198305702E+05,0.560583393794620133E+05,0.562387488316944000E+05,0.186930457590193919E+04
0.256314730947901193E+00,0.353192916026863395E+04,0.117826266071553287E+01,0.180412311999999986E+03,0.556975115880000012E+05,0.157518993408626878E+00,0.667707190510821169E+00,0.553366798050945144E+05,0.555170990130658247E+05,0.556975062789604635E+05,0.558779184134047537E+05,0.560583379000471978E+05,0.562387415211308908E+05,0.186944759499518887E+04
0.216943542658700111E+00,0.362653986739604488E+04,0.113342850465975875E+01,0.180412311999999986E+03,0.556975115880000012E+05,0.139955425301852510E+00,0.248137467761432334E+00,0.553366973282735198E+05,0.555170997000136995E+05,0.556975030935343384E+05,0.558779280892393435E+05,0.560583278199479319E+05,0.562387489137217126E+05,0.186947282863530199E+04
0.223506528775454572E+00,0.597305881437947846E+04,0.110132840358513695E+01,0.180412311999999986E+03,0.556975115880000012E+05,0.671824399606648082E+00,0.827439009233572609E+00,0.553366854505208685E+05,0.555171083714116758E+05,0.556975098455142070E+05,0.558779238933561719E+05,0.560583242527617258E+05,0.562387417821230629E+05,0.186948496317875879E+04
0.977098611256730087E-01,0.369353229397585892E+04,0.992274650152245918E+00,0.180412311999999986E+03,0.556975115880000012E+05,0.928424509736142795E-01,0.345888142353960593E+00,0.553366938005971533E+05,0.555171099633730482E+05,0.556975108718364791E+05,0.558779241652220517E+05,0.560583252640474457E+05,0.562387406653884391E+05,0.186949743643705779E+04
0.434403032959753743E+00,0.598743191503587423E+04,0.130124590983075161E+01,0.180412311999999986E+03,0.556975115880000012E+05,0.989581546112261234E+00,0.901294623652501570E+00,0.553366828378980135E+05,0.555171080196933908E+05,0.556975067856640162E+05,0.558779264469113332E+05,0.560583393198107296E+05,0.562387471585708845E+05,0.186950839544870041E+04
0.423685741773606350E+00,0.341912325541338942E+04,0.134378958580052732E+01,0.180412311999999986E+03,0.556975115880000012E+05,0.369974329434982485E+00,0.924445835536738314E+00,0.553366945727220591E+05,0.555171097154724848E+05,0.556975094949514605E+05,0.558779304540854064E+05,0.560583285230086112E+05,0.562387556359341761E+05,0.186957226118424023E+04
0.112937814491783001E+00,0.935626852444509132E+04,0.915633329943350116E+00,0.180412311999999986E+03,0.556975115880000012E+05,0.957366769298092724E+00,0.915306717199751096E+00,0.553366860707302403E+05,0.555170984338184571E+05,0.556975049109795000E+05,0.558779259574071766E+05,0.560583404416806879E+05,0.562387392685305313E+05,0.186959826601107034E+04
0.574338799696641339E-01,0.114651314725468008E+06,0.156040406818962585E+00,0.180412311999999986E+03,0.556975115880000012E+05,0.317816330463676633E+00,0.650759445816582405E+00,0.553366876604425925E+05,0.555170966779022783E+05,0.556975034488889651E+05,0.558779261543561297E+05,0.560583386787220952E+05,0.562387509364687430E+05,0.186963727427905633E+04
