seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_likelihood
0.925894558429718018E+00,0.975330031925872447E+02,0.191220021247863770E+01,0.251481876000000000E+03,0.557799228280000025E+05,0.391444921493530273E+00,0.115472376346588135E+00,0.550253101066038143E+05,0.555276683151095858E+05,0.560319682554259343E+05,0.562825831093884262E+05,0.824766921548010828E+03
0.119062662124633789E-01,0.160581587987733292E+04,0.688641190528869629E+00,0.251481876000000000E+03,0.557799228280000025E+05,0.563810646533966064E+00,0.339892089366912842E+00,0.550261310786888134E+05,0.555283546382754794E+05,0.560323252828373952E+05,0.562830017073250565E+05,0.825697314693593057E+03
0.280126929283142090E-01,0.785816692507619853E+06,0.821764111518859863E+00,0.251481876000000000E+03,0.557799228280000025E+05,0.709805846214294434E+00,0.911691069602966309E+00,0.550249460510894787E+05,0.555277221497863284E+05,0.560304575110926671E+05,0.562831738576985153E+05,0.825750115149488352E+03
0.164371728897094727E-01,0.671055782631848047E+03,0.480131864547729492E+00,0.251481876000000000E+03,0.557799228280000025E+05,0.475567102432250977E+00,0.186143100261688232E+00,0.550249793663904202E+05,0.555290434922545901E+05,0.560319759391799016E+05,0.562819480599261078E+05,0.826017524626843851E+03
0.502044737339019775E+00,0.694517239088499482E+05,0.120294392108917236E+01,0.251481876000000000E+03,0.557799228280000025E+05,0.303712606430053711E+00,0.360163927078247070E+00,0.550260581997320187E+05,0.555289379090636721E+05,0.560322613479151769E+05,0.562835259544945511E+05,0.826369383204227120E+03
0.740623652935028076E+00,0.703565962916991521E+04,0.172942030429840088E+01,0.251481876000000000E+03,0.557799228280000025E+05,0.299808919429779053E+00,0.596998155117034912E+00,0.550263340338155758E+05,0.555293551792472354E+05,0.560319759023442311E+05,0.562828462098933014E+05,0.826409182007038794E+03
0.102439522743225098E-01,0.204622777191794557E+05,0.421538472175598145E+00,0.251481876000000000E+03,0.557799228280000025E+05,0.712092518806457520E+00,0.506875157356262207E+00,0.550261204002782833E+05,0.555291462936967364E+05,0.560304527627482457E+05,0.562826644634104523E+05,0.826514788826918448E+03
0.273970365524291992E-01,0.787852931201962292E+02,0.987761378288269043E+00,0.251481876000000000E+03,0.557799228280000025E+05,0.895412743091583252E+00,0.434980571269989014E+00,0.550253307488843930E+05,0.555281215049594393E+05,0.560310363532557531E+05,0.562823570789194855E+05,0.826525592394038313E+03
0.118216276168823242E-01,0.114573090332591141E+04,0.558889985084533691E+00,0.251481876000000000E+03,0.557799228280000025E+05,0.749323725700378418E+00,0.882567107677459717E+00,0.550255810314104092E+05,0.555283858625262728E+05,0.560306547146096273E+05,0.562834435337878022E+05,0.826621315959928097E+03
0.121759176254272461E+00,0.121771400647335190E+04,0.109955894947052002E+01,0.251481876000000000E+03,0.557799228280000025E+05,0.490744233131408691E+00,0.618237793445587158E+00,0.550258158100530636E+05,0.555285955802768221E+05,0.560316705799355550E+05,0.562833450812197480E+05,0.826708157299472646E+03
0.573613643646240234E+00,0.273636985279298497E+05,0.155871582031250000E+01,0.251481876000000000E+03,0.557799228280000025E+05,0.275241136550903320E-01,0.387043774127960205E+00,0.550253056652233136E+05,0.555280286819308749E+05,0.560319877544894262E+05,0.562831926595068726E+05,0.826789176827171445E+03
0.224543809890747070E-01,0.745856489021729067E+04,0.830785632133483887E+00,0.251481876000000000E+03,0.557799228280000025E+05,0.991386175155639648E-01,0.878140449523925781E+00,0.550249775869533551E+05,0.555287601147263995E+05,0.560324031442656560E+05,0.562820836513138565E+05,0.826974229733995344E+03
0.166571140289306641E-01,0.148256774515463796E+02,0.275968313217163086E+00,0.251481876000000000E+03,0.557799228280000025E+05,0.110047996044158936E+00,0.551932454109191895E+00,0.550258123819515240E+05,0.555283897191852084E+05,0.560320626924290700E+05,0.562819747390843186E+05,0.827041856823454623E+03
0.764060616493225098E-01,0.386827960103921775E+01,0.287027478218078613E+00,0.251481876000000000E+03,0.557799228280000025E+05,0.453863561153411865E+00,0.574911832809448242E-01,0.550258905876562130E+05,0.555288477504819384E+05,0.560320177239432378E+05,0.562827785149908814E+05,0.827140206821280117E+03
0.930010676383972168E+00,0.104824459602379818E+03,0.191603314876556396E+01,0.251481876000000000E+03,0.557799228280000025E+05,0.140580832958221436E+00,0.832348704338073730E+00,0.550260432223960888E+05,0.555276296442121020E+05,0.560321340605273290E+05,0.562823528041935715E+05,0.827170871999435349E+03
0.108766615390777588E+00,0.611843577544718986E+01,0.108568537235260010E+01,0.251481876000000000E+03,0.557799228280000025E+05,0.985908627510070801E+00,0.868852138519287109E-01,0.550247900449916851E+05,0.555287457804053774E+05,0.560316272638096852E+05,0.562836561986304077E+05,0.827198170402444930E+03
0.305800974369049072E+00,0.153407870016647794E+06,0.128427147865295410E+01,0.251481876000000000E+03,0.557799228280000025E+05,0.223877429962158203E+00,0.481679499149322510E+00,0.550262086282655728E+05,0.555274998710721484E+05,0.560318823250784917E+05,0.562822383405066284E+05,0.827216342064918535E+03
0.772207975387573242E-02,0.102956711415690256E+04,0.391337156295776367E+00,0.251481876000000000E+03,0.557799228280000025E+05,0.759139776229858398E+00,0.801609754562377930E-01,0.550261359016582501E+05,0.555293299193948260E+05,0.560307901062026067E+05,0.562832746888495240E+05,0.827259238650045177E+03
0.276546478271484375E-01,0.102680355772440590E+01,0.644730687141418457E+00,0.251481876000000000E+03,0.557799228280000025E+05,0.811356723308563232E+00,0.554636001586914062E+00,0.550250214161560070E+05,0.555277998351424685E+05,0.560318147496237798E+05,0.562837791304684433E+05,0.827336812120719287E+03
0.276546478271484375E-01,0.102680355772440590E+01,0.644730687141418457E+00,0.251481876000000000E+03,0.557799228280000025E+05,0.811356723308563232E+00,0.554636001586914062E+00,0.550250214161560070E+05,0.555277998351424685E+05,0.560318147496237798E+05,0.562837791304684433E+05,0.827336812120719287E+03
0.504775404930114746E+00,0.870810713079341951E+02,0.147398376464843750E+01,0.251481876000000000E+03,0.557799228280000025E+05,0.809250831604003906E+00,0.816600322723388672E+00,0.550258165063545239E+05,0.555280077033608904E+05,0.560315244934811635E+05,0.562821663037634644E+05,0.827498463819689732E+03
0.810712575912475586E-02,0.169553522622418633E+02,0.636962413787841797E+00,0.251481876000000000E+03,0.557799228280000025E+05,0.279123842716217041E+00,0.251091897487640381E+00,0.550251066195652020E+05,0.555279491191476336E+05,0.560304780317797704E+05,0.562838823701239380E+05,0.827566792394098911E+03
0.810712575912475586E-02,0.169553522622418633E+02,0.636962413787841797E+00,0.251481876000000000E+03,0.557799228280000025E+05,0.279123842716217041E+00,0.251091897487640381E+00,0.550251066195652020E+05,0.555279491191476336E+05,0.560304780317797704E+05,0.562838823701239380E+05,0.827566792394098911E+03
0.441851913928985596E+00,0.676471196590909676E+05,0.126583802700042725E+01,0.251481876000000000E+03,0.557799228280000025E+05,0.659607589244842529E+00,0.176979482173919678E+00,0.550260562727138531E+05,0.555278786838620654E+05,0.560318261070504232E+05,0.562822248635388169E+05,0.827623567318467394E+03
0.441851913928985596E+00,0.676471196590909676E+05,0.126583802700042725E+01,0.251481876000000000E+03,0.557799228280000025E+05,0.659607589244842529E+00,0.176979482173919678E+00,0.550260562727138531E+05,0.555278786838620654E+05,0.560318261070504232E+05,0.562822248635388169E+05,0.827623567318467394E+03
