seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.941343952166856512E+00,0.108487648674089137E+02,0.190157771109513174E+01,0.216430399999999992E+03,0.554412978000000003E+05,0.842455775945190721E+00,0.535777564156658226E+00,0.552248950586884894E+05,0.554412812883397855E+05,0.558741956877309349E+05,0.193467966867686596E+04
0.301627181090129322E-01,0.603642124320057405E+03,0.439661490129167831E+00,0.216430399999999992E+03,0.554412978000000003E+05,0.819174512841966518E+00,0.586997475560461002E+00,0.552247620298752590E+05,0.554412749843398051E+05,0.558743012467232329E+05,0.193503554519444947E+04
0.733827874362900090E+00,0.158586948435001087E+02,0.168352398403194536E+01,0.216430399999999992E+03,0.554412978000000003E+05,0.992043484331480041E+00,0.677067910302613374E+00,0.552248859848757347E+05,0.554413331018088356E+05,0.558742088686817297E+05,0.193512249329178917E+04
0.314275174777165003E-01,0.383216456706352801E+04,0.444734336104035566E+00,0.216430399999999992E+03,0.554412978000000003E+05,0.269974144735555699E+00,0.246113188841156572E+00,0.552247634912919966E+05,0.554412294644808135E+05,0.558741726726326160E+05,0.193516741345006108E+04
0.527682635513454956E+00,0.343849789382110993E+01,0.150813854177565965E+01,0.216430399999999992E+03,0.554412978000000003E+05,0.288876818304581364E-02,0.961954149563453598E+00,0.552248534647631022E+05,0.554412859152327219E+05,0.558742411739817180E+05,0.193537880355303855E+04
0.660355934633965608E-01,0.578005121830042157E+02,0.987546783894757474E+00,0.216430399999999992E+03,0.554412978000000003E+05,0.911283745462585171E+00,0.160126234963678171E+00,0.552248885116679376E+05,0.554412662554821145E+05,0.558741678218552770E+05,0.193581766826973285E+04
0.797583470304123021E+00,0.681566630993912348E+01,0.177505978968630274E+01,0.216430399999999992E+03,0.554412978000000003E+05,0.164484799528054226E+00,0.398165258394093224E+00,0.552248167623803602E+05,0.554413866112682008E+05,0.558742162528251647E+05,0.193589087916493395E+04
0.878189197520838349E+00,0.601485128197733054E+01,0.184729940791721292E+01,0.216430399999999992E+03,0.554412978000000003E+05,0.465095093097907863E+00,0.724787367163027274E+00,0.552248369642638718E+05,0.554412460955109418E+05,0.558741770381438328E+05,0.193606162769445177E+04
0.921872829916576264E-01,0.426203099504510945E+02,0.104726960521412638E+01,0.216430399999999992E+03,0.554412978000000003E+05,0.279987471363258300E+00,0.449438887848728597E+00,0.552247904121637184E+05,0.554413387370282289E+05,0.558741781723426029E+05,0.193619121989541213E+04
0.561852444848419674E-01,0.106365269564027543E+03,0.973234923001591645E+00,0.216430399999999992E+03,0.554412978000000003E+05,0.764186480293306714E+00,0.414146929551185372E+00,0.552248547066840256E+05,0.554413014635362124E+05,0.558741949779512579E+05,0.193628868142506713E+04
