seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.959874597318223555E+00,0.191273098926990997E+03,0.195255945537251274E+01,0.388050461999999982E+03,0.555168819619999995E+05,0.196494291798392534E+00,0.625520119972078764E-01,0.551288396126472435E+05,0.555169018011463777E+05,0.562929764435170364E+05,0.122037579320151031E+04
0.760853929076512614E+00,0.170221240687060686E+03,0.174528400554526608E+01,0.388050461999999982E+03,0.555168819619999995E+05,0.899885624920155669E+00,0.484795759701488638E+00,0.551288098009721580E+05,0.555168633289928257E+05,0.562929840349125298E+05,0.122103911814526077E+04
0.707879200115901663E+00,0.148286447947646906E+03,0.168943010389914972E+01,0.388050461999999982E+03,0.555168819619999995E+05,0.862240816855160297E+00,0.926621273019069380E+00,0.551288154085698916E+05,0.555168764465482236E+05,0.562929729449872466E+05,0.122119258914069860E+04
0.536540769261138473E+00,0.150558525688406405E+03,0.152549088105760466E+01,0.388050461999999982E+03,0.555168819619999995E+05,0.569141419410650551E+00,0.932405238865204655E+00,0.551288739765955906E+05,0.555168818717899485E+05,0.562930011239410887E+05,0.122206400840409674E+04
0.706812450555832195E+00,0.288058206593192779E+03,0.169041843646737711E+01,0.388050461999999982E+03,0.555168819619999995E+05,0.819033152660034625E+00,0.786594216188503670E+00,0.551288395629747829E+05,0.555169130671540624E+05,0.562929783118732885E+05,0.122225980166863133E+04
0.146757021669572829E+00,0.255820582745811521E+03,0.111904594905566834E+01,0.388050461999999982E+03,0.555168819619999995E+05,0.869304166665800127E+00,0.889706230518443331E+00,0.551288758439508747E+05,0.555168801501547059E+05,0.562929855006199941E+05,0.122255454709764081E+04
0.807109400176825753E+00,0.172692689483464903E+03,0.179215327527004953E+01,0.388050461999999982E+03,0.555168819619999995E+05,0.815998931301547770E+00,0.839269171998344166E+00,0.551288225604071340E+05,0.555168967437473329E+05,0.562929986940695671E+05,0.122260943745251757E+04
0.630594617972591864E+00,0.353844548961136809E+03,0.161546554232277240E+01,0.388050461999999982E+03,0.555168819619999995E+05,0.786198579919321849E+00,0.683443240349402070E+00,0.551288338245672930E+05,0.555168680319191772E+05,0.562929744278136786E+05,0.122270749827670375E+04
0.766810278510840382E+00,0.123139622260625700E+03,0.175602765673377958E+01,0.388050461999999982E+03,0.555168819619999995E+05,0.534645105775431118E+00,0.910732438832535296E+00,0.551288481299722189E+05,0.555169109477927195E+05,0.562929795070380278E+05,0.122290400136860535E+04
0.875858206426116115E+00,0.163389588862740652E+03,0.186268800431960613E+01,0.388050461999999982E+03,0.555168819619999995E+05,0.645156391237360238E+00,0.985674151877808935E+00,0.551288390138432442E+05,0.555169050744261112E+05,0.562929835244292553E+05,0.122299660072246843E+04
0.122383921603734735E+00,0.304972787410228307E+03,0.110818131676084541E+01,0.388050461999999982E+03,0.555168819619999995E+05,0.303247749199665573E+00,0.513870308949273824E-01,0.551288641972977639E+05,0.555169005154827828E+05,0.562929883012559003E+05,0.122303013807038474E+04
0.219875384926026679E+00,0.973240668884641593E+02,0.120242101881866637E+01,0.388050461999999982E+03,0.555168819619999995E+05,0.756352976586803782E+00,0.373478682596572686E+00,0.551288277639198423E+05,0.555169004954439661E+05,0.562929758072133482E+05,0.122317234789396230E+04
0.983834929870936237E+00,0.255111965508811750E+03,0.197198416993000492E+01,0.388050461999999982E+03,0.555168819619999995E+05,0.608193287554308126E+00,0.899279977213057191E+00,0.551288713337518275E+05,0.555169022519684004E+05,0.562929942871879466E+05,0.122343038425559871E+04
0.984465969990551359E+00,0.631174641806288435E+02,0.197681311344299204E+01,0.388050461999999982E+03,0.555168819619999995E+05,0.248144332519926542E+00,0.136716270942286888E+00,0.551288491803094003E+05,0.555168930697493633E+05,0.562929758250907180E+05,0.122360969348412323E+04
0.214520778383395574E-01,0.166720279860538926E+04,0.978504705725147805E+00,0.388050461999999982E+03,0.555168819619999995E+05,0.598408633988469552E+00,0.779223487872171106E+00,0.551288586118712410E+05,0.555169035229881410E+05,0.562929800073028673E+05,0.122364860280516518E+04
0.951081095394446185E+00,0.185250001432177925E+03,0.194299000080744588E+01,0.388050461999999982E+03,0.555168819619999995E+05,0.295639470247812619E+00,0.881617815997155607E+00,0.551288311899115797E+05,0.555168961328691294E+05,0.562929926465746321E+05,0.122370075976505404E+04
0.116016779580752020E-01,0.404097896964270258E+05,0.518285276577694853E+00,0.388050461999999982E+03,0.555168819619999995E+05,0.376321261287973011E-01,0.336628319204343385E+00,0.551288687809248440E+05,0.555168695881566746E+05,0.562929657734226421E+05,0.122391251541766701E+04
0.388077907606365735E+00,0.159792551305785395E+03,0.137159911947093560E+01,0.388050461999999982E+03,0.555168819619999995E+05,0.753000591022288446E+00,0.384773527252944558E+00,0.551288479724128119E+05,0.555168544719088532E+05,0.562929907638965378E+05,0.122398225149712675E+04
