seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_likelihood
0.964491389690595863E-01,0.654856106762726904E+04,0.774843813781380453E+00,0.268942400000000021E+03,0.557309550400000007E+05,0.270869058638788018E+00,0.210053083336454796E-01,0.551930722788942148E+05,0.554620127082161562E+05,0.557309556337273898E+05,0.559998943289263043E+05,0.525832631503139601E+04
0.101275105873611077E+00,0.574175775800747851E+04,0.807036221947822763E+00,0.268942400000000021E+03,0.557309550400000007E+05,0.280496083651821382E+00,0.624495857170458524E+00,0.551930699038892271E+05,0.554620110703016617E+05,0.557309548018945643E+05,0.559998981759727903E+05,0.525842320856063725E+04
0.988658748118425995E-01,0.482534983374193507E+04,0.834079854483598004E+00,0.268942400000000021E+03,0.557309550400000007E+05,0.205717975955015286E+00,0.178996890185070451E+00,0.551930710391189350E+05,0.554620120528692787E+05,0.557309546980761079E+05,0.559998969172488141E+05,0.526069128169312353E+04
0.982125516896131534E-01,0.650931093846211661E+04,0.789835479299012988E+00,0.268942400000000021E+03,0.557309550400000007E+05,0.165994939978039602E+00,0.478024613314918412E+00,0.551930683936997739E+05,0.554620146718131437E+05,0.557309521458823583E+05,0.559998965807731947E+05,0.526098732052459945E+04
0.995975161042320367E-01,0.607676988024491402E+04,0.802670255640676511E+00,0.268942400000000021E+03,0.557309550400000007E+05,0.183515890751245969E+00,0.372584145855585025E+00,0.551930738181422857E+05,0.554620127149489272E+05,0.557309535526325999E+05,0.559998956534462995E+05,0.526100343689369129E+04
0.953604457890780549E-01,0.816796566340104710E+04,0.744194591236388314E+00,0.268942400000000021E+03,0.557309550400000007E+05,0.165686081892742948E+00,0.211985071668012622E-01,0.551930727459088885E+05,0.554620128376265566E+05,0.557309522762811903E+05,0.559998957545181038E+05,0.526104748838790420E+04
0.969558201068137226E-01,0.735643416675997469E+04,0.770285126207467807E+00,0.268942400000000021E+03,0.557309550400000007E+05,0.119982612683802961E+00,0.668033118020644884E-01,0.551930719063062061E+05,0.554620126657061410E+05,0.557309499383271759E+05,0.559998962013304117E+05,0.526131093672958923E+04
0.996856974669067253E-01,0.494712224903812603E+04,0.830427940647193275E+00,0.268942400000000021E+03,0.557309550400000007E+05,0.190751638294719972E+00,0.401215867676719337E-01,0.551930701696494507E+05,0.554620116248320846E+05,0.557309513912077382E+05,0.559998961312590036E+05,0.526131347762532550E+04
0.986514525475666315E-01,0.589254022317996350E+04,0.811119735840137190E+00,0.268942400000000021E+03,0.557309550400000007E+05,0.125225250575009828E+00,0.730337541923253841E+00,0.551930710959097123E+05,0.554620117011578768E+05,0.557309549646336745E+05,0.559998957759878103E+05,0.526137125246511914E+04
0.978697128405457001E-01,0.451258589558588119E+04,0.840315871622109301E+00,0.268942400000000021E+03,0.557309550400000007E+05,0.715117502076377809E-01,0.705842536982774493E-01,0.551930692350021200E+05,0.554620144483269760E+05,0.557309523407198576E+05,0.559998942118673876E+05,0.526159387324029740E+04
