seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_likelihood
0.485745722280537667E-01,0.694934329735305596E+03,0.853706466529655789E-02,0.296637099999999975E+03,0.558299470999999976E+05,0.350499121720859064E+00,0.338193973945729587E+00,0.552366717180785417E+05,0.555333137203233491E+05,0.558299493737889716E+05,0.564232275694286800E+05,0.805689815932559577E+04
0.491587139597079517E-01,0.635253281773392814E+03,0.259729967134515183E+00,0.296637099999999975E+03,0.558299470999999976E+05,0.284269389135747730E+00,0.356714570954566268E+00,0.552366717970102181E+05,0.555333157441974254E+05,0.558299496575447847E+05,0.564232219412271588E+05,0.805699498915775075E+04
0.491265076182657995E-01,0.594229713450191298E+03,0.323796556859424101E+00,0.296637099999999975E+03,0.558299470999999976E+05,0.166929558899337083E+00,0.709408533807452057E+00,0.552366740190749551E+05,0.555333164709494595E+05,0.558299476035307671E+05,0.564232238994043801E+05,0.805713389283862853E+04
0.480971926359785099E-01,0.640801481293002666E+03,0.180720149310632183E+00,0.296637099999999975E+03,0.558299470999999976E+05,0.423352705762780557E+00,0.348532074933201930E+00,0.552366726944334150E+05,0.555333114697386700E+05,0.558299465577622468E+05,0.564232244806310555E+05,0.805759711845682614E+04
0.484847809283895578E-01,0.662546359314249457E+03,0.151584334835191875E+00,0.296637099999999975E+03,0.558299470999999976E+05,0.265033016296240376E+00,0.550779888099762971E+00,0.552366700006176179E+05,0.555333129719617864E+05,0.558299459172805437E+05,0.564232208835289712E+05,0.805798452164379523E+04
0.488293452522221144E-01,0.662746241591380681E+03,0.186410946777369746E+00,0.296637099999999975E+03,0.558299470999999976E+05,0.145993039553221737E+00,0.864392601623204082E+00,0.552366735345405395E+05,0.555333103286882470E+05,0.558299472585005569E+05,0.564232244009478236E+05,0.805803065049472389E+04
0.487058629835968870E-01,0.665532307083013166E+03,0.158105002510716630E+00,0.296637099999999975E+03,0.558299470999999976E+05,0.200146509424644764E+00,0.543934789699272558E+00,0.552366706955563277E+05,0.555333102952022746E+05,0.558299478171298033E+05,0.564232230766709617E+05,0.805845821103131675E+04
0.512725304195861056E-01,0.377433095854977751E+03,0.592228033973434931E+00,0.296637099999999975E+03,0.558299470999999976E+05,0.156510226777605843E+00,0.862822886856655868E+00,0.552366743861500727E+05,0.555333126522109669E+05,0.558299460273152217E+05,0.564232224084969566E+05,0.805847373832564517E+04
0.488029997961499651E-01,0.688222660869954325E+03,0.478442941142986494E-01,0.296637099999999975E+03,0.558299470999999976E+05,0.303302212821922434E+00,0.308734254967587995E+00,0.552366703190530316E+05,0.555333104984413148E+05,0.558299482741157699E+05,0.564232245691333010E+05,0.805849097361001986E+04
0.496045431983897986E-01,0.485656602218217358E+03,0.452652938025670304E+00,0.296637099999999975E+03,0.558299470999999976E+05,0.301504262601451523E+00,0.464518545752999279E+00,0.552366690189738292E+05,0.555333152166590080E+05,0.558299483516746332E+05,0.564232248651391419E+05,0.805875626790218121E+04
