seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_likelihood
0.575600026534399234E+00,0.216494644175336903E+01,0.155482734514663323E+01,0.369144200000000012E+03,0.558067963999999993E+05,0.840534743954118535E+00,0.812844594567895040E+00,0.550685271325956273E+05,0.561759693341351376E+05,0.180869845941008202E+04
0.586238144901503264E-01,0.206697337724614094E+02,0.103115338672184675E+01,0.369144200000000012E+03,0.558067963999999993E+05,0.610547002407150430E+00,0.100968102371825925E-01,0.550685364125551350E+05,0.561756101966348360E+05,0.180902172830671793E+04
0.144550792575368209E-01,0.108842378980985109E+04,0.367769587228214401E+00,0.369144200000000012E+03,0.558067963999999993E+05,0.690198694040989880E+00,0.456960090909111494E+00,0.550684600971398613E+05,0.561756964559409753E+05,0.180949379782464030E+04
0.151155543576590945E+00,0.225418323867262149E+01,0.112988300146426890E+01,0.369144200000000012E+03,0.558067963999999993E+05,0.497985739605659783E+00,0.770065878746861832E+00,0.550685720699632802E+05,0.561757068626388864E+05,0.180951190192110744E+04
0.132242737336923290E-01,0.893404326541030855E+03,0.258963299325864871E+00,0.369144200000000012E+03,0.558067963999999993E+05,0.515877937595616509E+00,0.114246359453620341E-01,0.550684140366437205E+05,0.561758198870228516E+05,0.181035098436803560E+04
0.670192313472340095E+00,0.341148254041882922E+03,0.163572570732291411E+01,0.369144200000000012E+03,0.558067963999999993E+05,0.820039368238190569E+00,0.848080542962125650E+00,0.550685520578553769E+05,0.561756841416748139E+05,0.181035765398815010E+04
0.279040361658282332E+00,0.680536803140607702E+02,0.124375537582094720E+01,0.369144200000000012E+03,0.558067963999999993E+05,0.939657203694140075E+00,0.496126332973011452E+00,0.550685785341293376E+05,0.561756489527557351E+05,0.181036940392754377E+04
0.795997483840552134E+00,0.420350028913964646E+01,0.178165419414453852E+01,0.369144200000000012E+03,0.558067963999999993E+05,0.350859762955182619E+00,0.418390858221410367E+00,0.550685274568889217E+05,0.561757891690649922E+05,0.181059137052775645E+04
0.357991576470118811E+00,0.146996335837773318E+01,0.134206016368303782E+01,0.369144200000000012E+03,0.558067963999999993E+05,0.428805996917206833E+00,0.284008280594539753E+00,0.550684944026793601E+05,0.561758418086992169E+05,0.181071685297785075E+04
0.224230590123546764E+00,0.310987294855082563E+01,0.119624593287542891E+01,0.369144200000000012E+03,0.558067963999999993E+05,0.811193998072764488E+00,0.709163274216314976E+00,0.550685029292764084E+05,0.561757212542552516E+05,0.181094584220437855E+04
0.886948790435271028E-01,0.335045976480227949E+02,0.106476766568014347E+01,0.369144200000000012E+03,0.558067963999999993E+05,0.220177120229281265E+00,0.694421006724151302E+00,0.550685851509086715E+05,0.561756480991595818E+05,0.181095541245782647E+04
0.190106456118436830E-01,0.646239479256171762E+04,0.486666977982092686E+00,0.369144200000000012E+03,0.558067963999999993E+05,0.597685433201950445E+00,0.446556134827937212E+00,0.550684913812495215E+05,0.561756785839434015E+05,0.181101772899427533E+04
0.148719698052063656E-01,0.212895751986467940E+04,0.276900452408902709E+00,0.369144200000000012E+03,0.558067963999999993E+05,0.126791053137820242E+00,0.236099182743649438E+00,0.550684437125628028E+05,0.561757724805667531E+05,0.181127098471545196E+04
0.804449554999309369E+00,0.129281893600874054E+01,0.179697472357918997E+01,0.369144200000000012E+03,0.558067963999999993E+05,0.242249030087526296E-01,0.962519229710409596E+00,0.550685004929798670E+05,0.561757247418990301E+05,0.181135145214506588E+04
0.334180533882298236E+00,0.159744818454016912E+01,0.132159825218816618E+01,0.369144200000000012E+03,0.558067963999999993E+05,0.346737079439471074E+00,0.936671094848505192E+00,0.550685782498078843E+05,0.561758215785032007E+05,0.181139962567214297E+04
