seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.226953335557556257E+00,0.665006008405675288E+02,0.118490866944684026E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.495286755061948192E+00,0.643922587583252271E+00,0.549840719950566854E+05,0.552494160078644054E+05,0.555150258228082093E+05,0.557804795784241651E+05,0.560459770496876226E+05,0.633712261184242379E+04
0.305000779534062738E+00,0.874953380529333344E+02,0.123340763731538061E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.886320588332515813E+00,0.951474680701865139E+00,0.549840879830820850E+05,0.552495598735667445E+05,0.555149535210373797E+05,0.557804937145542790E+05,0.560459261710141800E+05,0.633850107939177633E+04
0.957522854298083148E+00,0.239245133337579432E+02,0.193573229159628779E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.910297525703634980E-01,0.916364753219507722E+00,0.549840478202292870E+05,0.552495129615928745E+05,0.555150279388770286E+05,0.557805084525355487E+05,0.560459741602162394E+05,0.633875546057986412E+04
0.601572030235868027E+00,0.233418474038740769E+02,0.157928382236214460E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.328908255996893453E-01,0.316218959074883010E+00,0.549840296710924886E+05,0.552495303312444303E+05,0.555149787509558519E+05,0.557805016422931512E+05,0.560459044791708948E+05,0.633959511634858791E+04
0.162182230706235969E+00,0.538174297803738355E+02,0.109753814923060267E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.976512824402422930E+00,0.526198498520022429E+00,0.549840957694825483E+05,0.552495680827274264E+05,0.555150567195934927E+05,0.557805416827632580E+05,0.560459359519166683E+05,0.634050146656051402E+04
0.306458166134207510E-01,0.157075714996194938E+04,0.673294969542464927E+00,0.265469540999999992E+03,0.555150133819999974E+05,0.625269458784765586E+00,0.597942246337229255E+00,0.549840937693344022E+05,0.552495638510413482E+05,0.555149568491322570E+05,0.557804718640113570E+05,0.560458924687910039E+05,0.634156315932053076E+04
0.126173983222502534E+00,0.691556580777505019E+02,0.107046691795995397E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.781966768612403884E+00,0.485480401348151458E+00,0.549840926720970674E+05,0.552496167663323286E+05,0.555150556620469943E+05,0.557804517198910617E+05,0.560459380533738440E+05,0.634160716745831087E+04
0.911200666527336445E-01,0.101308334979231574E+03,0.101731608376464266E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.963066637327694264E+00,0.490572831770192008E+00,0.549841087195309956E+05,0.552495486785123139E+05,0.555150204222542743E+05,0.557805585648440538E+05,0.560459408004132056E+05,0.634168379283700506E+04
0.689172834108050969E+00,0.717071095080648604E+02,0.165749826949674461E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.560015474355537224E+00,0.524089434060106329E+00,0.549840832300844122E+05,0.552495382321635625E+05,0.555149642164795878E+05,0.557804334240479220E+05,0.560459499549669854E+05,0.634208409591345753E+04
0.642169074078193014E+00,0.964015388766653700E+02,0.160641918330041378E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.516222397474563999E+00,0.475652151689026026E+00,0.549840587086782034E+05,0.552495410787820656E+05,0.555150211679364147E+05,0.557804450529048117E+05,0.560459883636285158E+05,0.634216932193652337E+04
0.326737940768319080E-01,0.598430325357342008E+04,0.328660344082089939E+00,0.265469540999999992E+03,0.555150133819999974E+05,0.888787390754690182E-01,0.499702788557184918E+00,0.549840912841788013E+05,0.552495342022848126E+05,0.555150197645986045E+05,0.557804897498437349E+05,0.560459482110668614E+05,0.634217332516982970E+04
0.321921649908530061E-01,0.135084761563616485E+04,0.715581211567711928E+00,0.265469540999999992E+03,0.555150133819999974E+05,0.768815798306343057E+00,0.562908539287226173E+00,0.549840474579996007E+05,0.552495576197503033E+05,0.555149718540263129E+05,0.557805147653482272E+05,0.560458866744624393E+05,0.634220683576570718E+04
0.572704486705673754E+00,0.671695627154858670E+02,0.154824295756238484E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.802101913717237353E-01,0.324890306465810075E+00,0.549840958113079541E+05,0.552494993863182171E+05,0.555150103028318554E+05,0.557805166011199617E+05,0.560459397182015091E+05,0.634236120965589271E+04
0.904298966407542093E-01,0.504873587376481510E+02,0.102939489150193753E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.660550878821835608E+00,0.924092336464422015E+00,0.549840668629007778E+05,0.552495071383017348E+05,0.555149738718289664E+05,0.557804830580179550E+05,0.560459867476931395E+05,0.634266819729895178E+04
0.644765482121209765E+00,0.409285874609032376E+02,0.161985463553134545E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.958740815962983717E-01,0.250831690819998065E+00,0.549840641767183915E+05,0.552495537255887830E+05,0.555150524644786346E+05,0.557804429563347076E+05,0.560459162182175642E+05,0.634267253591545523E+04
0.526961463890887161E+00,0.744477025544668862E+02,0.148517190235348884E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.994027010278516032E+00,0.157318465012761116E+00,0.549840904279132083E+05,0.552495458639057470E+05,0.555149975806429647E+05,0.557804205762971978E+05,0.560459471559134108E+05,0.634287073896111269E+04
0.306094210454216156E-01,0.598306313591015805E+04,0.343715632015451078E+00,0.265469540999999992E+03,0.555150133819999974E+05,0.617621720368324856E+00,0.423853973890947477E+00,0.549840793587804801E+05,0.552495437359475254E+05,0.555150194750446390E+05,0.557804936982826985E+05,0.560459999706800227E+05,0.634287964799648034E+04
0.459319304455089117E+00,0.556464220048701321E+02,0.141182541201583245E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.847984944737166790E+00,0.627713644612932664E+00,0.549840904330747944E+05,0.552494779211818168E+05,0.555149952426415766E+05,0.557804749051649123E+05,0.560459250912213029E+05,0.634299067002525862E+04
0.306188741004724194E-01,0.174680374065334854E+04,0.711386150678376628E+00,0.265469540999999992E+03,0.555150133819999974E+05,0.329091215482457122E-01,0.555227968178081621E+00,0.549840928506046839E+05,0.552495236963147545E+05,0.555149906211602283E+05,0.557804814203570058E+05,0.560458968795018445E+05,0.634301032302288513E+04
0.771115112395495683E+00,0.367483802308255747E+02,0.174640573329195581E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.316907008032321691E+00,0.419548255929528713E+00,0.549840313157422861E+05,0.552495978671490229E+05,0.555150322915039942E+05,0.557804414333254463E+05,0.560459508156617594E+05,0.634301501492389616E+04
0.811141189443878252E+00,0.368954316377714733E+02,0.178232861118902508E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.397346058022476023E+00,0.548371169257970137E+00,0.549840561211939057E+05,0.552496266797526914E+05,0.555150110647367183E+05,0.557804602881124811E+05,0.560459714990191787E+05,0.634309680609485622E+04
0.353256875606018997E-01,0.109299781094450054E+04,0.851446772650655159E+00,0.265469540999999992E+03,0.555150133819999974E+05,0.205203751560998710E+00,0.960533835668554437E+00,0.549840667744806415E+05,0.552495725491636913E+05,0.555150309346485737E+05,0.557804994003119718E+05,0.560458978261169686E+05,0.634325424887486497E+04
0.826482859754009286E-01,0.449915235938760460E+02,0.104510363894602354E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.424930955685695888E-01,0.781568094496401383E-01,0.549840777639659136E+05,0.552496085819947621E+05,0.555149611171957731E+05,0.557805170747387092E+05,0.560459398518044400E+05,0.634328812256686706E+04
0.417666819135649403E+00,0.439743157463411691E+02,0.138956023607963797E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.131379344679733528E+00,0.814073540866012912E+00,0.549840880373870459E+05,0.552494750795868022E+05,0.555150087167346501E+05,0.557805093948247304E+05,0.560459333757265849E+05,0.634333763852790980E+04
0.322232136409202619E-01,0.388733175608735507E+03,0.899011508196936759E+00,0.265469540999999992E+03,0.555150133819999974E+05,0.548944751670684128E+00,0.268519836572114257E+00,0.549840311978569225E+05,0.552495360392121947E+05,0.555149887662456968E+05,0.557804744525743808E+05,0.560459723579407728E+05,0.634350434159581982E+04
0.356903406636805864E+00,0.408857084263313979E+02,0.131860408274227314E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.565084592415141862E+00,0.867720454937206176E+00,0.549840319275738439E+05,0.552495246133640976E+05,0.555150036376541466E+05,0.557804839967673252E+05,0.560459059254803215E+05,0.634354985965836113E+04
0.274841184807566724E-01,0.546824609999409950E+04,0.153445299483313646E+00,0.265469540999999992E+03,0.555150133819999974E+05,0.154216760450396950E+00,0.989001648820812873E+00,0.549840393775839402E+05,0.552495566313968593E+05,0.555150445681969431E+05,0.557804965132914731E+05,0.560459042555214692E+05,0.634362805376789493E+04
0.694565819527526163E+00,0.869757125233743551E+02,0.165407479839425253E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.793120459163073055E+00,0.592306487035290208E+00,0.549840946546174091E+05,0.552495772974891515E+05,0.555150249924350719E+05,0.557805419876331071E+05,0.560459135448782690E+05,0.634366646592047437E+04
0.537219100861422216E+00,0.848566735934781491E+02,0.149427576312896981E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.818400011122400683E+00,0.559825349566390407E+00,0.549840970599862630E+05,0.552494875215344800E+05,0.555150085386034334E+05,0.557804593713634677E+05,0.560459887819513751E+05,0.634366728785401938E+04
0.166998841687674565E+00,0.402373489540009288E+02,0.112843102323949274E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.435286641864606527E+00,0.868539955463919822E+00,0.549840570401688165E+05,0.552495260465226820E+05,0.555150359866262006E+05,0.557804348830456074E+05,0.560459418525368383E+05,0.634368616344828479E+04
0.365240975812747282E+00,0.429916809865197820E+02,0.132729107747061303E+01,0.265469540999999992E+03,0.555150133819999974E+05,0.595267990939657876E+00,0.119711980347957950E+00,0.549840564524631700E+05,0.552495713705057278E+05,0.555149777015769141E+05,0.557804283701236564E+05,0.560459472822990501E+05,0.634369585660552002E+04
