seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.295656955656161506E-01,0.281283663819386788E+03,0.433713834994591818E+00,0.247889100000000013E+03,0.554627082000000009E+05,0.315929768630858976E+00,0.569068058020094969E+00,0.549669163108569483E+05,0.552147996320287712E+05,0.554625893689354562E+05,0.557105989306989068E+05,0.562061772684962198E+05,0.526794613870806916E+04
0.317974963922030146E-01,0.623938191667684308E+02,0.793018041516889372E+00,0.247889100000000013E+03,0.554627082000000009E+05,0.468555297161042883E+00,0.825650581356764529E-01,0.549669551269326548E+05,0.552148459595317690E+05,0.554626316469062003E+05,0.557105840540569552E+05,0.562062814515105565E+05,0.526801478381431662E+04
0.344532555618560707E-01,0.394203871996003983E+02,0.879319666849795900E+00,0.247889100000000013E+03,0.554627082000000009E+05,0.646281222489583196E+00,0.226178240070290998E+00,0.549669357935331063E+05,0.552148028755740816E+05,0.554625209990904841E+05,0.557106346653857472E+05,0.562062779897055079E+05,0.526915607262249705E+04
0.392897344233269843E-01,0.240802300156440481E+02,0.899344892272779139E+00,0.247889100000000013E+03,0.554627082000000009E+05,0.942610284925896824E+00,0.366194287690880138E+00,0.549669286949771194E+05,0.552148086100083237E+05,0.554626055404076033E+05,0.557106506719805548E+05,0.562063298697103601E+05,0.526972363639129071E+04
0.329876819952660827E-01,0.763976954221543565E+02,0.828226943907200419E+00,0.247889100000000013E+03,0.554627082000000009E+05,0.143937941494493404E+00,0.657716093934388901E+00,0.549669428129929292E+05,0.552148227128014842E+05,0.554625655329465881E+05,0.557106435721232265E+05,0.562062831541593114E+05,0.526992655048284360E+04
0.289758235872421069E-01,0.262809322506431499E+03,0.258587388335045243E+00,0.247889100000000013E+03,0.554627082000000009E+05,0.879433792160920325E+00,0.954595668299831474E-01,0.549669691720473638E+05,0.552148281532577457E+05,0.554626126563374200E+05,0.557106393772146475E+05,0.562062544090854135E+05,0.527021741562475199E+04
0.316767372342367098E-01,0.149941263250207527E+03,0.644376420882766365E+00,0.247889100000000013E+03,0.554627082000000009E+05,0.442077091662958443E+00,0.241158446517804659E+00,0.549669297875483244E+05,0.552147935863731036E+05,0.554625726432914234E+05,0.557106273548086974E+05,0.562063423311110164E+05,0.527028368276397850E+04
0.370901012844527464E-01,0.317583320412746666E+02,0.880752647299833158E+00,0.247889100000000013E+03,0.554627082000000009E+05,0.575816281596839175E+00,0.910016519451075756E+00,0.549669314458476001E+05,0.552148005534617041E+05,0.554625807085844135E+05,0.557106060489813244E+05,0.562062415186370927E+05,0.527053858855178078E+04
0.308846713366342160E-01,0.226475951023448658E+03,0.397194852214755367E+00,0.247889100000000013E+03,0.554627082000000009E+05,0.385384651111436938E+00,0.638066451526935530E+00,0.549669657881443927E+05,0.552148126588836458E+05,0.554626402361707515E+05,0.557106247173908268E+05,0.562062219852308845E+05,0.527063113342888482E+04
0.286495681854197562E-01,0.278421246236601291E+03,0.213650668279715822E+00,0.247889100000000013E+03,0.554627082000000009E+05,0.899363247659441256E-01,0.939407363267116602E+00,0.549669524696155204E+05,0.552148097257091868E+05,0.554626286340966180E+05,0.557106185724738316E+05,0.562063080147243309E+05,0.527099635952725839E+04
