seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_likelihood
0.620222225423328055E+00,0.324731491507474971E+03,0.160169664689965363E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.570876509566767942E+00,0.293300399998066511E-02,0.550047076725564330E+05,0.552262207560578754E+05,0.554474252129530651E+05,0.556682151588107517E+05,0.558886736615239788E+05,0.563283960696018039E+05,0.167390112820788308E+05
0.779907498783949521E-01,0.947034844054118530E+01,0.105951659153345212E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.664197652865782473E+00,0.175881884127303934E+00,0.550054224257762980E+05,0.552254496812492944E+05,0.554472651190219112E+05,0.556682480562297569E+05,0.558871456489013508E+05,0.563290107803193387E+05,0.167399045884951629E+05
0.860258282621693016E+00,0.102339409715883392E+04,0.185112367082555296E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.526118749555176679E-01,0.257388087245098374E+00,0.550058474140914695E+05,0.552252035055882297E+05,0.554467933746547860E+05,0.556671299508308875E+05,0.558881938128773763E+05,0.563296880597630516E+05,0.167419591856019615E+05
0.274994879730543040E+00,0.999069026529590332E+01,0.126225584512410149E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.459320910825829931E+00,0.265433463932187863E+00,0.550053788809816469E+05,0.552255219098508096E+05,0.554466270007790590E+05,0.556676784039711201E+05,0.558886851634622435E+05,0.563301186870041129E+05,0.167427610766697399E+05
0.559525918649829479E+00,0.262192911583564232E+02,0.154801383837979190E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.304610860392115101E+00,0.244462797865254461E+00,0.550055034941155536E+05,0.552261000498263747E+05,0.554469111659541086E+05,0.556664265960485136E+05,0.558875560373460685E+05,0.563303139655959385E+05,0.167437533559587027E+05
0.825207620919558460E+00,0.180540810294369834E+03,0.181508537171079465E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.333566337371288657E+00,0.472337823007470736E+00,0.550054628949885737E+05,0.552267173073341910E+05,0.554468513017142541E+05,0.556681862887089956E+05,0.558886301939733239E+05,0.563292681038888913E+05,0.167437641324669021E+05
0.687654833571458957E+00,0.104220921892331280E+02,0.167710363926216632E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.532644774087206452E+00,0.380942858931592410E+00,0.550057321290051550E+05,0.552252452796859798E+05,0.554466951344345216E+05,0.556670285856685368E+05,0.558876509136560853E+05,0.563286158922862596E+05,0.167442487289579149E+05
0.674676516475981369E+00,0.551974158842302316E+02,0.165922143732426441E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.846518289507758759E+00,0.453156984291684717E+00,0.550055033684810478E+05,0.552252973406227466E+05,0.554467114831123399E+05,0.556683891418111671E+05,0.558886852250510783E+05,0.563302608484230732E+05,0.167443681965889264E+05
0.155280183722477198E-01,0.203311775607189193E+05,0.411348439981962299E+00,0.220657000000000011E+03,0.556673989999999976E+05,0.603247616345743309E+00,0.122970836575606989E-01,0.550053635333318962E+05,0.552259998337965444E+05,0.554467738919230469E+05,0.556664042770055967E+05,0.558875517444361467E+05,0.563293284184008371E+05,0.167445267459981260E+05
0.154855390608472726E+00,0.368844032855533840E+03,0.112617310740904197E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.741126245474910461E+00,0.247938419796605747E+00,0.550055707316149783E+05,0.552266405810032156E+05,0.554468446194010685E+05,0.556682386527739654E+05,0.558886682526139411E+05,0.563284288532649662E+05,0.167448294514556765E+05
0.452095678677097504E-01,0.993242757195352866E+01,0.103026023540223077E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.376658521457065645E-01,0.985934274406556677E+00,0.550053157895454569E+05,0.552263987242798758E+05,0.554467959337329303E+05,0.556665340133028949E+05,0.558874799668945052E+05,0.563302231030273761E+05,0.167449431642725103E+05
0.460031275343040724E+00,0.244680512473685985E+01,0.144733216434217571E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.826194546068766411E+00,0.344037109050001233E+00,0.550053936711661954E+05,0.552261326591904290E+05,0.554468091734135887E+05,0.556664675159249164E+05,0.558878635527397200E+05,0.563287526694506669E+05,0.167450027835714718E+05
0.244604279958493709E+00,0.518130054979077581E+01,0.123414872025417521E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.366020071721172902E+00,0.305596809986502405E+00,0.550055773307767377E+05,0.552260514828747764E+05,0.554467723259353879E+05,0.556670868232035282E+05,0.558883420478699700E+05,0.563286473303982202E+05,0.167451080937972365E+05
0.545015656789779479E+00,0.180032414759137644E+02,0.152370885771573272E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.988837909669388559E+00,0.754300851371448866E+00,0.550054995088165888E+05,0.552253733361120903E+05,0.554467639501057492E+05,0.556666093101677689E+05,0.558886293604249731E+05,0.563296524771456316E+05,0.167452836495870724E+05
0.606883030363392306E+00,0.407660378581324707E+02,0.158678396954678336E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.997987722185863069E+00,0.203932098595759975E+00,0.550053743231407061E+05,0.552263209650665158E+05,0.554468316988151637E+05,0.556680495207962595E+05,0.558876334888753481E+05,0.563286596952024483E+05,0.167453225908275490E+05
0.745875420430236580E+00,0.812584758383800931E+01,0.173741825886918422E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.499206505126916888E+00,0.206891548352350942E-01,0.550058882381629519E+05,0.552260468775040135E+05,0.554466960492295984E+05,0.556670754012268444E+05,0.558887433299805343E+05,0.563302324796922258E+05,0.167456646033024081E+05
0.463796054756016152E+00,0.343589602713022799E+02,0.144257393653810939E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.726655809685696430E+00,0.771468045115083600E+00,0.550054712614734090E+05,0.552252829850433045E+05,0.554468050724673594E+05,0.556682355182862957E+05,0.558875366067065697E+05,0.563287745487664142E+05,0.167456665042058667E+05
0.665944376683232142E+00,0.131349500168560530E+04,0.165282956956619187E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.499741879552894563E+00,0.727235895480602856E+00,0.550053717398492809E+05,0.552265869841776948E+05,0.554468338868335704E+05,0.556665298905631425E+05,0.558886877858322478E+05,0.563286864919121290E+05,0.167457428565442533E+05
0.427430593106182422E+00,0.436293298763213556E+03,0.140723846498643512E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.770557938177996338E+00,0.362219020368949707E+00,0.550045008728511821E+05,0.552265786688376174E+05,0.554465928418946642E+05,0.556671707591564264E+05,0.558886903547255642E+05,0.563303686560941278E+05,0.167458401186003139E+05
0.726442390478222344E+00,0.241225364090686334E+02,0.171821180685822195E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.235670972091036018E+00,0.598991454636999210E+00,0.550053901421593546E+05,0.552260790466198378E+05,0.554461202163655835E+05,0.556671134305894011E+05,0.558887183942509582E+05,0.563301585338770965E+05,0.167458467010685126E+05
0.722112498973692452E+00,0.220122233952371644E+02,0.171092525263249695E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.624701218226694110E+00,0.396775396765565336E+00,0.550057219181329056E+05,0.552269090547010273E+05,0.554467085929940076E+05,0.556671691200356727E+05,0.558887833656013972E+05,0.563301256441359510E+05,0.167460671137172903E+05
0.439552338646487017E+00,0.485642945149357619E+01,0.142617382740528775E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.808643871433519790E+00,0.869590379150537274E+00,0.550054601149210503E+05,0.552252840775613367E+05,0.554467534307018141E+05,0.556682411330759423E+05,0.558888782144970319E+05,0.563287446264865503E+05,0.167461189968653998E+05
0.131972700091505496E+00,0.269009916104978366E+02,0.111894057668103986E+01,0.220657000000000011E+03,0.556673989999999976E+05,0.500572259944322417E+00,0.466979157570240722E+00,0.550053855456791935E+05,0.552254481017119324E+05,0.554467338678785673E+05,0.556670901838482823E+05,0.558877116844238044E+05,0.563287200797138576E+05,0.167462874630368169E+05
