seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.399173149152292281E-01,0.734272489671150106E+04,0.146317297859060169E+00,0.211038139999999999E+03,0.557452279199999975E+05,0.412201157542680552E+00,0.403437398753138166E+00,0.551121407104444879E+05,0.553231245443796361E+05,0.555341991890518475E+05,0.557452315487579399E+05,0.559562673944309863E+05,0.561673005874436349E+05,0.563782943974554364E+05,0.419718486986061271E+04
0.407348086477360150E-01,0.452483697445283178E+04,0.470048044296496159E+00,0.211038139999999999E+03,0.557452279199999975E+05,0.539321692631307803E+00,0.347290371185504099E+00,0.551121348386671525E+05,0.553231187325512292E+05,0.555341902743133105E+05,0.557452256935413898E+05,0.559562672133684464E+05,0.561672998495320207E+05,0.563782990984332864E+05,0.420154485590251170E+04
0.422604885952667791E-01,0.446398296139745707E+04,0.519658953388137723E+00,0.211038139999999999E+03,0.557452279199999975E+05,0.246804530554351337E+00,0.957298482992943289E+00,0.551121386557217193E+05,0.553231182668098263E+05,0.555341963060763883E+05,0.557452236659183181E+05,0.559562619798704181E+05,0.561673021831771694E+05,0.563782999138263185E+05,0.420169994774161660E+04
0.413959099739586375E-01,0.469404368313213126E+04,0.486746792413499885E+00,0.211038139999999999E+03,0.557452279199999975E+05,0.445428902038284835E+00,0.323528093305650188E+00,0.551121335164869379E+05,0.553231272087333127E+05,0.555342012926269526E+05,0.557452298028629157E+05,0.559562678079158795E+05,0.561673027065044444E+05,0.563782953116463395E+05,0.420234844474896090E+04
0.398003039150048171E-01,0.593532059983425643E+04,0.288004306398861210E+00,0.211038139999999999E+03,0.557452279199999975E+05,0.638044455141194233E+00,0.364738305567429422E+00,0.551121405730661500E+05,0.553231218145903549E+05,0.555341947843476955E+05,0.557452305862755820E+05,0.559562745737721489E+05,0.561673056688761862E+05,0.563782976941365341E+05,0.420246338614808155E+04
0.417008821365168689E-01,0.356121096570830650E+04,0.617388799593492910E+00,0.211038139999999999E+03,0.557452279199999975E+05,0.469476642318407911E+00,0.600126861462674521E-01,0.551121339842902162E+05,0.553231210992985216E+05,0.555341997451176940E+05,0.557452301121925702E+05,0.559562663747683473E+05,0.561673005693057639E+05,0.563782926583628578E+05,0.420271199590450760E+04
0.404276328076134395E-01,0.691296004548837482E+04,0.103882209355543084E+00,0.211038139999999999E+03,0.557452279199999975E+05,0.433858289838548461E+00,0.312144447928614122E+00,0.551121362746498635E+05,0.553231191915495583E+05,0.555341943827369687E+05,0.557452249367722543E+05,0.559562786560782260E+05,0.561673022965932105E+05,0.563782954664519712E+05,0.420271624018205603E+04
0.421784761462678931E-01,0.419485868662633311E+04,0.542678510124981806E+00,0.211038139999999999E+03,0.557452279199999975E+05,0.424913551731523120E+00,0.395656023647432631E+00,0.551121364102866137E+05,0.553231279795886076E+05,0.555342007167222619E+05,0.557452297600120874E+05,0.559562683788556387E+05,0.561673036380066478E+05,0.563782959687569746E+05,0.420307157181803996E+04
0.429763988373403835E-01,0.372631555166694898E+04,0.622186728972702330E+00,0.211038139999999999E+03,0.557452279199999975E+05,0.256066857689690952E+00,0.209018982948413867E+00,0.551121368611495636E+05,0.553231199780938841E+05,0.555341928519733046E+05,0.557452250532060789E+05,0.559562650680843508E+05,0.561672958456934211E+05,0.563782952909510714E+05,0.420368488082111708E+04
0.399815391821931598E-01,0.708576720441521047E+04,0.109593870477622864E-01,0.211038139999999999E+03,0.557452279199999975E+05,0.739503725794007361E+00,0.222032632436724719E+00,0.551121365358816693E+05,0.553231143298272000E+05,0.555341994338136501E+05,0.557452223850701193E+05,0.559562679431051438E+05,0.561673001268839362E+05,0.563782975912916372E+05,0.420378877280588404E+04
