seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.612927958999574946E-01,0.505964536304443300E+02,0.102247295300226293E+01,0.787275999999999954E+02,0.559464865999999965E+05,0.586419904562707206E+00,0.364634126195738303E-01,0.553954011914685034E+05,0.556316053732432047E+05,0.557890489290003970E+05,0.558677579048499174E+05,0.559465073498588172E+05,0.561039848307213833E+05,0.562614333318315839E+05,0.563401541923897821E+05,0.814914243027137945E+04
0.950052593750652319E+00,0.880139138684312599E+02,0.192069385065872855E+01,0.787275999999999954E+02,0.559464865999999965E+05,0.799825703020290435E+00,0.806477854900221280E+00,0.553953679848457759E+05,0.556315842507561101E+05,0.557890426450695377E+05,0.558677654152264804E+05,0.559465206588863439E+05,0.561040088408700685E+05,0.562614601090274300E+05,0.563401972764574894E+05,0.815642620884099688E+04
0.754395814683612165E+00,0.707871897904282150E+02,0.173131968186667429E+01,0.787275999999999954E+02,0.559464865999999965E+05,0.620241079432602538E+00,0.354144141935971490E+00,0.553953773947383306E+05,0.556315990913979476E+05,0.557890417185506012E+05,0.558677902664663852E+05,0.559465062742823065E+05,0.561039828842546412E+05,0.562614623342337509E+05,0.563401606747742044E+05,0.815811183371839525E+04
0.301159043214332643E-01,0.119636970635381022E+04,0.857058689085986702E+00,0.787275999999999954E+02,0.559464865999999965E+05,0.850120464555360167E+00,0.764193407538953151E+00,0.553953825818807309E+05,0.556315820352980736E+05,0.557890601690442491E+05,0.558677786703022721E+05,0.559465283168056994E+05,0.561039862254671825E+05,0.562614402242513534E+05,0.563401696138246989E+05,0.815811943357422660E+04
0.494524764590497212E+00,0.511831722954740442E+02,0.147201580999310999E+01,0.787275999999999954E+02,0.559464865999999965E+05,0.429152317784315229E+00,0.104193277511806015E+00,0.553953792017455926E+05,0.556315961808206412E+05,0.557890257520221930E+05,0.558677727976404640E+05,0.559465203368878574E+05,0.561039981298656130E+05,0.562614474830159452E+05,0.563401543674827844E+05,0.815894857005767244E+04
0.220935471583660371E-01,0.874393963546801388E+04,0.162321496992863940E+00,0.787275999999999954E+02,0.559464865999999965E+05,0.837365630724074689E-01,0.350379200546460989E+00,0.553953708672253779E+05,0.556315883277032626E+05,0.557890406296883884E+05,0.558677864134229094E+05,0.559465259244217305E+05,0.561039882401147261E+05,0.562614440322739756E+05,0.563401998067465029E+05,0.815904938285401204E+04
0.593539069223267490E+00,0.469917810421631756E+02,0.156837188814214357E+01,0.787275999999999954E+02,0.559464865999999965E+05,0.737907971515989747E+00,0.170165349352943140E+00,0.553953808887600826E+05,0.556315858005611881E+05,0.557890343382002611E+05,0.558677797832266151E+05,0.559465378138171509E+05,0.561039863806251597E+05,0.562614552297140472E+05,0.563401658331733561E+05,0.815929456988384209E+04
0.695328820749386622E+00,0.966113138162989458E+02,0.165052751745226178E+01,0.787275999999999954E+02,0.559464865999999965E+05,0.969787471631150089E+00,0.856054453411528415E+00,0.553953732984586386E+05,0.556315969870189219E+05,0.557890547194760802E+05,0.558677494205172334E+05,0.559465126277100208E+05,0.561039787428348791E+05,0.562614558393092229E+05,0.563401362237785288E+05,0.815945957177523360E+04
0.348727950837355138E+00,0.375924611988116837E+02,0.132176493074624446E+01,0.787275999999999954E+02,0.559464865999999965E+05,0.618011458880965092E+00,0.876299402577508491E+00,0.553953846454194500E+05,0.556315810602490383E+05,0.557890260558218652E+05,0.558677499116412728E+05,0.559465096987561556E+05,0.561039928676334384E+05,0.562614662322494551E+05,0.563401590547204833E+05,0.815962817664383056E+04
0.263388588273518465E+00,0.720683333800608779E+02,0.122080098102367685E+01,0.787275999999999954E+02,0.559464865999999965E+05,0.915381070015175213E+00,0.690299677391532085E+00,0.553953940281059186E+05,0.556315983215205488E+05,0.557890289907329134E+05,0.558677728830426495E+05,0.559465284960730060E+05,0.561039943340280952E+05,0.562614494650406705E+05,0.563401738399973838E+05,0.816030156232313038E+04
0.258385606701705572E+00,0.751344424430745903E+02,0.122087566115331181E+01,0.787275999999999954E+02,0.559464865999999965E+05,0.838664665617946281E+00,0.621317133818368617E+00,0.553953891030879604E+05,0.556315990620453813E+05,0.557890653292408606E+05,0.558677471425423937E+05,0.559465133907937125E+05,0.561039960664635582E+05,0.562614506574150801E+05,0.563401727305775858E+05,0.816044371594087988E+04
0.138071714791270034E+00,0.408691492173362647E+02,0.109696025610859760E+01,0.787275999999999954E+02,0.559464865999999965E+05,0.996017298045314026E+00,0.116601693315965524E+00,0.553953741975808880E+05,0.556315811301213835E+05,0.557890378016142713E+05,0.558677524348238876E+05,0.559465118690577874E+05,0.561039661626791931E+05,0.562614636046920277E+05,0.563401683357729999E+05,0.816055584480811467E+04
0.223499393288663813E-01,0.700301554183789995E+04,0.502556129950177066E+00,0.787275999999999954E+02,0.559464865999999965E+05,0.249315037458127997E+00,0.206572942356961470E+00,0.553954014279113471E+05,0.556316043670902363E+05,0.557890487374582590E+05,0.558677729169635568E+05,0.559465345487109589E+05,0.561039816710812011E+05,0.562614428350691160E+05,0.563401910266390114E+05,0.816058448523046263E+04
0.111431281039107960E+00,0.691762883204318655E+02,0.106542981986872998E+01,0.787275999999999954E+02,0.559464865999999965E+05,0.875309460949673102E+00,0.425853733100965637E+00,0.553953756973827622E+05,0.556315877980824225E+05,0.557890500121251243E+05,0.558677625422107885E+05,0.559465189343209131E+05,0.561039619973508597E+05,0.562614571844241946E+05,0.563401693484231510E+05,0.816068115559270427E+04
0.119348763934172444E+00,0.566188039515329535E+02,0.108901818609466594E+01,0.787275999999999954E+02,0.559464865999999965E+05,0.389761278529405786E+00,0.694608253436396539E+00,0.553953834978356899E+05,0.556315889250277178E+05,0.557890401660395510E+05,0.558677760845228258E+05,0.559465392867318733E+05,0.561039795965036537E+05,0.562614512739335696E+05,0.563401742773868464E+05,0.816079996386209041E+04
0.243356490042150125E+00,0.274750540445629383E+02,0.122391643475238920E+01,0.787275999999999954E+02,0.559464865999999965E+05,0.853382458309084602E-01,0.728371148326909801E-01,0.553953657574460085E+05,0.556315768522781436E+05,0.557890286423555008E+05,0.558677698808391797E+05,0.559465099821858821E+05,0.561039861591945009E+05,0.562614619893408017E+05,0.563401696926061195E+05,0.816090770842685470E+04
0.968308261400341652E+00,0.639361375064163795E+02,0.194622477806277261E+01,0.787275999999999954E+02,0.559464865999999965E+05,0.599837237883855567E+00,0.340386712009143610E+00,0.553953759111401960E+05,0.556315936333010613E+05,0.557890560280377031E+05,0.558677521078397840E+05,0.559465187933156994E+05,0.561039948017095012E+05,0.562614581310174326E+05,0.563401964451469466E+05,0.816097206775174072E+04
0.214178989436595468E+00,0.516725905928844469E+02,0.117711836562867611E+01,0.787275999999999954E+02,0.559464865999999965E+05,0.822715212366534554E+00,0.617161197905392145E+00,0.553953828101613108E+05,0.556315876660355934E+05,0.557890484656917179E+05,0.558677767180808587E+05,0.559465039146792624E+05,0.561039669575259904E+05,0.562614605131919598E+05,0.563401774774678124E+05,0.816109023464167785E+04
0.342647450430475620E+00,0.572583502970873539E+02,0.130690581759160951E+01,0.787275999999999954E+02,0.559464865999999965E+05,0.864623260458456944E+00,0.648886874625246302E+00,0.553953755269722533E+05,0.556315940779151424E+05,0.557890524299674435E+05,0.558677428599564155E+05,0.559465182128136366E+05,0.561039684168376043E+05,0.562614552167386428E+05,0.563401525688433103E+05,0.816139659300930089E+04
