seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.799503137360550314E-01,0.911258339212515693E+03,0.951092227453883443E+00,0.186398599999999988E+03,0.557255633999999991E+05,0.134465262518336182E+00,0.217590218845544608E+00,0.549799888715136767E+05,0.551663655068013686E+05,0.553527462017669459E+05,0.555391873481328730E+05,0.557256354828245312E+05,0.559121085876867073E+05,0.560985685789421186E+05,0.562849612739342847E+05,0.129474692535414997E+05
0.908250917550607939E+00,0.746952162451457298E+03,0.184604250129218839E+01,0.186398599999999988E+03,0.557255633999999991E+05,0.191584805771661926E+00,0.796065949888954405E+00,0.549799731225973883E+05,0.551663658148448812E+05,0.553527592121419948E+05,0.555391814818785570E+05,0.557256446968334421E+05,0.559121179017944305E+05,0.560985723985415607E+05,0.562849597724564956E+05,0.129480152233962290E+05
0.100100909168871433E+00,0.708980640223587898E+03,0.998268408004312491E+00,0.186398599999999988E+03,0.557255633999999991E+05,0.680268049144004683E-02,0.126104590296308688E+00,0.549799886083884558E+05,0.551663702358573355E+05,0.553527576823016279E+05,0.555391837759924601E+05,0.557256390317919504E+05,0.559121197776320987E+05,0.560985630749910852E+05,0.562849550284185461E+05,0.129492243276243917E+05
0.255118207930030816E+00,0.886020342036305124E+03,0.113524614686123049E+01,0.186398599999999988E+03,0.557255633999999991E+05,0.821678956504816815E+00,0.675254103965392094E+00,0.549799827583873557E+05,0.551663539468045274E+05,0.553527470680911501E+05,0.555391757932470937E+05,0.557256423394573067E+05,0.559121129217517373E+05,0.560985614742765392E+05,0.562849644218635804E+05,0.129495492783940954E+05
0.845988116081462738E+00,0.892838155244638529E+03,0.177277261215134829E+01,0.186398599999999988E+03,0.557255633999999991E+05,0.424654829718974669E+00,0.556856135594302026E+00,0.549799881700202168E+05,0.551663664099221787E+05,0.553527472995703793E+05,0.555391689912791626E+05,0.557256420602255384E+05,0.559121148925828747E+05,0.560985625032369571E+05,0.562849669502214529E+05,0.129496130670076400E+05
0.930101055973266200E+00,0.142221519481527321E+04,0.184048560693353402E+01,0.186398599999999988E+03,0.557255633999999991E+05,0.770553862592052274E+00,0.602213138886434018E+00,0.549799840819665478E+05,0.551663603640309229E+05,0.553527509484232869E+05,0.555391845284744631E+05,0.557256392926012486E+05,0.559121115949643936E+05,0.560985692309887163E+05,0.562849625450846361E+05,0.129497500489543436E+05
0.648702008181174405E+00,0.793376816428355596E+03,0.157762962387733974E+01,0.186398599999999988E+03,0.557255633999999991E+05,0.317470699314395810E+00,0.701301780136182940E+00,0.549799809928567265E+05,0.551663578331197714E+05,0.553527435912144574E+05,0.555391749328018777E+05,0.557256401471112404E+05,0.559121136387933948E+05,0.560985732891050284E+05,0.562849707114451667E+05,0.129498049862609369E+05
0.996269015016001680E-01,0.912171683951276691E+03,0.973930413353597202E+00,0.186398599999999988E+03,0.557255633999999991E+05,0.292293600212146787E+00,0.806191546432734718E+00,0.549799745598660520E+05,0.551663601607626479E+05,0.553527545227903393E+05,0.555391811231176762E+05,0.557256311802957061E+05,0.559121141983735797E+05,0.560985711769430345E+05,0.562849566990349122E+05,0.129498899582386930E+05
0.299040962367143615E+00,0.756384514059841763E+03,0.120325689680567605E+01,0.186398599999999988E+03,0.557255633999999991E+05,0.550891781501041677E+00,0.461053384981023384E+00,0.549799873198314963E+05,0.551663617736481756E+05,0.553527597776049224E+05,0.555391797478599401E+05,0.557256421978077342E+05,0.559121248646576423E+05,0.560985725283078355E+05,0.562849631240112794E+05,0.129500226246839684E+05
0.418750734563379134E+00,0.490508661113177084E+03,0.135679143401232838E+01,0.186398599999999988E+03,0.557255633999999991E+05,0.217329137793895073E-01,0.891493517708864425E+00,0.549799800218418604E+05,0.551663589100753234E+05,0.553527513496427855E+05,0.555391758629670294E+05,0.557256447766537312E+05,0.559121181624801466E+05,0.560985746424985409E+05,0.562849621533123936E+05,0.129500847052179470E+05
