seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_likelihood
0.928559239119024937E+00,0.719648278847395915E+02,0.187461660489157866E+01,0.364747878000000014E+03,0.553332281779999976E+05,0.610218532658507007E+00,0.978259045028994523E+00,0.549684327062099401E+05,0.556980140438828603E+05,0.856399847723237690E+04
0.572270550884782403E+00,0.626578088170989673E+02,0.150347666710486028E+01,0.364747878000000014E+03,0.553332281779999976E+05,0.911826406836377612E+00,0.711181997762780016E+00,0.549684138084703518E+05,0.556979489461681296E+05,0.856428668597183059E+04
0.673851310768294853E+00,0.229746177401068650E+02,0.163010849710542205E+01,0.364747878000000014E+03,0.553332281779999976E+05,0.602108618113088245E+00,0.385699044627385801E+00,0.549683925393056852E+05,0.556980277900273650E+05,0.856462930835042425E+04
0.502009056966663467E-01,0.128890986817702668E+03,0.887321506757256406E+00,0.364747878000000014E+03,0.553332281779999976E+05,0.973467320189402185E+00,0.505525021048333301E+00,0.549684729291877302E+05,0.556979365162572067E+05,0.856536719222378451E+04
0.971105896427726378E+00,0.353002867063599339E+02,0.192064231821460574E+01,0.364747878000000014E+03,0.553332281779999976E+05,0.668774155791207248E+00,0.661638608163174768E+00,0.549684902468985892E+05,0.556979868639941706E+05,0.856549791977003406E+04
0.269854550975632657E+00,0.411472532392153738E+02,0.119582516098566694E+01,0.364747878000000014E+03,0.553332281779999976E+05,0.857085726077050469E+00,0.721271394218837569E+00,0.549685010331050871E+05,0.556979912077233821E+05,0.856588557649956419E+04
0.845967682540070709E+00,0.185128049224364339E+02,0.181153656280053510E+01,0.364747878000000014E+03,0.553332281779999976E+05,0.390825476439067343E+00,0.744126280390922656E+00,0.549684596066490121E+05,0.556980282394374153E+05,0.856617101657467356E+04
0.549218951268305555E+00,0.164972153546517220E+02,0.151311050036710859E+01,0.364747878000000014E+03,0.553332281779999976E+05,0.368340447098928325E+00,0.147106532497931319E+00,0.549684727662003934E+05,0.556979765988834406E+05,0.856641596882715385E+04
0.933482280214159355E+00,0.176268455418821688E+02,0.189137968615482732E+01,0.364747878000000014E+03,0.553332281779999976E+05,0.638589927344595520E+00,0.222017527369665207E+00,0.549684387041903392E+05,0.556979578163643091E+05,0.856643425228014530E+04
0.451245174089997536E+00,0.293604097151241277E+02,0.137650276201578192E+01,0.364747878000000014E+03,0.553332281779999976E+05,0.922042114331431684E+00,0.756971240970861547E+00,0.549684362391575633E+05,0.556979550436326826E+05,0.856671169975337762E+04
0.390054221358162104E-01,0.631016491306992748E+03,0.668457820170840322E+00,0.364747878000000014E+03,0.553332281779999976E+05,0.847776474132921454E+00,0.378412656739205433E+00,0.549684454547187925E+05,0.556979970938457191E+05,0.856682062346592284E+04
0.140947813503516900E+00,0.197330557502153745E+02,0.107040782849292193E+01,0.364747878000000014E+03,0.553332281779999976E+05,0.956625552087899456E+00,0.195273171653654792E+00,0.549684034351452501E+05,0.556980218582993766E+05,0.856691822626082649E+04
0.647839594648846551E+00,0.174907686392045463E+02,0.161190335424055475E+01,0.364747878000000014E+03,0.553332281779999976E+05,0.161478385735981944E+00,0.529255331075289326E+00,0.549684848445518583E+05,0.556979592594683636E+05,0.856702436159133140E+04
0.583675731402846787E+00,0.218673980330226314E+02,0.152724606719976985E+01,0.364747878000000014E+03,0.553332281779999976E+05,0.804600618041074744E+00,0.614618737521006597E+00,0.549684943349587847E+05,0.556979713491036746E+05,0.856712495348120501E+04
0.532703209360533281E+00,0.181246711527494426E+02,0.149935441127387770E+01,0.364747878000000014E+03,0.553332281779999976E+05,0.539567594782436460E-01,0.116692254373741713E+00,0.549685034213885374E+05,0.556979876752525233E+05,0.856715645552656861E+04
0.483902627165413435E+00,0.142169761382625151E+02,0.144027736605852530E+01,0.364747878000000014E+03,0.553332281779999976E+05,0.412233276629493051E+00,0.668206667235428986E+00,0.549684715278205258E+05,0.556979629131930124E+05,0.856716867693200402E+04
0.616429356131837428E-01,0.374030945690775525E+02,0.981181245704656368E+00,0.364747878000000014E+03,0.553332281779999976E+05,0.459194540998315914E+00,0.792813709338884398E+00,0.549684553467325240E+05,0.556980028503481008E+05,0.856721934835045613E+04
0.518270458648656285E+00,0.213219698495654768E+02,0.148309947297802291E+01,0.364747878000000014E+03,0.553332281779999976E+05,0.856235577721381480E-01,0.658893187073410380E+00,0.549684498656644064E+05,0.556979380056986847E+05,0.856730120500209887E+04
0.565391612775361652E+00,0.119934942166657699E+02,0.152228237213256046E+01,0.364747878000000014E+03,0.553332281779999976E+05,0.624673667396436261E+00,0.247502189446342530E+00,0.549684429400622248E+05,0.556980501327489765E+05,0.856734714073286523E+04
0.527151476381810147E+00,0.169943131863910324E+02,0.148339854687400363E+01,0.364747878000000014E+03,0.553332281779999976E+05,0.616712478619145577E+00,0.435026136484045062E-01,0.549684788913116281E+05,0.556979472224244309E+05,0.856737069795661228E+04
