seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.530193393933852564E+00,0.121679642860462508E+03,0.149130030333490859E+01,0.175331299999999999E+03,0.557652563999999984E+05,0.682456691514607861E+00,0.864497135971272312E+00,0.552393129959958969E+05,0.554145428372295573E+05,0.555898721744363211E+05,0.557652259532171593E+05,0.559405886733893130E+05,0.561158915324001646E+05,0.562912293806704547E+05,0.277656308025047565E+04
0.347269284945432299E+00,0.922472150787140635E+02,0.131595832383652511E+01,0.175331299999999999E+03,0.557652563999999984E+05,0.413053476305084322E+00,0.927739095751900722E+00,0.552392862623976325E+05,0.554146059207773942E+05,0.555899585806184332E+05,0.557652559412808914E+05,0.559406112028881107E+05,0.561158600439261645E+05,0.562912246845091431E+05,0.278115925261851771E+04
0.757146514525046332E+00,0.366973721560631077E+03,0.172120608711783429E+01,0.175331299999999999E+03,0.557652563999999984E+05,0.729542278952483580E+00,0.445604324401315699E+00,0.552392784221620022E+05,0.554145616064667556E+05,0.555899066863031621E+05,0.557652669701381601E+05,0.559405734085436488E+05,0.561159362635680227E+05,0.562912198671331571E+05,0.278241382938113657E+04
0.233021328549124246E+00,0.885408219612551051E+02,0.117955495145891964E+01,0.175331299999999999E+03,0.557652563999999984E+05,0.799262120117862795E+00,0.669411344363500693E+00,0.552392429863128782E+05,0.554145532256751831E+05,0.555899399213938959E+05,0.557652373093186397E+05,0.559406122739481289E+05,0.561158782805200317E+05,0.562912192547299783E+05,0.278284481965592522E+04
0.204703465369568682E+00,0.108662230757352063E+03,0.115007715652345177E+01,0.175331299999999999E+03,0.557652563999999984E+05,0.826522999546529080E+00,0.682151596305617280E+00,0.552393257105155499E+05,0.554145316095527960E+05,0.555899455324068622E+05,0.557652284903761247E+05,0.559405855422931927E+05,0.561159046725866719E+05,0.562912110010532051E+05,0.278285067740815566E+04
0.327555294672478362E-01,0.563897877808240264E+04,0.686349321949604740E+00,0.175331299999999999E+03,0.557652563999999984E+05,0.667668170402252570E+00,0.949424085311697863E+00,0.552392526173192600E+05,0.554145629570673482E+05,0.555899150074817808E+05,0.557652172676540358E+05,0.559406011487455544E+05,0.561158853849992811E+05,0.562912060050102446E+05,0.278373891943296667E+04
0.424890421679122859E-01,0.571947420365454263E+03,0.912948361752325854E+00,0.175331299999999999E+03,0.557652563999999984E+05,0.850972928633600079E+00,0.876871054550578788E+00,0.552392838405576258E+05,0.554145710582349639E+05,0.555899171797731760E+05,0.557652122464743952E+05,0.559406153153810810E+05,0.561159161044233479E+05,0.562911999560826152E+05,0.278413735875960083E+04
0.160766750512726903E+00,0.142870212834608338E+03,0.109776726488018084E+01,0.175331299999999999E+03,0.557652563999999984E+05,0.806323601046732064E+00,0.942089143661099637E+00,0.552392735088757909E+05,0.554145443513206410E+05,0.555899742462369031E+05,0.557652276365540456E+05,0.559405617992888510E+05,0.561159117471811696E+05,0.562912066939390352E+05,0.278422130997076511E+04
0.249529906011040165E+00,0.101568109018953223E+03,0.120628304691569710E+01,0.175331299999999999E+03,0.557652563999999984E+05,0.650115270586382632E+00,0.245212099303621950E+00,0.552392801830431126E+05,0.554145771663034320E+05,0.555899278669139385E+05,0.557652127311189688E+05,0.559405741530707965E+05,0.561159421044140254E+05,0.562912550328174912E+05,0.278448083268522805E+04
0.489445316195125601E+00,0.123236302200320850E+03,0.145112877524189576E+01,0.175331299999999999E+03,0.557652563999999984E+05,0.731199998059447243E+00,0.220344276201939276E+00,0.552392836148772840E+05,0.554145649559455633E+05,0.555899034522247021E+05,0.557652893996666025E+05,0.559405452159996639E+05,0.561158776167353135E+05,0.562912161748865765E+05,0.278454772321504606E+04
0.727850689036589338E+00,0.144850498707366427E+03,0.169141820645027297E+01,0.175331299999999999E+03,0.557652563999999984E+05,0.593692213176574501E+00,0.603296271827589159E+00,0.552392636428405749E+05,0.554145736172353572E+05,0.555899252271355290E+05,0.557652378006561266E+05,0.559405880452019483E+05,0.561159296245967125E+05,0.562912701877187574E+05,0.278477417941657313E+04
0.517445085875519323E-01,0.316222375856941653E+03,0.963701824711366117E+00,0.175331299999999999E+03,0.557652563999999984E+05,0.837082831884308320E+00,0.483298094847931015E+00,0.552392450351793450E+05,0.554146119290319621E+05,0.555899111249148918E+05,0.557652681562815560E+05,0.559405824809602782E+05,0.561158853049728568E+05,0.562912278945081925E+05,0.278479926552940924E+04
0.277190009252463905E-01,0.634095885747042212E+04,0.440823446594424628E+00,0.175331299999999999E+03,0.557652563999999984E+05,0.556067702323949531E+00,0.558804789888245335E+00,0.552392815073107631E+05,0.554145308983656942E+05,0.555899435592087029E+05,0.557652776234824050E+05,0.559405798611542341E+05,0.561159152785897240E+05,0.562912045964671706E+05,0.278493080580341439E+04
0.118534500809130985E+00,0.344924034329371068E+03,0.105060890737825785E+01,0.175331299999999999E+03,0.557652563999999984E+05,0.734675498830668849E+00,0.859854972220666758E+00,0.552393041048809027E+05,0.554145930196164918E+05,0.555899562808137416E+05,0.557652380827091256E+05,0.559405700650808576E+05,0.561159179113176069E+05,0.562912392543238457E+05,0.278494496889430411E+04
0.431215521247178768E+00,0.155371972671234005E+03,0.139204702445813311E+01,0.175331299999999999E+03,0.557652563999999984E+05,0.612680164082666567E+00,0.912386029918064168E+00,0.552392675568986742E+05,0.554145656023070696E+05,0.555899234378220863E+05,0.557652855592104897E+05,0.559406212093732902E+05,0.561158995340200272E+05,0.562911837046016008E+05,0.278507662431591007E+04
0.576446087440937616E+00,0.187312680547997189E+03,0.153323505935807125E+01,0.175331299999999999E+03,0.557652563999999984E+05,0.783578322072780109E+00,0.292986405841736741E+00,0.552392750978488621E+05,0.554145760132657160E+05,0.555899707428331676E+05,0.557652615475213897E+05,0.559406048127133909E+05,0.561158931201655359E+05,0.562912402709993403E+05,0.278518053264721175E+04
0.563345992372867976E+00,0.284260554051619295E+03,0.153436879965619566E+01,0.175331299999999999E+03,0.557652563999999984E+05,0.196790945149789953E+00,0.147337417916315501E-01,0.552392754094004122E+05,0.554145826388260757E+05,0.555899026396437548E+05,0.557652466543189730E+05,0.559405914108145880E+05,0.561159038622620501E+05,0.562912251258126344E+05,0.278518566022235609E+04
0.313554922473574180E-01,0.902540690301949689E+04,0.609711560847687517E+00,0.175331299999999999E+03,0.557652563999999984E+05,0.156696268620681256E+00,0.866280202469058236E+00,0.552392886218618223E+05,0.554145824030491203E+05,0.555899055839806970E+05,0.557652650236045884E+05,0.559405724640789122E+05,0.561159343081065017E+05,0.562912325353291890E+05,0.278524051065441881E+04
0.610464530943390038E+00,0.116967249849938923E+03,0.157964634003498428E+01,0.175331299999999999E+03,0.557652563999999984E+05,0.450679629289887473E+00,0.692500865893967532E+00,0.552392836576466580E+05,0.554145277556577857E+05,0.555899216817870329E+05,0.557652458097808776E+05,0.559405588202049476E+05,0.561158971395430490E+05,0.562912062421307419E+05,0.278534425197297378E+04
0.396138623947801360E+00,0.103507319662005926E+03,0.136877081175840987E+01,0.175331299999999999E+03,0.557652563999999984E+05,0.193576238510693804E+00,0.353518297010236848E-01,0.552393068048028654E+05,0.554145684343665562E+05,0.555898932430885980E+05,0.557652426778182562E+05,0.559405873056199998E+05,0.561159190238472947E+05,0.562911884237231570E+05,0.278538922215718503E+04
0.121114437370493280E+00,0.143560407083662938E+03,0.107519120722923933E+01,0.175331299999999999E+03,0.557652563999999984E+05,0.437612024995254756E+00,0.948477277783348560E+00,0.552392444958103588E+05,0.554145809949583418E+05,0.555899288173870955E+05,0.557652868441270621E+05,0.559405898126582979E+05,0.561159242764128285E+05,0.562912537490593095E+05,0.278550798618136878E+04
