seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.387517891755384120E-01,0.466262181202296517E+02,0.886309771161499560E+00,0.160131256000000008E+03,0.555168659079999998E+05,0.667277862106032127E+00,0.344015360828721473E+00,0.550364574940724560E+05,0.551965956847341149E+05,0.553567503390829661E+05,0.556770050392128032E+05,0.561573778772471123E+05,0.707939505215565805E+04
0.320354943739085476E-01,0.484250027902097997E+03,0.382806126470393915E+00,0.160131256000000008E+03,0.555168659079999998E+05,0.942725034701345277E+00,0.354121561256031114E+00,0.550364578599419401E+05,0.551966017924120242E+05,0.553567995777425822E+05,0.556769681029168132E+05,0.561574038632677402E+05,0.708029496877578640E+04
0.416010768850526777E-01,0.381617356446871270E+02,0.919367518888631552E+00,0.160131256000000008E+03,0.555168659079999998E+05,0.587830476047061623E+00,0.293986757033833535E+00,0.550364748147697173E+05,0.551966034721427131E+05,0.553567884141834293E+05,0.556770054375004474E+05,0.561573534221370064E+05,0.708059826829659869E+04
0.304293578007554695E-01,0.493406225770725030E+03,0.248999321850258970E+00,0.160131256000000008E+03,0.555168659079999998E+05,0.709902293966297671E+00,0.687228513751300452E+00,0.550364933209740921E+05,0.551965954191979909E+05,0.553567878550207752E+05,0.556769925270114472E+05,0.561573678041311432E+05,0.708062412275429415E+04
0.551171845232348301E-01,0.377323074224932569E+02,0.928957413601967708E+00,0.160131256000000008E+03,0.555168659079999998E+05,0.815857222496928935E+00,0.897653051612412489E+00,0.550364345592420723E+05,0.551965936009669022E+05,0.553567688842234638E+05,0.556769655458527122E+05,0.561574107176292309E+05,0.708133794664702691E+04
0.336236833288967793E-01,0.333367498156275246E+03,0.600780305071095366E+00,0.160131256000000008E+03,0.555168659079999998E+05,0.306452978853938685E+00,0.699763330705630709E-01,0.550364563271879160E+05,0.551965764797954180E+05,0.553567250909454160E+05,0.556769755657255591E+05,0.561573921840287730E+05,0.708167447273003563E+04
0.347863184492764183E-01,0.110827695983328894E+03,0.808162191202872582E+00,0.160131256000000008E+03,0.555168659079999998E+05,0.841850047044250482E+00,0.197128948754737771E+00,0.550364678106295250E+05,0.551966349542711614E+05,0.553567437401456118E+05,0.556769616322936999E+05,0.561573813491725377E+05,0.708189743464527601E+04
0.349568427496180500E-01,0.345698733664961765E+03,0.559963357244036120E+00,0.160131256000000008E+03,0.555168659079999998E+05,0.280380131104907226E+00,0.794810481762376897E+00,0.550364916961815397E+05,0.551966119909391637E+05,0.553567341388719215E+05,0.556769973585121406E+05,0.561573974074376820E+05,0.708196369072512061E+04
0.360990692868142921E-01,0.208516476883017390E+03,0.723351618634316074E+00,0.160131256000000008E+03,0.555168659079999998E+05,0.433863423489234457E+00,0.403390130092816768E+00,0.550364197977024523E+05,0.551966108418493313E+05,0.553567593332908291E+05,0.556769860020978449E+05,0.561573835331132141E+05,0.708196755822221894E+04
0.334028372236625168E-01,0.278962070355284482E+03,0.643847746759627082E+00,0.160131256000000008E+03,0.555168659079999998E+05,0.574399132469092799E+00,0.714551842858915265E+00,0.550364672955998467E+05,0.551966173758901641E+05,0.553567460672079178E+05,0.556769916890366585E+05,0.561573336718993742E+05,0.708212162676940534E+04
