seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.965699542948107781E+00,0.106133715993215503E+03,0.196141411344022054E+01,0.173928500000000014E+03,0.557524689999999973E+05,0.542731793629649517E+00,0.674856123820596232E+00,-0.292526461938636873E+01,0.554046398348436633E+05,0.555785252867550153E+05,0.557521488641176329E+05,0.559254130934299465E+05,0.561003210603643674E+05,0.562741029632018763E+05,0.157073434070122257E+05
0.736059982776564228E-02,0.144908099874474874E+04,0.918346149263755240E+00,0.173928500000000014E+03,0.557524689999999973E+05,0.956270549954974070E+00,0.801853471899725279E-01,-0.297094411964597382E+01,0.554045749213449308E+05,0.555785238373598404E+05,0.557522147221095584E+05,0.559258577839398349E+05,0.561011795960041200E+05,0.562740984423679547E+05,0.157079303878586270E+05
0.579623755253143136E+00,0.115311038131118426E+02,0.157463823180029450E+01,0.173928500000000014E+03,0.557524689999999973E+05,0.636182728786881535E+00,0.539145291455675801E+00,-0.290784358262141929E+01,0.554046507099047594E+05,0.555785341024206136E+05,0.557521903515708764E+05,0.559258950565986815E+05,0.561011548912526923E+05,0.562741094962940551E+05,0.157085254541836493E+05
0.644808830356282531E-01,0.179937161066433120E+02,0.105363393879679790E+01,0.173928500000000014E+03,0.557524689999999973E+05,0.809168208085009666E+00,0.250677539566023178E+00,-0.293901463466863744E+01,0.554046192275346257E+05,0.555785460608269350E+05,0.557521917925510716E+05,0.559258943684801925E+05,0.561011247471913521E+05,0.562741036349163114E+05,0.157088528649008167E+05
0.777235091312109168E-02,0.393934161555392609E+06,0.231505490561614263E+00,0.173928500000000014E+03,0.557524689999999973E+05,0.797688158487205645E+00,0.327388552901558827E+00,-0.284630995336027226E+01,0.554046509213318495E+05,0.555785452210361618E+05,0.557522606216343120E+05,0.559259133115278746E+05,0.561011358289792624E+05,0.562741162412705744E+05,0.157099033739920797E+05
0.394834458066147087E+00,0.125476745438174902E+03,0.139032132443197409E+01,0.173928500000000014E+03,0.557524689999999973E+05,0.216495509569295530E+00,0.738958071295984120E+00,-0.305629178760321141E+01,0.554046225465792741E+05,0.555785606747497804E+05,0.557522632332401481E+05,0.559258361058270748E+05,0.561003551986175517E+05,0.562741041536305565E+05,0.157102949041920238E+05
0.540258383761534153E-02,0.950403284080982703E+05,0.280688402527758896E+00,0.173928500000000014E+03,0.557524689999999973E+05,0.460923289486404097E+00,0.746230443772741503E+00,-0.294832899299542284E+01,0.554046236069045917E+05,0.555785359206566573E+05,0.557522360521937444E+05,0.559259345855656793E+05,0.561003483523328832E+05,0.562740970313024009E+05,0.157103455221615641E+05
0.901591533420100649E-02,0.231732847434113592E+04,0.957529714298390400E+00,0.173928500000000014E+03,0.557524689999999973E+05,0.749274647880990630E+00,0.583837998575826633E+00,-0.313343533235045335E+01,0.554046422156722838E+05,0.555785361773981567E+05,0.557522553285727045E+05,0.559259221180013337E+05,0.561011267573988807E+05,0.562741130426311502E+05,0.157104977627153949E+05
0.128781846748497769E+00,0.446189177213120303E+02,0.112408790542324954E+01,0.173928500000000014E+03,0.557524689999999973E+05,0.260367142433452631E-01,0.369097751506933747E+00,-0.312909203489730015E+01,0.554046443252711397E+05,0.555785509870115930E+05,0.557522511006243512E+05,0.559259148562952250E+05,0.561002985229854094E+05,0.562741243884280702E+05,0.157108625088646786E+05
0.817956613085426935E-02,0.180147541567828623E+06,0.133459874501369535E+00,0.173928500000000014E+03,0.557524689999999973E+05,0.245720518034353540E-01,0.662510477193492098E+00,-0.291865566304328272E+01,0.554046369648515029E+05,0.555785397744351576E+05,0.557522465162985027E+05,0.559258942662150657E+05,0.561013203189244668E+05,0.562740773339052030E+05,0.157113989304125516E+05
0.856898198743042627E+00,0.197395494691038138E+02,0.185243985272854284E+01,0.173928500000000014E+03,0.557524689999999973E+05,0.724200264706848618E+00,0.114652834747617907E+00,-0.293891688315842314E+01,0.554046233806100863E+05,0.555785639928142919E+05,0.557521873695224131E+05,0.559259007368997845E+05,0.561013201308494245E+05,0.562740944178090649E+05,0.157116075447118656E+05
0.554214107966229802E-02,0.127609232540962494E+05,0.178336869418498883E+00,0.173928500000000014E+03,0.557524689999999973E+05,0.826527814797972105E+00,0.723872838492711557E+00,-0.304325323733805231E+01,0.554046117199508299E+05,0.555785803240541427E+05,0.557521994689400817E+05,0.559258728092714955E+05,0.561013128661454029E+05,0.562741162372138497E+05,0.157116323821293936E+05
