seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_likelihood
0.913484717573345706E-01,0.843399349132168084E+02,0.104717817711639416E+01,0.267283942000000025E+03,0.556900037840000005E+05,0.962212785365918366E+00,0.219123410736502433E+00,0.554226729411722481E+05,0.556900071482207786E+05,0.559572586570781714E+05,0.562246149390559294E+05,0.227562267131805129E+04
0.791568052727739779E+00,0.336472694671349544E+02,0.177810991652261596E+01,0.267283942000000025E+03,0.556900037840000005E+05,0.186632545534967442E+00,0.516591866992436088E+00,0.554226507832329808E+05,0.556900002398121724E+05,0.559573140872604854E+05,0.562245763791832214E+05,0.227766940897876430E+04
0.178456015593278852E-01,0.280322705786268261E+04,0.435293749039166233E+00,0.267283942000000025E+03,0.556900037840000005E+05,0.593680492990330655E+00,0.407936716585814985E+00,0.554227417978815647E+05,0.556899769492409177E+05,0.559573144944315063E+05,0.562245935538244012E+05,0.227780864004077921E+04
0.174992363973554207E-01,0.117733743810225860E+05,0.551673817926079113E-01,0.267283942000000025E+03,0.556900037840000005E+05,0.430756546413932795E+00,0.668380716852336687E+00,0.554226966308053597E+05,0.556900118443187894E+05,0.559572477921728278E+05,0.562245652141249302E+05,0.227886707645202659E+04
0.594130683841441742E+00,0.203244912964718161E+02,0.157838939914360177E+01,0.267283942000000025E+03,0.556900037840000005E+05,0.390793937037777206E+00,0.613039286447859433E+00,0.554227242091066873E+05,0.556899685491389537E+05,0.559572953707754132E+05,0.562245737186541883E+05,0.227887715491534163E+04
0.186043097538729635E-01,0.649058644854509839E+04,0.132554868397747661E+00,0.267283942000000025E+03,0.556900037840000005E+05,0.232338125033789783E+00,0.666737280529531851E+00,0.554226771920304673E+05,0.556899990031268753E+05,0.559572726005696532E+05,0.562245923652221463E+05,0.227926099957196948E+04
0.797527121669968198E+00,0.320824152796913040E+02,0.178216806204769007E+01,0.267283942000000025E+03,0.556900037840000005E+05,0.357805645184257504E+00,0.847492637136365405E-03,0.554227390253228732E+05,0.556900173611716527E+05,0.559573122643008610E+05,0.562245642353054791E+05,0.227934938774889997E+04
0.376278847662824822E-01,0.433403914600731284E+02,0.100118953593842841E+01,0.267283942000000025E+03,0.556900037840000005E+05,0.271064659564467791E+00,0.212318085476109995E-01,0.554226655749205966E+05,0.556899984212861382E+05,0.559572802602183510E+05,0.562246079364222678E+05,0.227936675105985341E+04
0.797115911438101898E+00,0.379582270258279806E+02,0.177210363802819781E+01,0.267283942000000025E+03,0.556900037840000005E+05,0.843377578913538040E+00,0.255961429908868277E+00,0.554227037318523435E+05,0.556899737806178382E+05,0.559572891500859841E+05,0.562245744267686314E+05,0.227947651535235400E+04
0.262848237227804205E+00,0.201435842158291329E+02,0.124047604654041188E+01,0.267283942000000025E+03,0.556900037840000005E+05,0.475110594647010054E+00,0.923569305366392257E+00,0.554227097362790519E+05,0.556899956170898367E+05,0.559572954029740649E+05,0.562245962521641704E+05,0.227963116852385247E+04
0.206788632371150173E-01,0.249332744563484130E+04,0.644744408967261595E+00,0.267283942000000025E+03,0.556900037840000005E+05,0.317362356743840446E+00,0.593385221567583110E+00,0.554226929755341916E+05,0.556899859246268825E+05,0.559573400834862987E+05,0.562245790241026043E+05,0.227973467714723938E+04
0.715067802244797046E+00,0.384929594100262520E+02,0.169826173786583068E+01,0.267283942000000025E+03,0.556900037840000005E+05,0.317946090917173130E+00,0.141508099369729357E+00,0.554226442969361815E+05,0.556900215500058184E+05,0.559572737619474065E+05,0.562245554969774166E+05,0.227973784157690807E+04
0.132239351328591853E+00,0.460421561865717806E+02,0.110177225230835063E+01,0.267283942000000025E+03,0.556900037840000005E+05,0.452836358920876259E+00,0.820352380853043961E+00,0.554226779254270732E+05,0.556899774610962559E+05,0.559572775339655782E+05,0.562245517656994125E+05,0.227979349041530804E+04
0.847722643069219850E+00,0.700898947695370822E+02,0.182650108736297478E+01,0.267283942000000025E+03,0.556900037840000005E+05,0.732809390015463857E+00,0.126719198669775851E+00,0.554227139905352888E+05,0.556899838173554526E+05,0.559572542256674351E+05,0.562245542883962626E+05,0.227985836647864471E+04
0.898811835363030776E+00,0.533732390226782343E+02,0.187598401439887374E+01,0.267283942000000025E+03,0.556900037840000005E+05,0.806317020097781167E+00,0.486728296497564383E+00,0.554226792426273169E+05,0.556900179560960532E+05,0.559572661927474255E+05,0.562246015924704770E+05,0.228012915798572431E+04
0.829408823249556004E+00,0.764308437834325645E+02,0.180149397285017132E+01,0.267283942000000025E+03,0.556900037840000005E+05,0.937025632615242854E+00,0.335388935594802484E+00,0.554226697501424569E+05,0.556900428749509156E+05,0.559572730766473687E+05,0.562245878532329589E+05,0.228014675816526415E+04
0.692495837056843588E+00,0.412579069210765468E+02,0.167984535552706249E+01,0.267283942000000025E+03,0.556900037840000005E+05,0.297320507637458820E-01,0.876587362945549398E+00,0.554226625517453576E+05,0.556900419739542776E+05,0.559572657188207304E+05,0.562245726986190275E+05,0.228015428279934167E+04
0.466747216637714735E+00,0.318604407276707313E+02,0.144417150408211925E+01,0.267283942000000025E+03,0.556900037840000005E+05,0.726599592463769373E+00,0.594244298427454742E+00,0.554226825831350361E+05,0.556900266875873058E+05,0.559572882815669218E+05,0.562245685166358526E+05,0.228024664061516341E+04
0.593311465644318026E+00,0.497403975024943108E+02,0.157664875754432643E+01,0.267283942000000025E+03,0.556900037840000005E+05,0.332534251822640126E+00,0.301294837236791901E+00,0.554227019129514229E+05,0.556900065910742705E+05,0.559572435217701859E+05,0.562245606316701887E+05,0.228040881274110870E+04
0.196390676953928422E+00,0.341269218317141423E+02,0.117210359990880808E+01,0.267283942000000025E+03,0.556900037840000005E+05,0.468110035255902168E+00,0.189286656824512567E+00,0.554226784694033995E+05,0.556900278716258908E+05,0.559573128014693211E+05,0.562245962162589713E+05,0.228042137211308091E+04
0.838382070502890597E+00,0.118904383456991141E+03,0.180220575511983783E+01,0.267283942000000025E+03,0.556900037840000005E+05,0.928857756891868336E+00,0.853409983424042617E+00,0.554226742646695930E+05,0.556900509999165370E+05,0.559572871283704008E+05,0.562245626333059627E+05,0.228057397559918263E+04
0.213532845304420585E-01,0.209448735413567874E+04,0.673973247522316687E+00,0.267283942000000025E+03,0.556900037840000005E+05,0.918880110898668612E+00,0.244296805318995613E+00,0.554227237835331252E+05,0.556899784392621659E+05,0.559573257457852669E+05,0.562245586872393542E+05,0.228076187975426910E+04
0.189603703655340135E-01,0.473831585682739933E+04,0.441204066254045901E+00,0.267283942000000025E+03,0.556900037840000005E+05,0.518594374772872527E-01,0.467668562608479277E+00,0.554226646215155997E+05,0.556899945894104094E+05,0.559573018606517435E+05,0.562245686672337833E+05,0.228079412522670555E+04
0.495085427016559776E+00,0.392912406754055539E+02,0.147142917215091473E+01,0.267283942000000025E+03,0.556900037840000005E+05,0.765907651393434197E+00,0.553261286050007239E+00,0.554226693018115257E+05,0.556900151040632554E+05,0.559573041834629912E+05,0.562245600900502977E+05,0.228081634292513991E+04
0.869587723601471185E+00,0.219654365252518460E+02,0.185421722529622079E+01,0.267283942000000025E+03,0.556900037840000005E+05,0.370571928898308645E+00,0.769406787280255411E-01,0.554226865655945803E+05,0.556899915232269777E+05,0.559572680451400738E+05,0.562245715761682004E+05,0.228093267502994786E+04
0.234312661837448657E-01,0.134978774588085912E+04,0.845401727637060896E+00,0.267283942000000025E+03,0.556900037840000005E+05,0.649589780814952444E+00,0.726502874594360804E+00,0.554227202706037642E+05,0.556899794569475052E+05,0.559573143095942214E+05,0.562245559591419951E+05,0.228102650584450294E+04
