seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.429275631904602051E+00,0.278122827645191108E+06,0.137392687797546387E+01,0.362222019999999986E+03,0.555809604200000031E+05,0.926543116569519043E+00,0.900824666023254395E-01,0.552191830957111379E+05,0.555801751854294998E+05,0.559435206542782180E+05,0.266106392508745466E+04
0.599298715591430664E+00,0.450967372267199753E+05,0.151169526576995850E+01,0.362222019999999986E+03,0.555809604200000031E+05,0.100666821002960205E+00,0.382283747196197510E+00,0.552185740426954289E+05,0.555811204702729447E+05,0.559433317714504592E+05,0.266111309854266437E+04
0.562800765037536621E+00,0.625340377234454991E+04,0.156102132797241211E+01,0.362222019999999986E+03,0.555809604200000031E+05,0.309287369251251221E+00,0.936741888523101807E+00,0.552184410083469411E+05,0.555803701187247498E+05,0.559428598191313140E+05,0.266119663433609730E+04
0.679466426372528076E+00,0.928061214352033567E+05,0.831854343414306641E+00,0.362222019999999986E+03,0.555809604200000031E+05,0.335922181606292725E+00,0.664015054702758789E+00,0.552187503599103948E+05,0.555804868199700577E+05,0.559426619901232116E+05,0.266127064931210498E+04
0.132852792739868164E-02,0.255174191915414531E+04,0.341885566711425781E+00,0.362222019999999986E+03,0.555809604200000031E+05,0.667822957038879395E+00,0.581467151641845703E-02,0.552187719155725499E+05,0.555810028042668564E+05,0.559439922437242858E+05,0.266141368507438983E+04
0.711129844188690186E+00,0.112431113482746150E+04,0.171040105819702148E+01,0.362222019999999986E+03,0.555809604200000031E+05,0.214078068733215332E+00,0.134560048580169678E+00,0.552180418577369710E+05,0.555804490882033570E+05,0.559431580599121444E+05,0.266142776358893752E+04
0.458896160125732422E-03,0.157679114310275594E+03,0.940865755081176758E+00,0.362222019999999986E+03,0.555809604200000031E+05,0.585175991058349609E+00,0.665970087051391602E+00,0.552181296069797536E+05,0.555816210353249771E+05,0.559441563703588836E+05,0.266143593716707164E+04
0.427782535552978516E-03,0.794979509835661389E+06,0.966945290565490723E+00,0.362222019999999986E+03,0.555809604200000031E+05,0.101265072822570801E+00,0.898749589920043945E+00,0.552193216171440145E+05,0.555802439869517548E+05,0.559436183031372420E+05,0.266143670282424955E+04
0.262929201126098633E-01,0.939028772948859114E+05,0.320340394973754883E+00,0.362222019999999986E+03,0.555809604200000031E+05,0.772989094257354736E+00,0.702018320560455322E+00,0.552191251805004140E+05,0.555813408198231919E+05,0.559434702493719451E+05,0.266143980522429956E+04
0.818785429000854492E-01,0.331171010942118187E+03,0.124105727672576904E+01,0.362222019999999986E+03,0.555809604200000031E+05,0.324527800083160400E+00,0.409257471561431885E+00,0.552189137870248815E+05,0.555800948736542923E+05,0.559425804122261397E+05,0.266144014404829704E+04
0.587937951087951660E+00,0.578506972336921308E+02,0.198267900943756104E+01,0.362222019999999986E+03,0.555809604200000031E+05,0.530448555946350098E-01,0.327753424644470215E-01,0.552195765853103658E+05,0.555814649703377945E+05,0.559423414618543975E+05,0.266144014404829704E+04
0.215800166130065918E+00,0.274248992923231683E+02,0.180010461807250977E+01,0.362222019999999986E+03,0.555809604200000031E+05,0.703760921955108643E+00,0.177438676357269287E+00,0.552192964501556417E+05,0.555803791887635452E+05,0.559430237737469070E+05,0.266144014404829704E+04
0.572781443595886230E+00,0.172945140438833045E+01,0.172227144241333008E+01,0.362222019999999986E+03,0.555809604200000031E+05,0.112451612949371338E+00,0.391915321350097656E+00,0.552193544029172917E+05,0.555802303027981980E+05,0.559434537124208800E+05,0.266144014404829704E+04
