seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.279796946074445697E-01,0.111739239329827910E+04,0.395392939064057258E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.589291192449683865E+00,0.543967041233924697E+00,0.550725030948635322E+05,0.553130811279848422E+05,0.557942277864898133E+05,0.560347775506627077E+05,0.562753300284344878E+05,0.449019221077373095E+04
0.305488868803170041E-01,0.103540267087259758E+04,0.518693310316301615E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.212128834682659112E+00,0.812874474038953188E+00,0.550725094802440872E+05,0.553130923268440747E+05,0.557942355541173092E+05,0.560347857668569923E+05,0.562753675231664820E+05,0.449322937715446915E+04
0.269149852739714174E-01,0.144574195264371815E+04,0.160130430725231837E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.725576270634065601E+00,0.353485312395054929E+00,0.550724871244795431E+05,0.553130670178661967E+05,0.557942571929625265E+05,0.560347800991302356E+05,0.562753569927274293E+05,0.449555993050423604E+04
0.297656478627968193E-01,0.864410422447906853E+03,0.615874397296122034E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.101339845583853644E+00,0.865684031430539402E+00,0.550725075684456169E+05,0.553130570609041752E+05,0.557942058119538851E+05,0.560347865861935497E+05,0.562753648444936553E+05,0.449642072439735784E+04
0.294373659409576036E-01,0.759783208982070278E+03,0.612179135666412577E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.452226113250605299E+00,0.587166312608159768E+00,0.550725156474533724E+05,0.553130640212540966E+05,0.557942354529679360E+05,0.560348015595502948E+05,0.562753745418153485E+05,0.449660046877341483E+04
0.276562219555933804E-01,0.146334768042662631E+04,0.780184026604589242E-01,0.240571676999999994E+03,0.557942156810000015E+05,0.315824782884665478E+00,0.693635502677916849E+00,0.550725116698359634E+05,0.553130512868709266E+05,0.557942196685529998E+05,0.560347883506540238E+05,0.562753528958395254E+05,0.449664756285314525E+04
0.307607894081934723E-01,0.102728311357650341E+04,0.533295444174035516E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.155663903100363959E+00,0.458536704715934232E-01,0.550725007179961831E+05,0.553130646139927921E+05,0.557942470003294729E+05,0.560347911140412762E+05,0.562753639240478296E+05,0.449672593124237028E+04
0.278553689709430223E-01,0.157113994706167114E+04,0.117147263305094257E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.451718879127414874E+00,0.341819735313374451E+00,0.550724981839270258E+05,0.553130634046233972E+05,0.557942590259218850E+05,0.560347726022385032E+05,0.562753732258153468E+05,0.449673762559948955E+04
0.274435571949111848E-01,0.157820776172360434E+04,0.174787786718709648E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.884625388488818887E+00,0.188754687125042675E+00,0.550725048304923112E+05,0.553130842368444282E+05,0.557942339005915201E+05,0.560347989019774977E+05,0.562753543365534279E+05,0.449711486641862484E+04
0.290413337299371965E-01,0.136876260952857592E+04,0.394686094979168900E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.188317386796902658E+00,0.945550488289664398E-01,0.550725148794431807E+05,0.553130614996966033E+05,0.557942152528236038E+05,0.560347975983120486E+05,0.562753616015687003E+05,0.449714592241656828E+04
0.297499648704105078E-01,0.721056783089113765E+03,0.660251773510612927E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.183275699193820862E+00,0.590496411302504964E+00,0.550724980185263557E+05,0.553130747204479339E+05,0.557942273113561241E+05,0.560348013470989172E+05,0.562753431410918420E+05,0.449727448694516988E+04
0.273219839575071094E-01,0.123639328573272428E+04,0.425294606353588456E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.606897628433769598E+00,0.294691642971453061E+00,0.550725033556318886E+05,0.553130644309376221E+05,0.557942236902569130E+05,0.560347682972164039E+05,0.562753575733104153E+05,0.449739226375418912E+04
0.290439276131158573E-01,0.688025792090712798E+03,0.651338171829652923E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.423268790653019922E+00,0.138865166902016890E+00,0.550724861346252655E+05,0.553130698731230514E+05,0.557942421970762371E+05,0.560347855163336717E+05,0.562753536322336877E+05,0.449783321905203866E+04
0.270550994105222611E-01,0.166609174173486895E+04,0.117600633704611199E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.255198632764310929E+00,0.464672786989361986E+00,0.550725003102032060E+05,0.553130846535292658E+05,0.557942347654826881E+05,0.560347809664182714E+05,0.562753642775268745E+05,0.449786658055732460E+04
0.275034594303571259E-01,0.154036977828723457E+04,0.625232568908847420E-02,0.240571676999999994E+03,0.557942156810000015E+05,0.767903862018571970E+00,0.210129276200751280E+00,0.550724933269314934E+05,0.553130564150477439E+05,0.557942179721802822E+05,0.560347992362188888E+05,0.562753572629070040E+05,0.449794995140670562E+04
0.292782408005037749E-01,0.267994206436736192E+03,0.843113184650326031E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.624109984572645757E-01,0.493629994777145420E+00,0.550724997900091912E+05,0.553130704229046096E+05,0.557942269094140211E+05,0.560347808637663111E+05,0.562753742400081828E+05,0.449795402450123038E+04
0.285280780038409537E-01,0.909835981072451773E+03,0.585300488688417109E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.773565002957739556E-01,0.574141958791497653E+00,0.550725123932715360E+05,0.553130722789941137E+05,0.557942360159091841E+05,0.560347943782994626E+05,0.562753482425981347E+05,0.449798361054775341E+04
0.274792771896934726E-01,0.131287311027590818E+04,0.275269675493563348E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.735868192925934528E+00,0.205069785933560372E+00,0.550724956600632213E+05,0.553130625844694077E+05,0.557942441699580959E+05,0.560348037202962805E+05,0.562753626903279219E+05,0.449801980440461193E+04
0.273391134923353860E-01,0.147490149142968608E+04,0.265483188201818820E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.511383425700372207E+00,0.353390100481537572E+00,0.550724977017341516E+05,0.553130719586534979E+05,0.557942257383164615E+05,0.560348024394277745E+05,0.562753694682622081E+05,0.449807252852926285E+04
0.272026974921991752E-01,0.147703056700595903E+04,0.235169856014741052E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.573230812132854539E+00,0.447111481644901554E+00,0.550725032766262957E+05,0.553130853506876956E+05,0.557942285601649928E+05,0.560347765592655996E+05,0.562753701701035097E+05,0.449810382149258112E+04
0.288888336646050473E-01,0.610631492451894815E+03,0.684071014994916071E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.551996623305430090E+00,0.753169922058101026E-02,0.550725237890505377E+05,0.553130700468036230E+05,0.557942337200279217E+05,0.560347865243899505E+05,0.562753541798851074E+05,0.449820634875194901E+04
0.276930349669665121E-01,0.170355545912924367E+04,0.232365916750400914E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.135261536717243280E+00,0.958469466862236108E+00,0.550725042756753392E+05,0.553130698308039428E+05,0.557942331266527253E+05,0.560347807229866230E+05,0.562753789243676729E+05,0.449821600401334945E+04
0.284022923589726042E-01,0.144344918843964183E+04,0.388456307951795143E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.172892420599090713E+00,0.938450724365599287E+00,0.550725038318278312E+05,0.553130693756579494E+05,0.557942480898591311E+05,0.560347779280645409E+05,0.562753730293908884E+05,0.449822289520296272E+04
0.299632775127756171E-01,0.123674369112132354E+04,0.464022424600269823E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.191763825291000112E+00,0.397762751266749273E-01,0.550724947915271696E+05,0.553130699132217342E+05,0.557942319121954570E+05,0.560347939780579691E+05,0.562753721058303709E+05,0.449827571575702405E+04
0.288955953441683011E-01,0.109764456684485958E+04,0.493222408246747623E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.742359451191729747E+00,0.690933353762449021E-01,0.550725084702065215E+05,0.553130755144190116E+05,0.557942491590060163E+05,0.560347720746218620E+05,0.562753582588322024E+05,0.449840692684373607E+04
0.289357449178623723E-01,0.131017545559251084E+04,0.332905060093670269E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.129359806729436255E+00,0.986295337236992586E+00,0.550725121039424339E+05,0.553130711449330411E+05,0.557942409284820023E+05,0.560347754891740915E+05,0.562753487145314430E+05,0.449847584631388600E+04
0.281306535592600708E-01,0.145355420876474795E+04,0.324549725088672469E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.229082703964297502E+00,0.327906593086704223E+00,0.550725208989850289E+05,0.553130663782928896E+05,0.557942368154352807E+05,0.560347785730005344E+05,0.562753537756734586E+05,0.449849842413437273E+04
0.287746895353051396E-01,0.115187561266182911E+04,0.450712881206209448E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.495589905271384357E+00,0.797130975068109926E+00,0.550724929856888630E+05,0.553130603081016015E+05,0.557942175839906486E+05,0.560347827056559472E+05,0.562753574156585819E+05,0.449851567138829614E+04
0.325264571990544551E-01,0.280221132894071445E+03,0.839900225677362666E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.351128995911564101E+00,0.749317604134145387E+00,0.550724972416615856E+05,0.553130671025048869E+05,0.557942439828654460E+05,0.560347758355798796E+05,0.562753459348644319E+05,0.449851581580272887E+04
0.288429727022493261E-01,0.148968477111975108E+04,0.208079530938696911E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.129218654328093957E+00,0.103385320958576721E+00,0.550724983587490933E+05,0.553130743508519663E+05,0.557942285430326301E+05,0.560347869565115689E+05,0.562753746820847446E+05,0.449857078930589978E+04
0.286871646621046604E-01,0.154291308895220277E+04,0.207126629464744305E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.670993815715022340E-01,0.625648501573422888E+00,0.550725145462483852E+05,0.553130592077811161E+05,0.557942476037306915E+05,0.560347741071382552E+05,0.562753580683994951E+05,0.449860872527974425E+04
0.288182199116536648E-01,0.131005156067276994E+04,0.370212439907086077E+00,0.240571676999999994E+03,0.557942156810000015E+05,0.780875061576797626E-02,0.416255617404729716E+00,0.550725046586125754E+05,0.553130691008726862E+05,0.557942211832886896E+05,0.560347759137170069E+05,0.562753695455791967E+05,0.449861540526006229E+04
