seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.284793615341186523E+00,0.884810079644545447E+06,0.126539933681488037E+01,0.314764296999999999E+03,0.557456542939999999E+05,0.580064058303833008E+00,0.837256014347076416E+00,0.551168032760650603E+05,0.554309258001988128E+05,0.557454922665217819E+05,0.560596528409494567E+05,0.563758013611721908E+05,0.142814522395200993E+04
0.232041180133819580E+00,0.273413322592031633E+02,0.197156143188476563E+01,0.314764296999999999E+03,0.557456542939999999E+05,0.716169416904449463E+00,0.148635327816009521E+00,0.551167913776666610E+05,0.554312851632778838E+05,0.557446966458419265E+05,0.560605559917463470E+05,0.563758940883564865E+05,0.142830767956536874E+04
0.771953880786895752E+00,0.517951753385774055E+03,0.178505432605743408E+01,0.314764296999999999E+03,0.557456542939999999E+05,0.372266769409179688E-02,0.327141225337982178E+00,0.551153721272975890E+05,0.554306022902672485E+05,0.557465982692101898E+05,0.560597991513981033E+05,0.563744904197144424E+05,0.142830767956536874E+04
0.307512879371643066E-01,0.726514557489506842E+03,0.183895683288574219E+01,0.314764296999999999E+03,0.557456542939999999E+05,0.602061688899993896E+00,0.667357444763183594E-02,0.551169288134605376E+05,0.554311870924179748E+05,0.557452111732819976E+05,0.560612697155250717E+05,0.563743012401747619E+05,0.142830767956536874E+04
0.320785999298095703E+00,0.585770818684972546E+05,0.166451537609100342E+01,0.314764296999999999E+03,0.557456542939999999E+05,0.897254228591918945E+00,0.590815544128417969E+00,0.551165013631612746E+05,0.554315870963280395E+05,0.557464351359466018E+05,0.560597171967996765E+05,0.563747684416460907E+05,0.142830767956536874E+04
0.533497929573059082E+00,0.349085296515920618E+03,0.169354581832885742E+01,0.314764296999999999E+03,0.557456542939999999E+05,0.673133134841918945E-02,0.606418550014495850E+00,0.551157460411817519E+05,0.554310079313461974E+05,0.557457033179858627E+05,0.560594751120580841E+05,0.563758870806384002E+05,0.142830767956536874E+04
0.169992327690124512E+00,0.143835037141083717E+03,0.186196899414062500E+01,0.314764296999999999E+03,0.557456542939999999E+05,0.443266987800598145E+00,0.266948819160461426E+00,0.551154537322551696E+05,0.554303160068934158E+05,0.557462690729955139E+05,0.560611583643926788E+05,0.563748484559941207E+05,0.142830767956536874E+04
0.367369353771209717E+00,0.968220585093976638E+01,0.190679800510406494E+01,0.314764296999999999E+03,0.557456542939999999E+05,0.727482616901397705E+00,0.168157815933227539E+00,0.551166067143709151E+05,0.554318297988121703E+05,0.557457239026883544E+05,0.560594787207616973E+05,0.563751444770979797E+05,0.142830767956536874E+04
0.404123544692993164E+00,0.150198977106425998E+06,0.100097846984863281E+01,0.314764296999999999E+03,0.557456542939999999E+05,0.902688026428222656E+00,0.633720099925994873E+00,0.551170059306652038E+05,0.554317267111485198E+05,0.557448278367379608E+05,0.560597915758861709E+05,0.563741858895707046E+05,0.142830767956536874E+04
0.131035387516021729E+00,0.823245961128885853E+02,0.139113605022430420E+01,0.314764296999999999E+03,0.557456542939999999E+05,0.954656720161437988E+00,0.274509191513061523E-02,0.551161759551794021E+05,0.554301053606217101E+05,0.557453218394378127E+05,0.560613291208519149E+05,0.563746277833866989E+05,0.142830767956536874E+04
