seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_likelihood
0.637385356308057538E-01,0.561432480933037596E+03,0.901860965187809671E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.142355683307042957E+00,0.602834350821784160E+00,0.550095297999922113E+05,0.551616362891067110E+05,0.553137387213276597E+05,0.556179505818832040E+05,0.559221636405016907E+05,0.560742667171122157E+05,0.975566696518434219E+04
0.613896529641119737E-01,0.562870763006863854E+03,0.903585434696208223E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.667610896905392742E-01,0.210109023018589858E+00,0.550095329538127044E+05,0.551616312064261656E+05,0.553137424571348311E+05,0.556179488947358477E+05,0.559221664390972874E+05,0.560742671946475966E+05,0.975656501833971924E+04
0.638482941428239192E-01,0.624131918078103922E+03,0.892308856499090530E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.273931391236451827E+00,0.384564714609138325E+00,0.550095329903720922E+05,0.551616308177994579E+05,0.553137434952906333E+05,0.556179506612154437E+05,0.559221624700208486E+05,0.560742660768218702E+05,0.975688378569812812E+04
0.617654833995551350E-01,0.630294846720798887E+03,0.894754635776781715E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.125809307533886777E+00,0.213053295610361043E+00,0.550095305582392466E+05,0.551616309968971327E+05,0.553137445678188888E+05,0.556179473417550762E+05,0.559221626285937527E+05,0.560742645164921196E+05,0.975692170851487390E+04
0.680865711716398675E-01,0.705860039112058644E+03,0.879816136134679905E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.327262737769509537E+00,0.973681699277467172E+00,0.550095313745385720E+05,0.551616343399429825E+05,0.553137414113649647E+05,0.556179488026249455E+05,0.559221653099591786E+05,0.560742692176306082E+05,0.975707663793652137E+04
0.639259584827590877E-01,0.632663802856423786E+03,0.886269549048959826E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.363770696795323090E+00,0.247406536539546584E+00,0.550095314020199294E+05,0.551616381712220536E+05,0.553137401884918363E+05,0.556179494558686929E+05,0.559221623770658043E+05,0.560742679925365155E+05,0.975710116572274455E+04
0.626659241865826916E-01,0.538378022494766014E+03,0.906128653611387613E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.117909601333928429E+00,0.412837838966328641E+00,0.550095291960431350E+05,0.551616320010158961E+05,0.553137390460365714E+05,0.556179513054001654E+05,0.559221634505343973E+05,0.560742657121224984E+05,0.975728491335265608E+04
0.647831001847294641E-01,0.692306816261571271E+03,0.886602730413481588E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.265847235752425692E+00,0.637746206521067505E+00,0.550095305313109129E+05,0.551616352001245687E+05,0.553137449815700529E+05,0.556179506184377533E+05,0.559221640452560896E+05,0.560742660966554395E+05,0.975729417616374121E+04
0.615607161925609547E-01,0.595097831168695393E+03,0.900838639116455231E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.807241611805175202E-01,0.347791908468223887E+00,0.550095287283548896E+05,0.551616324396065611E+05,0.553137457723059779E+05,0.556179507102775824E+05,0.559221632805771078E+05,0.560742661196929839E+05,0.975738389416768769E+04
0.618855982234515697E-01,0.546041058209219386E+03,0.907176169010506905E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.388071134512795526E-01,0.805566378419186768E+00,0.550095328288873206E+05,0.551616338278983676E+05,0.553137431238273493E+05,0.556179477782082977E+05,0.559221583514128215E+05,0.560742650292448816E+05,0.975746773252560524E+04
0.656452323939560739E-01,0.604655398311853901E+03,0.895660615903799973E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.281778877942858108E+00,0.668669660349896611E+00,0.550095318769588921E+05,0.551616357840742785E+05,0.553137444008842795E+05,0.556179490333122740E+05,0.559221603348702702E+05,0.560742647217817939E+05,0.975760936565608972E+04
0.617630046630206278E-01,0.711523804073745168E+03,0.885252255124068799E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.140866169647805489E+00,0.132768320703636450E+00,0.550095330278814217E+05,0.551616329929534404E+05,0.553137440517466966E+05,0.556179507192496822E+05,0.559221606202959301E+05,0.560742676324962231E+05,0.975777726571990024E+04
0.639742120869834785E-01,0.553366197284340387E+03,0.903046995967205279E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.169454909066216131E+00,0.415505674333550568E+00,0.550095291308607702E+05,0.551616344603736652E+05,0.553137441126816484E+05,0.556179502430498396E+05,0.559221644740097327E+05,0.560742664595366878E+05,0.975833422946939390E+04
0.607296426958522789E-01,0.506238248527027679E+03,0.913415695011334017E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.150078615900936605E-01,0.875931650834461339E+00,0.550095290392183233E+05,0.551616325360122282E+05,0.553137425228185530E+05,0.556179506618441883E+05,0.559221591374531417E+05,0.560742688166445732E+05,0.975834251279089949E+04
0.634834773232409721E-01,0.554236450063265693E+03,0.903567752439234151E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.193458824247963707E+00,0.242969708821262592E+00,0.550095344057566545E+05,0.551616324698282042E+05,0.553137416129932462E+05,0.556179514012674263E+05,0.559221632753707745E+05,0.560742658597858244E+05,0.975840451686634333E+04
0.613693259991471354E-01,0.574708072189656946E+03,0.901991827594529227E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.418329514248980266E-01,0.958836550690420619E+00,0.550095297150402548E+05,0.551616314420819981E+05,0.553137414737454528E+05,0.556179514663379523E+05,0.559221610376548633E+05,0.560742661520913243E+05,0.975847628765403351E+04
0.630102695719957362E-01,0.601294845252804635E+03,0.896729207092504255E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.129338585874929579E+00,0.452553929116133347E+00,0.550095348327015890E+05,0.551616338326777550E+05,0.553137416548682959E+05,0.556179495999696519E+05,0.559221634605040890E+05,0.560742671623186907E+05,0.975849094277861332E+04
0.662396593061750222E-01,0.714060184952160625E+03,0.880484045257555081E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.405858616353073909E+00,0.484439428191727584E+00,0.550095313948464172E+05,0.551616353858479561E+05,0.553137429302176897E+05,0.556179489419340098E+05,0.559221615539027262E+05,0.560742656905389158E+05,0.975850120165741282E+04
0.603664805342524133E-01,0.564293899361158765E+03,0.905491134126051644E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.524688687477725332E-02,0.979220602622071001E+00,0.550095297857706828E+05,0.551616331383270153E+05,0.553137421146977722E+05,0.556179515423584162E+05,0.559221626845002393E+05,0.560742665710625006E+05,0.975863774516822559E+04
0.621801026320839695E-01,0.533103280086168184E+03,0.907025603107003420E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.892760119733111562E-01,0.185324369707368319E+00,0.550095346994339488E+05,0.551616336912812621E+05,0.553137400072935998E+05,0.556179487915302452E+05,0.559221610136897361E+05,0.560742647760133477E+05,0.975871114262915216E+04
0.646034771225037635E-01,0.602115830981602471E+03,0.892756076108434105E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.250424482351264410E+00,0.567667808563013243E+00,0.550095308608525665E+05,0.551616362147791369E+05,0.553137407835776394E+05,0.556179496272204342E+05,0.559221649582536411E+05,0.560742660088486082E+05,0.975872050450565257E+04
0.641738176333120636E-01,0.686301499281790825E+03,0.884838942775834303E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.256944388852606620E+00,0.575318408893649269E+00,0.550095297192883372E+05,0.551616316411168082E+05,0.553137437620967103E+05,0.556179513124494042E+05,0.559221603262423596E+05,0.560742677047612233E+05,0.975872240359128955E+04
0.641157107123057207E-01,0.548263173707406168E+03,0.904259800692855609E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.150128081926275692E+00,0.696948211646213900E+00,0.550095325985810778E+05,0.551616384702204305E+05,0.553137422199733992E+05,0.556179514067678829E+05,0.559221621293911958E+05,0.560742678795448155E+05,0.975875790664630767E+04
0.622732708692024448E-01,0.614982262470928617E+03,0.893852842028905803E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.171278341995426353E+00,0.822441827227238659E-01,0.550095339138712079E+05,0.551616336621264927E+05,0.553137434175613525E+05,0.556179467956302178E+05,0.559221619698130526E+05,0.560742697467668768E+05,0.975879567072978352E+04
0.629514856885231011E-01,0.706979654534662927E+03,0.873378594573504530E+00,0.152104520000000008E+03,0.554658432600000015E+05,0.409684049659482630E+00,0.103808274495888128E+00,0.550095324352187308E+05,0.551616344443651760E+05,0.553137440970696407E+05,0.556179502897727871E+05,0.559221633215493930E+05,0.560742685897203846E+05,0.975880274456604820E+04
