seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.411393850834752550E+00,0.153197049482649401E+02,0.138292453540540561E+01,0.205383100000000013E+03,0.557333433999999979E+05,0.125114416383990734E+00,0.292841809525308971E+00,0.551172237584528993E+05,0.553225566470451740E+05,0.555279732866307677E+05,0.557333506178323951E+05,0.559387206329297769E+05,0.561441049378681855E+05,0.563495094362191376E+05,0.596677921004208747E+04
0.409080247754950513E-01,0.215838815320697165E+03,0.918140367011444414E+00,0.205383100000000013E+03,0.557333433999999979E+05,0.323842400737139879E+00,0.535894896249473840E+00,0.551172126375217704E+05,0.553225780464904092E+05,0.555279888971358887E+05,0.557333705985441557E+05,0.559387014469955830E+05,0.561441368875509506E+05,0.563495644335092438E+05,0.596774598468292152E+04
0.276847147095579081E-01,0.186593322964315485E+04,0.670330395423980457E-01,0.205383100000000013E+03,0.557333433999999979E+05,0.740631954427850570E+00,0.612603865788409307E+00,0.551171514753923257E+05,0.553225463190342634E+05,0.555279750474379107E+05,0.557333929308651204E+05,0.559387074499228620E+05,0.561440795043636826E+05,0.563495458522461049E+05,0.596935030158870995E+04
0.505786512914908837E+00,0.535239587845305067E+02,0.147229619049554272E+01,0.205383100000000013E+03,0.557333433999999979E+05,0.218174070130785269E+00,0.427311801388454537E+00,0.551171961422280874E+05,0.553225549358792923E+05,0.555279442865613237E+05,0.557333487724629958E+05,0.559387255708713928E+05,0.561441118586898665E+05,0.563494576609411451E+05,0.596948759453130242E+04
0.813559479233309790E-01,0.661430589622339653E+02,0.991847450110352025E+00,0.205383100000000013E+03,0.557333433999999979E+05,0.947873126547733147E+00,0.458351259983688364E+00,0.551172084172094692E+05,0.553225321642186973E+05,0.555279536674589108E+05,0.557333824316880418E+05,0.559387041808420981E+05,0.561441409034502649E+05,0.563495207516078590E+05,0.596950720135595384E+04
0.423546349808262779E+00,0.278872769193130665E+02,0.138563113526968773E+01,0.205383100000000013E+03,0.557333433999999979E+05,0.425875317086788552E+00,0.476724407303754483E+00,0.551171254618060557E+05,0.553225490846317771E+05,0.555279675058848225E+05,0.557333802656962216E+05,0.559387494475035928E+05,0.561441148523119264E+05,0.563494880130511156E+05,0.596960138755410117E+04
0.335225235170921732E-01,0.148150389585712674E+04,0.696251554130594918E+00,0.205383100000000013E+03,0.557333433999999979E+05,0.120627893979539644E+00,0.562834439850511403E+00,0.551171991484318933E+05,0.553225757917815499E+05,0.555279851704717730E+05,0.557333785092330290E+05,0.559387858934792457E+05,0.561441398702442675E+05,0.563494863704143281E+05,0.596963982545343879E+04
0.387976224704533079E+00,0.429253634766782497E+02,0.134320526855703193E+01,0.205383100000000013E+03,0.557333433999999979E+05,0.621694785167514752E+00,0.790465281328407765E+00,0.551171767635021533E+05,0.553225291786413727E+05,0.555279257330351684E+05,0.557334123893416472E+05,0.559387199965545224E+05,0.561441017441664007E+05,0.563494859521126564E+05,0.597011969003515242E+04
0.287585598517352443E-01,0.233177127771303640E+04,0.181821692344634328E+00,0.205383100000000013E+03,0.557333433999999979E+05,0.747245678435324523E+00,0.709990579260892374E+00,0.551171780226661576E+05,0.553225110621396234E+05,0.555279279284700242E+05,0.557333750150244960E+05,0.559387459804442769E+05,0.561441303485373210E+05,0.563494983783059361E+05,0.597029039919425941E+04
0.737151240492982418E+00,0.535084496824159785E+02,0.169877078332320619E+01,0.205383100000000013E+03,0.557333433999999979E+05,0.763866402514018050E+00,0.148145922823068737E+00,0.551171787362355099E+05,0.553225650954788434E+05,0.555279632838080724E+05,0.557333624020799616E+05,0.559387255932688568E+05,0.561440753640366020E+05,0.563494972252048028E+05,0.597053609951118142E+04
