seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.100058249502663500E-01,0.227427296253967540E+03,0.583594857164447367E+00,0.924566710000000000E+02,0.557839201679999969E+05,0.845576759125405142E-01,0.226248087232289175E+00,0.553215401135246721E+05,0.555064387209530323E+05,0.555989238177636362E+05,0.557829214705636041E+05,0.558763361159189881E+05,0.559688324914206751E+05,0.560611900036315419E+05,0.563385017664082770E+05,0.941957918385019366E+04
0.124661242385156693E-01,0.300839442993417592E+02,0.841344091280611162E+00,0.924566710000000000E+02,0.557839201679999969E+05,0.757124553014147716E+00,0.976865034624968764E+00,0.553216328950006937E+05,0.555064398898649088E+05,0.555990003891331435E+05,0.557829504226914069E+05,0.558763484998451895E+05,0.559688023843830670E+05,0.560612228631945836E+05,0.563386411791741921E+05,0.942203917546007142E+04
0.111853735287161474E-01,0.633253909134163777E+02,0.743947712990378984E+00,0.924566710000000000E+02,0.557839201679999969E+05,0.808565419635325799E+00,0.873684684021953428E+00,0.553215361499467108E+05,0.555063882223850160E+05,0.555990112640477673E+05,0.557829232695701940E+05,0.558762925306377947E+05,0.559687919315502877E+05,0.560612396306422743E+05,0.563385733573658217E+05,0.942368229657335178E+04
0.911360727688161586E-02,0.181342002634209877E+03,0.267522366498673225E+00,0.924566710000000000E+02,0.557839201679999969E+05,0.582472140641602798E+00,0.850691802777170936E+00,0.553216210531983161E+05,0.555063766639762180E+05,0.555990071103396185E+05,0.557829370674092424E+05,0.558763446773264295E+05,0.559687939563247855E+05,0.560612288749611471E+05,0.563385893388812474E+05,0.942445213788807268E+04
0.942135017501889369E-02,0.119745758137145060E+03,0.488778783918229098E+00,0.924566710000000000E+02,0.557839201679999969E+05,0.563878414024906127E+00,0.103846342025595409E+00,0.553216455716421042E+05,0.555064387912158636E+05,0.555990445377452634E+05,0.557829205592740182E+05,0.558763410165755122E+05,0.559687805856973719E+05,0.560613155029374757E+05,0.563385851228174215E+05,0.942484461599615133E+04
0.939994497219206332E-02,0.265593795962462195E+03,0.569488219115248870E-01,0.924566710000000000E+02,0.557839201679999969E+05,0.248127174821852564E+00,0.381989038141067050E+00,0.553216206835551711E+05,0.555064044886947959E+05,0.555990377561271307E+05,0.557829265659046650E+05,0.558763328843403142E+05,0.559688136496619409E+05,0.560612622373837294E+05,0.563385333004798085E+05,0.942533675141697677E+04
0.901182989929073981E-02,0.167801754977201426E+03,0.414677336175410693E+00,0.924566710000000000E+02,0.557839201679999969E+05,0.739670967971348237E+00,0.555020039174784485E+00,0.553215686177998577E+05,0.555063953634212958E+05,0.555989922909588422E+05,0.557829259841003804E+05,0.558763369980136704E+05,0.559687950780591418E+05,0.560612555687335698E+05,0.563385336624261035E+05,0.942543909416271163E+04
0.898792064930359694E-02,0.207336551637559921E+03,0.122311891279397594E-01,0.924566710000000000E+02,0.557839201679999969E+05,0.121253661676688981E+00,0.928912022234271717E+00,0.553216460698502924E+05,0.555064083637451113E+05,0.555990071212234179E+05,0.557829286181493444E+05,0.558763565503880673E+05,0.559688127249235840E+05,0.560612831609724672E+05,0.563385841651748560E+05,0.942603170763556409E+04
0.929734943164350555E-02,0.148819403412315694E+03,0.431158880070150907E+00,0.924566710000000000E+02,0.557839201679999969E+05,0.512578810205572166E+00,0.874098747473981530E+00,0.553216471315001108E+05,0.555064317417049242E+05,0.555989790787258171E+05,0.557829313498150950E+05,0.558763537280236051E+05,0.559687579996622298E+05,0.560612448901009848E+05,0.563386565563210897E+05,0.942702573031648353E+04
0.104993635839893702E-01,0.862689985726798341E+02,0.697594502765849778E+00,0.924566710000000000E+02,0.557839201679999969E+05,0.438307291599762949E+00,0.878947511259855041E+00,0.553217164991715545E+05,0.555063891677069987E+05,0.555990282609583155E+05,0.557829213886203870E+05,0.558763223550719995E+05,0.559687644697155702E+05,0.560612496610762391E+05,0.563385600463712835E+05,0.942726644026695794E+04
