seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_likelihood
0.641448028890300281E+00,0.135492797064623693E+01,0.162394863622894836E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.409710304976812767E+00,0.722060815321658334E+00,0.550894002432449706E+05,0.553788218926410191E+05,0.556679713079264911E+05,0.558127373167876576E+05,0.214097393931798297E+04
0.597456474649159408E+00,0.480968946810507170E+01,0.155604582967507898E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.961595479731584657E+00,0.910846120419728900E+00,0.550894877820908005E+05,0.553787683418927845E+05,0.556680111603960904E+05,0.558127528706736630E+05,0.214104842321575688E+04
0.568921081903351333E+00,0.267178831573022002E+01,0.154398939304558924E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.838176655799593884E+00,0.261517397188132661E+00,0.550887841106995038E+05,0.553787560157903499E+05,0.556680893049630758E+05,0.558127213073690509E+05,0.214155663357944013E+04
0.850693856979634955E+00,0.397991136907376841E+01,0.182470721811821024E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.922747800528896489E+00,0.571986023198284621E+00,0.550893103002599455E+05,0.553787474115835066E+05,0.556681014984422072E+05,0.558126115286917120E+05,0.214333630398717560E+04
0.405892573967741366E+00,0.292916918466483978E+01,0.138608415585487021E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.429029525492662545E+00,0.746621505294779459E-02,0.550894671822069067E+05,0.553786939067319472E+05,0.556680676288454197E+05,0.558127946204554028E+05,0.214425421183104118E+04
0.696672139901132081E+00,0.147715774498834618E+01,0.168185693231970013E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.849533863214884805E-01,0.928137142466693543E+00,0.550891077055009519E+05,0.553788358586267568E+05,0.556680391139378698E+05,0.558127122679796958E+05,0.214441208886633558E+04
0.173095210293010907E-01,0.258512423437618111E+03,0.539057413181424416E+00,0.144692769999999996E+03,0.555233795099999988E+05,0.995954962251250686E+00,0.932685753388736494E+00,0.550894662438544910E+05,0.553787762217341442E+05,0.556680559521982286E+05,0.558127609691018661E+05,0.214469475827685937E+04
0.203867997292175064E-01,0.103905582120350391E+04,0.245419338704671475E+00,0.144692769999999996E+03,0.555233795099999988E+05,0.406805833128462357E+00,0.517115996922276500E+00,0.550893801389017244E+05,0.553786792515080087E+05,0.556680064839634433E+05,0.558128128622595905E+05,0.214499032536892219E+04
0.376519629690682422E+00,0.249500559433410674E+01,0.135629847823483285E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.476310695540487050E+00,0.412655226668761255E+00,0.550892103633202714E+05,0.553787335498508983E+05,0.556679269394633302E+05,0.558127255855412877E+05,0.214515563482169455E+04
0.209179147821472108E-01,0.250064175356760279E+04,0.227190063460736974E+00,0.144692769999999996E+03,0.555233795099999988E+05,0.314583924383251667E+00,0.503839654177991481E+00,0.550892934363207678E+05,0.553786723363118581E+05,0.556680703913959951E+05,0.558127744475937943E+05,0.214534396696597651E+04
0.120935511444884819E+00,0.369534836550789603E+01,0.109476250514585272E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.422809746998912939E+00,0.419230502002736316E+00,0.550891865249698603E+05,0.553787631297964981E+05,0.556679784617958430E+05,0.558127364042601621E+05,0.214542256188005877E+04
0.207596985697765975E-01,0.246703275228038507E+03,0.756378350291665003E+00,0.144692769999999996E+03,0.555233795099999988E+05,0.438978536266928843E+00,0.314779566216351336E+00,0.550892356844936585E+05,0.553786803368088149E+05,0.556680915161102894E+05,0.558126638482191192E+05,0.214553687831478010E+04
0.257427529685244405E+00,0.267519118553244262E+01,0.122578058125028910E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.911622724542508034E+00,0.347636589596380774E+00,0.550891965898102644E+05,0.553788274845666019E+05,0.556681220742986552E+05,0.558126802360390866E+05,0.214565030303009144E+04
0.501582146508118165E+00,0.298977101202633655E+01,0.148311368475950434E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.470103731922521639E+00,0.544419494357444855E+00,0.550892825107183380E+05,0.553788469166102223E+05,0.556680445911080242E+05,0.558127361348572449E+05,0.214576491972706162E+04
0.549223582521265685E+00,0.433947448621213372E+01,0.152643582752361184E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.685495668329845098E+00,0.489506668007816836E+00,0.550892189951846885E+05,0.553786538070418246E+05,0.556679817975047554E+05,0.558127187023433144E+05,0.214591817664294149E+04
0.191063549894014174E-01,0.320331343419601080E+04,0.250231087121899842E+00,0.144692769999999996E+03,0.555233795099999988E+05,0.890107145654150833E+00,0.461850473655113891E+00,0.550894058781254716E+05,0.553786867265479596E+05,0.556680374269480817E+05,0.558127718202877586E+05,0.214600979473435200E+04
0.892261454909298868E+00,0.180352477800336501E+02,0.187024041126410845E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.650189402493374535E+00,0.184484977780442032E-01,0.550893301974173810E+05,0.553787102953843132E+05,0.556681317554574853E+05,0.558127184223409204E+05,0.214602482730867450E+04
0.647516303191889131E+00,0.388727711345909688E+01,0.161710069712607729E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.950188333427632648E+00,0.446943036429089058E+00,0.550893574759620824E+05,0.553786723076983981E+05,0.556681105430977477E+05,0.558127297625197316E+05,0.214614242718192736E+04
0.705364198304501033E+00,0.317526508009501685E+01,0.168913826548303714E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.513219511955017360E+00,0.498325365096163375E+00,0.550893061066379960E+05,0.553787447589464646E+05,0.556680320896426347E+05,0.558127723072936715E+05,0.214620048631224245E+04
0.427198366566681614E-01,0.798455702180700033E+01,0.992838808096018877E+00,0.144692769999999996E+03,0.555233795099999988E+05,0.522824355371500515E+00,0.921330025516210238E+00,0.550893306010573069E+05,0.553788295474230690E+05,0.556680212313177835E+05,0.558127005405561213E+05,0.214635017866457201E+04
0.241007299913244266E-01,0.184029083823007795E+04,0.557370586086996522E+00,0.144692769999999996E+03,0.555233795099999988E+05,0.526155104562502918E+00,0.888546408515760500E+00,0.550893793954252760E+05,0.553787203927624068E+05,0.556680422519048443E+05,0.558127729990117296E+05,0.214635147436027000E+04
0.534357490982063310E+00,0.767643096966005700E+01,0.150358898292294896E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.990248265340615608E+00,0.187082616748039637E+00,0.550891686894641025E+05,0.553787410374571773E+05,0.556681084648474716E+05,0.558127750428047657E+05,0.214638643036515623E+04
0.282010141680985815E+00,0.263743542986043478E+01,0.124831254299406358E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.909986366376334233E+00,0.226388538985062254E+00,0.550893054120172092E+05,0.553787457078552106E+05,0.556681109011450390E+05,0.558126940483561993E+05,0.214642851781160607E+04
0.171506559425188623E-01,0.151250207950660956E+04,0.498477249859660895E-01,0.144692769999999996E+03,0.555233795099999988E+05,0.691468525665578593E+00,0.660446585269015285E-01,0.550893875187973536E+05,0.553787333273439363E+05,0.556680626025228557E+05,0.558127066683951271E+05,0.214646107562154202E+04
0.680218070292385346E+00,0.342622173206853509E+01,0.165668701581539612E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.568760959328594384E+00,0.708785834082552024E+00,0.550891271190161642E+05,0.553787704273530835E+05,0.556680737048728770E+05,0.558126885326015545E+05,0.214646284421546761E+04
0.160176606274960026E-01,0.733677168646618725E+03,0.245836103816555573E+00,0.144692769999999996E+03,0.555233795099999988E+05,0.887726198665676480E+00,0.736851733750257476E+00,0.550893187592681497E+05,0.553787450489369585E+05,0.556679819560015676E+05,0.558128033122178240E+05,0.214650812163009141E+04
0.224852327685118286E+00,0.986375673147285958E+01,0.119438457968709133E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.575212065740023260E+00,0.521660692994188935E+00,0.550893325613814231E+05,0.553786938428765789E+05,0.556681292328503259E+05,0.558128038795403118E+05,0.214653766990245549E+04
0.985697181049664084E+00,0.813363780425278726E+01,0.197077865895595061E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.199400526134955486E+00,0.752453898294198842E+00,0.550894431438046813E+05,0.553787017305218469E+05,0.556680990460926841E+05,0.558127609006930361E+05,0.214654177377931956E+04
0.101393051993925357E+00,0.555453412299362181E+01,0.106914352649111444E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.650579671819088712E+00,0.258609404480220684E+00,0.550892248417193550E+05,0.553787423518306387E+05,0.556680264083474467E+05,0.558128144277760075E+05,0.214662513907927269E+04
0.660776955540445382E-01,0.232778864961685361E+01,0.102812015369385912E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.733536681764366483E+00,0.208526356992731782E+00,0.550891171033783903E+05,0.553787857444468100E+05,0.556680422308880443E+05,0.558127245280840725E+05,0.214663973838996617E+04
0.222342470225894290E-01,0.256165240501665266E+03,0.635409526565537064E+00,0.144692769999999996E+03,0.555233795099999988E+05,0.391266433921809043E+00,0.976499869362055101E-01,0.550892953567693985E+05,0.553787728165843946E+05,0.556680587789672863E+05,0.558127104128261999E+05,0.214667769689124225E+04
0.138578526084481568E+00,0.691148371177273546E+01,0.111207690849124985E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.453641116158961133E+00,0.666897396357596262E+00,0.550893039251593655E+05,0.553787627467728162E+05,0.556679658884257078E+05,0.558127197040214451E+05,0.214669200404163075E+04
0.535659049886231697E+00,0.250384518372818121E+01,0.151386020299877710E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.460493598445054775E+00,0.428484826633248495E+00,0.550893141561553493E+05,0.553787469001340505E+05,0.556679939851954477E+05,0.558126961941454138E+05,0.214672519283259953E+04
0.797217558933396714E-01,0.205777755478929478E+02,0.101222364439642409E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.952411822544964926E+00,0.888950031616697944E+00,0.550893770737547748E+05,0.553786436197821749E+05,0.556680052108401069E+05,0.558127216851324556E+05,0.214672607334621171E+04
0.416427551060998935E+00,0.880369460252737923E+01,0.138928150263762440E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.771426301237020828E+00,0.406580324526934378E+00,0.550892297984791294E+05,0.553786952463326452E+05,0.556679925624649331E+05,0.558127560328110849E+05,0.214679597949362187E+04
0.800605129599095355E+00,0.488470491665668849E+01,0.177727714468257769E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.705857794604233035E+00,0.216153757018691439E+00,0.550891181174737430E+05,0.553787260345794784E+05,0.556680187761070265E+05,0.558127202216187725E+05,0.214681106518766001E+04
0.946442350654155051E+00,0.148986240578706575E+01,0.193552239343293553E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.463012974587668491E-01,0.914963862376469095E+00,0.550893817613183855E+05,0.553787798268504703E+05,0.556680765913924915E+05,0.558127114367181421E+05,0.214686363196726006E+04
0.264845542369096743E+00,0.298918520982895952E+01,0.123686695739470465E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.758686880890247495E+00,0.202397233117035447E+00,0.550891071675443382E+05,0.553787107358856592E+05,0.556680499292177410E+05,0.558127354959294753E+05,0.214689784427133372E+04
0.140311093970890199E+00,0.166211157639136298E+01,0.111474254607489143E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.339074104070896276E+00,0.201326740260235032E+00,0.550891298158199788E+05,0.553787575581829879E+05,0.556681068819346692E+05,0.558126639002990050E+05,0.214691013351781930E+04
0.756707602318052230E+00,0.166822206733449043E+02,0.172533016723197496E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.830176234879870689E+00,0.445288633931814060E+00,0.550893232890904474E+05,0.553787672419220180E+05,0.556680294207127154E+05,0.558127013373731243E+05,0.214697547063195952E+04
0.228900321603187684E+00,0.385908896003673085E+01,0.120264007779101001E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.476101024791328209E+00,0.271669566997162076E-01,0.550893216389490262E+05,0.553788164419123204E+05,0.556680096428294128E+05,0.558127597670110918E+05,0.214698011749224770E+04
0.378712419179384474E+00,0.146885656893959116E+01,0.136097497064647222E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.415107105650122210E+00,0.193942437443120258E+00,0.550891642034529723E+05,0.553787557675704447E+05,0.556680463322762735E+05,0.558127246831732773E+05,0.214700616834035918E+04
0.287564597558830452E-01,0.136655763521168954E+02,0.952976148544074086E+00,0.144692769999999996E+03,0.555233795099999988E+05,0.692066858881917213E+00,0.578823173685333536E+00,0.550892705851949868E+05,0.553788342689366982E+05,0.556680669512948662E+05,0.558127853362078240E+05,0.214703308459850541E+04
0.170806367523873050E-01,0.518748873358081255E+03,0.209420145461300458E-01,0.144692769999999996E+03,0.555233795099999988E+05,0.975798416840619520E+00,0.907644943117360103E+00,0.550892779346611715E+05,0.553788151994179789E+05,0.556681218398291021E+05,0.558126990726639997E+05,0.214706902734722553E+04
0.210148522021789325E+00,0.212332034499908318E+01,0.117597946162151179E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.720856031899099747E+00,0.961127844319173530E+00,0.550892071021006632E+05,0.553787492308990259E+05,0.556679820491855498E+05,0.558126938954971192E+05,0.214708904489532370E+04
0.192757048892005754E-01,0.352387024251554976E+03,0.784791924477438729E+00,0.144692769999999996E+03,0.555233795099999988E+05,0.339100797255132980E+00,0.427035768467204868E+00,0.550893714415960640E+05,0.553787464382269245E+05,0.556680591392500428E+05,0.558127861390168473E+05,0.214710791992094937E+04
0.391173772198162184E+00,0.236184730076536775E+01,0.137747297387766920E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.204107530995908670E-01,0.573208135864696211E+00,0.550893716615980811E+05,0.553787865162245362E+05,0.556679926390022738E+05,0.558127239271276994E+05,0.214711176824380664E+04
0.603043323731302872E+00,0.403815582348345004E+01,0.158677126047168415E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.170138366859075185E+00,0.878411252118117658E+00,0.550891861203239969E+05,0.553786911194747518E+05,0.556680205643982699E+05,0.558127002782210620E+05,0.214715181468080300E+04
0.600187762261046531E+00,0.603240822974980784E+01,0.158548295349449186E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.937165987784019661E-01,0.706912174739942473E-01,0.550893469050375570E+05,0.553787846050358567E+05,0.556680052306837606E+05,0.558128033514272101E+05,0.214723094537526094E+04
0.191294108911470889E+00,0.879209955889240469E+01,0.116954934593322690E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.190141998454467609E+00,0.426866111069389431E+00,0.550894056918892675E+05,0.553787724521552736E+05,0.556680758261910960E+05,0.558127736372786967E+05,0.214727842922286754E+04
0.368997108886246483E+00,0.534866801033729367E+01,0.133558310764947663E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.841828856529618252E+00,0.656501556247076512E+00,0.550893074266210970E+05,0.553786547667822160E+05,0.556680984187790382E+05,0.558126662898153299E+05,0.214728428712395726E+04
0.214376671432505994E-01,0.108632487438531498E+03,0.772630064848248699E+00,0.144692769999999996E+03,0.555233795099999988E+05,0.153739591065249398E+00,0.597289637361519077E+00,0.550892106584563226E+05,0.553788277252682165E+05,0.556680288052062970E+05,0.558126645438151390E+05,0.214730938815551963E+04
0.188951075122015255E+00,0.202285971593963598E+01,0.116995515377115855E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.190150597828405932E+00,0.818485266445468929E+00,0.550891926801212758E+05,0.553787237847582801E+05,0.556679967420565808E+05,0.558127770934152068E+05,0.214736534763448753E+04
0.633744353102377866E+00,0.358676652682137309E+01,0.161673893860208029E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.331663228105223473E+00,0.407323907609755564E+00,0.550894449523107905E+05,0.553787656620219132E+05,0.556680497355518091E+05,0.558126982273003669E+05,0.214737236091242903E+04
0.207086061919296606E-01,0.152362746056926403E+04,0.176885705522295072E+00,0.144692769999999996E+03,0.555233795099999988E+05,0.311266168978497682E+00,0.726784246980041737E+00,0.550893437655367597E+05,0.553787392534548853E+05,0.556681426544143978E+05,0.558128060618698146E+05,0.214741069797250748E+04
0.510348710543230166E+00,0.570386252155036466E+01,0.148817280916768446E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.334033115788677837E+00,0.450418153224229401E+00,0.550892904401154810E+05,0.553786857547125110E+05,0.556681002382483784E+05,0.558127191351053989E+05,0.214742824073116799E+04
0.184858201654934523E-01,0.483591243468253822E+03,0.160978606418343162E+00,0.144692769999999996E+03,0.555233795099999988E+05,0.911957727906229310E+00,0.613520751576743795E+00,0.550893019629312184E+05,0.553787760605333970E+05,0.556681420212429803E+05,0.558127811370046038E+05,0.214743714981838230E+04
0.677030849148350877E+00,0.176628736904115269E+01,0.165656156130109422E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.582915479085398980E+00,0.103039631893067488E+00,0.550891777195256363E+05,0.553786703705323525E+05,0.556680698241378777E+05,0.558126824553576662E+05,0.214744522338180968E+04
0.493766767152268915E+00,0.478563153103156047E+01,0.147433012521229756E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.169430247825345576E+00,0.524877470855132255E+00,0.550892283118716659E+05,0.553787060997518201E+05,0.556680598763838643E+05,0.558127968709842244E+05,0.214748013300848652E+04
0.209865019490713435E-01,0.158213038259074301E+04,0.204100517144145482E+00,0.144692769999999996E+03,0.555233795099999988E+05,0.211998283920466657E+00,0.167200677349554377E+00,0.550893236406697979E+05,0.553788121530865392E+05,0.556680357461830063E+05,0.558127044269727412E+05,0.214748079509544323E+04
0.154270327079538121E-01,0.528867683727728718E+03,0.953311044852742095E-01,0.144692769999999996E+03,0.555233795099999988E+05,0.741183336854055019E+00,0.772096041993706073E+00,0.550892691391030530E+05,0.553786735583139453E+05,0.556680588507835055E+05,0.558127115842925778E+05,0.214751306738630410E+04
0.582393343964699661E+00,0.117203392198452150E+01,0.156940458692276108E+01,0.144692769999999996E+03,0.555233795099999988E+05,0.435475703257068095E-01,0.376075942613221359E+00,0.550892316374923466E+05,0.553788053389963752E+05,0.556680651056394490E+05,0.558127594779128121E+05,0.214756526827111065E+04
0.287078301201501608E-01,0.604179509559226275E+02,0.900877711607653175E+00,0.144692769999999996E+03,0.555233795099999988E+05,0.877848670455818825E+00,0.329054503355840688E+00,0.550892367428904836E+05,0.553787350006582856E+05,0.556680128095775435E+05,0.558127070774953027E+05,0.214758328270308903E+04
