seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.285333211624531832E-01,0.514012371453035598E+03,0.701614433888181899E+00,0.161479000000000013E+03,0.554880334000000003E+05,0.197610154278824057E+00,0.795078628544578780E+00,0.550036193946677377E+05,0.551650870298308582E+05,0.553265384581305843E+05,0.554880024974470070E+05,0.556495002360017606E+05,0.559724421490001405E+05,0.562954094357883951E+05,0.756425799005387944E+04
0.278968720502300524E-01,0.764049576922245024E+03,0.564706653141322068E+00,0.161479000000000013E+03,0.554880334000000003E+05,0.445689130718084803E+00,0.585651357333679234E+00,0.550036145943014490E+05,0.551650684108796486E+05,0.553265675763517138E+05,0.554880188172900016E+05,0.556495103465120847E+05,0.559724434164572667E+05,0.562954167031959369E+05,0.756904273593379639E+04
0.303638875721220988E-01,0.284372007388926249E+03,0.813410736724516470E+00,0.161479000000000013E+03,0.554880334000000003E+05,0.630692769762858929E+00,0.360437037775113489E+00,0.550036184800096526E+05,0.551650882406120872E+05,0.553265456271629519E+05,0.554880202769179450E+05,0.556494996994226749E+05,0.559724564766451804E+05,0.562953927610728206E+05,0.756995969040597720E+04
0.270374397154540709E-01,0.897454683554830240E+03,0.521628650030344865E+00,0.161479000000000013E+03,0.554880334000000003E+05,0.290260327151818598E+00,0.297578172963754328E+00,0.550036134244120331E+05,0.551650652527456114E+05,0.553265817895427535E+05,0.554880305314296711E+05,0.556495141437623679E+05,0.559724516161036445E+05,0.562954021410301066E+05,0.757084804899931169E+04
0.258999784157730763E-01,0.139896863939190780E+04,0.975130524096954193E-01,0.161479000000000013E+03,0.554880334000000003E+05,0.180296655797421101E+00,0.735796570499172353E+00,0.550036164631715656E+05,0.551650724510420114E+05,0.553265782192007973E+05,0.554880327388111837E+05,0.556494854942942984E+05,0.559724530304559084E+05,0.562953956241869309E+05,0.757131103033990894E+04
0.279549084768960406E-01,0.342712397325287611E+03,0.760865747684322580E+00,0.161479000000000013E+03,0.554880334000000003E+05,0.533719440611254758E+00,0.939904803108304043E-01,0.550035887232317327E+05,0.551650828606104114E+05,0.553265614906437695E+05,0.554880264797796626E+05,0.556495024294759132E+05,0.559724594759258762E+05,0.562954192732525844E+05,0.757136060381260450E+04
0.264711470434758553E-01,0.826252538805539416E+03,0.514697955475985736E+00,0.161479000000000013E+03,0.554880334000000003E+05,0.796723682478205353E+00,0.372616860179637299E+00,0.550036120710168179E+05,0.551650679962732029E+05,0.553265594603397913E+05,0.554880313013048653E+05,0.556494888948637454E+05,0.559724521567108241E+05,0.562953865863304745E+05,0.757197933587502212E+04
0.261141135630508225E-01,0.117006145223527551E+04,0.370865610735883200E+00,0.161479000000000013E+03,0.554880334000000003E+05,0.231364994235833177E+00,0.505697304782848689E+00,0.550036077158824919E+05,0.551650878761184795E+05,0.553265515325974557E+05,0.554880180086297332E+05,0.556495172884087224E+05,0.559724358160620977E+05,0.562954057691715279E+05,0.757222434536715718E+04
0.315029355975976894E-01,0.154558626440083628E+03,0.885810220021125083E+00,0.161479000000000013E+03,0.554880334000000003E+05,0.305504979661034903E+00,0.436298429301894219E+00,0.550036134949929547E+05,0.551650710265208691E+05,0.553265682700177276E+05,0.554880412254433322E+05,0.556495122107348070E+05,0.559724556382510928E+05,0.562953993037382825E+05,0.757227449448177231E+04
0.279734996880953990E-01,0.698032071072079361E+03,0.583406674146271675E+00,0.161479000000000013E+03,0.554880334000000003E+05,0.755129191471206274E+00,0.291287196220783140E+00,0.550036005149865523E+05,0.551650739311546058E+05,0.553265514559444127E+05,0.554880368891625112E+05,0.556495026019892975E+05,0.559724609535534764E+05,0.562954006703926207E+05,0.757231360051094907E+04
0.263016572816843000E-01,0.938687054684503096E+03,0.460029884018021695E+00,0.161479000000000013E+03,0.554880334000000003E+05,0.527822777125958487E+00,0.217390043957198770E+00,0.550035861821323342E+05,0.551650898441265672E+05,0.553265670173278049E+05,0.554880255432102640E+05,0.556495000809771373E+05,0.559724348148014687E+05,0.562954100286285757E+05,0.757242118533233315E+04
0.264534150166350138E-01,0.107608502770958603E+04,0.304368650406613650E+00,0.161479000000000013E+03,0.554880334000000003E+05,0.704578891690307407E+00,0.114031637845193920E+00,0.550036062798669082E+05,0.551650916698301080E+05,0.553265570804442250E+05,0.554880354996408423E+05,0.556495136226584582E+05,0.559724503693845763E+05,0.562953892815078725E+05,0.757243378338744060E+04
0.256318104989351897E-01,0.147858583311634266E+04,0.112786058036919490E+00,0.161479000000000013E+03,0.554880334000000003E+05,0.704002942029498202E+00,0.877915240062956959E-01,0.550036034033237156E+05,0.551650818649731445E+05,0.553265785524516541E+05,0.554880266020638592E+05,0.556495124143963621E+05,0.559724500779873051E+05,0.562954026920448669E+05,0.757246471909618867E+04
0.270500643563651756E-01,0.115421054639282784E+04,0.461498761303924310E+00,0.161479000000000013E+03,0.554880334000000003E+05,0.974988200027815388E-01,0.252365904800210150E+00,0.550035950351463616E+05,0.551650780911616021E+05,0.553265504954941862E+05,0.554880278448012614E+05,0.556495035942497125E+05,0.559724595335237609E+05,0.562953956406107100E+05,0.757249109569467237E+04
0.250643774948927853E-01,0.131599357924500578E+04,0.122417272860925477E+00,0.161479000000000013E+03,0.554880334000000003E+05,0.999859660606964851E+00,0.213537203458618235E+00,0.550036134004047781E+05,0.551650755230420473E+05,0.553265544170617504E+05,0.554880241945635571E+05,0.556494856884888504E+05,0.559724394010845717E+05,0.562953925126093382E+05,0.757253254749830830E+04
0.272003160980163819E-01,0.916440039851824054E+03,0.500266028928759154E+00,0.161479000000000013E+03,0.554880334000000003E+05,0.373016639544572981E+00,0.462001959314236266E+00,0.550036290304482536E+05,0.551650676570840587E+05,0.553265581610698719E+05,0.554880343758456584E+05,0.556495044446686516E+05,0.559724402796184513E+05,0.562953938103548862E+05,0.757253669200071909E+04
0.255388810613710847E-01,0.116199968576217793E+04,0.234011539805173696E+00,0.161479000000000013E+03,0.554880334000000003E+05,0.335334475785530661E+00,0.362215832938751092E+00,0.550036156548997460E+05,0.551650807509859587E+05,0.553265637577337839E+05,0.554880227178600762E+05,0.556494948894266272E+05,0.559724353261434881E+05,0.562954037270457193E+05,0.757256409042570249E+04
