seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.754318094040824394E+00,0.332744993455697857E+01,0.173109136638172556E+01,0.287756815000000017E+03,0.557939682299999986E+05,0.912497492720684700E-01,0.387687051889728240E+00,0.555060429527519882E+05,0.557939817774247931E+05,0.563689825534923584E+05,0.180417637316054061E+04
0.339139752695625310E-01,0.225456289997232574E+03,0.111720643361563579E+00,0.287756815000000017E+03,0.557939682299999986E+05,0.663983254819254021E+00,0.561307489956719086E+00,0.555063725736608030E+05,0.557941273857512788E+05,0.563693411454631714E+05,0.180803272138962120E+04
0.476199328899383545E+00,0.234241368232678937E+02,0.143511474132537842E+01,0.287756815000000017E+03,0.557939682299999986E+05,0.626574218273162842E+00,0.270405769348144531E+00,0.555061869471741084E+05,0.557939106061367784E+05,0.563698596820415114E+05,0.180945338431399250E+04
0.417872778199498252E+00,0.605822650928521167E+01,0.137946114722070701E+01,0.287756815000000017E+03,0.557939682299999986E+05,0.851916448815355665E+00,0.235632801063712066E+00,0.555063695860717489E+05,0.557939465064132528E+05,0.563696120092405108E+05,0.180956172053165392E+04
0.440944954420077029E+00,0.146946948040251901E+01,0.141164285740192130E+01,0.287756815000000017E+03,0.557939682299999986E+05,0.231705390439631093E+00,0.783259050809353763E+00,0.555061929550294226E+05,0.557937942485012027E+05,0.563692910351963073E+05,0.181041317419051211E+04
0.479189296597686110E+00,0.225647884954218902E+01,0.143887282739788036E+01,0.287756815000000017E+03,0.557939682299999986E+05,0.568243916614003197E+00,0.993165683435616287E+00,0.555059295220500644E+05,0.557939574137201707E+05,0.563692088519072931E+05,0.181065430970502348E+04
0.327740898440926631E-01,0.413655781580618154E+02,0.892704660890689450E+00,0.287756815000000017E+03,0.557939682299999986E+05,0.198730325427973302E-01,0.847736951553322071E+00,0.555062466644172091E+05,0.557941212640817103E+05,0.563694562712259212E+05,0.181087181173131012E+04
0.963063582893662118E+00,0.248306657064041136E+01,0.192968169414636082E+01,0.287756815000000017E+03,0.557939682299999986E+05,0.554801878056226383E+00,0.503526956597998621E+00,0.555061399205517810E+05,0.557942079638195792E+05,0.563695419658952160E+05,0.181103090625598225E+04
0.425253011565933370E-01,0.214766520536129656E+04,0.488842109645421630E+00,0.287756815000000017E+03,0.557939682299999986E+05,0.976016876800513855E+00,0.288985329072028452E+00,0.555063764901278264E+05,0.557939114023788716E+05,0.563695169682455962E+05,0.181118275033725604E+04
0.342324229596915497E+00,0.139036747951167428E+02,0.131053742774983295E+01,0.287756815000000017E+03,0.557939682299999986E+05,0.278994536068415844E+00,0.467675981227389237E+00,0.555061942330425372E+05,0.557938793362166325E+05,0.563696737741765755E+05,0.181136548380755448E+04
0.341797833634590376E+00,0.213145226664490783E+01,0.130118175675792314E+01,0.287756815000000017E+03,0.557939682299999986E+05,0.680116117631690331E+00,0.440021210685212716E+00,0.555061518474148761E+05,0.557941186078197788E+05,0.563692840835564784E+05,0.181152517482740086E+04
0.828165853050503609E+00,0.892983062586550318E+02,0.178573176024978286E+01,0.287756815000000017E+03,0.557939682299999986E+05,0.581574175038361063E+00,0.465563930942661963E+00,0.555062596049521380E+05,0.557937960927550666E+05,0.563696316389741260E+05,0.181156456120874736E+04
0.619619303914463071E+00,0.525978134220534077E+01,0.159210529924302269E+01,0.287756815000000017E+03,0.557939682299999986E+05,0.324767952280347161E+00,0.879439041739780936E+00,0.555061180685951476E+05,0.557939044440078069E+05,0.563693844970919308E+05,0.181165075195409963E+04
0.638028207075591186E-01,0.306590960133989689E+02,0.949969145475168419E+00,0.287756815000000017E+03,0.557939682299999986E+05,0.808804016932371472E+00,0.635663595572740547E+00,0.555061106438810020E+05,0.557940706595218217E+05,0.563696802520513738E+05,0.181167465597044111E+04
0.659040151271099051E+00,0.161494078303464295E+01,0.162712389775159538E+01,0.287756815000000017E+03,0.557939682299999986E+05,0.562593559333232185E+00,0.258764220786937948E+00,0.555061918735063300E+05,0.557938061441177633E+05,0.563694754079579798E+05,0.181169038787975114E+04
