seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.877150297164916992E-01,0.695939898347637751E+02,0.132048332691192627E+01,0.122584995000000006E+03,0.556244459750000024E+05,0.941599905490875244E+00,0.353025794029235840E+00,0.552575596185018949E+05,0.553795901154254534E+05,0.556238556539360070E+05,0.559926111318664189E+05,0.561145467222214502E+05,0.770934309982272771E+04
0.232194847916465420E-01,0.110770139499208541E+06,0.634839258637959092E+00,0.122584995000000006E+03,0.556244459750000024E+05,0.332750346061893354E+00,0.861687343928033034E+00,0.552574000952131755E+05,0.553791458802891430E+05,0.556239619860876192E+05,0.559921573960068272E+05,0.561144521171317465E+05,0.771301649105884917E+04
0.153562772287525739E-01,0.120320120814812003E+04,0.852871726673366082E+00,0.122584995000000006E+03,0.556244459750000024E+05,0.364130813387833652E+00,0.896500012840875216E+00,0.552570629973553951E+05,0.553789657685177299E+05,0.556248192619460024E+05,0.559920284452730339E+05,0.561152069150219613E+05,0.771370046248611925E+04
0.711736082895119554E-02,0.157009203386263909E+02,0.680118535486775477E+00,0.122584995000000006E+03,0.556244459750000024E+05,0.809448640560349597E+00,0.304522816426167686E+00,0.552565596647769198E+05,0.553793053667879794E+05,0.556250234243863888E+05,0.559925420944178113E+05,0.561138637864431366E+05,0.771438371139462924E+04
0.186261753426952593E-01,0.863733162627560169E+01,0.973172845326044977E+00,0.122584995000000006E+03,0.556244459750000024E+05,0.333836066957188926E+00,0.375979558853711315E+00,0.552569432636602287E+05,0.553798848496577048E+05,0.556247415300727880E+05,0.559923683515154116E+05,0.561143309852647071E+05,0.771486455948472667E+04
0.947692319934990285E-02,0.416507124824620192E+02,0.442617742992080454E+00,0.122584995000000006E+03,0.556244459750000024E+05,0.385035754611628200E+00,0.535841847114272088E-01,0.552565464818194378E+05,0.553788848630510256E+05,0.556252088828244378E+05,0.559926836963688111E+05,0.561138534227676282E+05,0.771543693991197233E+04
0.353587104761660220E+00,0.655028814161209425E+02,0.134137623413410467E+01,0.122584995000000006E+03,0.556244459750000024E+05,0.192245734548476044E+00,0.689378187424383448E-01,0.552560604003914559E+05,0.553789587358093850E+05,0.556239313695249803E+05,0.559915909866121074E+05,0.561149567742227300E+05,0.771570671464400857E+04
0.125369056558441785E-01,0.546360269030043177E+01,0.569760096847120479E+00,0.122584995000000006E+03,0.556244459750000024E+05,0.715425327320240889E+00,0.467436479617724776E+00,0.552573057288916461E+05,0.553797340736382321E+05,0.556251724771450754E+05,0.559916746499623332E+05,0.561147597734144001E+05,0.771571332863217049E+04
0.850309079538418611E+00,0.191902341652491685E+03,0.183227568387101014E+01,0.122584995000000006E+03,0.556244459750000024E+05,0.617950285881292638E+00,0.318388223283388339E+00,0.552564534466054538E+05,0.553790752602678403E+05,0.556242605807025102E+05,0.559922373655778938E+05,0.561150666785564317E+05,0.771604093074783395E+04
0.756410990084600665E+00,0.616608933263711556E+01,0.173677689650798395E+01,0.122584995000000006E+03,0.556244459750000024E+05,0.719099658724039803E+00,0.539308008649412307E+00,0.552570167719388992E+05,0.553791637690032512E+05,0.556243995254887850E+05,0.559915953135236923E+05,0.561150495248911830E+05,0.771632169828027236E+04
0.107581058571301815E-01,0.898049281235039132E+02,0.330877409193440275E+00,0.122584995000000006E+03,0.556244459750000024E+05,0.696203708288169604E-01,0.569458497565773936E+00,0.552565057188288774E+05,0.553782974556843983E+05,0.556240676684555074E+05,0.559917991197426381E+05,0.561146109852747322E+05,0.771681090930620212E+04
0.118999611110521385E-01,0.493292217995463300E+01,0.530753482257067200E+00,0.122584995000000006E+03,0.556244459750000024E+05,0.604428064649664365E+00,0.111135908707265668E+00,0.552573273381974941E+05,0.553789253454804712E+05,0.556249312651388100E+05,0.559920923188817032E+05,0.561147329909286054E+05,0.771696621445148685E+04
0.869381909353805077E-02,0.351287960173098313E+02,0.454984735033219512E+00,0.122584995000000006E+03,0.556244459750000024E+05,0.419264937537905280E+00,0.412387854274321008E+00,0.552565193755738073E+05,0.553787353343372015E+05,0.556248390233999526E+05,0.559927593300997614E+05,0.561146089994217473E+05,0.771723720359141316E+04
0.834195452459191369E-02,0.407552221835593542E+01,0.583175787947348923E+00,0.122584995000000006E+03,0.556244459750000024E+05,0.767056888949110616E+00,0.761332428849048837E+00,0.552565327484290756E+05,0.553795335513301034E+05,0.556249614768285974E+05,0.559923151799308325E+05,0.561148465308175728E+05,0.771739872018528604E+04
0.690265501565910794E-01,0.488538150956651762E+01,0.101751917203318976E+01,0.122584995000000006E+03,0.556244459750000024E+05,0.991868909644188501E+00,0.678004537391349804E+00,0.552563534833641606E+05,0.553791826487608341E+05,0.556237729765769473E+05,0.559923396158367832E+05,0.561147453348565396E+05,0.771745667084999241E+04
0.178156827700692993E-01,0.924477832161547610E+02,0.259798806412508909E+00,0.122584995000000006E+03,0.556244459750000024E+05,0.465720140795509441E+00,0.545681195379961959E+00,0.552566717066198107E+05,0.553788220906380375E+05,0.556244336845349681E+05,0.559919565257654904E+05,0.561146081944112739E+05,0.771746301174340169E+04
0.189168896650940797E-01,0.128548235631761649E+02,0.961378344987156686E+00,0.122584995000000006E+03,0.556244459750000024E+05,0.442318902342049070E+00,0.740347976059033352E+00,0.552569335972975969E+05,0.553784226022114744E+05,0.556242967327664373E+05,0.559920758338618107E+05,0.561146389781800535E+05,0.771760150529765360E+04
0.290590409263930594E+00,0.280162149195924037E+02,0.127074018818768053E+01,0.122584995000000006E+03,0.556244459750000024E+05,0.653946579022563923E+00,0.799677801043360503E+00,0.552563454277883720E+05,0.553789919812796070E+05,0.556238134846333196E+05,0.559915248495174092E+05,0.561145291976818262E+05,0.771767572614202345E+04
0.204664914492205807E-01,0.902746773468558786E+03,0.774813829129022524E+00,0.122584995000000006E+03,0.556244459750000024E+05,0.535470195560567519E+00,0.229518834762571122E+00,0.552570112062504340E+05,0.553790368278222741E+05,0.556251999226798289E+05,0.559914918074132947E+05,0.561143917679534788E+05,0.771770413027400991E+04
0.273608980181514749E+00,0.162321109984665690E+01,0.125153649563054858E+01,0.122584995000000006E+03,0.556244459750000024E+05,0.866482827867760208E+00,0.122109419177910503E+00,0.552566810979463044E+05,0.553791566501341003E+05,0.556240279099929394E+05,0.559914776247579139E+05,0.561150364138092336E+05,0.771788265437204882E+04
0.902267900791435484E+00,0.171704311542866694E+01,0.189182294903184389E+01,0.122584995000000006E+03,0.556244459750000024E+05,0.198882549381343948E+00,0.794358203643679039E+00,0.552562936872436549E+05,0.553789568294876590E+05,0.556243178652477873E+05,0.559915302460919556E+05,0.561147434917767896E+05,0.771793264710970197E+04
0.849535251239295075E+00,0.114624648384810679E+01,0.184030142108506456E+01,0.122584995000000006E+03,0.556244459750000024E+05,0.314079717989629525E+00,0.404632177293313022E+00,0.552563862114534568E+05,0.553790980160200124E+05,0.556243438473743299E+05,0.559923134958928349E+05,0.561141036880785396E+05,0.771810748071032231E+04
0.144870688033888473E-01,0.253399212716542280E+03,0.807898621647998638E+00,0.122584995000000006E+03,0.556244459750000024E+05,0.363127823928495130E+00,0.317281993001201079E+00,0.552568407985289959E+05,0.553791093622246772E+05,0.556253509410424813E+05,0.559923417738269200E+05,0.561146378050471249E+05,0.771813502264030194E+04
0.225510723277210466E-01,0.940400285770230759E+01,0.981694889332600407E+00,0.122584995000000006E+03,0.556244459750000024E+05,0.529866475920933722E+00,0.505105074130357767E+00,0.552566455938576255E+05,0.553796128818501602E+05,0.556249768280254139E+05,0.559922928914512813E+05,0.561147899121422452E+05,0.771821611673900679E+04
