seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_likelihood
0.353929999560472830E+00,0.458874057502999619E+02,0.128589383725249040E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.757074502268944682E+00,0.500459759244860969E+00,0.553158110430119705E+05,0.702436269910818737E+03
0.591661793735036023E+00,0.283348324817541801E+02,0.155044515560401908E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.411790558700631915E+00,0.100762711197541363E+00,0.553158002549204975E+05,0.702439267550388195E+03
0.292335354850650930E+00,0.783243803492662067E+02,0.124138941987628226E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.111105802459253306E+00,0.212326575010828245E+00,0.553158172644256119E+05,0.702441673822242592E+03
0.725493622501323210E+00,0.547562718612745130E+02,0.167957592660070509E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.499973030036613530E+00,0.494396542898192626E+00,0.553157856626058565E+05,0.702524254861078362E+03
0.859291802379428704E+00,0.374307468806042962E+02,0.181556652845687005E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.411906657474830962E+00,0.729616156728574272E+00,0.553158058206107962E+05,0.702532275078057410E+03
0.185918952778605318E+00,0.390741031744051668E+02,0.112086399602984854E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.653497150466564869E+00,0.342518750500772517E+00,0.553157870135478443E+05,0.702546862412046721E+03
0.362958393429349824E+00,0.383740927381309973E+02,0.130840871986046170E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.444581896763913686E+00,0.887260090590756209E-02,0.553158118866655132E+05,0.702550976430094352E+03
0.569945173499548430E+00,0.278037791751927301E+02,0.152786332858337937E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.379803445063670808E+00,0.182136443092066280E+00,0.553158079832290241E+05,0.702582917963161208E+03
0.464066315240427740E+00,0.579613799777148273E+02,0.140413964204374597E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.660556937597489013E+00,0.949131197233606505E+00,0.553158151912793182E+05,0.702623164291229614E+03
0.388240175973334906E-01,0.225571187754909852E+04,0.357649587008654180E+00,0.941777069999999981E+02,0.553158280010000017E+05,0.972103632810102702E+00,0.792424841093480326E+00,0.553158032815759434E+05,0.702632522067666969E+03
0.112937976863724407E+00,0.474771276844805996E+02,0.105776247381368149E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.585247162300947185E-01,0.841249518650643013E+00,0.553158196528252520E+05,0.702644843050716872E+03
0.936202660749113069E+00,0.641781201446748071E+02,0.189694957617828441E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.343736947650112978E+00,0.769717541330416921E+00,0.553158181265880849E+05,0.702676524133866451E+03
0.499464168759518989E+00,0.800129854578895561E+02,0.143198298950707836E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.592998032644424855E+00,0.992124689649166891E+00,0.553157965401198599E+05,0.702754000931592600E+03
0.174281505043293233E+00,0.478325964739349345E+02,0.108843618304996426E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.888851755195428583E+00,0.523865567514013586E+00,0.553158145244626867E+05,0.702768784529647746E+03
0.326482842957058372E+00,0.483329482239630224E+02,0.126814029844956733E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.728578289542996083E+00,0.385841933536866799E+00,0.553157952641982265E+05,0.702792044002112334E+03
0.769632400693694430E-01,0.258681285009301121E+03,0.932998748304633696E+00,0.941777069999999981E+02,0.553158280010000017E+05,0.760277833681014092E+00,0.956918193407837903E+00,0.553158059621998109E+05,0.702817776152870465E+03
0.127282868655291176E+00,0.104285011278384914E+03,0.102351522486232427E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.889549222181135302E+00,0.779286574469885029E+00,0.553158211983523943E+05,0.702828198913070537E+03
0.499151753994353298E+00,0.457973701589176159E+02,0.145164048705713555E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.206428818365029354E+00,0.229552456222816614E+00,0.553158047454329935E+05,0.702860210209625393E+03
0.553694539455437007E+00,0.292019691876363048E+02,0.151595547084481086E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.619052181817660654E-01,0.834123091615694867E+00,0.553158171937548686E+05,0.702860462336116825E+03
0.268003155202668708E+00,0.629627636365360317E+02,0.119810894753210961E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.806091805674574169E+00,0.218785492379176050E+00,0.553157867399254537E+05,0.702865023185024256E+03
0.720694554527378628E+00,0.708161505026414630E+02,0.166269446541186228E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.757093808169823856E+00,0.909380948037305931E-01,0.553157998081889236E+05,0.702893983294549116E+03
0.637174856669125544E+00,0.376695235411440095E+02,0.159412708934198699E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.212258487501663595E+00,0.256229013448794618E+00,0.553157926338966645E+05,0.702923440223931493E+03
0.720127708285117629E-01,0.119592082215228842E+03,0.958046562932131085E+00,0.941777069999999981E+02,0.553158280010000017E+05,0.809270357923311590E+00,0.612432093833068625E+00,0.553158232949250087E+05,0.702928479821463043E+03
0.455603496069753422E+00,0.389502227009776973E+02,0.140413418162244330E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.376900763742481160E+00,0.494297326987368113E+00,0.553158077305786137E+05,0.702941821558587662E+03
0.387209907353484706E+00,0.668800618971208962E+02,0.133084285558155901E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.609820284860071782E+00,0.385147340675582983E+00,0.553157914905915022E+05,0.702954791148267304E+03
0.165035367796217469E+00,0.589335441706291050E+02,0.108842495794816174E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.484822020868300951E+00,0.880669544833348916E+00,0.553157901799709653E+05,0.702970594526555942E+03
0.398517396121703671E+00,0.766270327892402179E+02,0.133898140051131675E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.569535075993333861E+00,0.171785327788077785E+00,0.553158208902284096E+05,0.702992705265890891E+03
0.637977410757796459E+00,0.976230414415626058E+02,0.159281500946511678E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.260377302316200987E+00,0.338676175049925199E+00,0.553158126701140864E+05,0.703009125623301543E+03
0.396952425150747357E+00,0.278085244481687077E+02,0.134770621513611255E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.408109108190446046E+00,0.251637926465146489E+00,0.553158006099623381E+05,0.703011179779181020E+03
0.376729224588771908E-01,0.148308359844381812E+04,0.228262736509096564E+00,0.941777069999999981E+02,0.553158280010000017E+05,0.803319384873897313E+00,0.740010431468333563E+00,0.553158120448003174E+05,0.703017348941677710E+03
0.861421628111559978E+00,0.777184002058995702E+02,0.180595360373604419E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.689019183210031083E+00,0.191163268834012995E+00,0.553158096193742167E+05,0.703067493458226181E+03
0.185802933433701439E+00,0.384615328810917276E+02,0.114032333460472346E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.547248694880761791E-01,0.656477524578331639E+00,0.553158125385057720E+05,0.703072530019912392E+03
0.693966597528917539E+00,0.417759659568127333E+02,0.166120830984989576E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.609781512673214232E-01,0.667857927649366911E+00,0.553158058714379222E+05,0.703090254202571487E+03
0.683530141974892258E+00,0.591168633008444502E+02,0.163698019571689879E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.294758928655949659E+00,0.551570600625824081E+00,0.553158176343793166E+05,0.703158101630247302E+03
0.510418487162038748E-01,0.938304754599593593E+03,0.786511357738511663E+00,0.941777069999999981E+02,0.553158280010000017E+05,0.818719429927804110E+00,0.532121365021482440E+00,0.553158169063779715E+05,0.703158555764488710E+03
0.529500153445637944E+00,0.596785903534775315E+02,0.149014725466103881E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.982954228951811032E-01,0.756451922823190626E+00,0.553157982289749489E+05,0.703161091406413334E+03
0.764353944510590022E+00,0.592575169979704199E+02,0.172119934987639378E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.475212172686535206E+00,0.228842429494980987E+00,0.553158185231721145E+05,0.703164960788951021E+03
0.661758482052811625E+00,0.410281789717828786E+02,0.161957716026206566E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.271753759756828639E+00,0.195376247725874447E+00,0.553158204392663465E+05,0.703198592754048832E+03
0.834103273380064958E+00,0.450403011866444842E+02,0.179090237194139057E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.549035314877091229E+00,0.151708791914225066E+00,0.553158158972941528E+05,0.703226163984851837E+03
0.492020493708647880E-01,0.623275172931009251E+03,0.797988784978010623E+00,0.941777069999999981E+02,0.553158280010000017E+05,0.760046936242467219E+00,0.582587709878369053E+00,0.553158028361714169E+05,0.703246701733200553E+03
0.439096973739917684E+00,0.518009640428688911E+02,0.139492662967161807E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.848030171071075534E-01,0.115411799148729746E+00,0.553157936926956463E+05,0.703247333881241275E+03
0.488870769406851535E+00,0.814994162484429552E+02,0.143934870472786924E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.451896902044530424E+00,0.261043844297274952E+00,0.553158061929510950E+05,0.703252213113323023E+03
0.123097963678245603E+00,0.850293319140895534E+02,0.103284313061049016E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.606872954689794519E+00,0.597557715426387248E+00,0.553158160963864430E+05,0.703271890605783256E+03
0.693264507662252061E-01,0.655114892465151968E+02,0.992227686680209553E+00,0.941777069999999981E+02,0.553158280010000017E+05,0.280357073260527889E+00,0.825977570643199654E+00,0.553158088770969844E+05,0.703292237120652771E+03
0.867394859249986494E+00,0.147289402596778302E+03,0.180662002442994463E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.918545351983766967E+00,0.259209706292442443E+00,0.553158168516902442E+05,0.703314901541347808E+03
0.965677148596479351E+00,0.552493764736193356E+02,0.193370591841063955E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.692359575525491044E-01,0.965371956553611077E+00,0.553157998663297985E+05,0.703318073763774237E+03
0.793299860883121266E-01,0.938324949167766817E+02,0.988368786749156181E+00,0.941777069999999981E+02,0.553158280010000017E+05,0.591076289759993379E+00,0.291197312099462258E+00,0.553157905905234147E+05,0.703349925528871381E+03
0.378505942828426978E+00,0.699827276503930449E+02,0.131492585185777311E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.842469660486604877E+00,0.466642071577289375E+00,0.553158044444250118E+05,0.703366575139210909E+03
0.385659243146104447E+00,0.418174953365974602E+02,0.132523814408253005E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.889992520986215729E+00,0.180647635633831433E+00,0.553157877125088053E+05,0.703382769151340199E+03
0.218501349542410489E+00,0.317353660861344054E+02,0.116030195682435622E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.486896163816431637E+00,0.666552633531827809E+00,0.553158049209169767E+05,0.703406322207201811E+03
0.427280127975035312E-01,0.226534558785346280E+04,0.542771365941213668E+00,0.941777069999999981E+02,0.553158280010000017E+05,0.865399177216819027E+00,0.161819257798335947E+00,0.553158150110669667E+05,0.703406706678618775E+03
0.536342837810529272E+00,0.133176095993669634E+03,0.144768810648799695E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.962822395855224222E+00,0.800186439550114925E+00,0.553157919105420588E+05,0.703414862321037390E+03
0.995365704392576656E+00,0.329948705059323615E+02,0.196349137067499124E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.144825741914726636E+00,0.644650534914620099E+00,0.553157989246508587E+05,0.703415827093059306E+03
0.598569931869389449E+00,0.533723108067498444E+02,0.155116275799978487E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.647004839910355956E+00,0.822269139572592983E-01,0.553158107176386256E+05,0.703417209897397925E+03
0.724096895477956526E+00,0.519578111570535697E+02,0.167465328204885533E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.453047609426125708E+00,0.639161941554211355E+00,0.553158150464816572E+05,0.703419607278618059E+03
0.506813987838768631E+00,0.391873204488195910E+02,0.144557821423165378E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.810278827164583215E+00,0.529570071721920943E+00,0.553157980490978152E+05,0.703439873124167889E+03
0.331241332998696347E+00,0.797321387515008695E+02,0.127223085872910180E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.664713764257400030E+00,0.238822568097751764E+00,0.553158098880851467E+05,0.703454342883647769E+03
0.129876844837252065E+00,0.414548876048021739E+02,0.107275346437787311E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.230197208085315325E+00,0.563490692875171062E+00,0.553158120615543667E+05,0.703465468823701940E+03
0.578004811241673466E+00,0.397544536835162461E+02,0.153972496920186663E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.133052200535579673E+00,0.766389310179111494E+00,0.553158220660518346E+05,0.703485608081291048E+03
0.436812561924232734E+00,0.372364759567751520E+02,0.139322896708489075E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.377297274253115100E+00,0.916455318350853504E-01,0.553157973386750600E+05,0.703525535497864439E+03
0.383119546562720251E-01,0.168724672001295539E+04,0.301461033236847975E+00,0.941777069999999981E+02,0.553158280010000017E+05,0.870501578298688239E+00,0.662775342510096288E+00,0.553158150131491275E+05,0.703527884098281675E+03
0.415079943019027731E-01,0.153814185350386583E+04,0.522257918603363680E+00,0.941777069999999981E+02,0.553158280010000017E+05,0.597101795986456407E+00,0.752002313359208974E+00,0.553158106978435826E+05,0.703529471255650378E+03
0.372883902183647892E-01,0.220075971153607270E+04,0.300090187125049479E+00,0.941777069999999981E+02,0.553158280010000017E+05,0.840505542613796175E+00,0.872409793564624447E+00,0.553158030497473883E+05,0.703536133048318334E+03
0.797499187189914194E+00,0.296355672269069501E+02,0.176441387073180711E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.139162488949104962E+00,0.459330003592441583E+00,0.553157988033070651E+05,0.703565113769261643E+03
0.666076846024487246E+00,0.339693516173614256E+02,0.163072313686847692E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.149699289165922234E+00,0.291324326799357602E+00,0.553158145808584159E+05,0.703566771537073237E+03
0.129381044521259980E+00,0.953781316588135866E+02,0.104340749766105390E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.861406948480198609E+00,0.177151536149405431E+00,0.553158225596725897E+05,0.703567791703094827E+03
0.587494844023468188E+00,0.576207258969137399E+02,0.151258725828237583E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.911650996502341937E+00,0.730165419803764815E+00,0.553158053388290064E+05,0.703580526439655841E+03
0.835775370928251993E-01,0.482558498112393650E+02,0.101405094862092460E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.204670401156818421E+00,0.667335266442508623E+00,0.553157875067979112E+05,0.703595159615895909E+03
0.862065112185950277E+00,0.559977163413704275E+02,0.181484109824098350E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.426177146519659433E+00,0.595922332849325942E+00,0.553158145645952609E+05,0.703602423350519985E+03
0.736663087765694613E-01,0.736360534727252229E+02,0.962798360136764342E+00,0.941777069999999981E+02,0.553158280010000017E+05,0.772938659604762601E+00,0.395205675195276163E+00,0.553158084983011940E+05,0.703607273669654887E+03
0.595722261347939930E+00,0.743652498005683213E+02,0.155133866241276985E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.357883526222812109E+00,0.136340748289873387E+00,0.553158133834690816E+05,0.703617342290993520E+03
0.221040443037008677E+00,0.947632813950329052E+02,0.114040676490482307E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.897773670766529364E+00,0.148289323324423183E+00,0.553158090464723500E+05,0.703617603043258441E+03
0.865812428208522777E+00,0.504762598193377983E+02,0.181412356586711820E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.754808837037940661E+00,0.442510762221840326E+00,0.553157887550263113E+05,0.703620090188240738E+03
0.888552595014414415E+00,0.117590786943432690E+03,0.183499947255172913E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.491876754577217024E+00,0.886016562251332851E+00,0.553158006948783004E+05,0.703626997476686938E+03
0.441202879209829535E+00,0.984176997553600188E+02,0.137792407721207644E+01,0.941777069999999981E+02,0.553158280010000017E+05,0.761389198638612430E+00,0.115637418956975893E+00,0.553158024886172789E+05,0.703640699701546509E+03
