seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_likelihood
0.522505877930861395E-01,0.227381865907795543E+03,0.925531305805602278E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.607870255418026639E+00,0.820406600931206764E+00,0.550299815317275352E+05,0.552677658467061337E+05,0.555055381543253970E+05,0.557433446452487260E+05,0.559811171476356321E+05,0.562189053980629542E+05,0.473354771178219562E+04
0.624874606551157563E+00,0.545130716475195314E+02,0.159109881060051639E+01,0.237788199999999989E+03,0.555055449000000008E+05,0.154488897298766331E+00,0.645285899821505193E+00,0.550299709658590655E+05,0.552677574663956839E+05,0.555055448969937788E+05,0.557433353591297346E+05,0.559811187774220671E+05,0.562189032231049714E+05,0.473588160418528423E+04
0.518711364442378114E-01,0.219554115458424064E+03,0.928593929302924836E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.643922374408850806E+00,0.686702590645077660E+00,0.550299793557609373E+05,0.552677510015295265E+05,0.555055429241730599E+05,0.557433295116313384E+05,0.559811159955226976E+05,0.562189027660117645E+05,0.473646309249326896E+04
0.457812928868155250E-01,0.140360984832610569E+03,0.954397025438569746E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.224214470301194180E+00,0.565104974276795180E+00,0.550299730392692072E+05,0.552677551042686973E+05,0.555055328157396070E+05,0.557433515780364760E+05,0.559811200187856011E+05,0.562189075060544274E+05,0.473688833940373297E+04
0.496279023848733014E-01,0.418044084549631179E+03,0.844967360854985361E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.970608175697976860E+00,0.811777141352854614E+00,0.550299710200078116E+05,0.552677607686353076E+05,0.555055413689028865E+05,0.557433439275989876E+05,0.559811184003611270E+05,0.562188946578005489E+05,0.473694087790226604E+04
0.634319541893098859E-01,0.115195471598616180E+03,0.977916788464909592E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.468261877834823037E+00,0.728993353921040699E+00,0.550299710392514971E+05,0.552677531113378573E+05,0.555055442392084224E+05,0.557433362905834147E+05,0.559811272326334729E+05,0.562188962612028845E+05,0.473697843356276280E+04
0.462228589565347112E-01,0.127967943983515383E+03,0.958890515964284207E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.228758794518642061E+00,0.171464803641232982E+00,0.550299689796170060E+05,0.552677556784674671E+05,0.555055510303525152E+05,0.557433388628540197E+05,0.559811160793947784E+05,0.562189083260244442E+05,0.473698303803588260E+04
0.619206697633507830E-01,0.996201903555283508E+02,0.986100303136660306E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.299647799425752592E+00,0.401530450690609886E+00,0.550299757960976058E+05,0.552677597022663540E+05,0.555055372438533232E+05,0.557433487579773937E+05,0.559811238749142576E+05,0.562189046211760506E+05,0.473734366026716907E+04
0.489606289280424684E-01,0.199058803639652638E+03,0.939467636371070225E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.528369552449882818E+00,0.461306698036073770E+00,0.550299737703954961E+05,0.552677582246882521E+05,0.555055377096281445E+05,0.557433416704814736E+05,0.559811183101394126E+05,0.562189137016736058E+05,0.473754930859956949E+04
0.532285833021307817E-01,0.165476894354073437E+03,0.946245746512473951E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.537133672218174651E+00,0.855263301522937502E+00,0.550299677433066099E+05,0.552677513702617143E+05,0.555055474171023961E+05,0.557433379999021272E+05,0.559811264269156891E+05,0.562189051745842517E+05,0.473803778758398857E+04
0.529559956864543296E-01,0.186564349401808016E+03,0.941583531622062653E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.515451419399269195E+00,0.890113575552166858E+00,0.550299763070422050E+05,0.552677624115349827E+05,0.555055385201332538E+05,0.557433348186721996E+05,0.559811319068960875E+05,0.562189072227212091E+05,0.473826666731265959E+04
0.562529183594567134E-01,0.139592402130621565E+03,0.958004361494338874E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.499795019161862697E+00,0.862427134942022611E+00,0.550299769159028219E+05,0.552677524822197229E+05,0.555055465650967453E+05,0.557433376043925236E+05,0.559811255837213612E+05,0.562189069959545814E+05,0.473837949943379408E+04
0.475420954998511808E-01,0.150503495960993803E+03,0.950894523367950772E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.272648700342160544E+00,0.828793574958781476E+00,0.550299784548166135E+05,0.552677633847814795E+05,0.555055417551123246E+05,0.557433324038203427E+05,0.559811179664051087E+05,0.562188954740146728E+05,0.473847824353179567E+04
0.564003203331786829E-01,0.293602220810980668E+03,0.887509105998849468E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.887006372816883659E+00,0.905667596065669822E+00,0.550299722460925841E+05,0.552677471959377363E+05,0.555055425661403206E+05,0.557433449553616738E+05,0.559811202498459024E+05,0.562189050335906068E+05,0.473850788383810232E+04
0.465482019726537188E-01,0.177519226286190104E+03,0.945886796154141174E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.352636513527081863E+00,0.363320715502948033E+00,0.550299812917872187E+05,0.552677540676684730E+05,0.555055454400901799E+05,0.557433366505450540E+05,0.559811281419933512E+05,0.562188983636257326E+05,0.473864663755660240E+04
0.541534284597783161E-01,0.191646410927182473E+03,0.939803969445484833E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.538653047558822484E+00,0.899077202503512973E+00,0.550299740767745898E+05,0.552677532403244986E+05,0.555055486108393670E+05,0.557433346111194696E+05,0.559811109184176457E+05,0.562188976363114925E+05,0.473881254194537269E+04
0.510184373818090148E-01,0.163924889017919725E+03,0.942506339493525580E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.864255326156506576E+00,0.129131409220695048E+00,0.550299778595680764E+05,0.552677491549138431E+05,0.555055443217950960E+05,0.557433422897701312E+05,0.559811253981799309E+05,0.562188916937919203E+05,0.473887956695524372E+04
0.549069191191517703E-01,0.124055968170556241E+03,0.962377948503381431E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.643526346626522860E+00,0.739430161675850850E-01,0.550299778650168082E+05,0.552677515886457040E+05,0.555055487653374294E+05,0.557433420042726284E+05,0.559811245898712514E+05,0.562189041593517031E+05,0.473890689217729414E+04
0.508961769121994284E-01,0.148548703692643102E+03,0.954737447071313139E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.430022835715095031E+00,0.316556815929675051E+00,0.550299724653136655E+05,0.552677557781451032E+05,0.555055419236994567E+05,0.557433358329106704E+05,0.559811228942968955E+05,0.562189077309447093E+05,0.473891879695138505E+04
0.476224113893110729E-01,0.157327263307558155E+03,0.950186852579442354E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.439311131046253744E+00,0.134977686203981401E+00,0.550299795789098207E+05,0.552677450341639124E+05,0.555055377414847826E+05,0.557433393884341567E+05,0.559811239747158397E+05,0.562189063342005174E+05,0.473899752033647201E+04
0.528847542330067588E-01,0.267971483117203206E+03,0.913041270634191604E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.953889724341071998E+00,0.538336891937437167E+00,0.550299725867728412E+05,0.552677501545272680E+05,0.555055385943567744E+05,0.557433467620274459E+05,0.559811253102722621E+05,0.562189022069846324E+05,0.473900709198994991E+04
0.466508319942596852E-01,0.131914528012131655E+03,0.963858580336446447E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.915066545939564324E-01,0.982325969613758732E+00,0.550299682115699106E+05,0.552677576044878369E+05,0.555055339526236057E+05,0.557433448026244441E+05,0.559811156159336606E+05,0.562189070777883826E+05,0.473909323764866622E+04
0.522611523289004259E-01,0.147584116019188940E+03,0.942285285134505490E+00,0.237788199999999989E+03,0.555055449000000008E+05,0.857068887517576039E+00,0.222362530305020872E+00,0.550299788574398772E+05,0.552677528069377731E+05,0.555055426239817825E+05,0.557433407114098663E+05,0.559811124185249864E+05,0.562188928290324839E+05,0.473911783490422022E+04
