seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.935380282324546758E-01,0.617050045032108141E+01,0.106950391490199803E+01,0.169416032999999999E+03,0.556245907690000022E+05,0.628839716332132648E+00,0.487231088170092697E+00,0.551163331969647625E+05,0.552861919114414559E+05,0.554554075245590066E+05,0.556247069266897088E+05,0.557945132056988950E+05,0.559633963468263828E+05,0.561328788466565020E+05,0.411887233910013310E+04
0.108708872517844099E+00,0.508002903295515917E+01,0.108893765872542470E+01,0.169416032999999999E+03,0.556245907690000022E+05,0.508687882542150249E+00,0.226569924736631928E+00,0.551163034560325905E+05,0.552862906565779849E+05,0.554553794914095633E+05,0.556247168485524307E+05,0.557949499337380257E+05,0.559634160721335284E+05,0.561328578513945395E+05,0.411932450886079641E+04
0.796027538517672717E+00,0.771066285742108359E+01,0.177691884367844088E+01,0.169416032999999999E+03,0.556245907690000022E+05,0.917152867975001285E+00,0.398310561707820088E+00,0.551163011476413012E+05,0.552862257091623396E+05,0.554553763811819153E+05,0.556246436893215941E+05,0.557943483291343364E+05,0.559633923221050572E+05,0.561329407720694362E+05,0.411943476384644327E+04
0.594507252962969468E+00,0.666108234903395058E+01,0.157721690813184567E+01,0.169416032999999999E+03,0.556245907690000022E+05,0.669181132025778225E+00,0.865257042653400643E+00,0.551162892438000490E+05,0.552862768699068110E+05,0.554553229594950753E+05,0.556246957989260263E+05,0.557943356449597850E+05,0.559633643263667327E+05,0.561328762263212993E+05,0.411951134428027581E+04
0.924194961452290520E+00,0.100017814355836840E+02,0.190456649869270445E+01,0.169416032999999999E+03,0.556245907690000022E+05,0.972343523917185704E+00,0.301711046599911881E+00,0.551163117735153428E+05,0.552862428441598240E+05,0.554554461517705786E+05,0.556246606877834201E+05,0.557946447828467499E+05,0.559634747693460449E+05,0.561328811833457221E+05,0.411952783879399522E+04
0.439053226001842989E+00,0.166712784362667463E+02,0.140378671234003383E+01,0.169416032999999999E+03,0.556245907690000022E+05,0.930458452192024277E+00,0.988439681193273967E+00,0.551163189305862761E+05,0.552862683338144852E+05,0.554553748664303203E+05,0.556246737551153565E+05,0.557947021737545947E+05,0.559633442166182722E+05,0.561328500971286339E+05,0.412034991351279405E+04
0.701332767394414192E+00,0.444285189209752840E+01,0.168838182699686157E+01,0.169416032999999999E+03,0.556245907690000022E+05,0.514290148772987621E+00,0.838444908563083929E-01,0.551163110030692769E+05,0.552862202505922833E+05,0.554553138058478144E+05,0.556246690708404494E+05,0.557947389767473287E+05,0.559633819854723915E+05,0.561329165117503217E+05,0.412062777981673025E+04
0.729435512629872274E+00,0.987330529919355548E+01,0.171027031677384911E+01,0.169416032999999999E+03,0.556245907690000022E+05,0.783114519801880071E+00,0.764814609107604904E+00,0.551163349935022270E+05,0.552862639359019086E+05,0.554554234252143215E+05,0.556246813432482450E+05,0.557946688533274209E+05,0.559633920010126822E+05,0.561328172618838507E+05,0.412065512231336379E+04
0.178879458496907673E+00,0.137495633916458857E+02,0.114718920061042784E+01,0.169416032999999999E+03,0.556245907690000022E+05,0.996694194449188386E+00,0.456447334627023582E+00,0.551162994706728568E+05,0.552862940794948081E+05,0.554553160838043332E+05,0.556246372158036756E+05,0.557944747279733056E+05,0.559634231610323113E+05,0.561328292192548179E+05,0.412067247031395436E+04
0.840665911742173089E+00,0.783705210050163359E+01,0.182589708449003929E+01,0.169416032999999999E+03,0.556245907690000022E+05,0.672192752555308304E+00,0.307496923673455214E+00,0.551163361409261342E+05,0.552861987365228997E+05,0.554553483551465906E+05,0.556246916140659596E+05,0.557948411817041269E+05,0.559634707374073550E+05,0.561328612209104322E+05,0.412071171634007533E+04
