seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.658233260417059318E-01,0.491624959569772500E+03,0.773168185873597535E-01,0.287377353000000028E+03,0.560439605490000031E+05,0.303985748241294707E+00,0.385364597514858964E+00,0.554691883995039534E+05,0.560439718732445472E+05,0.563313330320718596E+05,0.603061780936437935E+04
0.628068705760767981E-01,0.360107435465988090E+03,0.698785965370860018E-01,0.287377353000000028E+03,0.560439605490000031E+05,0.684713450776577970E+00,0.386406358319463794E+00,0.554691988184370130E+05,0.560439811592940459E+05,0.563313185886127976E+05,0.603301450607054721E+04
0.664365760981277254E-01,0.465422065584919380E+03,0.135568536459908379E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.273158505864920298E+00,0.293926826828689425E+00,0.554691962940549201E+05,0.560439797212931226E+05,0.563313569302684336E+05,0.603350179613480213E+04
0.651333492181608714E-01,0.410337369026222802E+03,0.169554830883334978E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.665079058193809636E+00,0.596659663685684891E-01,0.554691967483390617E+05,0.560439655988906743E+05,0.563313652298165616E+05,0.603367871513974114E+04
0.634936045379527747E-01,0.415604167116839790E+03,0.399378475704304098E-01,0.287377353000000028E+03,0.560439605490000031E+05,0.246083908093406079E+00,0.513235436839521997E+00,0.554691963693989746E+05,0.560439833325152067E+05,0.563313493238671726E+05,0.603381747066688058E+04
0.656476479945104774E-01,0.248478797681194777E+03,0.536533964873237790E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.636721071043379716E+00,0.457748025585939522E+00,0.554691995553722154E+05,0.560439829145328913E+05,0.563313594972583232E+05,0.603382013188405654E+04
0.641197715043430039E-01,0.305589593107894643E+03,0.448197072235414662E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.670344465217933116E+00,0.436554499088123549E+00,0.554691981996343893E+05,0.560439872445883520E+05,0.563313340877929149E+05,0.603411671014812509E+04
0.722879505109411125E-01,0.125205581949071004E+03,0.745337020104112735E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.340651015445511796E+00,0.742480774845181490E+00,0.554692002065728011E+05,0.560439862979784739E+05,0.563313549390047410E+05,0.603427611618540777E+04
0.662539628686670268E-01,0.264766257792055058E+03,0.500883643190847549E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.885364837387291992E+00,0.534085313425122915E-01,0.554691923205319690E+05,0.560439789537257166E+05,0.563313669011692036E+05,0.603434353239849770E+04
0.657117646198667610E-01,0.326747261224409783E+03,0.430161173151526299E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.802675342208441722E+00,0.229940926126876916E+00,0.554691835894378310E+05,0.560439784799969784E+05,0.563313336370966499E+05,0.603462133897667536E+04
0.659830910663739278E-01,0.395088480496526472E+03,0.290006561843524358E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.410591107288825252E+00,0.429944922367362148E+00,0.554692005662286538E+05,0.560439791487137481E+05,0.563313048910253638E+05,0.603467034056781722E+04
0.615652654358271392E-01,0.372972900788477432E+03,0.116149332622015627E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.600447073363762573E+00,0.540687072391396684E+00,0.554691865603744591E+05,0.560439749728409224E+05,0.563313511293150514E+05,0.603476042423354011E+04
0.672408042364139175E-01,0.287204710929252542E+03,0.522406810392158638E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.874875901269557416E-01,0.920558259821809055E+00,0.554692042545516379E+05,0.560439818972509747E+05,0.563313168578372133E+05,0.603518548727060443E+04
0.648898432282659920E-01,0.277299112700899286E+03,0.499883397881939529E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.621436932138251574E+00,0.587640689600054181E-01,0.554692018706502640E+05,0.560439605319032926E+05,0.563313448408144031E+05,0.603519243676005408E+04
0.714462485261806307E-01,0.168659455081236445E+03,0.720506213934408946E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.248673692261599522E+00,0.648223282716755222E+00,0.554691903675119247E+05,0.560439736272483060E+05,0.563313502108254252E+05,0.603521714333008913E+04
0.656359406976805698E-01,0.405282252845260928E+03,0.237014024685587077E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.394372111897702382E+00,0.430023850449386291E+00,0.554692156670038603E+05,0.560439813783717473E+05,0.563313196336129913E+05,0.603528023522383046E+04
0.673960533860344935E-01,0.436633050264786846E+03,0.243149290879610430E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.205169228860352992E+00,0.305979408517491447E+00,0.554691877942600840E+05,0.560439824491343097E+05,0.563313368401441039E+05,0.603555846099488099E+04
0.681150520241394775E-01,0.226794795612311219E+03,0.599170795527619982E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.234184616276961272E+00,0.610148449587775907E-01,0.554691951178798190E+05,0.560439714927965251E+05,0.563313597743421487E+05,0.603560528833900480E+04
0.669149398372685250E-01,0.324643246412340943E+03,0.384997220004453855E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.523323810201359763E+00,0.555161969647607473E-01,0.554691938548989856E+05,0.560439743107146860E+05,0.563313575600448821E+05,0.603573196082142294E+04
0.715674307764485318E-01,0.909837072640109454E+02,0.834643553372268476E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.690344548648267747E-01,0.315362275301544370E+00,0.554692014037758563E+05,0.560439697968040127E+05,0.563313374110493096E+05,0.603573347544715398E+04
0.667366464199825593E-01,0.475455370042201139E+03,0.374644322685963177E-01,0.287377353000000028E+03,0.560439605490000031E+05,0.174863578237050621E+00,0.628468274290101325E+00,0.554692000954299801E+05,0.560439892911777861E+05,0.563313345355732163E+05,0.603574034132786983E+04
0.674172244200515886E-01,0.436114959540425048E+03,0.218568455343173512E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.441521819189487186E+00,0.445414132784663977E-01,0.554692069401820554E+05,0.560439706250472518E+05,0.563313253576446368E+05,0.603574447306592720E+04
0.622209918702559955E-01,0.381212748542814268E+03,0.256256871920995000E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.653848318914871607E+00,0.556848663786653209E+00,0.554692006877555104E+05,0.560439755152991784E+05,0.563313327812916468E+05,0.603584311879938559E+04
0.656651352294145008E-01,0.399757216979158045E+03,0.315380768222940144E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.360859329697168218E+00,0.324025397387990910E+00,0.554691880436952633E+05,0.560439707867887701E+05,0.563313496630553200E+05,0.603590784306296518E+04
0.648404035935186279E-01,0.280495014519823314E+03,0.427212737244710428E+00,0.287377353000000028E+03,0.560439605490000031E+05,0.966356851793203409E+00,0.591990135573145226E-01,0.554692102045363499E+05,0.560439634723328127E+05,0.563313236804644839E+05,0.603595091104060521E+04
