seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.303744972692109108E-01,0.541950804911444447E+04,0.447314995262743598E+00,0.234635600000000011E+03,0.557095515000000014E+05,0.196618669184832312E+00,0.403799997133869104E+00,0.550056350959386837E+05,0.552403050045224372E+05,0.554749111384905118E+05,0.557095562971092586E+05,0.559441996670695880E+05,0.561788178677608375E+05,0.564134484023711484E+05,0.369526705080676311E+04
0.254790950587248967E-01,0.518191916871527337E+04,0.258549257136239330E+00,0.234635600000000011E+03,0.557095515000000014E+05,0.529951493618333380E+00,0.325576232079692995E+00,0.550056504402185747E+05,0.552402910128418880E+05,0.554748924474178857E+05,0.557095561440697566E+05,0.559441773287030082E+05,0.561788090300814365E+05,0.564134572457966133E+05,0.369791967264103096E+04
0.298498732779521048E-01,0.112512566648511552E+04,0.841747509004166727E+00,0.234635600000000011E+03,0.557095515000000014E+05,0.217756374339182546E+00,0.479460674873001480E+00,0.550056418834994329E+05,0.552402736925422214E+05,0.554749466632180338E+05,0.557095422852976699E+05,0.559441912081252303E+05,0.561788149572597322E+05,0.564134503367935031E+05,0.369840272130152425E+04
0.288555739379217462E-01,0.455455587059132995E+04,0.495861901980179431E+00,0.234635600000000011E+03,0.557095515000000014E+05,0.190616619231022910E+00,0.407313036789144156E+00,0.550056469850662761E+05,0.552402988492704390E+05,0.554749038447627172E+05,0.557095620242797013E+05,0.559442052034121079E+05,0.561788384192630256E+05,0.564134503257916076E+05,0.369866380637958900E+04
0.284301469765096924E-01,0.326047609427996758E+04,0.660468206520269607E+00,0.234635600000000011E+03,0.557095515000000014E+05,0.145653537454441939E-01,0.861117329537961051E+00,0.550056089021069565E+05,0.552402851597499393E+05,0.554749251908839433E+05,0.557095469942675845E+05,0.559441959074815240E+05,0.561788154569660692E+05,0.564134600356986630E+05,0.369981954221364595E+04
0.274077056699354588E-01,0.508504396075820659E+04,0.157308333143755280E+00,0.234635600000000011E+03,0.557095515000000014E+05,0.944631126638780239E+00,0.177705272741718295E+00,0.550056531214734714E+05,0.552402851222591053E+05,0.554749165372452990E+05,0.557095322162863013E+05,0.559441852342737693E+05,0.561788335900584934E+05,0.564134671195572228E+05,0.370063158077800381E+04
0.278165098057048636E-01,0.275594624267067547E+04,0.582635956408181999E+00,0.234635600000000011E+03,0.557095515000000014E+05,0.979188698176465921E+00,0.498879505688203717E+00,0.550056240057488976E+05,0.552403029330002973E+05,0.554749203866634780E+05,0.557095543153832332E+05,0.559442028120420437E+05,0.561788271966778266E+05,0.564134459691965458E+05,0.370117619015811943E+04
0.281031274433466705E-01,0.488890445065221684E+04,0.414757566350844875E+00,0.234635600000000011E+03,0.557095515000000014E+05,0.910992459400662202E+00,0.459755393605197904E-01,0.550056380408962577E+05,0.552403015918480887E+05,0.554749159824953822E+05,0.557095664119136418E+05,0.559441901704377087E+05,0.561788317461847982E+05,0.564134585967716848E+05,0.370122015958166503E+04
0.274126945693471437E-01,0.618806083744323496E+04,0.235242004068458882E+00,0.234635600000000011E+03,0.557095515000000014E+05,0.126555076333760036E+00,0.848187530887135055E+00,0.550056488543399464E+05,0.552403069222714184E+05,0.554749044476196286E+05,0.557095272066094185E+05,0.559442045050365632E+05,0.561788144998757998E+05,0.564134653989872677E+05,0.370124001908822447E+04
0.277225118024352866E-01,0.442313532983460391E+04,0.416704726263953829E+00,0.234635600000000011E+03,0.557095515000000014E+05,0.448628910649071899E+00,0.460824990268833001E+00,0.550056408799285637E+05,0.552402789534041513E+05,0.554749155439143869E+05,0.557095347302615119E+05,0.559441962284682813E+05,0.561788177228561326E+05,0.564134230203789848E+05,0.370135377142243669E+04
