seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.154177438662404243E+00,0.278108603841684589E+04,0.104865646947839464E+01,0.389315232999999978E+03,0.559629937159999972E+05,0.812756839425565869E+00,0.543347815290165070E+00,0.555736856514073224E+05,0.559629893326752426E+05,0.563523034736944319E+05,0.114486633263324757E+04
0.949016533368111870E+00,0.140516336677761365E+04,0.189970092850276262E+01,0.389315232999999978E+03,0.559629937159999972E+05,0.301820722003042108E+00,0.579128372741717135E+00,0.555736767403967824E+05,0.559630077459801832E+05,0.563523090095020598E+05,0.114605216392971943E+04
0.568301450582594847E+00,0.165694555961815081E+04,0.151528699182718185E+01,0.389315232999999978E+03,0.559629937159999972E+05,0.184197980033309588E+00,0.745209075843898727E+00,0.555736779609809528E+05,0.559629955027427204E+05,0.563522964613970762E+05,0.114655618702539914E+04
0.761152515618188641E+00,0.349502966830097785E+04,0.166616921967419396E+01,0.389315232999999978E+03,0.559629937159999972E+05,0.980108953529486904E+00,0.802758012318053993E+00,0.555736896452089277E+05,0.559629930806378761E+05,0.563523070329523398E+05,0.114701186532561906E+04
0.504669182210437869E-01,0.285033202187278403E+05,0.617257708295774532E+00,0.389315232999999978E+03,0.559629937159999972E+05,0.229148866126002160E+00,0.633058847922982615E+00,0.555736880231387258E+05,0.559629956821757150E+05,0.563523004973739007E+05,0.114709519608256187E+04
0.115380975896277868E+00,0.216581959984815330E+04,0.102666313447511559E+01,0.389315232999999978E+03,0.559629937159999972E+05,0.234370974118354447E+00,0.924930861989298747E+00,0.555736803397752738E+05,0.559629867117017347E+05,0.563523068830879856E+05,0.114711014422434710E+04
0.153985115558692431E+00,0.171628865269992889E+04,0.107736038027185832E+01,0.389315232999999978E+03,0.559629937159999972E+05,0.202117694997911518E+00,0.759045059417352980E-01,0.555736817463155385E+05,0.559629959483412531E+05,0.563523014749893191E+05,0.114717570597027679E+04
0.506963367165885526E+00,0.111962006359240740E+04,0.145204023042709496E+01,0.389315232999999978E+03,0.559629937159999972E+05,0.291517778501218738E+00,0.877516427719112868E+00,0.555736771910933530E+05,0.559630002053219432E+05,0.563523164164170448E+05,0.114720446932062214E+04
0.462812326012699213E-01,0.198822975959330688E+05,0.578072658673479678E+00,0.389315232999999978E+03,0.559629937159999972E+05,0.824538637598474788E+00,0.652047481855706601E+00,0.555736849039562658E+05,0.559630037104101430E+05,0.563523038570475910E+05,0.114720664626071493E+04
0.435589665779060553E+00,0.227434277042311851E+04,0.136622355883433033E+01,0.389315232999999978E+03,0.559629937159999972E+05,0.521764017672858182E+00,0.761107115955717117E+00,0.555736753072706852E+05,0.559629929849828550E+05,0.563523038411115194E+05,0.114724790313494623E+04
