seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.207351369501133989E-01,0.559245015359680292E+04,0.456742671703631864E+00,0.289862199999999973E+03,0.555464228000000003E+05,0.167435296583189445E-01,0.794882193784327895E+00,-0.285511421312460856E+01,0.549666957791313471E+05,0.552565642036293648E+05,0.555464234649305727E+05,0.558362892976764560E+05,0.237658939185511827E+04
0.209648138426093145E-01,0.588393519513385854E+04,0.459086777191292261E+00,0.289862199999999973E+03,0.555464228000000003E+05,0.439803385376901779E+00,0.969159521610567926E-01,-0.307345999079364862E+01,0.549666935810771683E+05,0.552565589835852370E+05,0.555464274678387374E+05,0.558362972688980371E+05,0.237681011937164249E+04
0.198946454544752065E-01,0.649315608077041816E+04,0.143846577959025779E+00,0.289862199999999973E+03,0.555464228000000003E+05,0.964447544510211197E+00,0.875658033400740082E-01,-0.300418199989195012E+01,0.549667023583223854E+05,0.552565594824805667E+05,0.555464207231017572E+05,0.558362861019788470E+05,0.237693775632364623E+04
0.232622473140873705E-01,0.110053503846218223E+04,0.840074083095744828E+00,0.289862199999999973E+03,0.555464228000000003E+05,0.459594123300846424E+00,0.377835787934166112E+00,-0.304855022648941487E+01,0.549666947672956667E+05,0.552565671718540616E+05,0.555464300779541809E+05,0.558362929751952834E+05,0.237722199148900518E+04
0.211824948008329031E-01,0.791618356736824171E+04,0.201514268899793209E+00,0.289862199999999973E+03,0.555464228000000003E+05,0.209110518503274001E+00,0.639023992462041945E-01,-0.296600365229555285E+01,0.549666905301840161E+05,0.552565596490961907E+05,0.555464301761927200E+05,0.558362820353067655E+05,0.237732579272032717E+04
0.210072624531059335E-01,0.820000003816194476E+04,0.209870123958894012E+00,0.289862199999999973E+03,0.555464228000000003E+05,0.191264310204148968E+00,0.445298079519170498E+00,-0.307840837682330459E+01,0.549666946051031555E+05,0.552565602281051542E+05,0.555464256629258525E+05,0.558362952387065598E+05,0.237737453388075710E+04
0.226132293781994634E-01,0.286908093394897423E+04,0.714716944756313755E+00,0.289862199999999973E+03,0.555464228000000003E+05,0.207390611434217303E+00,0.978028122793083821E+00,-0.300818307613280345E+01,0.549666908648688986E+05,0.552565657452899613E+05,0.555464192826822255E+05,0.558362879672801209E+05,0.237761101417050713E+04
0.202311150113993962E-01,0.823006676285337744E+04,0.738638439122520363E-01,0.289862199999999973E+03,0.555464228000000003E+05,0.414840356834427604E+00,0.138064207826252699E+00,-0.289464259719365158E+01,0.549666885425780783E+05,0.552565584339606648E+05,0.555464225375626047E+05,0.558362917476597504E+05,0.237761861731382351E+04
0.203334875209407982E-01,0.747493989270538168E+04,0.139613869543445790E+00,0.289862199999999973E+03,0.555464228000000003E+05,0.282150576103673112E+00,0.405004094628343525E+00,-0.286154159012573883E+01,0.549666903979565832E+05,0.552565627371778683E+05,0.555464335259137952E+05,0.558362890172317348E+05,0.237777706653337827E+04
0.219170042685844571E-01,0.229597103168875992E+04,0.750365601478214961E+00,0.289862199999999973E+03,0.555464228000000003E+05,0.344237768109362130E+00,0.458435406355636121E+00,-0.302821478649330267E+01,0.549666884710418963E+05,0.552565586507157277E+05,0.555464188004634998E+05,0.558362889446497647E+05,0.237781467675228214E+04
0.208236090203190172E-01,0.537219468976360986E+04,0.449627310380650402E+00,0.289862199999999973E+03,0.555464228000000003E+05,0.525888073013659890E-01,0.245160787055720947E+00,-0.285387311216526030E+01,0.549666966082912186E+05,0.552565643031296277E+05,0.555464220251807856E+05,0.558362893282545992E+05,0.237781888724706459E+04
0.224263254028957519E-01,0.834243372278188986E+03,0.884111812676170339E+00,0.289862199999999973E+03,0.555464228000000003E+05,0.868381163167150916E-01,0.731326924925309041E+00,-0.291253013608474154E+01,0.549667008874552776E+05,0.552565535297439419E+05,0.555464200954740882E+05,0.558362920639053773E+05,0.237800715953661484E+04
0.202721822507863809E-01,0.464426672434433840E+04,0.473992607220130591E+00,0.289862199999999973E+03,0.555464228000000003E+05,0.761321875819586102E+00,0.258243789409849933E+00,-0.294273063357149134E+01,0.549666889971224373E+05,0.552565658926490796E+05,0.555464277277362635E+05,0.558362873041057755E+05,0.237802860116660122E+04
0.205266719450728392E-01,0.754505785993364952E+04,0.114301910792634548E+00,0.289862199999999973E+03,0.555464228000000003E+05,0.519305643151377727E+00,0.671964530043419328E-01,-0.298084836406635167E+01,0.549666867298151919E+05,0.552565604580426298E+05,0.555464251752159180E+05,0.558362977302167055E+05,0.237814140194045331E+04
0.209685090773767194E-01,0.693965256388017406E+04,0.301951511301604247E+00,0.289862199999999973E+03,0.555464228000000003E+05,0.155443023253509172E+00,0.786620013057159562E+00,-0.294083238481084264E+01,0.549666977114402107E+05,0.552565645137555985E+05,0.555464281983120964E+05,0.558362936447130196E+05,0.237843916337906512E+04
0.203965747193693252E-01,0.698644426971109624E+04,0.810816534156883068E-01,0.289862199999999973E+03,0.555464228000000003E+05,0.687434628109054091E+00,0.192567603163083662E+00,-0.294353186324341332E+01,0.549666866874406332E+05,0.552565665136804528E+05,0.555464230300803392E+05,0.558362881802184347E+05,0.237863150351874128E+04
0.212367622723375477E-01,0.752993106845198054E+04,0.121394144411502130E-01,0.289862199999999973E+03,0.555464228000000003E+05,0.304754347578634011E+00,0.189779421293079120E+00,-0.308230044496071942E+01,0.549666931740580694E+05,0.552565633056037768E+05,0.555464190157895064E+05,0.558362903700760726E+05,0.237871880100377348E+04
