seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.772374868392944336E-02,0.512066525644901631E+02,0.818705201148986816E+00,0.148569116000000008E+03,0.560125878819999998E+05,0.233675241470336914E+00,0.296536266803741455E+00,0.557160649245485329E+05,0.558639739827654048E+05,0.563101043276440250E+05,0.104805328705668217E+04
0.876640558242797852E+00,0.547956304182160675E+05,0.186988151073455811E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.326104521751403809E+00,0.883933007717132568E+00,0.557162066368564629E+05,0.558643790355465098E+05,0.563105490086924183E+05,0.104831555928242506E+04
0.807813704013824463E+00,0.745417882075365924E+03,0.178841876983642578E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.741905212402343750E+00,0.830031096935272217E+00,0.557153477655157112E+05,0.558632622917434855E+05,0.563092769349466907E+05,0.104838907239796345E+04
0.172901153564453125E-02,0.370816890465860270E+05,0.742869973182678223E+00,0.148569116000000008E+03,0.560125878819999998E+05,0.491669356822967529E+00,0.783488154411315918E-01,0.557160125885709786E+05,0.558641217290899440E+05,0.563090326302897083E+05,0.104847685533468530E+04
0.173204958438873291E+00,0.194058111148188473E+06,0.116193425655364990E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.646844983100891113E+00,0.957263708114624023E-01,0.557147479203447365E+05,0.558635563084623500E+05,0.563102360140930759E+05,0.104848303881726633E+04
0.540813207626342773E-01,0.557347191834145542E+04,0.152384805679321289E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.948298871517181396E+00,0.568890750408172607E+00,0.557162018856510185E+05,0.558648117831489726E+05,0.563106343510996448E+05,0.104848383817537933E+04
0.283142328262329102E-01,0.122671334722283078E+03,0.115624868869781494E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.954109728336334229E+00,0.349941253662109375E-01,0.557157590697511696E+05,0.558650176463863536E+05,0.563091181361328709E+05,0.104848383817537933E+04
0.336762070655822754E+00,0.501296256466227952E+01,0.163671469688415527E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.747808873653411865E+00,0.473062276840209961E+00,0.557163985758527779E+05,0.558630841530105754E+05,0.563104093197237598E+05,0.104848383817537933E+04
0.160030007362365723E+00,0.152021047217212967E+06,0.114430189132690430E-01,0.148569116000000008E+03,0.560125878819999998E+05,0.487186491489410400E+00,0.768232405185699463E+00,0.557163722713693642E+05,0.558649888942978068E+05,0.563090466588389027E+05,0.104848383817537933E+04
0.168820023536682129E-01,0.189986874219408691E+03,0.120618021488189697E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.726557075977325439E+00,0.593735516071319580E+00,0.557153845109447502E+05,0.558638640729925319E+05,0.563095798874746906E+05,0.104848383817537933E+04
0.800473809242248535E+00,0.110313979881871333E+03,0.186441206932067871E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.315986573696136475E+00,0.968975007534027100E+00,0.557148102656110786E+05,0.558648287263652965E+05,0.563090316239248859E+05,0.104848383817537933E+04
0.633733689785003662E+00,0.318239593783259974E+06,0.183647739887237549E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.761062145233154297E+00,0.981036961078643799E+00,0.557148132024511360E+05,0.558630663712761088E+05,0.563094503587137806E+05,0.104848383817537933E+04
0.199511110782623291E+00,0.107514657599049479E+01,0.170947694778442383E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.818202972412109375E+00,0.786331415176391602E+00,0.557146130656703972E+05,0.558638785120985194E+05,0.563093962076555836E+05,0.104848383817537933E+04
0.335128843784332275E+00,0.303360634312117270E+03,0.136431682109832764E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.152922034263610840E+00,0.269675612449645996E+00,0.557149538356765770E+05,0.558638472047588511E+05,0.563106573567043888E+05,0.104848383817537933E+04
0.262433111667633057E+00,0.935826245530546643E+06,0.150979435443878174E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.209854483604431152E+00,0.353673756122589111E+00,0.557158315639003777E+05,0.558642078091642543E+05,0.563100864917885410E+05,0.104848383817537933E+04
0.270304679870605469E+00,0.971465703809177357E+05,0.169167196750640869E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.168485105037689209E+00,0.969289958477020264E+00,0.557162394537433647E+05,0.558644766399404689E+05,0.563099283390890705E+05,0.104848383817537933E+04
0.268473684787750244E+00,0.554658391707373303E+05,0.150571954250335693E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.196785628795623779E+00,0.877519905567169189E+00,0.557162209646209740E+05,0.558644064057609721E+05,0.563089345528732883E+05,0.104848383817537933E+04
0.312415540218353271E+00,0.313892365667140780E+03,0.198256921768188477E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.308840155601501465E+00,0.204383075237274170E+00,0.557155228585704826E+05,0.558636925590774699E+05,0.563106988190065968E+05,0.104848383817537933E+04
0.794526100158691406E+00,0.584384539995672991E+01,0.193864715099334717E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.506667077541351318E+00,0.414593219757080078E+00,0.557144571680530571E+05,0.558640535766622706E+05,0.563096806147944080E+05,0.104848383817537933E+04
0.163982212543487549E+00,0.110706986394851519E+05,0.173097109794616699E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.569117903709411621E+00,0.830673217773437500E+00,0.557148422836765312E+05,0.558639460215112849E+05,0.563091299874436008E+05,0.104848383817537933E+04
0.998201549053192139E+00,0.432513868075812388E+04,0.180807054042816162E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.948573946952819824E+00,0.677170395851135254E+00,0.557161695301040672E+05,0.558631632377645656E+05,0.563104258964907276E+05,0.104848383817537933E+04
0.144778013229370117E+00,0.274232131062543772E+03,0.149159610271453857E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.314073622226715088E+00,0.937768220901489258E+00,0.557164104233488106E+05,0.558639972549221202E+05,0.563094523299585926E+05,0.104848383817537933E+04
0.312215149402618408E+00,0.216148191410742620E+05,0.139078474044799805E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.727243423461914062E+00,0.926471889019012451E+00,0.557145433394416832E+05,0.558640247960827037E+05,0.563089445137631046E+05,0.104848383817537933E+04
0.257527232170104980E-01,0.111623582446834735E+05,0.169709277153015137E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.844900906085968018E+00,0.889917612075805664E-01,0.557154361713632607E+05,0.558630497480175181E+05,0.563101304610621082E+05,0.104848383817537933E+04
0.549827158451080322E+00,0.100570086667391406E+05,0.196712207794189453E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.720815658569335938E-01,0.319838643074035645E+00,0.557163823986753487E+05,0.558633100491306468E+05,0.563101120242725956E+05,0.104848383817537933E+04
0.487717092037200928E+00,0.243527985799851532E+01,0.198257112503051758E+01,0.148569116000000008E+03,0.560125878819999998E+05,0.418640434741973877E+00,0.233466744422912598E+00,0.557154752776130699E+05,0.558635528095504924E+05,0.563105985054623234E+05,0.104848383817537933E+04
