seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.453423422803083842E+00,0.178450275619066439E+02,0.143192330287723579E+01,0.159059151000000014E+03,0.555193818529999990E+05,0.848625859816879879E+00,0.528889324664631455E+00,0.550430099880006164E+05,0.553602750255064821E+05,0.555194662650081518E+05,0.556787090172937897E+05,0.561548272698778383E+05,0.197927248547519707E+04
0.485029639860429629E+00,0.494959335995464329E+02,0.145975006273162933E+01,0.159059151000000014E+03,0.555193818529999990E+05,0.908976840263427621E+00,0.764890745516171866E+00,0.550429185008028580E+05,0.553603512514223112E+05,0.555194993204215716E+05,0.556786657778702502E+05,0.561546845533327723E+05,0.198007629839789956E+04
0.871839279857207328E+00,0.941919081546239312E+01,0.185673105801331872E+01,0.159059151000000014E+03,0.555193818529999990E+05,0.791052310078427023E+00,0.249332958675097353E-01,0.550431134361020086E+05,0.553603421235827191E+05,0.555183951830908336E+05,0.556786886000951563E+05,0.561555716486265155E+05,0.198013880835229043E+04
0.346866089752199458E+00,0.634974973300612877E+01,0.133421632145959723E+01,0.159059151000000014E+03,0.555193818529999990E+05,0.611325326698738625E+00,0.347566376249666242E+00,0.550429491800629112E+05,0.553603371554265614E+05,0.555194512956589242E+05,0.556786046869721249E+05,0.561556460251873723E+05,0.198254309299881493E+04
0.949575697282474707E+00,0.860596630082988590E+01,0.193963761584874517E+01,0.159059151000000014E+03,0.555193818529999990E+05,0.381251972479858536E+00,0.376882736551792719E+00,0.550430060277293087E+05,0.553603233215608561E+05,0.555194394979578210E+05,0.556786966524913223E+05,0.561552572275304119E+05,0.198302403490293204E+04
0.863180593137307217E+00,0.449964723731480376E+01,0.185574184496998518E+01,0.159059151000000014E+03,0.555193818529999990E+05,0.181042209860444753E+00,0.800656697567848963E+00,0.550430410650403792E+05,0.553603351226751547E+05,0.555195220250032362E+05,0.556786200343346063E+05,0.561556701885354778E+05,0.198314013948633396E+04
0.155100712078042498E-01,0.197607865418344682E+04,0.672795623252672281E+00,0.159059151000000014E+03,0.555193818529999990E+05,0.556841324468857479E+00,0.356637402072173593E+00,0.550425903055537419E+05,0.553603061043243215E+05,0.555194586459579004E+05,0.556787369775084226E+05,0.561557100161191411E+05,0.198334395558786923E+04
0.107670129814502885E-01,0.209595588418343959E+04,0.112084619845743458E+00,0.159059151000000014E+03,0.555193818529999990E+05,0.570131317703160612E+00,0.720639632482257153E+00,0.550420230542928985E+05,0.553603018423032045E+05,0.555195340163785731E+05,0.556786999277716313E+05,0.561556979241572117E+05,0.198353618607787189E+04
0.189650787371983209E+00,0.301485932940534829E+01,0.117828555524620127E+01,0.159059151000000014E+03,0.555193818529999990E+05,0.251247211024719364E-01,0.142269181628074032E+00,0.550427377570395620E+05,0.553603237813353480E+05,0.555194897729232398E+05,0.556786848908013344E+05,0.561555270759077612E+05,0.198404215026529960E+04
0.157540173329748755E-01,0.923638296190435540E+03,0.857958051580432257E+00,0.159059151000000014E+03,0.555193818529999990E+05,0.699098080788969733E+00,0.535871001183780615E+00,0.550430810388139653E+05,0.553603435899603719E+05,0.555195333949502528E+05,0.556787207051453515E+05,0.561556864151377667E+05,0.198430551169733121E+04
0.128998655136681201E-01,0.509949666586565763E+04,0.174171865700872203E+00,0.159059151000000014E+03,0.555193818529999990E+05,0.743499231819350292E+00,0.313557679309932058E+00,0.550427723394469867E+05,0.553603320933641080E+05,0.555194825660430433E+05,0.556787077609221233E+05,0.561546795328759326E+05,0.198435436419032635E+04
0.545035997546475137E+00,0.629281519507151454E+01,0.153099684176101980E+01,0.159059151000000014E+03,0.555193818529999990E+05,0.765167459433677144E+00,0.623411366252821009E+00,0.550418733873627352E+05,0.553603582100647836E+05,0.555194234183839508E+05,0.556786627352749856E+05,0.561556559240510105E+05,0.198460279205653865E+04
0.140861168533409162E-01,0.105286752885028454E+04,0.737093377093924640E+00,0.159059151000000014E+03,0.555193818529999990E+05,0.335816134132608746E+00,0.622684937560353396E-01,0.550427337000111656E+05,0.553602899340176591E+05,0.555194966373160423E+05,0.556787392213537096E+05,0.561555254673792660E+05,0.198471602416406245E+04
