seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.477681048035727071E-01,0.784455476396669042E+03,0.633282342809358911E+00,0.205917200000000008E+03,0.557034936000000016E+05,0.873745737756172369E+00,0.961435785411624139E-01,0.552916682798009351E+05,0.554975840198041260E+05,0.557034575950916114E+05,0.559093589901314335E+05,0.561153165745027945E+05,0.744477320553140999E+04
0.490103522336203037E-01,0.645993218789234675E+03,0.722038507395345031E+00,0.205917200000000008E+03,0.557034936000000016E+05,0.879181558231201921E+00,0.276122201757612151E+00,0.552916727928527762E+05,0.554975631596990570E+05,0.557034410975332212E+05,0.559093952880266152E+05,0.561153227966285485E+05,0.744661931676380846E+04
0.595098305962303772E-01,0.162448368011739689E+03,0.920975996413757825E+00,0.205917200000000008E+03,0.557034936000000016E+05,0.337174790929301971E+00,0.852872929571467431E+00,0.552916690467128574E+05,0.554975638488460681E+05,0.557034611712074693E+05,0.559093585920842743E+05,0.561153238443151495E+05,0.744715146839167937E+04
0.457651361115089320E-01,0.107901101705071687E+04,0.564109108775569523E+00,0.205917200000000008E+03,0.557034936000000016E+05,0.357355003614025335E+00,0.672425716988269362E+00,0.552916735459312258E+05,0.554975533609876802E+05,0.557034473648317144E+05,0.559093919964085726E+05,0.561153084359690110E+05,0.744720454357899143E+04
0.551822166662388619E-01,0.197434425454946364E+03,0.882351998221057365E+00,0.205917200000000008E+03,0.557034936000000016E+05,0.642712089862156000E+00,0.132506068100965047E+00,0.552916905914197123E+05,0.554975501300580872E+05,0.557034527451416070E+05,0.559093961834528163E+05,0.561153219954407905E+05,0.744766809036349514E+04
0.427255830638179623E-01,0.159490523459546034E+04,0.145973270296952035E+00,0.205917200000000008E+03,0.557034936000000016E+05,0.504097837094860668E+00,0.699966044942382570E+00,0.552916687200992383E+05,0.554975356801231901E+05,0.557034677452791002E+05,0.559093690752968760E+05,0.561153070167142432E+05,0.744771569908851598E+04
0.523593900169724985E-01,0.508059883597651606E+03,0.746298834382995491E+00,0.205917200000000008E+03,0.557034936000000016E+05,0.956885229668908210E+00,0.304146911757671945E+00,0.552916698901198179E+05,0.554975590519888356E+05,0.557034464385825777E+05,0.559093680679831523E+05,0.561153044623006354E+05,0.744782676162770804E+04
0.445925465575083696E-01,0.113610921997227729E+04,0.511633318902307788E+00,0.205917200000000008E+03,0.557034936000000016E+05,0.606702087233990106E+00,0.204233213962919075E+00,0.552916589320938874E+05,0.554975710613048213E+05,0.557034710180911934E+05,0.559093730961018082E+05,0.561153070196713234E+05,0.744790334006078774E+04
0.487036921363047035E-01,0.624549433470812119E+03,0.723516025757458769E+00,0.205917200000000008E+03,0.557034936000000016E+05,0.399966418908354271E+00,0.261698751878747415E+00,0.552916674019615311E+05,0.554975626487877598E+05,0.557034322266631789E+05,0.559093730608136975E+05,0.561153098839704617E+05,0.744819251501253711E+04
0.453225489484827965E-01,0.955386697477387884E+03,0.575616448481215515E+00,0.205917200000000008E+03,0.557034936000000016E+05,0.607403827781783368E+00,0.772590040208226414E+00,0.552916650219039875E+05,0.554975770853168724E+05,0.557034579954062428E+05,0.559093730206039181E+05,0.561153130515443409E+05,0.744819254402113256E+04
0.447714598743699094E-01,0.954766385551455301E+03,0.596641122584158912E+00,0.205917200000000008E+03,0.557034936000000016E+05,0.872165267247689724E+00,0.338559425001055070E+00,0.552916705153904986E+05,0.554975645324556972E+05,0.557034505035725015E+05,0.559093682098898644E+05,0.561153147169254298E+05,0.744819878997675369E+04
