seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_likelihood
0.328805616602786288E+00,0.934666913956795725E+04,0.125227313042092492E+01,0.158322391000000010E+03,0.557180411119999990E+05,0.180277417001642737E+00,0.182281775651420321E-01,0.550847466717864518E+05,0.552430768726883980E+05,0.557180390094129980E+05,0.558763671041461348E+05,0.560346791965610682E+05,0.563513205050975521E+05,0.200432365663668133E+05
0.311574429308691336E+00,0.107998958195267660E+05,0.121058163713519140E+01,0.158322391000000010E+03,0.557180411119999990E+05,0.559863848981960288E+00,0.990935619860975114E+00,0.550847528782482113E+05,0.552430768190559975E+05,0.557180387630126133E+05,0.558763703062455097E+05,0.560346840278609961E+05,0.563513333931446541E+05,0.200445724596675609E+05
0.272842625881876855E+00,0.162556418612791895E+05,0.115641113216913927E+01,0.158322391000000010E+03,0.557180411119999990E+05,0.781447446606845730E+00,0.326186903034146436E+00,0.550847490288720728E+05,0.552430762889615144E+05,0.557180391315050583E+05,0.558763725282544474E+05,0.560346822140488657E+05,0.563513237594529201E+05,0.200445919130948678E+05
0.287661332206638143E+00,0.989235103102004723E+04,0.120849921634339652E+01,0.158322391000000010E+03,0.557180411119999990E+05,0.443703940350327689E-01,0.985514517568754633E+00,0.550847444674853323E+05,0.552430714248964650E+05,0.557180435343691061E+05,0.558763653051077636E+05,0.560346924373049405E+05,0.563513305072397343E+05,0.200446571587504950E+05
0.890013357019247220E+00,0.112709245961263678E+05,0.182941390349350241E+01,0.158322391000000010E+03,0.557180411119999990E+05,0.640023062227651485E-01,0.768112846225930013E+00,0.550847450366979683E+05,0.552430781782231934E+05,0.557180489842276220E+05,0.558763727442950185E+05,0.560346868425327993E+05,0.563513301276241982E+05,0.200450546468858192E+05
0.179727195846327764E+00,0.111851630124753010E+05,0.108014627398881258E+01,0.158322391000000010E+03,0.557180411119999990E+05,0.282517871198086745E+00,0.312979925583190932E+00,0.550847413179965370E+05,0.552430798864480676E+05,0.557180408952584039E+05,0.558763687368548490E+05,0.560346798963829206E+05,0.563513328846735603E+05,0.200451733637072102E+05
0.926039979610721709E+00,0.985557883974950528E+04,0.186957036652221231E+01,0.158322391000000010E+03,0.557180411119999990E+05,0.231475679088946618E-02,0.668368425471261518E+00,0.550847561300861998E+05,0.552430690483418221E+05,0.557180396174550042E+05,0.558763708394618807E+05,0.560346829873161478E+05,0.563513347349549513E+05,0.200452344373622473E+05
0.872499710449472055E+00,0.207166150548822734E+05,0.180705762198659570E+01,0.158322391000000010E+03,0.557180411119999990E+05,0.115475638303472836E+00,0.657342368736173133E+00,0.550847471335211230E+05,0.552430771066693560E+05,0.557180445768036516E+05,0.558763679558014628E+05,0.560346880314445007E+05,0.563513357899198963E+05,0.200455696491177987E+05
0.980355832096211216E-01,0.119485992340284247E+05,0.957936267892626203E+00,0.158322391000000010E+03,0.557180411119999990E+05,0.635947468240199654E+00,0.278048477447504883E+00,0.550847465259190503E+05,0.552430730155611745E+05,0.557180474252990462E+05,0.558763699342136824E+05,0.560346888384797276E+05,0.563513303440851960E+05,0.200456690036003238E+05
0.162568044294435776E+00,0.984535378263330131E+04,0.107783773905999958E+01,0.158322391000000010E+03,0.557180411119999990E+05,0.553566346099279658E-02,0.748630980922405653E+00,0.550847436221650496E+05,0.552430766988738178E+05,0.557180418543615669E+05,0.558763603284186465E+05,0.560346864282462120E+05,0.563513305640784238E+05,0.200459298983423505E+05
