seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.124788869576214854E-01,0.444215838690109103E+04,0.261874375053861519E+00,0.212597458999999986E+03,0.554716275180000011E+05,0.506247787941885519E+00,0.802970749901198655E+00,0.550472786061814622E+05,0.552581720611351484E+05,0.554724978494954557E+05,0.556842131131308415E+05,0.561093239328665659E+05,0.232218599314009407E+04
0.848341564699652939E+00,0.908672073466430561E+02,0.182850894900697036E+01,0.212597458999999986E+03,0.554716275180000011E+05,0.803015028760688976E+00,0.927439780220674082E+00,0.550471973224677859E+05,0.552580361502429732E+05,0.554726032370435569E+05,0.556842058725496609E+05,0.561093276497915504E+05,0.232344087166177451E+04
0.504786926663617769E-01,0.491932232154055793E+01,0.103158546234652193E+01,0.212597458999999986E+03,0.554716275180000011E+05,0.557623195529510784E+00,0.492738663827848533E+00,0.550465588703378380E+05,0.552589949038205596E+05,0.554715068604478656E+05,0.556841863207415736E+05,0.561093843246887118E+05,0.232371081483418038E+04
0.503389792771685052E+00,0.394317222780520638E+02,0.148435073763245051E+01,0.212597458999999986E+03,0.554716275180000011E+05,0.829530307300254455E+00,0.746339986621508800E+00,0.550463899086100355E+05,0.552589499866457918E+05,0.554715369879450518E+05,0.556841383828644903E+05,0.561093123121436292E+05,0.232442021244434727E+04
0.835196215853873936E+00,0.480006344854559075E+03,0.181483396433791189E+01,0.212597458999999986E+03,0.554716275180000011E+05,0.753803395518895303E+00,0.315104786474755261E+00,0.550464284043243315E+05,0.552591163129029446E+05,0.554714308393220563E+05,0.556841804161692489E+05,0.561093360137387135E+05,0.232532170613103244E+04
0.775393361191153763E+00,0.771013196960754073E+02,0.175926041456206983E+01,0.212597458999999986E+03,0.554716275180000011E+05,0.796934961589486068E+00,0.175682435674831217E+00,0.550464367887783519E+05,0.552599528716873974E+05,0.554714273025444563E+05,0.556842887185559302E+05,0.561093204786604038E+05,0.232537481889246465E+04
0.146992434735060858E-01,0.690766603379087610E+04,0.669493547959097018E-01,0.212597458999999986E+03,0.554716275180000011E+05,0.222072419911854391E+00,0.243601333565566819E+00,0.550473438947915565E+05,0.552581324326957983E+05,0.554724991013316758E+05,0.556842418736045001E+05,0.561092876447975723E+05,0.232544815707585258E+04
0.469199451284972813E+00,0.524322372442560525E+01,0.145475519067992742E+01,0.212597458999999986E+03,0.554716275180000011E+05,0.680088052379817953E+00,0.471899370768898208E+00,0.550464982817458949E+05,0.552590231336027718E+05,0.554723383388588336E+05,0.556841743104612906E+05,0.561093526648105035E+05,0.232576805369699014E+04
0.134808202159895623E-01,0.464256980746203044E+04,0.269477726740097012E+00,0.212597458999999986E+03,0.554716275180000011E+05,0.228860905731265052E+00,0.215238572456055099E+00,0.550463497119346503E+05,0.552597877872950266E+05,0.554714539827233311E+05,0.556842613454251332E+05,0.561092833962735094E+05,0.232597946832293565E+04
0.172878315388754131E-01,0.576199124194422348E+04,0.532018031901876909E+00,0.212597458999999986E+03,0.554716275180000011E+05,0.922083445049155848E+00,0.419967802073131224E+00,0.550472211763781961E+05,0.552589758072874611E+05,0.554722710764931107E+05,0.556842000873452562E+05,0.561093504482359422E+05,0.232601953122443228E+04
0.554680335140230074E+00,0.325274602187500008E+02,0.153081167599373025E+01,0.212597458999999986E+03,0.554716275180000011E+05,0.922205064260153584E+00,0.407023391280308011E+00,0.550472699235441905E+05,0.552589936419706792E+05,0.554714563987151996E+05,0.556841542788375446E+05,0.561092802708417366E+05,0.232610036758400020E+04
0.142657034999411712E-01,0.346558780788481909E+04,0.398174308541270838E+00,0.212597458999999986E+03,0.554716275180000011E+05,0.848699827439252319E+00,0.817493165978556591E+00,0.550465152715930381E+05,0.552590389116987280E+05,0.554723776681616364E+05,0.556842222093919554E+05,0.561093264950510275E+05,0.232649265785598163E+04
0.375110206721983752E+00,0.400906554387673797E+01,0.136731004632264175E+01,0.212597458999999986E+03,0.554716275180000011E+05,0.185200540739771408E+00,0.208503323414654301E+00,0.550464888902180101E+05,0.552591175504894345E+05,0.554713691873779608E+05,0.556842157776525419E+05,0.561092772029656699E+05,0.232649399904779420E+04
0.127977340145206293E-01,0.926513093411435329E+04,0.285530206775571449E+00,0.212597458999999986E+03,0.554716275180000011E+05,0.185357489378792067E+00,0.129628639057788431E+00,0.550464707237807452E+05,0.552588375392032976E+05,0.554714873724011777E+05,0.556842367589355563E+05,0.561093501703630754E+05,0.232661397004858645E+04
0.121395293081622228E-01,0.466707247869557705E+04,0.929904570922722579E-01,0.212597458999999986E+03,0.554716275180000011E+05,0.767619666485344743E+00,0.842953125011886573E+00,0.550464476649450589E+05,0.552589522274717165E+05,0.554725424016022516E+05,0.556842824276765605E+05,0.561092939775071864E+05,0.232662641218397675E+04
0.444145669375003715E+00,0.852997428390501078E+01,0.143000706642469555E+01,0.212597458999999986E+03,0.554716275180000011E+05,0.636746205802548815E+00,0.243896679234158892E+00,0.550454555525855685E+05,0.552591686680700004E+05,0.554714726087072704E+05,0.556842551706109807E+05,0.561092373840026339E+05,0.232668988643813736E+04
0.553337749026763734E-01,0.884902242999690536E+01,0.103792123819334114E+01,0.212597458999999986E+03,0.554716275180000011E+05,0.317127145879233852E+00,0.394431458201345175E+00,0.550473566761016846E+05,0.552590112509983155E+05,0.554714645351509680E+05,0.556842501140471140E+05,0.561093808661022849E+05,0.232674970778292936E+04
0.160648033531187416E-01,0.637830733062338913E+04,0.649012268543388893E+00,0.212597458999999986E+03,0.554716275180000011E+05,0.991905977498021563E+00,0.457418080177025344E+00,0.550472927307211430E+05,0.552589351502004429E+05,0.554723887073765945E+05,0.556841841216219982E+05,0.561093405758431982E+05,0.232677991899961125E+04
0.886402240764130989E+00,0.106275497348876442E+03,0.186808111618527595E+01,0.212597458999999986E+03,0.554716275180000011E+05,0.853028707914601503E+00,0.896791685367474001E-01,0.550464506010314362E+05,0.552598668088908817E+05,0.554725809718348755E+05,0.556842364538014590E+05,0.561093093698588855E+05,0.232681535171716041E+04
0.684212336691154888E+00,0.962182994703093186E+01,0.167518257030648865E+01,0.212597458999999986E+03,0.554716275180000011E+05,0.195849828039094953E+00,0.180253810339082526E+00,0.550464603283090692E+05,0.552598802768774112E+05,0.554726121807286618E+05,0.556842432461819044E+05,0.561093414131398022E+05,0.232697848452715243E+04
0.925461686423997065E+00,0.716612230204362088E+01,0.191484607799046436E+01,0.212597458999999986E+03,0.554716275180000011E+05,0.489025200822051920E+00,0.228488434677419805E+00,0.550464722936814651E+05,0.552590478567286918E+05,0.554725705289104662E+05,0.556843172226129609E+05,0.561092861861978963E+05,0.232728935590318451E+04
0.370975546728621708E+00,0.959630550336410693E+01,0.135842948745774428E+01,0.212597458999999986E+03,0.554716275180000011E+05,0.510529852266096484E+00,0.561157881204276232E+00,0.550464597914252445E+05,0.552592427688749958E+05,0.554716845704443331E+05,0.556842367756392341E+05,0.561092746631848131E+05,0.232731063740252102E+04
0.976566205064378079E+00,0.194659665769145427E+02,0.196506596405300438E+01,0.212597458999999986E+03,0.554716275180000011E+05,0.725912665795602319E+00,0.967869184130411703E-01,0.550464809941899730E+05,0.552591583536788312E+05,0.554714420323187733E+05,0.556842866117723970E+05,0.561093534816124738E+05,0.232733881446209489E+04
