seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.135037667834963307E-01,0.111453207079927612E+02,0.484504199324560958E+00,0.179258949000000001E+03,0.555251150469999993E+05,0.260968278724050706E+00,0.422061010990813945E+00,0.549873854332982955E+05,0.555250137368452415E+05,0.558827088994413207E+05,0.663345424396005001E+04
0.111646364538564389E-01,0.551013806471706591E+01,0.250117038564373506E+00,0.179258949000000001E+03,0.555251150469999993E+05,0.493544749222199708E+00,0.972322720457416634E+00,0.549874878870043030E+05,0.555253660891563050E+05,0.558833101993467208E+05,0.663377826842271497E+04
0.409893704959576832E+00,0.107000411176746324E+01,0.139090208218072786E+01,0.179258949000000001E+03,0.555251150469999993E+05,0.852515548856133121E+00,0.693342956341149452E-01,0.549868466458710100E+05,0.555249828972984615E+05,0.558837951319663407E+05,0.663402376311031912E+04
0.444431955776180720E+00,0.148198837935663086E+01,0.142652142847635877E+01,0.179258949000000001E+03,0.555251150469999993E+05,0.865674963145657728E+00,0.481796501503329866E+00,0.549881877740678246E+05,0.555252833609693334E+05,0.558836930110841131E+05,0.663461265608087524E+04
0.147547449960062655E-01,0.423258775714068207E+02,0.118162969279092700E+00,0.179258949000000001E+03,0.555251150469999993E+05,0.561421165004259759E+00,0.642612217297371807E-01,0.549870920314373434E+05,0.555255681411304031E+05,0.558834692445367182E+05,0.663535771736114293E+04
0.194573555127438014E-01,0.912557878515280436E+03,0.670408838933432838E+00,0.179258949000000001E+03,0.555251150469999993E+05,0.180502975601643773E+00,0.533074401151515609E+00,0.549881765614446922E+05,0.555252438575209817E+05,0.558833753596550887E+05,0.663569299670259352E+04
0.149286219759284869E-01,0.729172256308743982E+01,0.670361965550735239E+00,0.179258949000000001E+03,0.555251150469999993E+05,0.388129876223507753E+00,0.978266254282755598E+00,0.549877085203285897E+05,0.555256573541224716E+05,0.558837430156190821E+05,0.663587478915840620E+04
0.140007958743143188E-01,0.595923345716440789E+01,0.301414611234261165E+00,0.179258949000000001E+03,0.555251150469999993E+05,0.616468286516316910E+00,0.608198233915225983E+00,0.549873089016113809E+05,0.555257343611595134E+05,0.558831609025244979E+05,0.663618649503826418E+04
0.424339821588551380E+00,0.570674887289513411E+01,0.138738393223687551E+01,0.179258949000000001E+03,0.555251150469999993E+05,0.984936355461538571E+00,0.817134744033609306E+00,0.549869967078607442E+05,0.555250543440389738E+05,0.558838984911390653E+05,0.663628937672434949E+04
0.138483825218784252E-01,0.997086648032557044E+01,0.342461309347133591E+00,0.179258949000000001E+03,0.555251150469999993E+05,0.904179916901606817E+00,0.554292047473233684E+00,0.549873850192971586E+05,0.555256360808900354E+05,0.558827261087099687E+05,0.663631256565095100E+04
