seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.133392214775085449E-01,0.100389213061596092E+05,0.148869514465332031E+00,0.190860017999999997E+03,0.558529632920000004E+05,0.704916119575500488E-01,0.195336580276489258E+00,0.552794724759283927E+05,0.554713988346132828E+05,0.556630956370952845E+05,0.558522539154264377E+05,0.560437653550925825E+05,0.562347667652043601E+05,0.564252274994376130E+05,0.165218262904220719E+05
0.152162313461303711E-01,0.409821036011147080E+06,0.845144748687744141E+00,0.190860017999999997E+03,0.558529632920000004E+05,0.122313439846038818E+00,0.396538376808166504E-01,0.552797934897366431E+05,0.554708358973536087E+05,0.556612739824178934E+05,0.558530169004175114E+05,0.560431621130529020E+05,0.562345599932345649E+05,0.564263094214919038E+05,0.165235966840017609E+05
0.304061770439147949E-01,0.109916877265293042E+05,0.970820665359497070E+00,0.190860017999999997E+03,0.558529632920000004E+05,0.724595665931701660E+00,0.840013623237609863E-01,0.552804144292298224E+05,0.554715124606165482E+05,0.556621055938127756E+05,0.558531934481832432E+05,0.560431185587468717E+05,0.562355264092358848E+05,0.564246770048859544E+05,0.165240648380852581E+05
0.263069868087768555E-01,0.142597914334534347E+06,0.862249016761779785E+00,0.190860017999999997E+03,0.558529632920000004E+05,0.920979797840118408E+00,0.661260187625885010E+00,0.552796246855679419E+05,0.554713758766922547E+05,0.556616934800270319E+05,0.558527843823406147E+05,0.560436863362613294E+05,0.562338803828629752E+05,0.564262492599013276E+05,0.165240729313310003E+05
0.107960700988769531E-01,0.736654007009437191E+06,0.606095552444458008E+00,0.190860017999999997E+03,0.558529632920000004E+05,0.409233570098876953E-01,0.672306835651397705E+00,0.552794687984410193E+05,0.554713893274340226E+05,0.556614590790394068E+05,0.558539079951021122E+05,0.560431987068477247E+05,0.562341323240670463E+05,0.564250558273318238E+05,0.165241375025025191E+05
0.396883487701416016E-02,0.133692405966020567E+01,0.635135173797607422E-01,0.190860017999999997E+03,0.558529632920000004E+05,0.890307843685150146E+00,0.179092049598693848E+00,0.552801094001952079E+05,0.554720757376226975E+05,0.556624520409229517E+05,0.558524199907752918E+05,0.560435133918347929E+05,0.562340054018172523E+05,0.564255868417742677E+05,0.165241414487474322E+05
0.580492615699768066E-01,0.125374272916231537E+06,0.101139700412750244E+01,0.190860017999999997E+03,0.558529632920000004E+05,0.671133100986480713E+00,0.371107161045074463E+00,0.552801609770480063E+05,0.554720980227264954E+05,0.556616231945875406E+05,0.558530076047155308E+05,0.560436550018611524E+05,0.562340122211846610E+05,0.564259246488335557E+05,0.165242284323379354E+05
0.934028625488281250E-02,0.344368410385567891E+01,0.857582211494445801E+00,0.190860017999999997E+03,0.558529632920000004E+05,0.479965329170227051E+00,0.775039911270141602E+00,0.552803688279810813E+05,0.554716025663885666E+05,0.556620664063814402E+05,0.558523142403337406E+05,0.560439851594987485E+05,0.562347409124049445E+05,0.564261095125201173E+05,0.165244302320157622E+05
0.743178308010101318E+00,0.769450416852947092E+06,0.172720789909362793E+01,0.190860017999999997E+03,0.558529632920000004E+05,0.251911699771881104E+00,0.913082420825958252E+00,0.552805714413348105E+05,0.554702742800983979E+05,0.556611535858038187E+05,0.558532073441717075E+05,0.560445490487638090E+05,0.562340638897094032E+05,0.564261404948952622E+05,0.165245848284695458E+05
0.658339262008666992E-02,0.212513837503219247E+04,0.470653176307678223E+00,0.190860017999999997E+03,0.558529632920000004E+05,0.639792382717132568E+00,0.618866026401519775E+00,0.552798381666365531E+05,0.554721825725111557E+05,0.556628474253538370E+05,0.558519853786203312E+05,0.560439934979501340E+05,0.562344843581589957E+05,0.564261191644194550E+05,0.165246720912066921E+05
