seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_likelihood
0.392988026142120361E+00,0.110571326791487667E+02,0.199469125270843506E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.786977112293243408E+00,0.141110599040985107E+00,0.557505525544168995E+05,0.125247368551327327E+04
0.131141364574432373E+00,0.191978026977435604E+03,0.198668777942657471E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.332375168800354004E+00,0.928932785987854004E+00,0.557503959953072117E+05,0.125247368551327327E+04
0.717260062694549561E+00,0.928389636291457521E+01,0.179087817668914795E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.781503856182098389E+00,0.925947546958923340E+00,0.557494658692362354E+05,0.125247368551327327E+04
0.107162892818450928E+00,0.113222574131013701E+03,0.181815445423126221E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.893022358417510986E+00,0.904613196849822998E+00,0.557489841597559498E+05,0.125247368551327327E+04
0.677360713481903076E+00,0.150210768790735733E+04,0.195919835567474365E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.825436472892761230E+00,0.594398319721221924E+00,0.557496784996273564E+05,0.125247368551327327E+04
0.712119519710540771E+00,0.553450251887685372E+05,0.177899503707885742E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.410315752029418945E+00,0.214513957500457764E+00,0.557496466033937977E+05,0.125247368551327327E+04
0.721068143844604492E+00,0.807027780793923100E+01,0.193223428726196289E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.275492966175079346E+00,0.843401849269866943E+00,0.557496844414951847E+05,0.125247368551327327E+04
0.490423560142517090E+00,0.240667536716558089E+03,0.180087399482727051E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.992269039154052734E+00,0.558492243289947510E+00,0.557486603070976780E+05,0.125247368551327327E+04
0.104863643646240234E-01,0.928784456906574487E+05,0.143068456649780273E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.888897299766540527E+00,0.663364052772521973E+00,0.557493093899967716E+05,0.125247368551327327E+04
0.393662035465240479E+00,0.540991618248365485E+05,0.166154301166534424E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.354929268360137939E+00,0.322771608829498291E+00,0.557491554869892643E+05,0.125247368551327327E+04
0.128002882003784180E+00,0.169263822040129831E+06,0.132887029647827148E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.986393690109252930E+00,0.695991098880767822E+00,0.557494659610273884E+05,0.125247368551327327E+04
0.429323434829711914E+00,0.138379854396010032E+05,0.162312674522399902E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.475851416587829590E+00,0.431172788143157959E+00,0.557500227523329304E+05,0.125247368551327327E+04
0.495565593242645264E+00,0.191070121399307618E+04,0.164893734455108643E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.303004205226898193E+00,0.903726398944854736E+00,0.557492336171152638E+05,0.125247368551327327E+04
0.558093190193176270E-01,0.282503489787757826E+04,0.141979634761810303E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.620808541774749756E+00,0.285832226276397705E+00,0.557495892689707325E+05,0.125247368551327327E+04
0.661736369132995605E+00,0.352487287984830164E+04,0.173820483684539795E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.824716031551361084E+00,0.843779683113098145E+00,0.557493356652739094E+05,0.125247368551327327E+04
0.290775835514068604E+00,0.521761412538003455E+01,0.133537089824676514E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.204081773757934570E+00,0.854444801807403564E+00,0.557495196632626103E+05,0.125247368551327327E+04
0.218737125396728516E+00,0.253516089663063617E+02,0.175381767749786377E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.301084399223327637E+00,0.859368801116943359E+00,0.557491457723858402E+05,0.125247368551327327E+04
0.207059562206268311E+00,0.274900321745887231E+04,0.140538072586059570E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.149014353752136230E+00,0.384878754615783691E+00,0.557500016770842121E+05,0.125247368551327327E+04
0.450209438800811768E+00,0.596288492984122422E+05,0.151759767532348633E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.302774846553802490E+00,0.708999991416931152E+00,0.557505085262539433E+05,0.125247368551327327E+04
0.410856783390045166E+00,0.255386649611351999E+03,0.192604458332061768E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.994787693023681641E+00,0.456415832042694092E+00,0.557492935204985188E+05,0.125247368551327327E+04
0.516518354415893555E+00,0.281708309101743862E+04,0.184063208103179932E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.960411012172698975E+00,0.738630890846252441E-01,0.557502598321917103E+05,0.125247368551327327E+04
0.660125315189361572E+00,0.425744999903457530E+06,0.174369120597839355E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.316263616085052490E+00,0.839265227317810059E+00,0.557486708410265492E+05,0.125247368551327327E+04
0.169333994388580322E+00,0.130442295892233433E+05,0.149571824073791504E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.632591485977172852E+00,0.605712890625000000E+00,0.557487655084612416E+05,0.125247368551327327E+04
0.317050039768218994E+00,0.130512994202788541E+05,0.151804471015930176E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.756907105445861816E+00,0.218503057956695557E+00,0.557499465196611927E+05,0.125247368551327327E+04
0.602245390415191650E+00,0.649549206747350993E+01,0.181455647945404053E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.126363456249237061E+00,0.650631427764892578E+00,0.557500840727570103E+05,0.125247368551327327E+04
0.132993817329406738E+00,0.155600119375609296E+03,0.138492739200592041E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.210909247398376465E+00,0.133614003658294678E+00,0.557494139259340809E+05,0.125247368551327327E+04
0.387817740440368652E+00,0.209585246273312048E+06,0.184794950485229492E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.484959900379180908E+00,0.537126064300537109E-01,0.557489421407463597E+05,0.125247368551327327E+04
0.130164027214050293E+00,0.899626712994300419E+03,0.139145469665527344E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.192006528377532959E+00,0.559633374214172363E-01,0.557495069056036518E+05,0.125247368551327327E+04
0.399633646011352539E+00,0.420112766367016302E+05,0.144218850135803223E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.794963836669921875E-01,0.667439341545104980E+00,0.557499259331705616E+05,0.125247368551327327E+04
0.643045902252197266E-01,0.375170055506272474E+05,0.110051143169403076E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.812212824821472168E-01,0.812341928482055664E+00,0.557495592419388340E+05,0.125247368551327327E+04
0.185656726360321045E+00,0.599123185406019502E+03,0.140158176422119141E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.681466102600097656E+00,0.867160737514495850E+00,0.557496957304956959E+05,0.125247368551327327E+04
0.283034026622772217E+00,0.106266970843740727E+01,0.185366809368133545E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.357921779155731201E+00,0.606589436531066895E+00,0.557503315752031849E+05,0.125247368551327327E+04
0.121388435363769531E-01,0.507865181015303708E+06,0.189954757690429688E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.412117242813110352E-01,0.876777470111846924E+00,0.557497040248396443E+05,0.125247368551327327E+04
0.717825472354888916E+00,0.158849825826213433E+06,0.189286720752716064E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.154362738132476807E+00,0.821098566055297852E+00,0.557493436893703984E+05,0.125247368551327327E+04
0.487200319766998291E+00,0.151883531621732924E+06,0.185235631465911865E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.661134898662567139E+00,0.231047689914703369E+00,0.557495446901800678E+05,0.125247368551327327E+04
0.157588720321655273E+00,0.747607958401838987E+05,0.128673458099365234E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.338623523712158203E+00,0.410182476043701172E+00,0.557487777938129948E+05,0.125247368551327327E+04
0.205418109893798828E+00,0.114123685607831540E+05,0.193072283267974854E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.823122262954711914E-01,0.163005590438842773E+00,0.557503884366037892E+05,0.125247368551327327E+04
0.429385840892791748E+00,0.937993690007783334E+04,0.193802058696746826E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.553371250629425049E+00,0.900754094123840332E+00,0.557486728855850743E+05,0.125247368551327327E+04
0.279023826122283936E+00,0.106560554981127940E+02,0.195725643634796143E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.633868575096130371E+00,0.486639618873596191E+00,0.557495891336681889E+05,0.125247368551327327E+04
0.480332970619201660E-01,0.210148808390433522E+06,0.159917521476745605E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.131697058677673340E+00,0.984771132469177246E+00,0.557489295435431050E+05,0.125247368551327327E+04
0.131056308746337891E-01,0.537604369066338350E+01,0.194714415073394775E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.467067837715148926E+00,0.350993752479553223E+00,0.557497726785423802E+05,0.125247368551327327E+04
0.506147563457489014E+00,0.886201123293648561E+05,0.179446816444396973E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.777945458889007568E+00,0.881012380123138428E+00,0.557493041749479817E+05,0.125247368551327327E+04
0.341482996940612793E+00,0.216574603854810306E+03,0.134125590324401855E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.714290022850036621E+00,0.132899641990661621E+00,0.557490591242792652E+05,0.125247422849975601E+04
0.803160607814788818E+00,0.742140513244432630E+06,0.180266344547271729E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.646639823913574219E+00,0.660593450069427490E+00,0.557493664868357228E+05,0.125247516427922756E+04
0.370636641979217529E+00,0.837916239145704544E+01,0.137014627456665039E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.957044363021850586E+00,0.326203107833862305E+00,0.557487044457676457E+05,0.125247716807526581E+04
0.818079710006713867E-02,0.297754433850609523E+06,0.100519752502441406E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.986960530281066895E-01,0.268571913242340088E+00,0.557496663897516773E+05,0.125247730175622473E+04
0.953972339630126953E-03,0.213330955614915729E+05,0.709206581115722656E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.150965690612792969E+00,0.578536272048950195E+00,0.557505053338291691E+05,0.125248376950602528E+04
0.506860017776489258E-02,0.909744681143110512E+02,0.100221955776214600E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.120901048183441162E+00,0.802565157413482666E+00,0.557495983201744602E+05,0.125248717554877476E+04
0.545144081115722656E-03,0.197833599829080398E+01,0.581222772598266602E-01,0.188964363999999989E+03,0.557495800559999989E+05,0.303264915943145752E+00,0.850520372390747070E+00,0.557490911366226719E+05,0.125249127418024182E+04
0.431322932243347168E+00,0.534278069766518274E+04,0.141728937625885010E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.850709855556488037E+00,0.765498936176300049E+00,0.557497543594124363E+05,0.125250311126237625E+04
0.582367420196533203E+00,0.439174518276486879E+03,0.156433737277984619E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.955033183097839355E+00,0.856539726257324219E+00,0.557501202401402043E+05,0.125250388718563431E+04
0.495612621307373047E-02,0.260774934684623120E+06,0.289013266563415527E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.274078249931335449E+00,0.629879534244537354E+00,0.557501730540278004E+05,0.125254267017915527E+04
0.926458179950714111E+00,0.295169145572393027E+06,0.192191302776336670E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.588230371475219727E+00,0.113953113555908203E+00,0.557490500754597233E+05,0.125258339083301894E+04
0.137180089950561523E-02,0.341872009286435263E+06,0.416976213455200195E-01,0.188964363999999989E+03,0.557495800559999989E+05,0.223785281181335449E+00,0.762938320636749268E+00,0.557493874818565891E+05,0.125258499789300413E+04
0.469505786895751953E-02,0.522560607814887015E+06,0.266487240791320801E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.989176869392395020E+00,0.279449224472045898E+00,0.557495630356552647E+05,0.125264134858324746E+04
0.273595669444584881E-02,0.231484611847253072E+05,0.326597398474852973E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.867702409575055733E+00,0.517112169092032059E+00,0.557495815207483101E+05,0.125266562470710755E+04
0.543067481033795360E-01,0.185024501731281426E+02,0.104608441467876490E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.553974479314905399E+00,0.136735712323499653E+00,0.557500715205472952E+05,0.125267753396626927E+04
0.348811793432918195E-02,0.284344939694114007E+01,0.305649616674085522E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.317281424270234313E+00,0.790253459378033929E+00,0.557502452703926538E+05,0.125272392116795618E+04
0.320513564894324698E-01,0.143025053516176435E+02,0.102725769134047673E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.901630087932420166E+00,0.103525758252035652E+00,0.557496725440883383E+05,0.125279534598528085E+04
0.354035615921020508E+00,0.381514789636439236E+06,0.129962193965911865E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.972762763500213623E+00,0.405464351177215576E+00,0.557497154210093067E+05,0.125281817667467021E+04
0.514672209754559296E+00,0.923974936713582906E+01,0.151238157460552580E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.728796582893218470E+00,0.593967392907369218E+00,0.557497505551937647E+05,0.125289764810095085E+04
0.191062688827514648E-02,0.491367972968429910E+03,0.714632987976074219E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.622553110122680664E+00,0.831978678703308105E+00,0.557493159847738789E+05,0.125291603485493988E+04
0.177049636840820312E-02,0.128061837561786653E+02,0.507249474525451660E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.453708231449127197E+00,0.291085839271545410E-01,0.557495103841307209E+05,0.125292030753300332E+04
0.263152315746628285E+00,0.174669288377802410E+02,0.125994194248359270E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.812366082750518581E+00,0.631420593329451219E+00,0.557494536715952490E+05,0.125292566386717522E+04
0.437074563795175841E+00,0.810801621830669774E+03,0.142629090977479644E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.278557618837110665E+00,0.859539497657897278E+00,0.557496508458731332E+05,0.125303695134183727E+04
0.157746553421020508E+00,0.175448028652646666E+06,0.113334810733795166E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.873687863349914551E+00,0.165775835514068604E+00,0.557497252432587193E+05,0.125310833167671899E+04
0.119790831496220228E-01,0.396318105486875866E+06,0.886511505809468692E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.283342365139424956E+00,0.956811027307684969E+00,0.557496773474220026E+05,0.125310964105395738E+04
0.185077345692590510E-02,0.353268577200519758E+02,0.305324357587818229E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.249297880834520591E+00,0.865589755036808434E-01,0.557497134516543738E+05,0.125311239405449601E+04
0.992345094087346835E+00,0.486681050422085682E+05,0.197640009125151650E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.931649419494907871E+00,0.944864854847105584E+00,0.557497668704661701E+05,0.125312066427140098E+04
0.907190728695509430E+00,0.641791233780183575E+04,0.190369991941697325E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.273402792098844993E+00,0.314483732642258818E+00,0.557494122370898403E+05,0.125323972730415221E+04
0.529086589813232422E-02,0.144079079905508479E+05,0.848946928977966309E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.292726516723632812E+00,0.568007588386535645E+00,0.557497534914495991E+05,0.125331427465527190E+04
0.281639016817515197E-02,0.133512908708217310E+04,0.362105459962640153E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.103894053278759183E+00,0.886438858585117062E+00,0.557492495922018788E+05,0.125332980274880492E+04
0.230250954627990723E-01,0.624574432181728189E+06,0.644151210784912109E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.532463133335113525E+00,0.499134659767150879E-01,0.557503574690105961E+05,0.125336810138181636E+04
0.204196138147504612E-02,0.627020720240936811E+02,0.358247439034218462E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.434747042572565245E+00,0.801259680680342923E+00,0.557496312019968755E+05,0.125343726369312571E+04
0.952720642089843750E-02,0.670980634142249357E+06,0.677961111068725586E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.902106404304504395E+00,0.823042809963226318E+00,0.557504928628685520E+05,0.125344207959789537E+04
0.488668620586395264E+00,0.369590577027626801E+06,0.145708835124969482E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.746640205383300781E+00,0.405556619167327881E+00,0.557493060703756855E+05,0.125353144227803705E+04
0.187217022788623358E-01,0.204037272906296625E+06,0.976257672978257496E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.510321472336278115E+00,0.561843692830463981E+00,0.557493513020530518E+05,0.125357480976365241E+04
0.687891244888305664E-02,0.298549750889923482E+01,0.795605301856994629E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.919648647308349609E+00,0.217377662658691406E+00,0.557498589674713658E+05,0.125362480680965723E+04
0.413683236581008362E-01,0.187414224764522110E+02,0.102986469813715242E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.732271453894132840E+00,0.498197197010329940E-01,0.557492447515924650E+05,0.125365101410553780E+04
0.739204090289732885E+00,0.898862846213506964E+04,0.173055314419238870E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.363635549120730983E+00,0.263244674043597748E+00,0.557493489723038438E+05,0.125367622192774706E+04
0.323152182457951909E+00,0.121936780274706161E+05,0.130901745445819095E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.692773368443482029E+00,0.296713859381594780E+00,0.557492457222212761E+05,0.125380375039568753E+04
0.131674526765544805E-01,0.128627882715872081E+06,0.513001705714417833E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.155085265826061941E+00,0.218362877472333072E+00,0.557497405779936089E+05,0.125384834419208323E+04
0.811009049415588379E+00,0.133160404244171682E+01,0.180237460136413574E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.509385645389556885E+00,0.774807512760162354E+00,0.557492821442368077E+05,0.125404709391278357E+04
0.403189659118652344E-02,0.230986915468323506E+01,0.745405197143554688E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.182212650775909424E+00,0.512982130050659180E+00,0.557486506524565266E+05,0.125406016810443839E+04
0.309314036998096509E+00,0.363690901148808825E+04,0.129148120313400239E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.213715603599537257E+00,0.190888019836727048E-01,0.557494177214992887E+05,0.125414180385635927E+04
0.508527159690856934E-01,0.329417243902472605E+06,0.102357006072998047E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.223778009414672852E+00,0.189633965492248535E-01,0.557493975966455982E+05,0.125420063557150979E+04
0.894544567993323603E+00,0.644516898776100220E+03,0.188684432531941915E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.359110274752308556E+00,0.543038857914307171E+00,0.557493376358980167E+05,0.125428856647326802E+04
0.667983170450549668E+00,0.168098020425711292E+01,0.166571478727992472E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.117617842726944963E+00,0.665545920245273481E+00,0.557496408307442907E+05,0.125432839164202164E+04
0.788013328996894566E-02,0.457394406646755669E+05,0.122784249339582069E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.544977611706549459E+00,0.144197855316515439E+00,0.557494812129299389E+05,0.125438033738989611E+04
0.114516488534275145E-01,0.618311248465094948E+06,0.313089326707026216E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.480828710392908976E+00,0.977741118462798542E+00,0.557497223310400877E+05,0.125441978076390569E+04
0.620811806500191129E-02,0.745394897854355509E+01,0.297599296311385209E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.186522854421645901E+00,0.603991623898418872E+00,0.557493868278835580E+05,0.125444715292558840E+04
0.124488119347988639E-01,0.823331190541673550E+02,0.982774954571210668E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.928819047975389389E+00,0.665910399622385962E+00,0.557496477389714710E+05,0.125445339646299112E+04
0.127194166183471680E+00,0.462910916133163788E+06,0.109815311431884766E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.612084746360778809E+00,0.505606710910797119E+00,0.557492987531902836E+05,0.125445407572080126E+04
0.158115548354260359E-01,0.523306321529598790E+06,0.544738466379269370E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.846156574901286040E+00,0.104476300216178999E+00,0.557493942784154278E+05,0.125447250897610843E+04
0.536530416871565885E+00,0.169091780413017696E+06,0.152014406312338402E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.151127141069970522E+00,0.747530545641633903E+00,0.557493571061500625E+05,0.125448179543886636E+04
0.796546291350110069E-02,0.158982538448227402E+02,0.969473276997449007E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.916445094881662481E+00,0.693407630480462722E+00,0.557492598967776576E+05,0.125449721293878474E+04
0.441165328025817871E+00,0.526147032484514872E+06,0.142168033123016357E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.730662643909454346E+00,0.990552008152008057E+00,0.557494218355896519E+05,0.125452620445973889E+04
0.853078817845518735E-02,0.377315157162270083E+02,0.867195934017184755E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.558329851159717783E+00,0.674301951237646913E+00,0.557492124543992613E+05,0.125454268347147422E+04
0.520140331216693230E+00,0.118224281293971615E+03,0.150870281195833078E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.868968718457370226E+00,0.781420851939823802E+00,0.557496457084546200E+05,0.125455278797548317E+04
0.260814504232830646E+00,0.172507809345022215E+05,0.124658296048788220E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.697824369800631311E-01,0.119972339156138669E+00,0.557493093225124248E+05,0.125457021907539593E+04
0.884003608600750113E+00,0.417852624808488530E+06,0.186645392117619324E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.420442405283965981E+00,0.887549226564540050E+00,0.557493789574626862E+05,0.125459591270431451E+04
0.106758157961364068E-01,0.131814133262310323E+06,0.696063652358191454E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.924545016285156951E+00,0.937515261463678029E+00,0.557496615395623376E+05,0.125469341791124202E+04
0.391350817557155860E-02,0.309876681687059552E+02,0.630041984671031008E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.120867331727575911E+00,0.150782962911171575E+00,0.557497595700264574E+05,0.125472038966129230E+04
0.952546599209182054E+00,0.164518309539209326E+03,0.194613615478469804E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.622083791050726975E+00,0.374043921282733449E-01,0.557497126639250419E+05,0.125476341328954027E+04
0.898926019122687769E+00,0.490370560949717813E+02,0.189417327195569363E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.138136211787098062E+00,0.665901577572265424E+00,0.557494768570424640E+05,0.125478566628841713E+04
0.606264120247108733E-02,0.163537558672845080E+04,0.695845636037758286E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.167338997398225109E+00,0.123661237340919244E+00,0.557497397003325241E+05,0.125481224407257673E+04
0.766403810775062849E-02,0.943330577845094709E+01,0.990186386186717393E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.734785431990227389E+00,0.720866989435859251E+00,0.557493756205774771E+05,0.125485892654978534E+04
0.582820177078247070E-02,0.249991028452317146E+02,0.417733788490295410E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.452370762825012207E+00,0.929342150688171387E+00,0.557499400122644947E+05,0.125489382729761746E+04
0.483436567074898606E-02,0.320786914728220581E+05,0.114640954205900245E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.799523684082138919E+00,0.265360241384882900E+00,0.557494112073920478E+05,0.125491736178485735E+04
0.347481015374629720E+00,0.178632791319799988E+01,0.134432112521691383E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.452405448573206748E+00,0.591361423513255491E+00,0.557493347135277218E+05,0.125492726838264912E+04
0.192767482518909038E-01,0.141416374702494250E+05,0.974869090776637082E+00,0.188964363999999989E+03,0.557495800559999989E+05,0.382714028919983851E+00,0.488161722438519297E-01,0.557493636415059373E+05,0.125494856483297076E+04
0.124276735888878984E+00,0.688329902124581849E+01,0.111423741726619485E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.215962147480423736E-01,0.964817461842026991E+00,0.557496695511172875E+05,0.125500262913733786E+04
0.742825865745544434E+00,0.845882634327570850E+04,0.172213399410247803E+01,0.188964363999999989E+03,0.557495800559999989E+05,0.924440741539001465E+00,0.471680760383605957E+00,0.557493639818909214E+05,0.125504694890725591E+04
