seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_likelihood
0.162683473706041921E-01,0.156887947062325111E+03,0.158843451573001587E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.439244850023725708E+00,0.538908326629865653E+00,0.550305603704406749E+05,0.552068475142248572E+05,0.553836578599071217E+05,0.557378612645908288E+05,0.559153776667122511E+05,0.560903337548968775E+05,0.856156667925061447E+04
0.159559889810482400E-01,0.116768384172394036E+03,0.437775640142643641E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.357329767583877342E-01,0.712553398820331307E+00,0.550305051619459191E+05,0.552068160923583055E+05,0.553836312360028969E+05,0.557378484379286238E+05,0.559152365985614088E+05,0.560903460224304436E+05,0.856166975311203532E+04
0.165866990818580584E-01,0.562232264044228174E+02,0.654914496900304233E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.407197893265079713E+00,0.534884182802663588E+00,0.550304960689493964E+05,0.552068210991660744E+05,0.553836347117329206E+05,0.557379612837342065E+05,0.559152437557229277E+05,0.560903342539987061E+05,0.856266981564599155E+04
0.134215087918140522E-01,0.134119902645157964E+03,0.593678745900362639E-01,0.176830399999999997E+03,0.555607911999999997E+05,0.772201179001411275E+00,0.431605552824705641E+00,0.550305838262740217E+05,0.552069668519015540E+05,0.553836892205610638E+05,0.557377967360149123E+05,0.559152368031026854E+05,0.560902891022049007E+05,0.856329320895698584E+04
0.164052107014175004E-01,0.624053440597930660E+02,0.667896989785845774E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.320395390608685660E+00,0.359391884647206672E+00,0.550306158919522713E+05,0.552069246638686382E+05,0.553836811847286153E+05,0.557378199796520057E+05,0.559146668910903609E+05,0.560903581529262447E+05,0.856347332073750840E+04
0.154022010334890977E-01,0.142275351244415816E+03,0.351361587570765910E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.723988787911501903E-02,0.811638109559977283E+00,0.550305191232613361E+05,0.552068589371612325E+05,0.553836333033296251E+05,0.557378548686042777E+05,0.559152236220970372E+05,0.560903071334669294E+05,0.856368486788906557E+04
0.208421504499886751E-01,0.495199435270833543E+01,0.958593789084000281E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.523655164572997878E+00,0.620701834270141140E+00,0.550305817253244168E+05,0.552069301587176524E+05,0.553836681112753577E+05,0.557378282348948705E+05,0.559151518483514228E+05,0.560903096689157173E+05,0.856379454187051670E+04
0.146266851681971389E-01,0.126092384373417005E+03,0.345018812442075828E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.499405830499685899E+00,0.731506327312635651E+00,0.550306102278948747E+05,0.552068644620168634E+05,0.553836941827380651E+05,0.557379811209248655E+05,0.559151878099576061E+05,0.560903078221801188E+05,0.856385063829852515E+04
0.163517449505202854E-01,0.768945522099791212E+01,0.928611962886457754E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.620370865807155156E-01,0.144685740799614326E+00,0.550305728045947253E+05,0.552068391115261984E+05,0.553836497800853540E+05,0.557379738859318823E+05,0.559147407451181352E+05,0.560903523900290456E+05,0.856389139560720287E+04
0.196195152602110165E-01,0.879750610597379890E+01,0.908129581493614224E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.507300672948607811E+00,0.556105046369675393E+00,0.550305386532360208E+05,0.552068400762228775E+05,0.553836375207595047E+05,0.557380021609741671E+05,0.559152715333805099E+05,0.560903410184494569E+05,0.856395484681985909E+04
0.152139808962120648E-01,0.122509535093978258E+03,0.459368216939049848E-01,0.176830399999999997E+03,0.555607911999999997E+05,0.774518712093457351E+00,0.189267722109013881E+00,0.550306246830939781E+05,0.552068257345851162E+05,0.553836501195934106E+05,0.557378352040608297E+05,0.559152492782132904E+05,0.560904067681683300E+05,0.856395780004370863E+04
0.146715821633607649E-01,0.170918093044016217E+03,0.201926168871693124E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.196872921979675347E+00,0.194823893037282841E+00,0.550306102034338910E+05,0.552068713225134634E+05,0.553837024035579743E+05,0.557379292923535977E+05,0.559151376538191253E+05,0.560902904430681810E+05,0.856405750506932782E+04
0.154026249046591273E-01,0.166788788909521571E+03,0.192606456842991935E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.420626489650476665E+00,0.353328526375230434E+00,0.550305511790991222E+05,0.552068189171025442E+05,0.553836295204500129E+05,0.557378649870257141E+05,0.559151703972372852E+05,0.560903270938659771E+05,0.856413494458689274E+04
0.148853665651457259E-01,0.108488978551460278E+03,0.822770261906716760E-01,0.176830399999999997E+03,0.555607911999999997E+05,0.683255694515249923E+00,0.356679153352454592E+00,0.550306290470422609E+05,0.552067796346544710E+05,0.553836941628802888E+05,0.557379275528770158E+05,0.559152161529514415E+05,0.560902926331950075E+05,0.856416371326396074E+04
0.167053019744322663E-01,0.718102088083330727E+02,0.601799131645910368E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.342772763696363725E-01,0.420795974285414653E+00,0.550305511357038195E+05,0.552068800529523942E+05,0.553836678083465886E+05,0.557378207819165837E+05,0.559150896837882901E+05,0.560903101973465891E+05,0.856427727597569719E+04
0.151076219376620174E-01,0.153963394191199825E+03,0.118732488250576862E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.199632578261577015E+00,0.755768592717008914E+00,0.550305616620501241E+05,0.552069125536924184E+05,0.553836248769882732E+05,0.557380542928693758E+05,0.559153622860599280E+05,0.560903151103436758E+05,0.856458892301412016E+04
0.148083033173854149E-01,0.152683792780475301E+03,0.207439485241751098E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.500413547292906435E+00,0.361868297666611771E+00,0.550305840083211078E+05,0.552068555778752998E+05,0.553836844522438259E+05,0.557379154911667065E+05,0.559147822955599840E+05,0.560902992789894561E+05,0.856466520988610682E+04
0.152163121711898219E-01,0.609136331201061836E+02,0.646668984085324028E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.651902379079009386E+00,0.146500156414635097E+00,0.550305939548848910E+05,0.552068379477440467E+05,0.553837274679184484E+05,0.557378702697208792E+05,0.559151521543098788E+05,0.560903435489901312E+05,0.856476144930115152E+04
0.160190787792487445E-01,0.103292151349044374E+03,0.434212529803955194E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.134754946488727684E+00,0.667375145298625849E+00,0.550305743361123750E+05,0.552069235441211131E+05,0.553836722733182178E+05,0.557378573765986876E+05,0.559150590084471696E+05,0.560903379023425005E+05,0.856481297695958892E+04
0.153017575957374169E-01,0.111264602941471651E+03,0.262819870792219523E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.199821327488140299E+00,0.861165950905408928E+00,0.550306235666968132E+05,0.552069506073230077E+05,0.553836207560580660E+05,0.557380433901579308E+05,0.559146392369484747E+05,0.560902847457796888E+05,0.856485324232347375E+04
0.161903748592612182E-01,0.132740877949260749E+03,0.371441102481852858E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.138061403273234601E+00,0.831303222091278465E-01,0.550305623807606098E+05,0.552069370408579125E+05,0.553836698516991819E+05,0.557379047493859835E+05,0.559151097017802313E+05,0.560904007873180017E+05,0.856490459700940664E+04
0.180216301129109760E-01,0.784415131057671022E+01,0.937983454341923095E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.298801104444863408E+00,0.487043752176888223E+00,0.550305683508124857E+05,0.552068577557058888E+05,0.553837012686222661E+05,0.557379191227386546E+05,0.559145759714889500E+05,0.560903722213145738E+05,0.856495815252931607E+04
0.182430220402520007E-01,0.212561509825953436E+02,0.809017349556244048E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.581244280553165127E+00,0.800093566491001273E+00,0.550306151707903409E+05,0.552068167971728180E+05,0.553835796862458010E+05,0.557379850810611533E+05,0.559152087220943795E+05,0.560903097562761177E+05,0.856505820985290484E+04
0.156210439626076353E-01,0.139461644411436254E+03,0.127616606088297342E-01,0.176830399999999997E+03,0.555607911999999997E+05,0.374743370711028478E+00,0.464276842208110274E+00,0.550305255835894059E+05,0.552068789412392143E+05,0.553837274151457168E+05,0.557377928998270872E+05,0.559152338504294239E+05,0.560902885576343542E+05,0.856505964445719474E+04
0.159021882366482507E-01,0.447498167604190229E+02,0.721387945936429631E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.533508605803253211E+00,0.404982143230540104E+00,0.550306097875977357E+05,0.552068749006650178E+05,0.553836538896070342E+05,0.557377087886430381E+05,0.559152478317365385E+05,0.560902996600701299E+05,0.856512208394827758E+04
0.183984063935818606E-01,0.224480642665083501E+02,0.859778004223389347E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.109419817106634468E+00,0.831930891199902489E+00,0.550305394617451893E+05,0.552068705696669203E+05,0.553836610040075175E+05,0.557378097409449838E+05,0.559150525398033424E+05,0.560903199537225228E+05,0.856515132998734225E+04
0.194824646417290255E-01,0.627676449713872486E+01,0.936928533755657433E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.612080080437895968E+00,0.285936712478298050E+00,0.550305729259213913E+05,0.552068797120497766E+05,0.553836229285392910E+05,0.557378784414646943E+05,0.559146492820067942E+05,0.560903155037649994E+05,0.856516226988312883E+04
0.186148852678789910E-01,0.244138287387661492E+02,0.814878170771272115E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.967084864589031978E+00,0.248509081472118143E+00,0.550305317536120492E+05,0.552068867928113032E+05,0.553836355483379302E+05,0.557379331637930882E+05,0.559152113214825149E+05,0.560903271672810079E+05,0.856519170803634188E+04
0.157587763169363508E-01,0.655467642805093647E+02,0.685848344426023604E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.918641913252458697E-01,0.509685222230623347E-01,0.550305541998503249E+05,0.552069404028566569E+05,0.553836605307395512E+05,0.557379470829744969E+05,0.559146376097510147E+05,0.560902893403010166E+05,0.856526187726308126E+04
0.166976630410740554E-01,0.120982461130229993E+03,0.441478474159810674E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.367701694212092325E-01,0.280714676416684780E-01,0.550305596821484432E+05,0.552068601083264730E+05,0.553836433438474414E+05,0.557377950735845297E+05,0.559151822024901994E+05,0.560904026120654307E+05,0.856533084209687695E+04
0.176123915419931429E-01,0.236609852244324372E+02,0.849284795741643617E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.145606865558385229E+00,0.538569150683288922E+00,0.550306502263908842E+05,0.552068317654547427E+05,0.553836858547812517E+05,0.557379745726743204E+05,0.559152386079866410E+05,0.560903117654427042E+05,0.856533394983306425E+04
0.170705733761653648E-01,0.430115095406752062E+02,0.789160962430001667E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.428735120026452310E+00,0.755731567900041701E+00,0.550305739389853406E+05,0.552068495676335297E+05,0.553837015631080430E+05,0.557380484751186159E+05,0.559152360456457754E+05,0.560902855992508630E+05,0.856536824306833478E+04
0.163057935467697500E-01,0.433120792768501346E+02,0.697607672446575955E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.600816982236658692E+00,0.378308034807058102E+00,0.550305539235652031E+05,0.552068240412327505E+05,0.553837230655799649E+05,0.557379171448105481E+05,0.559152567208544788E+05,0.560902996323792759E+05,0.856538585115997012E+04
0.156536382980584227E-01,0.182297929298317939E+03,0.198877761360053210E-01,0.176830399999999997E+03,0.555607911999999997E+05,0.700099970156083828E+00,0.279451051441902354E+00,0.550305901328806576E+05,0.552069047601225320E+05,0.553836592208622315E+05,0.557378740449580728E+05,0.559150902869210768E+05,0.560903074881707071E+05,0.856541575353309418E+04
0.168615933045477666E-01,0.223276357743906715E+02,0.806889353444145918E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.911165342447229021E+00,0.172820487095284581E+00,0.550305755620406344E+05,0.552068587704358797E+05,0.553837173257228569E+05,0.557378232985788345E+05,0.559153324142311540E+05,0.560902892985578292E+05,0.856544726746955712E+04
0.188839117147428827E-01,0.110059461359758810E+02,0.898258633518652316E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.469822842519319883E+00,0.661029418942380875E+00,0.550306318277426690E+05,0.552069176650896989E+05,0.553836448214621705E+05,0.557378159428622021E+05,0.559151346335579947E+05,0.560903497636690954E+05,0.856545386833466000E+04
0.167273771001761190E-01,0.187579067356736999E+02,0.867633960629958789E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.230445628747646347E+00,0.500859344732952905E+00,0.550305748642025428E+05,0.552069273853200648E+05,0.553836939629199333E+05,0.557377866345294242E+05,0.559153725639393961E+05,0.560903120179109901E+05,0.856547428814994419E+04
0.185192898050549545E-01,0.208354657455423506E+02,0.861906783845825752E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.505053033365071347E+00,0.347722748180288921E+00,0.550306036045932051E+05,0.552069278738902867E+05,0.553836773311838115E+05,0.557377928106616746E+05,0.559150503626300560E+05,0.560902870877839232E+05,0.856557574295322956E+04
0.158484029403805002E-01,0.158970375296571547E+03,0.264089222684014691E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.838098790600054627E-01,0.626946730318041490E+00,0.550305932310704084E+05,0.552069419206171369E+05,0.553836587337116434E+05,0.557379854032544681E+05,0.559152100897504715E+05,0.560903786205593060E+05,0.856560870220692777E+04
0.151370104115745863E-01,0.121024442806740396E+03,0.153024310312909778E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.879577543056420108E+00,0.272150778881680933E+00,0.550305351357139516E+05,0.552069256770543579E+05,0.553836070882646600E+05,0.557379850734341599E+05,0.559152270704036273E+05,0.560902941941767713E+05,0.856567044061979141E+04
0.151748473367005580E-01,0.641292860155044337E+02,0.533675211893783863E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.897288770002134140E+00,0.958967398378236940E-01,0.550306600398251830E+05,0.552068990296772754E+05,0.553836326078398342E+05,0.557379732863331301E+05,0.559153349051513942E+05,0.560903119796141254E+05,0.856567714407699714E+04
0.175804791642688134E-01,0.143517722024231063E+02,0.854092450053418828E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.946413355554716951E+00,0.357617677768686637E+00,0.550305927548395266E+05,0.552068940464618936E+05,0.553836214877430903E+05,0.557378924722632146E+05,0.559151416684854776E+05,0.560902849164502331E+05,0.856573361048312654E+04
0.181930354223688896E-01,0.148150395941197921E+02,0.853327167670770659E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.480148056859032613E+00,0.894844262130794932E+00,0.550306601994225130E+05,0.552068469901694261E+05,0.553836134847185094E+05,0.557378577046274222E+05,0.559152069272828303E+05,0.560903135842211414E+05,0.856575012037333909E+04
0.181684130561620173E-01,0.122803927159514199E+02,0.902108880842551253E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.463839562751889090E+00,0.678342411574550219E+00,0.550305640103041660E+05,0.552068604368478045E+05,0.553836867971636893E+05,0.557378484336537076E+05,0.559147712467146703E+05,0.560902846098525260E+05,0.856575188515455193E+04
0.167261364222473299E-01,0.170076250709760473E+02,0.867264637660786653E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.910379622946048267E-01,0.881865170488821737E+00,0.550306384043886210E+05,0.552068755867828804E+05,0.553836774205545007E+05,0.557378673214909650E+05,0.559152398739343553E+05,0.560903537459845029E+05,0.856577815680518142E+04
0.146724302468669490E-01,0.815704171069857864E+02,0.446100519517737160E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.602178367836506356E+00,0.826145724890353234E-01,0.550305745788344211E+05,0.552068462137499082E+05,0.553836512846852856E+05,0.557379431515951510E+05,0.559146935945629375E+05,0.560903029346528783E+05,0.856579270268404980E+04
0.141998311720765453E-01,0.137549199213887391E+03,0.364433355084341493E-01,0.176830399999999997E+03,0.555607911999999997E+05,0.799393785865287199E+00,0.151304021263065969E+00,0.550305802553425601E+05,0.552069207201788158E+05,0.553836824617146776E+05,0.557377915828565601E+05,0.559150810307766587E+05,0.560903407678090080E+05,0.856579759581485087E+04
0.166781879341566797E-01,0.939882295177764888E+02,0.475280869741580458E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.219116636031948614E+00,0.979842257249542659E+00,0.550306210703519173E+05,0.552068347527042934E+05,0.553836794519511313E+05,0.557380631567051387E+05,0.559151958298249228E+05,0.560902838527261483E+05,0.856582294473226830E+04
0.150266356996520516E-01,0.140828983433024206E+03,0.519123615269037331E-01,0.176830399999999997E+03,0.555607911999999997E+05,0.548707780082481889E+00,0.270333486356502617E+00,0.550306259568749520E+05,0.552068329670945823E+05,0.553837210385422077E+05,0.557378569310940147E+05,0.559151441794802959E+05,0.560903121373855320E+05,0.856584957068959375E+04
0.163116752783202222E-01,0.127644032225330591E+03,0.426380577216388723E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.648932995945626367E-01,0.121634815377235250E+00,0.550305168539010119E+05,0.552068482564084989E+05,0.553836949949882401E+05,0.557378100504102113E+05,0.559153358104519793E+05,0.560902873584868867E+05,0.856590111215792604E+04
0.158034203056477834E-01,0.160192871495942484E+03,0.862841734693279294E-01,0.176830399999999997E+03,0.555607911999999997E+05,0.111564069778582908E+00,0.550167762972493590E+00,0.550305929021300981E+05,0.552069060739567867E+05,0.553837515521276437E+05,0.557380535295016089E+05,0.559152751805032021E+05,0.560902825120239577E+05,0.856591547817554056E+04
0.152518525960689006E-01,0.119461131165390526E+03,0.162714027230731029E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.768235915163810845E+00,0.340499562113573739E+00,0.550305623712811503E+05,0.552068281774752395E+05,0.553836596177475367E+05,0.557380276844449763E+05,0.559152548393216930E+05,0.560903430599826024E+05,0.856592488981513998E+04
0.152688051770136970E-01,0.446828860539488915E+02,0.697520068809039939E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.768615360776028433E+00,0.226763838741117635E+00,0.550305812279532183E+05,0.552068459751987393E+05,0.553836995451544717E+05,0.557379353152709373E+05,0.559151981811308942E+05,0.560903172407596358E+05,0.856594235608587587E+04
0.161815324906957637E-01,0.556272988361633907E+02,0.644759913065837353E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.214673778132518533E+00,0.797830442648042260E+00,0.550305778989789251E+05,0.552068869227303148E+05,0.553836107622705385E+05,0.557379749725928195E+05,0.559151382116403474E+05,0.560903097896721229E+05,0.856597578528960548E+04
0.159343417251647627E-01,0.919642925452785818E+02,0.555766835620588484E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.155390334838375194E+00,0.252557197880941220E+00,0.550305475696476278E+05,0.552068889348343218E+05,0.553837020184297726E+05,0.557379229911182410E+05,0.559153825364818913E+05,0.560903066125142286E+05,0.856608123069203248E+04
0.199569173032749896E-01,0.160826127235745275E+02,0.881152092521043984E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.449728384751820254E+00,0.710074064230212132E+00,0.550305979521968620E+05,0.552068786271210702E+05,0.553836287276742733E+05,0.557378552584426143E+05,0.559150830423334701E+05,0.560903442266012644E+05,0.856608333595800832E+04
0.165238836162166086E-01,0.172663149623439324E+03,0.121525259968961630E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.354078260802316580E+00,0.486927334938172321E-01,0.550305449574746599E+05,0.552069659965025348E+05,0.553836775642998837E+05,0.557378858761837400E+05,0.559146094685119460E+05,0.560902894356152246E+05,0.856611471898901982E+04
0.161297457113485435E-01,0.115018177892051710E+03,0.423943641772617341E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.639540937621382866E+00,0.128018523593325273E+00,0.550306301542183428E+05,0.552068822040533851E+05,0.553836953766432562E+05,0.557378209150572802E+05,0.559150987064916262E+05,0.560903163556346553E+05,0.856616092517823745E+04
0.172371489085898985E-01,0.103297612623745572E+02,0.914097700072179609E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.127495632013707061E+00,0.191317537107019847E-01,0.550305389162691936E+05,0.552068109387374498E+05,0.553836733794097308E+05,0.557377796072002166E+05,0.559151264713675046E+05,0.560902929677306311E+05,0.856621748679051598E+04
0.165456161169419760E-01,0.444894491243814301E+02,0.757367026551305500E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.839412936377532337E+00,0.649094761206255207E-02,0.550305404865927630E+05,0.552068684072569085E+05,0.553836527449811256E+05,0.557380591328648225E+05,0.559153557793124055E+05,0.560903149484754176E+05,0.856624400638115185E+04
0.153825188648340789E-01,0.145463291236636309E+03,0.372487323083896538E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.919198024876937025E+00,0.915038994916558823E-01,0.550305179351838087E+05,0.552068205854368935E+05,0.553836715799894664E+05,0.557378335052541588E+05,0.559152457012728191E+05,0.560902854133857254E+05,0.856632911504563344E+04
0.156420943771819095E-01,0.698281290157950849E+02,0.591675440026161903E+00,0.176830399999999997E+03,0.555607911999999997E+05,0.523312875253658438E+00,0.169964280593906836E+00,0.550306432227071418E+05,0.552068582176492928E+05,0.553837264487675420E+05,0.557379566362591795E+05,0.559152416007046922E+05,0.560902945569470030E+05,0.856633481825098170E+04
