seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.791975731928674431E+00,0.558640529186529420E+03,0.176448344033369997E+01,0.170996257000000014E+03,0.556809386379999996E+05,0.608696117355555399E+00,0.513415533466850316E+00,0.551679717998410270E+05,0.553383468763382989E+05,0.555099556660281087E+05,0.556809273596186395E+05,0.558519310250663548E+05,0.560221283727046903E+05,0.561939108866912211E+05,0.563640220363120097E+05,0.201702899176144456E+04
0.347897340083911988E+00,0.143045925514480956E+03,0.131336799548008298E+01,0.170996257000000014E+03,0.556809386379999996E+05,0.788790022254691858E+00,0.752654645316398363E+00,0.551679867593537201E+05,0.553381223884221254E+05,0.555099520120361267E+05,0.556809289633228254E+05,0.558519135253668064E+05,0.560234237799832263E+05,0.561939159793698636E+05,0.563639954320166144E+05,0.201727860671238795E+04
0.735897088331987748E+00,0.380076288890440082E+03,0.170537908321399767E+01,0.170996257000000014E+03,0.556809386379999996E+05,0.893256594101016543E+00,0.174072465209809346E+00,0.551679740326354513E+05,0.553397288706862091E+05,0.555099510031366153E+05,0.556809108520905720E+05,0.558519183126789940E+05,0.560237301313652642E+05,0.561939138817709827E+05,0.563641399598724893E+05,0.201836817146409203E+04
0.406898793032952566E+00,0.829333098859084203E+03,0.136135772030655344E+01,0.170996257000000014E+03,0.556809386379999996E+05,0.851420411290613077E+00,0.965080424254604718E+00,0.551679538585219270E+05,0.553398011723229720E+05,0.555099526005678781E+05,0.556809369080730758E+05,0.558518965011141190E+05,0.560239288795367465E+05,0.561939186429207984E+05,0.563649226749035806E+05,0.201967497841271279E+04
0.497800544822091073E+00,0.350760868979207885E+03,0.146964282431851845E+01,0.170996257000000014E+03,0.556809386379999996E+05,0.650830965248936022E+00,0.992882244887152043E+00,0.551679824710387402E+05,0.553398595492469103E+05,0.555099876127534881E+05,0.556809310383193879E+05,0.558519566877455291E+05,0.560223520142296402E+05,0.561939227562392116E+05,0.563649260608945842E+05,0.201984159431462194E+04
0.636644529270246617E+00,0.557098156730940786E+03,0.160445070671336976E+01,0.170996257000000014E+03,0.556809386379999996E+05,0.948004339872988488E+00,0.382345113399797987E+00,0.551679708046950182E+05,0.553394267016020967E+05,0.555099784822494112E+05,0.556809340151923825E+05,0.558519179697529180E+05,0.560236980174532000E+05,0.561939362833197010E+05,0.563649110085581706E+05,0.202004534813576765E+04
0.847556771825597632E+00,0.250935618478709728E+03,0.182674024316365169E+01,0.170996257000000014E+03,0.556809386379999996E+05,0.597750754515079974E+00,0.117044587003874720E-02,0.551679566374536807E+05,0.553389450858046330E+05,0.555099616533008157E+05,0.556808551210545920E+05,0.558519225072498884E+05,0.560221535982675341E+05,0.561939083535436803E+05,0.563649562499315507E+05,0.202034744887472198E+04
0.113322456437144781E+00,0.211871857327231737E+03,0.107677248710743512E+01,0.170996257000000014E+03,0.556809386379999996E+05,0.415917148068407516E+00,0.155722928959193208E+00,0.551679896721470577E+05,0.553380376610095409E+05,0.555099570153266322E+05,0.556809311239048402E+05,0.558519079134722269E+05,0.560223034009263283E+05,0.561939258599704917E+05,0.563649113183781956E+05,0.202057007943529652E+04
0.754969573402341831E+00,0.200036099903924281E+03,0.173797374770042246E+01,0.170996257000000014E+03,0.556809386379999996E+05,0.244796135343242544E+00,0.113214090629224065E+00,0.551679803209434467E+05,0.553389380971550418E+05,0.555099603697776620E+05,0.556809373108691580E+05,0.558518731499582063E+05,0.560221425504010476E+05,0.561939276158722496E+05,0.563643088907139099E+05,0.202058103282604179E+04
0.517719744334836585E+00,0.216203147334531224E+03,0.148358015210267014E+01,0.170996257000000014E+03,0.556809386379999996E+05,0.920111456542957340E+00,0.659013840725538480E+00,0.551679629585829898E+05,0.553399131207296086E+05,0.555099617006079643E+05,0.556809538162601530E+05,0.558518824679251702E+05,0.560223720984383981E+05,0.561939261230641496E+05,0.563649250339062928E+05,0.202069817872540079E+04
