seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.182886302404448829E-01,0.415881503737643698E+03,0.770194543152214917E+00,0.154671556000000010E+03,0.557837370799999990E+05,0.467455007962685742E-01,0.489269833947509614E-01,0.553196949031991608E+05,0.554743547497650434E+05,0.556289614626794209E+05,0.557837977279579645E+05,0.559384451215575100E+05,0.560931489090881296E+05,0.564024432208574508E+05,0.505336723386082031E+04
0.423700352731965046E+00,0.441607418988451261E+01,0.140822530042550875E+01,0.154671556000000010E+03,0.557837370799999990E+05,0.668509409243099317E-01,0.399402437515557818E+00,0.553197102732159401E+05,0.554743913374242184E+05,0.556290413081440056E+05,0.557836921489952729E+05,0.559384162257760690E+05,0.560932335852203832E+05,0.564025610656777935E+05,0.505454280017311066E+04
0.855607126977690369E+00,0.832777756111245893E+01,0.183684726067887349E+01,0.154671556000000010E+03,0.557837370799999990E+05,0.506408887197199786E+00,0.914275757956922952E+00,0.553196887232416630E+05,0.554743945271888369E+05,0.556290063353626974E+05,0.557836163636446436E+05,0.559375735498408467E+05,0.560930012515486960E+05,0.564024927979541026E+05,0.505503940505963601E+04
0.840137935379983158E+00,0.909172735268659160E+01,0.182164596471863938E+01,0.154671556000000010E+03,0.557837370799999990E+05,0.365399349306880061E+00,0.626516552805964078E+00,0.553195513440696450E+05,0.554744001274188486E+05,0.556288566936239295E+05,0.557837054670028156E+05,0.559384026376825059E+05,0.560929977734556451E+05,0.564024969059303839E+05,0.505766264977759784E+04
0.270859278434565955E-01,0.124769911570752882E+03,0.941008085261617166E+00,0.154671556000000010E+03,0.557837370799999990E+05,0.557519530039991107E+00,0.792892879062079836E+00,0.553194992084642363E+05,0.554744335601155472E+05,0.556290573694018312E+05,0.557836908914139785E+05,0.559383941939159704E+05,0.560930662946880984E+05,0.564024061891884339E+05,0.505813109504091881E+04
0.459844533167735603E+00,0.969541204613610574E+01,0.143020909072591240E+01,0.154671556000000010E+03,0.557837370799999990E+05,0.793627120785204143E+00,0.402837251274331287E+00,0.553196065330333004E+05,0.554744126112064259E+05,0.556290775489731677E+05,0.557836195021216845E+05,0.559383988422395705E+05,0.560930909282545108E+05,0.564024126252720889E+05,0.505839022780585037E+04
0.236359756855800351E+00,0.107707253341246449E+02,0.119701975049086395E+01,0.154671556000000010E+03,0.557837370799999990E+05,0.884038212543853064E+00,0.771217945109773151E+00,0.553195891573447152E+05,0.554743997500486876E+05,0.556288972393855001E+05,0.557835979409808424E+05,0.559385301924438754E+05,0.560931062962674478E+05,0.564024926030035203E+05,0.505859143460485302E+04
0.439067872317865163E-01,0.745224379663171987E+01,0.101307813787447976E+01,0.154671556000000010E+03,0.557837370799999990E+05,0.197783272413178779E+00,0.955247045523980653E+00,0.553194931997559761E+05,0.554744486752111261E+05,0.556288980972798527E+05,0.557837102305145963E+05,0.559384690167183435E+05,0.560930405870387985E+05,0.564024704143503332E+05,0.505869395104880641E+04
0.408829294090109763E-01,0.141525539085870378E+02,0.100744541385991671E+01,0.154671556000000010E+03,0.557837370799999990E+05,0.187719205827186791E+00,0.158885454103089879E+00,0.553197487881192937E+05,0.554743899366525147E+05,0.556291500179413488E+05,0.557837583648425716E+05,0.559384812096162641E+05,0.560930430289252545E+05,0.564025253796618708E+05,0.505870226868388181E+04
0.166795162494543826E-01,0.601159922413032291E+03,0.358769207287227998E+00,0.154671556000000010E+03,0.557837370799999990E+05,0.751422776773357226E+00,0.573023959956204476E+00,0.553197658515120929E+05,0.554743415460797260E+05,0.556290431559380595E+05,0.557837129258408822E+05,0.559383826571469181E+05,0.560930888058800701E+05,0.564025483860780005E+05,0.505889215713802332E+04
0.188428852713745931E-01,0.563214308672643028E+03,0.686424590472744511E+00,0.154671556000000010E+03,0.557837370799999990E+05,0.608243735554056308E+00,0.578087573596051785E+00,0.553196711220246507E+05,0.554745056958462083E+05,0.556289256498852046E+05,0.557837203679248123E+05,0.559384743997710757E+05,0.560931131047330418E+05,0.564024643768398819E+05,0.505892647143966587E+04
0.323023355227912534E+00,0.103018642989382201E+02,0.129818695436735232E+01,0.154671556000000010E+03,0.557837370799999990E+05,0.509755506922709212E+00,0.535772244862620872E+00,0.553197095458995755E+05,0.554743349499778997E+05,0.556288950032997018E+05,0.557835727455171364E+05,0.559384435567494002E+05,0.560930749263076432E+05,0.564024985558998887E+05,0.505893428870291791E+04
0.642682243226190053E+00,0.456927845976780489E+01,0.162149111965523440E+01,0.154671556000000010E+03,0.557837370799999990E+05,0.569208531682271035E+00,0.237576817057055550E+00,0.553196862646059890E+05,0.554744640925699641E+05,0.556290204840734805E+05,0.557837683458548563E+05,0.559384731564406684E+05,0.560931152341833658E+05,0.564025195742178184E+05,0.505902064661467375E+04
0.119155567603573584E+00,0.229371326252152947E+02,0.108522796996971960E+01,0.154671556000000010E+03,0.557837370799999990E+05,0.550863986006232875E+00,0.422601967273251389E+00,0.553195203314631799E+05,0.554744744407992694E+05,0.556290044054982427E+05,0.557836225013513904E+05,0.559384574269207078E+05,0.560930481253765829E+05,0.564024469274436633E+05,0.505903800458282331E+04
0.181670046962602062E-01,0.199924655932891301E+04,0.326340759121525881E+00,0.154671556000000010E+03,0.557837370799999990E+05,0.894074380004967972E+00,0.795212829632477858E+00,0.553198394955338881E+05,0.554744333678674375E+05,0.556289708632747352E+05,0.557837945066862812E+05,0.559385032329034948E+05,0.560930903609656598E+05,0.564024432128558401E+05,0.505905940720047693E+04
0.173708462403448435E-01,0.157978673411566024E+04,0.313874147860691788E+00,0.154671556000000010E+03,0.557837370799999990E+05,0.414480325824512497E+00,0.969907241403497156E+00,0.553196466529667450E+05,0.554743964934088071E+05,0.556289554222361912E+05,0.557836546646185307E+05,0.559383882489760654E+05,0.560931538055278725E+05,0.564024407437232876E+05,0.505909802314052558E+04
0.632537967736650719E+00,0.734116273524352891E+01,0.161156470684754116E+01,0.154671556000000010E+03,0.557837370799999990E+05,0.413618721675451939E+00,0.220464722786491318E+00,0.553196364018697350E+05,0.554744943642863946E+05,0.556289949328527800E+05,0.557836564706763602E+05,0.559384507801793588E+05,0.560931225362115219E+05,0.564024917195248854E+05,0.505920735114215040E+04
