seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.466315131220308189E-02,0.646181749559455731E+01,0.334265560519008895E-01,0.802923899999999975E+02,0.557015084330000027E+05,0.782109325833482250E+00,0.869976615026924471E+00,0.550593525980625272E+05,0.552189710684601159E+05,0.555399508596031883E+05,0.556216075079971270E+05,0.558624312578364625E+05,0.559432092887522303E+05,0.562632491750504560E+05,0.563442736793568984E+05,0.100961895744231497E+05
0.781542422555760521E-02,0.655897254573767015E+02,0.491748216295471552E+00,0.802923899999999975E+02,0.557015084330000027E+05,0.295470384945302478E+00,0.709569823174370007E+00,0.550600730937611443E+05,0.552196891569050204E+05,0.555402137345558658E+05,0.556211836125705668E+05,0.558611090567206629E+05,0.559424996251082412E+05,0.562631950690798258E+05,0.563440868450858543E+05,0.100981027797248244E+05
0.943525754706938703E-02,0.115209546243031937E+02,0.917611479678784758E+00,0.802923899999999975E+02,0.557015084330000027E+05,0.712090355006558484E+00,0.233480651334433964E+00,0.550592062189645003E+05,0.552198853145684407E+05,0.555400051352566225E+05,0.556212858709086941E+05,0.558613260192045782E+05,0.559431201175680035E+05,0.562634279638311200E+05,0.563440487343218701E+05,0.100982313297063847E+05
0.785724271492829751E-02,0.189381027683440739E+01,0.799138220326542026E+00,0.802923899999999975E+02,0.557015084330000027E+05,0.200190501358553236E+00,0.411610970475733473E+00,0.550599039738651263E+05,0.552197650027085911E+05,0.555404967858040982E+05,0.556215577414174841E+05,0.558625998612594049E+05,0.559424809138083947E+05,0.562633186026684562E+05,0.563436616100324463E+05,0.100987707063453145E+05
0.608515344678834183E-02,0.844073492589519958E+01,0.389681979655812472E+00,0.802923899999999975E+02,0.557015084330000027E+05,0.877473392044471834E+00,0.626978318129992829E+00,0.550596203301457281E+05,0.552187785373951483E+05,0.555400756075551908E+05,0.556213576740541903E+05,0.558628949081921673E+05,0.559431411103698701E+05,0.562635151799759042E+05,0.563444429966651514E+05,0.100989323947703670E+05
0.570610333688807876E-02,0.110160291188109642E+02,0.387288422222005990E+00,0.802923899999999975E+02,0.557015084330000027E+05,0.767058499587241704E+00,0.503486386924175133E+00,0.550597345484554608E+05,0.552198654146470872E+05,0.555400639565102392E+05,0.556215621440038740E+05,0.558628505334009751E+05,0.559432869622544313E+05,0.562634824333196957E+05,0.563446260172242473E+05,0.100995294470195677E+05
0.693265199671160882E-02,0.873618086675906966E+03,0.127665464576689647E+00,0.802923899999999975E+02,0.557015084330000027E+05,0.626865174693561400E+00,0.590125069301999816E+00,0.550600440264227000E+05,0.552195083224250120E+05,0.555401258907267838E+05,0.556212701427876018E+05,0.558618133852304891E+05,0.559426181088166632E+05,0.562630507674099281E+05,0.563437829969341183E+05,0.100995781631899226E+05
0.820699678571400019E-02,0.923088118763398455E+02,0.225433844374327508E+00,0.802923899999999975E+02,0.557015084330000027E+05,0.789555985817065875E+00,0.470982737647689165E+00,0.550598552697411797E+05,0.552196710793122256E+05,0.555413571830082583E+05,0.556211270351635176E+05,0.558617679394472070E+05,0.559427055353321557E+05,0.562632970289834484E+05,0.563437341083051797E+05,0.100996271539720492E+05
0.705674567566856679E-02,0.778824224043416091E+01,0.691271586143228478E+00,0.802923899999999975E+02,0.557015084330000027E+05,0.899390984807923344E+00,0.319091662109663776E+00,0.550597658585638856E+05,0.552197567735865159E+05,0.555401186020039240E+05,0.556209345885450966E+05,0.558622087166472193E+05,0.559430862196110465E+05,0.562635567104420406E+05,0.563437183390013233E+05,0.100997038740086064E+05
0.641770451957476319E-02,0.193239973675620007E+02,0.306248211737540466E+00,0.802923899999999975E+02,0.557015084330000027E+05,0.969719342829556408E+00,0.381740663239484246E+00,0.550597775646018345E+05,0.552197365220442589E+05,0.555402894383319071E+05,0.556208710361997728E+05,0.558614498281998458E+05,0.559429520996761712E+05,0.562630452412161249E+05,0.563438048650593337E+05,0.100997379060621588E+05
