seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_likelihood
0.538083612918853760E+00,0.209139067059248657E+06,0.153193163871765137E+01,0.176276999999999987E+03,0.551802059999999983E+05,0.962167978286743164E-02,0.377420306205749512E+00,0.551798184243736250E+05,0.222360746529742937E+04
0.525334239006042480E+00,0.334829002914326615E+06,0.152083027362823486E+01,0.176276999999999987E+03,0.551802059999999983E+05,0.829981565475463867E-01,0.338625967502593994E+00,0.551807425402698500E+05,0.222382459374079644E+04
0.491499304771423340E+00,0.530102230422330081E+02,0.150115740299224854E+01,0.176276999999999987E+03,0.551802059999999983E+05,0.243481397628784180E-01,0.259564399719238281E+00,0.551806034040746672E+05,0.222411541372357760E+04
0.438690483570098877E+00,0.391651289631616137E+02,0.173999965190887451E+01,0.176276999999999987E+03,0.551802059999999983E+05,0.487391710281372070E+00,0.679390430450439453E+00,0.551809607416686995E+05,0.222411541372357760E+04
0.698952615261077881E+00,0.962986693234806764E+06,0.189149296283721924E+01,0.176276999999999987E+03,0.551802059999999983E+05,0.884746730327606201E+00,0.604820191860198975E+00,0.551792291734514220E+05,0.222411541372357760E+04
0.624785423278808594E+00,0.168843499712021330E+05,0.181895697116851807E+01,0.176276999999999987E+03,0.551802059999999983E+05,0.521155059337615967E+00,0.586028993129730225E+00,0.551795660569963438E+05,0.222411541372357760E+04
0.316076755523681641E+00,0.797871066492491984E+06,0.165385556221008301E+01,0.176276999999999987E+03,0.551802059999999983E+05,0.445536077022552490E+00,0.899681746959686279E+00,0.551803887509403212E+05,0.222411541372357760E+04
0.416414141654968262E-01,0.254230645149955126E+05,0.125775885581970215E+01,0.176276999999999987E+03,0.551802059999999983E+05,0.597491264343261719E+00,0.418302893638610840E+00,0.551809867174921019E+05,0.222411541372357760E+04
0.118970811367034912E+00,0.821290011571695118E+03,0.124511885643005371E+01,0.176276999999999987E+03,0.551802059999999983E+05,0.640413939952850342E+00,0.202146351337432861E+00,0.551794079681930525E+05,0.222411541372357760E+04
0.283842682838439941E-01,0.390517903607114977E+04,0.103406524658203125E+01,0.176276999999999987E+03,0.551802059999999983E+05,0.320195674896240234E+00,0.682755231857299805E+00,0.551793854561147673E+05,0.222411541372357760E+04
0.479361295700073242E+00,0.492133311705757762E+03,0.177608299255371094E+01,0.176276999999999987E+03,0.551802059999999983E+05,0.703396558761596680E+00,0.147898197174072266E+00,0.551796826370058043E+05,0.222411541372357760E+04
