seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_likelihood
0.718927373879544085E+00,0.302481850277008313E+02,0.168830656163889192E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.382405706527447098E+00,0.819795797809986460E+00,0.550242915841343711E+05,0.550873788329286981E+05,0.552134302060083792E+05,0.555919204670255422E+05,0.557811020263599930E+05,0.559703025709098802E+05,0.282887698699370185E+04
0.561431581885350361E+00,0.362100758368145250E+02,0.152292512214143438E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.680501946448602846E+00,0.966265000137486035E-01,0.550242695362496379E+05,0.550873656637246022E+05,0.552134392514509600E+05,0.555918954738841639E+05,0.557810948532605034E+05,0.559702914060481999E+05,0.283028142168290151E+04
0.378607748794668131E+00,0.394876239411527408E+02,0.133276798614494441E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.736920058356805741E+00,0.456372392431568463E+00,0.550242963680636385E+05,0.550873622903152427E+05,0.552134335705051126E+05,0.555918996576544232E+05,0.557811043611873538E+05,0.559703128527194931E+05,0.283080534528533053E+04
0.426960967007971537E+00,0.221588005013603748E+02,0.138692747646148384E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.689501671037492381E+00,0.297213639474517788E+00,0.550242730703736815E+05,0.550873979445702862E+05,0.552134313192931440E+05,0.555918815115291000E+05,0.557810977462199808E+05,0.559703077256922988E+05,0.283238053974001423E+04
0.278432860204465615E+00,0.425154420890742841E+02,0.122062534663358768E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.759806323969759334E+00,0.883244917218101611E+00,0.550242854522252383E+05,0.550873840958532965E+05,0.552134266028205820E+05,0.555918849406647205E+05,0.557811041521711377E+05,0.559702831029080480E+05,0.283253178639424596E+04
0.577254951470859812E+00,0.171681432643882061E+02,0.155077413930879682E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.153801053077186167E+00,0.725374836423662073E+00,0.550242701399750003E+05,0.550873980180424187E+05,0.552134357092921127E+05,0.555919026127125326E+05,0.557811008783819270E+05,0.559702879064275839E+05,0.283337868151143311E+04
0.968655734292476644E+00,0.182588880044141781E+02,0.194409289027886967E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.183019867917085827E+00,0.897538907018165383E-01,0.550242706843261331E+05,0.550873947295196995E+05,0.552134307424005092E+05,0.555918957645341288E+05,0.557810981067285684E+05,0.559702845439116427E+05,0.283345000424995987E+04
0.574864754652143928E+00,0.360251923338690361E+02,0.152665683230262217E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.985281233549062829E+00,0.344059059823425051E+00,0.550242662371367624E+05,0.550873878654602595E+05,0.552134198199419843E+05,0.555918924768078577E+05,0.557810946092021768E+05,0.559702987159624900E+05,0.283376460956496248E+04
0.403909014925182941E+00,0.441363403997385291E+02,0.135733841745418982E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.650657738072052405E+00,0.885434798111256582E+00,0.550242956852695715E+05,0.550873597790571657E+05,0.552134322806649434E+05,0.555919049926051594E+05,0.557811059732657523E+05,0.559702968653248245E+05,0.283416099553242339E+04
0.463347696617201155E+00,0.325708153477115587E+02,0.142726290506596598E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.499197902959556461E+00,0.230973629163878751E-01,0.550242762808838597E+05,0.550873644974674098E+05,0.552134271403630264E+05,0.555918994451281615E+05,0.557810961194272895E+05,0.559703004390277565E+05,0.283422666520219400E+04
0.300171470171391008E+00,0.324887808807044962E+02,0.124435229008022286E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.854398814129544437E+00,0.730578530011605554E+00,0.550242755987568162E+05,0.550873890542517693E+05,0.552134273064530571E+05,0.555918874651457809E+05,0.557810918257708254E+05,0.559703077300173245E+05,0.283435729086845322E+04
0.517179117439610425E+00,0.247876678581348919E+02,0.148261491895989250E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.458474595983712374E+00,0.549882363441044353E+00,0.550242812116268833E+05,0.550873874463556567E+05,0.552134372628851124E+05,0.555918795740109999E+05,0.557811072474022949E+05,0.559702856180666640E+05,0.283472670553609305E+04
0.645492539130033904E+00,0.390036955132202223E+02,0.160736238612468108E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.654247466828025592E+00,0.304992808150312822E+00,0.550242730271586261E+05,0.550873733864342867E+05,0.552134438717119119E+05,0.555919056752626057E+05,0.557811049299895458E+05,0.559702915590799312E+05,0.283493758301712433E+04
0.608294410398761087E+00,0.304186648232437982E+02,0.157261945628557154E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.617413354434651396E+00,0.844487504509300463E-01,0.550242921937387728E+05,0.550873709953682264E+05,0.552134207456258300E+05,0.555918965087588804E+05,0.557810976244399790E+05,0.559703017345068583E+05,0.283504324680056698E+04
0.793812688359340046E+00,0.395626112917162729E+02,0.175215406190974043E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.813123652400105756E+00,0.436862154097908573E+00,0.550242705204587910E+05,0.550873911572133657E+05,0.552134388667902240E+05,0.555918910144627152E+05,0.557811003059263385E+05,0.559703077387201265E+05,0.283505300010952215E+04
0.605256069726993751E+00,0.198659234113799528E+02,0.158058376672388512E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.816497341751693945E-01,0.859473261198337557E+00,0.550242800668098571E+05,0.550873685529544746E+05,0.552134406122512519E+05,0.555919067341130649E+05,0.557811026181261259E+05,0.559703184961880906E+05,0.283512565846070947E+04
0.323138565193631988E+00,0.253516120893211365E+02,0.128974624070898858E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.271026299135752047E+00,0.950047586043759273E+00,0.550242953512446547E+05,0.550873755942539865E+05,0.552134399142508337E+05,0.555919036179745672E+05,0.557811145521596336E+05,0.559702984671631566E+05,0.283513894639547971E+04
0.787998977305065795E-01,0.559376990826970157E+02,0.990879672705016978E+00,0.630728999999999971E+02,0.554657641999999978E+05,0.863838224373834063E+00,0.805994723438493543E+00,0.550242723849208924E+05,0.550873625656645600E+05,0.552134344544667183E+05,0.555918865780401466E+05,0.557811099101268846E+05,0.559702949053404300E+05,0.283515953786772752E+04
0.303119326660750033E+00,0.358771461781768366E+02,0.126033760457068977E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.568227159363048684E+00,0.664178399525939156E+00,0.550242740199669133E+05,0.550873754847155360E+05,0.552134460228941025E+05,0.555919005966739787E+05,0.557811035107088319E+05,0.559703088130089891E+05,0.283521124756619474E+04
0.421083138841247095E+00,0.335840735120484837E+02,0.138096554510430214E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.705753310922339172E+00,0.877815946389277901E-01,0.550242777644643647E+05,0.550873603860829244E+05,0.552134447667128043E+05,0.555919122864687379E+05,0.557811048418249266E+05,0.559703084299596594E+05,0.283522795682812330E+04
0.354525156732101332E+00,0.238494994000498863E+02,0.132320313574023385E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.187429797308397650E+00,0.895761064036056265E+00,0.550242847620313187E+05,0.550873699394282230E+05,0.552134399966212804E+05,0.555918954240520325E+05,0.557811178596531754E+05,0.559702866572532948E+05,0.283537558139155408E+04
0.953438202631581438E-01,0.253756338282786515E+02,0.104592505473636144E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.362024730488183011E+00,0.402817147627895222E+00,0.550242800758996673E+05,0.550873954020167657E+05,0.552134340231479218E+05,0.555918908318593894E+05,0.557810899005501196E+05,0.559702966473066626E+05,0.283540011983806517E+04
0.995864274625683055E+00,0.221583593358057200E+02,0.197158992732279059E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.191988464811152698E+00,0.339138653859277828E+00,0.550242750433196488E+05,0.550873767815051833E+05,0.552134185548063106E+05,0.555918977145905083E+05,0.557810960894925738E+05,0.559702906162655563E+05,0.283541515953856197E+04
0.483435034037775380E+00,0.460495698199585632E+02,0.143390131060836401E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.929482407903749475E+00,0.464293910731841897E+00,0.550242721777409606E+05,0.550873687137995876E+05,0.552134424170507264E+05,0.555918992749318350E+05,0.557811018234773874E+05,0.559702896389734815E+05,0.283557926178257458E+04
0.843965602765730627E+00,0.315560765858137628E+02,0.181514119542275498E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.387755237823116272E+00,0.384684162576260702E+00,0.550242839477650414E+05,0.550873677414871054E+05,0.552134339635653960E+05,0.555919047904284453E+05,0.557811150107948197E+05,0.559702852251365184E+05,0.283560836025375374E+04
0.822420154666169551E-01,0.291994053023750091E+02,0.102754202927573624E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.367498506156294868E+00,0.656767548547149693E+00,0.550242678188604259E+05,0.550873841904861474E+05,0.552134412215272459E+05,0.555918983561659115E+05,0.557811013591008305E+05,0.559703044283198324E+05,0.283567695990053653E+04
0.958852137589379483E+00,0.865771171488008235E+02,0.190337690679751015E+01,0.630728999999999971E+02,0.554657641999999978E+05,0.940258724728782913E+00,0.812153674109962642E+00,0.550242856639338715E+05,0.550873734716006729E+05,0.552134269394149742E+05,0.555919086038338501E+05,0.557811018915378008E+05,0.559703068930799855E+05,0.283574217716761268E+04
