seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.219460556488376736E-01,0.267597386818538052E+04,0.131887632306667835E+00,0.152823071999999996E+03,0.557446617600000027E+05,0.808563951923984670E+00,0.404020474203862535E-02,0.552862125490123290E+05,0.554390269138584117E+05,0.555920710487464603E+05,0.557446947881192100E+05,0.560503595207606195E+05,0.562040120591117739E+05,0.563561114763488731E+05,0.421370968545035248E+04
0.222465395652175872E-01,0.173716131207894432E+04,0.330217878829925315E+00,0.152823071999999996E+03,0.557446617600000027E+05,0.129402733108903101E+00,0.845936693573105525E+00,0.552862230777023942E+05,0.554389629133251001E+05,0.555922747040498944E+05,0.557447522041909979E+05,0.560503319454363955E+05,0.562040856720320226E+05,0.563558729715634036E+05,0.421418830402542335E+04
0.345995339087544540E+00,0.133830165897550710E+02,0.132617897144361940E+01,0.152823071999999996E+03,0.557446617600000027E+05,0.154567065148390498E+00,0.821733513905843371E+00,0.552862206051610119E+05,0.554389808666135650E+05,0.555923457443987500E+05,0.557445538149765489E+05,0.560503800769502704E+05,0.562040229813783662E+05,0.563559419459758210E+05,0.421651657895654716E+04
0.547709515358949739E+00,0.427959008980933717E+02,0.151200948965492010E+01,0.152823071999999996E+03,0.557446617600000027E+05,0.792296032691231056E+00,0.658561311707470343E+00,0.552862743017993926E+05,0.554390224972884243E+05,0.555918698481417741E+05,0.557447260847975413E+05,0.560503178132745161E+05,0.562040243358989683E+05,0.563560453361097607E+05,0.421673029633444639E+04
0.483161289850063402E+00,0.112098734937735216E+02,0.145826712497760536E+01,0.152823071999999996E+03,0.557446617600000027E+05,0.428385436807295905E+00,0.713092525803261434E+00,0.552861839820534951E+05,0.554389864156060430E+05,0.555925720413302188E+05,0.557445846504391666E+05,0.560504317722396590E+05,0.562040406952754711E+05,0.563560366527278748E+05,0.421673031311824161E+04
0.185759344120618480E+00,0.203729222827080001E+02,0.115905872801322141E+01,0.152823071999999996E+03,0.557446617600000027E+05,0.479033384824033293E+00,0.672274766713920613E+00,0.552862660714614976E+05,0.554390080293596693E+05,0.555918521540058209E+05,0.557446994070948131E+05,0.560503626459287771E+05,0.562039974937852239E+05,0.563560681706600371E+05,0.421720937994944870E+04
0.230846022914008436E-01,0.201258323347035184E+04,0.311090806248646212E+00,0.152823071999999996E+03,0.557446617600000027E+05,0.268423052109948934E+00,0.995961029506691076E+00,0.552861870342754264E+05,0.554389757431411854E+05,0.555927062924904531E+05,0.557447658684088165E+05,0.560503549738390429E+05,0.562040936406998080E+05,0.563560391173913813E+05,0.421733050124622241E+04
0.251494682825366758E-01,0.258964189714978488E+03,0.810919577289091142E+00,0.152823071999999996E+03,0.557446617600000027E+05,0.645772112334996096E+00,0.964192256493806354E+00,0.552861122672399433E+05,0.554389646273647959E+05,0.555918259371576642E+05,0.557447335273012432E+05,0.560504284403542770E+05,0.562040650286173332E+05,0.563558861661670890E+05,0.421749390029710412E+04
0.243177816436819794E-01,0.218916138225279326E+03,0.809201041081761496E+00,0.152823071999999996E+03,0.557446617600000027E+05,0.785039392802002522E+00,0.382831865091662449E+00,0.552862615349114494E+05,0.554390366072737015E+05,0.555920764234198869E+05,0.557445757715532018E+05,0.560504211634119638E+05,0.562040488299370700E+05,0.563558995091793186E+05,0.421773721690431375E+04
0.189152996282107196E-01,0.800266213706115650E+03,0.222006160435025107E+00,0.152823071999999996E+03,0.557446617600000027E+05,0.867530167798860719E+00,0.968519189549182036E+00,0.552862885117365076E+05,0.554391005919575910E+05,0.555924156116917729E+05,0.557446359468361479E+05,0.560504130090464096E+05,0.562040476039934074E+05,0.563559182601220164E+05,0.421781495186853681E+04
