seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.294154286384582520E-01,0.188131185652133559E+01,0.498172044754028320E-01,0.111149354000000002E+03,0.555823788300000015E+05,0.861689865589141846E+00,0.209551513195037842E+00,0.550259125260797155E+05,0.551370848072447407E+05,0.553610486553967203E+05,0.554707238039027943E+05,0.556935420649680964E+05,0.558052813212498586E+05,0.559154518242891209E+05,0.560260659927136367E+05,0.178328499999541964E+04
0.249190926551818848E-01,0.126487521229537236E+01,0.528679728507995605E+00,0.111149354000000002E+03,0.555823788300000015E+05,0.985119581222534180E+00,0.108166992664337158E+00,0.550275461718526494E+05,0.551381175710835087E+05,0.553609257216513361E+05,0.554706397658836140E+05,0.556929594867858759E+05,0.558041248201950948E+05,0.559158901881988422E+05,0.560279556202895110E+05,0.178420837461578435E+04
0.498013973236083984E+00,0.391143983736116643E+05,0.494033813476562500E+00,0.111149354000000002E+03,0.555823788300000015E+05,0.158529579639434814E+00,0.474918603897094727E+00,0.550256856458869588E+05,0.551370299687065708E+05,0.553607323206722940E+05,0.554704748571168675E+05,0.556942286332282893E+05,0.558042219576462667E+05,0.559167132638509647E+05,0.560275232228047316E+05,0.178461132623382878E+04
0.780576467514038086E-02,0.658579434408747915E+02,0.795006990432739258E+00,0.111149354000000002E+03,0.555823788300000015E+05,0.993987619876861572E+00,0.346268773078918457E+00,0.550258549186673772E+05,0.551374706589855778E+05,0.553593703898251260E+05,0.554717842164289250E+05,0.556930100656185023E+05,0.558042624102457921E+05,0.559159716180379764E+05,0.560266012790209716E+05,0.178482117073588597E+04
0.780576467514038086E-02,0.658579434408747915E+02,0.795006990432739258E+00,0.111149354000000002E+03,0.555823788300000015E+05,0.993987619876861572E+00,0.346268773078918457E+00,0.550258549186673772E+05,0.551374706589855778E+05,0.553593703898251260E+05,0.554717842164289250E+05,0.556930100656185023E+05,0.558042624102457921E+05,0.559159716180379764E+05,0.560266012790209716E+05,0.178482117073588597E+04
0.310986220836639404E+00,0.408412256018349140E+01,0.130121409893035889E+01,0.111149354000000002E+03,0.555823788300000015E+05,0.153750181198120117E+00,0.327895522117614746E+00,0.550257584216085088E+05,0.551373304026999103E+05,0.553600973188936914E+05,0.554712434395801320E+05,0.556927860942516199E+05,0.558043206719979207E+05,0.559153919348533527E+05,0.560275084849602645E+05,0.178487586110967777E+04
0.836916983127593994E+00,0.989148892694404083E+02,0.182041811943054199E+01,0.111149354000000002E+03,0.555823788300000015E+05,0.707526206970214844E+00,0.156218945980072021E+00,0.550256665290084493E+05,0.551386852073349582E+05,0.553609143935501779E+05,0.554708113506089940E+05,0.556928649374875895E+05,0.558037568595036428E+05,0.559150302325303928E+05,0.560267006678587859E+05,0.178495372432187492E+04
0.996513664722442627E+00,0.526624563281906646E+02,0.197655320167541504E+01,0.111149354000000002E+03,0.555823788300000015E+05,0.501687824726104736E+00,0.677347302436828613E+00,0.550260374024596822E+05,0.551382555989899265E+05,0.553610688811600412E+05,0.554705479102384343E+05,0.556928426970872752E+05,0.558040744498595159E+05,0.559149382778222935E+05,0.560266106166846221E+05,0.178497551521275341E+04
0.126619935035705566E-01,0.362172023713165690E+05,0.348994493484497070E+00,0.111149354000000002E+03,0.555823788300000015E+05,0.351209163665771484E+00,0.331894993782043457E+00,0.550269202393975866E+05,0.551368132704176533E+05,0.553599672577440942E+05,0.554716485198985829E+05,0.556943339175615183E+05,0.558045514354332845E+05,0.559159692407663242E+05,0.560265160115963881E+05,0.178503624408057294E+04
0.670243859291076660E+00,0.156315195391881280E+06,0.166112959384918213E+01,0.111149354000000002E+03,0.555823788300000015E+05,0.670648872852325439E+00,0.699788272380828857E+00,0.550263641478505742E+05,0.551378878131785023E+05,0.553593724657356943E+05,0.554716768329393162E+05,0.556930754007730357E+05,0.558053192728384893E+05,0.559155469072873966E+05,0.560267332528836196E+05,0.178509870724980215E+04
0.544986128807067871E-01,0.102462016025145153E+01,0.612537860870361328E-01,0.111149354000000002E+03,0.555823788300000015E+05,0.339180469512939453E+00,0.790395736694335938E-01,0.550264426441875112E+05,0.551386967138924228E+05,0.553598871519625391E+05,0.554705181879054799E+05,0.556932367337379328E+05,0.558056213308199804E+05,0.559160962987954990E+05,0.560264478183991378E+05,0.178523917717647782E+04
0.161023139953613281E-01,0.970425764558996423E+06,0.958232402801513672E+00,0.111149354000000002E+03,0.555823788300000015E+05,0.344899296760559082E+00,0.539748728275299072E+00,0.550257292212930333E+05,0.551373888264574634E+05,0.553592517433226312E+05,0.554703603437196507E+05,0.556931161326799265E+05,0.558044431104287069E+05,0.559167810424383060E+05,0.560263435177809661E+05,0.178541463938759512E+04
