seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.120056998591583253E+00,0.805347077671270313E+03,0.778083625176669846E+00,0.328240200000000016E+03,0.556886832999999970E+05,0.214781205163666361E+00,0.625712138341072532E+00,0.550322042912980833E+05,0.553604414016372612E+05,0.556886826321973349E+05,0.560169234427300107E+05,0.563451649103334348E+05,0.134148970271130474E+05
0.115640914086809682E+00,0.865564342692646960E+03,0.728302190610877420E+00,0.328240200000000016E+03,0.556886832999999970E+05,0.893775843640987389E+00,0.869358697574738604E-01,0.550322046412283817E+05,0.553604441487155927E+05,0.556886832558577735E+05,0.560169206437034882E+05,0.563451662454940742E+05,0.134157929109553752E+05
0.119926621654547955E+00,0.762231088390497689E+03,0.791132973407854934E+00,0.328240200000000016E+03,0.556886832999999970E+05,0.253807029038202847E+00,0.241702230349114228E+00,0.550322034178055401E+05,0.553604436836136738E+05,0.556886836847228988E+05,0.560169232079188878E+05,0.563451691685805708E+05,0.134159481514023646E+05
0.115283148838351307E+00,0.926963483547062651E+03,0.722278671859579502E+00,0.328240200000000016E+03,0.556886832999999970E+05,0.849832753916451744E+00,0.800182084284631334E-01,0.550322084905946977E+05,0.553604431741666995E+05,0.556886838649449564E+05,0.560169229380126344E+05,0.563451626106579934E+05,0.134163805585539103E+05
0.119665706912746431E+00,0.881228664335975509E+03,0.758492240240939752E+00,0.328240200000000016E+03,0.556886832999999970E+05,0.363896577449201897E+00,0.446751507894886712E+00,0.550322071086151263E+05,0.553604455230827734E+05,0.556886865146159180E+05,0.560169271347908289E+05,0.563451664343712328E+05,0.134164584886029934E+05
0.120839762667538125E+00,0.849910145189336959E+03,0.773570755556796774E+00,0.328240200000000016E+03,0.556886832999999970E+05,0.277840493137861466E+00,0.489583468180798231E+00,0.550322080025337491E+05,0.553604448610314721E+05,0.556886840517776654E+05,0.560169250652873161E+05,0.563451637815054055E+05,0.134168114280220270E+05
0.114615204485198699E+00,0.891424051356418090E+03,0.722128535149508699E+00,0.328240200000000016E+03,0.556886832999999970E+05,0.954258013722044329E+00,0.213751810739560393E-01,0.550322046880978742E+05,0.553604442604134456E+05,0.556886875792908322E+05,0.560169266577227027E+05,0.563451659092532282E+05,0.134170792066966114E+05
0.119943421587425769E+00,0.720986030885765445E+03,0.804442095978297522E+00,0.328240200000000016E+03,0.556886832999999970E+05,0.160776891912679853E+00,0.399680931767942282E+00,0.550322039717866719E+05,0.553604451211168125E+05,0.556886865573451796E+05,0.560169263332270639E+05,0.563451657501842856E+05,0.134172334478258053E+05
0.117263749582157129E+00,0.894129048095593134E+03,0.740512733717413774E+00,0.328240200000000016E+03,0.556886832999999970E+05,0.562589788392458545E+00,0.277708340647845775E+00,0.550322038516540852E+05,0.553604422271139774E+05,0.556886829905985069E+05,0.560169259373772002E+05,0.563451648698216086E+05,0.134172607252553189E+05
0.122383243970589778E+00,0.784365441248048910E+03,0.779867967482755997E+00,0.328240200000000016E+03,0.556886832999999970E+05,0.292526691508634029E+00,0.765419485098977392E+00,0.550322016852463275E+05,0.553604457526271290E+05,0.556886858915846096E+05,0.560169252315891717E+05,0.563451668385203520E+05,0.134172978030322120E+05
0.118536618470977920E+00,0.748347837755319688E+03,0.779487483887437715E+00,0.328240200000000016E+03,0.556886832999999970E+05,0.532273569962160908E+00,0.401193235230744155E-01,0.550322066754665284E+05,0.553604451848064491E+05,0.556886827798719751E+05,0.560169268400242945E+05,0.563451657932072339E+05,0.134173435300453039E+05
0.116459164606793994E+00,0.886830561172323314E+03,0.724946517608876850E+00,0.328240200000000016E+03,0.556886832999999970E+05,0.867249856639582095E+00,0.213951117455551038E+00,0.550322061373942270E+05,0.553604451630474359E+05,0.556886841200086128E+05,0.560169260504589984E+05,0.563451644406317646E+05,0.134174058266603824E+05
0.117215259345195499E+00,0.853165610574266452E+03,0.741902353732928566E+00,0.328240200000000016E+03,0.556886832999999970E+05,0.719869173236206805E+00,0.163834523900949325E+00,0.550322020325424019E+05,0.553604416950912491E+05,0.556886863983079747E+05,0.560169231901468011E+05,0.563451630822612206E+05,0.134174214430627708E+05
0.120507867791632112E+00,0.882265079554819522E+03,0.755150649288843345E+00,0.328240200000000016E+03,0.556886832999999970E+05,0.314572244184026184E+00,0.672349541989211485E+00,0.550322048189729903E+05,0.553604431778686558E+05,0.556886833820441680E+05,0.560169271695568532E+05,0.563451680190249099E+05,0.134174966568344553E+05
0.122064281453963391E+00,0.853481783507996397E+03,0.778376055288168889E+00,0.328240200000000016E+03,0.556886832999999970E+05,0.213481333407520485E+00,0.878192133915538520E+00,0.550322030217706269E+05,0.553604435453710466E+05,0.556886846050521781E+05,0.560169241350811863E+05,0.563451664028674422E+05,0.134175221257283592E+05
