seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.162009615955915509E+00,0.501083537929773613E+02,0.115035743131896928E+01,0.313826143999999999E+03,0.556271493879999980E+05,0.450653578532645149E+00,0.674294470704591586E+00,0.553132994346948180E+05,0.556281472285754717E+05,0.559403666187079143E+05,0.109813278067753072E+04
0.453953754756906802E+00,0.179395980417793375E+02,0.144889515928000723E+01,0.313826143999999999E+03,0.556271493879999980E+05,0.970754891230300905E-02,0.261274955446662294E+00,0.553132925357957283E+05,0.556268785990709075E+05,0.559409226837298338E+05,0.109930133249062874E+04
0.919001274349390967E-01,0.173284265906144356E+03,0.107164121128046141E+01,0.313826143999999999E+03,0.556271493879999980E+05,0.546639518728027851E+00,0.996227226265695043E+00,0.553133322583783665E+05,0.556278668254844670E+05,0.559416411199452923E+05,0.110063250754321052E+04
0.127606943426274346E-01,0.148699512103112938E+06,0.260020975955678413E+00,0.313826143999999999E+03,0.556271493879999980E+05,0.140552766407998613E-01,0.421459403212445349E+00,0.553133256402138504E+05,0.556264620709952287E+05,0.559409277536382215E+05,0.110066973416156065E+04
0.982015417848430133E-02,0.324303501157575811E+05,0.339331167386639709E+00,0.313826143999999999E+03,0.556271493879999980E+05,0.868226953980810956E+00,0.995111828943493065E-01,0.553133102309875903E+05,0.556272020710378274E+05,0.559408983695436109E+05,0.110088851399681062E+04
0.113889482797641765E-01,0.275187343540293223E+05,0.500186202419338338E-01,0.313826143999999999E+03,0.556271493879999980E+05,0.931722595650959273E+00,0.219863332684831214E+00,0.553133268641934483E+05,0.556261594482045257E+05,0.559401092208190094E+05,0.110108129847856753E+04
0.137078586464468195E-01,0.238489695943582192E+05,0.661169251386050871E+00,0.313826143999999999E+03,0.556271493879999980E+05,0.378978260763001340E+00,0.306455554537173047E+00,0.553133268637342262E+05,0.556263623877999416E+05,0.559402774886538609E+05,0.110118938898723627E+04
0.216573021974803603E+00,0.117772630368594307E+03,0.120910949196335027E+01,0.313826143999999999E+03,0.556271493879999980E+05,0.668924157809474978E-01,0.859002869122220458E+00,0.553133220920744498E+05,0.556273350730791499E+05,0.559409360918977909E+05,0.110128715305064748E+04
0.305682503211543097E-01,0.713618488450371871E+02,0.101381423882729460E+01,0.313826143999999999E+03,0.556271493879999980E+05,0.545964471530178019E+00,0.803500286959466292E+00,0.553133235452630543E+05,0.556269263528707816E+05,0.559410305363191292E+05,0.110131304320146705E+04
0.309040097878775788E+00,0.433427340055249175E+02,0.130109925141463223E+01,0.313826143999999999E+03,0.556271493879999980E+05,0.286901750210876216E+00,0.421156166409401012E+00,0.553132969546846434E+05,0.556271582939931250E+05,0.559401916617487295E+05,0.110145942229545517E+04
0.117369332103261243E-01,0.236220262377160427E+06,0.475928897832394504E+00,0.313826143999999999E+03,0.556271493879999980E+05,0.791711497494157201E-01,0.622813356445018007E+00,0.553133256466046369E+05,0.556278396541411566E+05,0.559409855946629104E+05,0.110171893525170503E+04
0.792798122999385790E+00,0.104385157709953751E+04,0.176843769955981300E+01,0.313826143999999999E+03,0.556271493879999980E+05,0.982857084584186080E+00,0.971504954020809386E+00,0.553133112352746466E+05,0.556278413354085787E+05,0.559410002976184915E+05,0.110198600537435846E+04
0.248712861950221936E+00,0.104738242893028155E+04,0.122535945112053279E+01,0.313826143999999999E+03,0.556271493879999980E+05,0.935873982322830034E+00,0.701310732512752999E+00,0.553133310238600316E+05,0.556272407123231751E+05,0.559409378231408336E+05,0.110212322683279308E+04
0.846332903098319725E-02,0.902443451571342484E+04,0.159104976270228210E+00,0.313826143999999999E+03,0.556271493879999980E+05,0.487997026594899352E+00,0.319479643933705870E+00,0.553133678365150699E+05,0.556272862975830358E+05,0.559409709833767411E+05,0.110231047997432802E+04
0.157858499397340590E-01,0.522269851346887549E+03,0.949393761136798076E+00,0.313826143999999999E+03,0.556271493879999980E+05,0.674555030175144177E+00,0.908419750291207584E+00,0.553133216936975732E+05,0.556271528180444584E+05,0.559402200719310204E+05,0.110235377526076354E+04
0.457131807885266528E+00,0.699386637619525686E+02,0.145069307900382882E+01,0.313826143999999999E+03,0.556271493879999980E+05,0.361560237387683170E+00,0.737809854111939667E+00,0.553133407404962782E+05,0.556280688438067227E+05,0.559410048410749732E+05,0.110265103377463129E+04
0.309233119666248446E-01,0.621753588233671692E+02,0.101294188078372271E+01,0.313826143999999999E+03,0.556271493879999980E+05,0.679414738663299933E+00,0.186073963986261526E+00,0.553132878693218590E+05,0.556264192557110655E+05,0.559409810857999037E+05,0.110304684713946654E+04
0.575174522132220312E+00,0.990290527424457991E+02,0.156911930763721874E+01,0.313826143999999999E+03,0.556271493879999980E+05,0.706443513886653718E-02,0.225208690958039026E+00,0.553132780144181670E+05,0.556279532534066166E+05,0.559409610322047811E+05,0.110307074171263548E+04
0.994522470230111200E+00,0.699107519856722206E+03,0.198453182755375490E+01,0.313826143999999999E+03,0.556271493879999980E+05,0.535012362296260591E+00,0.117106996439725289E+00,0.553133453812057051E+05,0.556277432231778148E+05,0.559409943512286336E+05,0.110308553448912699E+04
0.920253192476736759E+00,0.677261015833620661E+02,0.191309543691398765E+01,0.313826143999999999E+03,0.556271493879999980E+05,0.435557228510231653E+00,0.394127737700222858E+00,0.553133044216801864E+05,0.556271360868802221E+05,0.559408895565569401E+05,0.110309269941867069E+04
0.934146103581876691E-02,0.234682721127145996E+05,0.705130359665719131E+00,0.313826143999999999E+03,0.556271493879999980E+05,0.281314046662651862E+00,0.397394003101412985E+00,0.553133487060693878E+05,0.556269178369908986E+05,0.559409527458278098E+05,0.110332153607587111E+04
0.148267496376787902E-01,0.447953905334448609E+04,0.901718688565316895E+00,0.313826143999999999E+03,0.556271493879999980E+05,0.753612531280060671E+00,0.851421661803720808E+00,0.553133688418046149E+05,0.556263400317755222E+05,0.559409741802080243E+05,0.110332949364337674E+04
0.563678583635959574E+00,0.115407392109606111E+02,0.155769113068634746E+01,0.313826143999999999E+03,0.556271493879999980E+05,0.450135382280677288E+00,0.220279021924258689E+00,0.553133090244386185E+05,0.556270306410391640E+05,0.559409717756590035E+05,0.110336161135214661E+04
0.968868434260650058E+00,0.404281224332150543E+03,0.196212168821650312E+01,0.313826143999999999E+03,0.556271493879999980E+05,0.273043702653674225E+00,0.790086126613342987E+00,0.553133208044063649E+05,0.556264201300452114E+05,0.559410088877832313E+05,0.110366406725370507E+04
0.113075786326880135E-01,0.256788136830701260E+05,0.135803112092359041E+00,0.313826143999999999E+03,0.556271493879999980E+05,0.475803158131008042E+00,0.152502858128013702E+00,0.553133527721780192E+05,0.556271722428975409E+05,0.559410246055015959E+05,0.110373820111932378E+04
