seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.464653972491739248E-02,0.544176419765213950E+03,0.385145005132167151E+00,0.169847877000000011E+03,0.556910817880000031E+05,0.222315274239895416E+00,0.319628805768662871E+00,0.550108932846583048E+05,0.553509113658943534E+05,0.555209233154077810E+05,0.556910426049976450E+05,0.558605743645364491E+05,0.560297944955242492E+05,0.562003537963257550E+05,0.563704174924309191E+05,0.220536252528115256E+05
0.491014848030314234E-02,0.350199343246514582E+04,0.397128992268160674E+00,0.169847877000000011E+03,0.556910817880000031E+05,0.726050488527175797E+00,0.979274761978788044E+00,0.550109653524321984E+05,0.553509865924523037E+05,0.555208990831007031E+05,0.556915435255619450E+05,0.558613803490901118E+05,0.560309686656658741E+05,0.562006177377195054E+05,0.563714393323830591E+05,0.220554366636064115E+05
0.584996513884947743E-02,0.157349360563330392E+05,0.420504102312588779E+00,0.169847877000000011E+03,0.556910817880000031E+05,0.285296437524690839E-01,0.527360265542038409E+00,0.550110522003112856E+05,0.553511557616377104E+05,0.555211029014438172E+05,0.556910285426979244E+05,0.558613470271310653E+05,0.560301918562643841E+05,0.562005413419102479E+05,0.563705354574341545E+05,0.220556431391602819E+05
0.694091455411251945E+00,0.178425692692491026E+03,0.168554272766518132E+01,0.169847877000000011E+03,0.556910817880000031E+05,0.667039162495429494E+00,0.518636431826578703E+00,0.550109081936308794E+05,0.553510817473819043E+05,0.555213975042737729E+05,0.556912319534773414E+05,0.558612949055485878E+05,0.560310258790897133E+05,0.562004610304580419E+05,0.563705050314749315E+05,0.220568008311062913E+05
0.675712450120080806E-02,0.139674617189036871E+04,0.516227787781660563E+00,0.169847877000000011E+03,0.556910817880000031E+05,0.438817019546473230E+00,0.296317704599028287E+00,0.550120294845846365E+05,0.553513541436177329E+05,0.555213073424221366E+05,0.556910877304797759E+05,0.558605005049263564E+05,0.560298194110235345E+05,0.562005629013385987E+05,0.563707287657449488E+05,0.220570069166007088E+05
0.762979274565214194E-01,0.598284442362760327E+01,0.106622492387552126E+01,0.169847877000000011E+03,0.556910817880000031E+05,0.742456107874717053E+00,0.502408412771564561E+00,0.550108332618404092E+05,0.553511221742498165E+05,0.555206954087761551E+05,0.556910318833927813E+05,0.558602485550641140E+05,0.560298911337528261E+05,0.562006542500171854E+05,0.563713908285128200E+05,0.220577545102100557E+05
0.536852026672217431E+00,0.382111880388342584E+02,0.153178176060729121E+01,0.169847877000000011E+03,0.556910817880000031E+05,0.258499919847612558E+00,0.195184692071960958E+00,0.550110862764167323E+05,0.553514997492809125E+05,0.555206983538494096E+05,0.556910731914739226E+05,0.558610445485072560E+05,0.560301229167578349E+05,0.562004448939547365E+05,0.563713913659035752E+05,0.220579071651742779E+05
0.689962837697280767E-02,0.209730998447087177E+04,0.547113353414158232E+00,0.169847877000000011E+03,0.556910817880000031E+05,0.716829013267663462E+00,0.516757278315859506E-01,0.550106969759876811E+05,0.553515462402491248E+05,0.555208011209952674E+05,0.556916034015574551E+05,0.558601703787008228E+05,0.560298612917791033E+05,0.562004433815866723E+05,0.563714680982389982E+05,0.220583047810836106E+05
0.616897533109062295E-02,0.215177082134499506E+04,0.652154546067160501E+00,0.169847877000000011E+03,0.556910817880000031E+05,0.624727223248066954E+00,0.538404704511788679E+00,0.550108104406962302E+05,0.553514187208631411E+05,0.555207185886407533E+05,0.556911311104042834E+05,0.558606186993661831E+05,0.560297821094507017E+05,0.561997075948120764E+05,0.563703917940281171E+05,0.220585624939426161E+05
0.705919364589990272E+00,0.107815068054331924E+02,0.169485050335403753E+01,0.169847877000000011E+03,0.556910817880000031E+05,0.987004335502091212E+00,0.572315187710692119E+00,0.550109246338891098E+05,0.553510801262626046E+05,0.555209652012090955E+05,0.556906221186291223E+05,0.558610113463933449E+05,0.560297780864826782E+05,0.562005642049188755E+05,0.563704732844609680E+05,0.220586415385390937E+05
0.845769366469711729E-02,0.460950016909850490E+03,0.665666901458464633E+00,0.169847877000000011E+03,0.556910817880000031E+05,0.654438179272542331E+00,0.867115026001968769E+00,0.550110180269655539E+05,0.553514017327093170E+05,0.555206865264520748E+05,0.556914962410746375E+05,0.558610994568567257E+05,0.560298577916686481E+05,0.562006484831722846E+05,0.563714322808826910E+05,0.220586856850094518E+05
0.104756277904412137E+00,0.491772986932330980E+01,0.109675047914276358E+01,0.169847877000000011E+03,0.556910817880000031E+05,0.450093302301249443E+00,0.254807374317338853E+00,0.550112248369265726E+05,0.553514186522968594E+05,0.555207142305118032E+05,0.556910094360435978E+05,0.558602153106465121E+05,0.560300911236180546E+05,0.562006079333558882E+05,0.563705172462748742E+05,0.220588659780344024E+05
0.521465155829896831E+00,0.236876015614953994E+01,0.151827011681804702E+01,0.169847877000000011E+03,0.556910817880000031E+05,0.240545821680000549E+00,0.566461014323147771E+00,0.550111088269471802E+05,0.553510688185059116E+05,0.555206400662525630E+05,0.556910311128008179E+05,0.558609802305562625E+05,0.560298002202077332E+05,0.562004174060436781E+05,0.563704878250032489E+05,0.220590594952659267E+05
0.211752920394226191E+00,0.170501754082642720E+01,0.120581331566700478E+01,0.169847877000000011E+03,0.556910817880000031E+05,0.659334312757565821E+00,0.738660424424749773E+00,0.550109578251227795E+05,0.553514039711883233E+05,0.555210699081472849E+05,0.556912192835767928E+05,0.558605134372298780E+05,0.560298817073151731E+05,0.562006087823701309E+05,0.563706474151172806E+05,0.220590883747497246E+05
0.421210266660756005E+00,0.301627753927434163E+02,0.141150152409372165E+01,0.169847877000000011E+03,0.556910817880000031E+05,0.768366795214256770E+00,0.786816922323465562E+00,0.550108774108976286E+05,0.553513885739953985E+05,0.555205620903114832E+05,0.556916879848110548E+05,0.558606506426620253E+05,0.560299954938315932E+05,0.562005436274707972E+05,0.563705019976206604E+05,0.220595246111472115E+05
0.118624660549124197E+00,0.582181978477484652E+01,0.111004665778468725E+01,0.169847877000000011E+03,0.556910817880000031E+05,0.544801665807149393E+00,0.428931384411961159E+00,0.550112082849715516E+05,0.553513673158942984E+05,0.555206963383181865E+05,0.556910560730274447E+05,0.558602338717001694E+05,0.560300456695801549E+05,0.562004424075291754E+05,0.563714641634896616E+05,0.220596893268822460E+05
0.856214505252106579E-02,0.714808575648964325E+05,0.658432061466734830E+00,0.169847877000000011E+03,0.556910817880000031E+05,0.644072202637169910E+00,0.430805353918654488E+00,0.550108224288911952E+05,0.553514046047515731E+05,0.555210905152651030E+05,0.556910373213979037E+05,0.558607321913939159E+05,0.560297907149606690E+05,0.562004798888385121E+05,0.563708484619200826E+05,0.220597547146933975E+05
0.710774365848430567E+00,0.728169483013579910E+01,0.170642831415375595E+01,0.169847877000000011E+03,0.556910817880000031E+05,0.310867456479986870E+00,0.266291487034831964E+00,0.550125648540226102E+05,0.553514444785909945E+05,0.555206187025927793E+05,0.556920428776364206E+05,0.558606363250005961E+05,0.560302936774149639E+05,0.562005091501372226E+05,0.563714057714910887E+05,0.220599532508254088E+05
0.545823223338932559E-02,0.569898878726709654E+03,0.478109974999890663E+00,0.169847877000000011E+03,0.556910817880000031E+05,0.335974322679653159E+00,0.887099866198401421E+00,0.550108667439758356E+05,0.553512210702763696E+05,0.555206302533411217E+05,0.556909880016177340E+05,0.558606818819046166E+05,0.560298618475896219E+05,0.562005591054584875E+05,0.563706251234047159E+05,0.220600292615540311E+05
0.610416514212716328E-02,0.325088147293650627E+04,0.940072526887937056E-02,0.169847877000000011E+03,0.556910817880000031E+05,0.651697125950651657E+00,0.274568697320012045E+00,0.550109929699882559E+05,0.553513392621716266E+05,0.555206682846389303E+05,0.556910916198527193E+05,0.558604429668343146E+05,0.560304162312126791E+05,0.562005560790126474E+05,0.563704885021548907E+05,0.220604718504404445E+05
0.591058783218777806E+00,0.336627779068914412E+01,0.158648163479426874E+01,0.169847877000000011E+03,0.556910817880000031E+05,0.352372018793021047E+00,0.340572099133377992E+00,0.550109267804329938E+05,0.553513541647613238E+05,0.555206389526530911E+05,0.556910063701930267E+05,0.558606906326781318E+05,0.560303629113754578E+05,0.562005112642464373E+05,0.563705241255012807E+05,0.220606007761189321E+05
0.315294909741031415E+00,0.814147700449982104E+01,0.131092118626240128E+01,0.169847877000000011E+03,0.556910817880000031E+05,0.249385634894728481E+00,0.375964728371753876E+00,0.550110528605556101E+05,0.553513780798163643E+05,0.555207134798373809E+05,0.556910524401822113E+05,0.558615397775885067E+05,0.560310207316299784E+05,0.562004662436610015E+05,0.563714512129989744E+05,0.220606039245697029E+05
0.563361799670921305E-02,0.180886904579808970E+04,0.333697361788874713E+00,0.169847877000000011E+03,0.556910817880000031E+05,0.302229684146652078E+00,0.581618037037665681E+00,0.550108858044913868E+05,0.553512855637254688E+05,0.555205900241777927E+05,0.556911689915092502E+05,0.558611291144587085E+05,0.560298645993776736E+05,0.562005582106875372E+05,0.563704015574239820E+05,0.220607298729583854E+05
