seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_likelihood
0.630099415779113770E+00,0.599410389236788847E+06,0.165658950805664063E+01,0.288929685000000006E+03,0.556042971699999980E+05,0.121238231658935547E-01,0.999857366085052490E+00,0.553149180424941660E+05,0.558926565093598183E+05,0.761637218545337510E+04
0.376533329486846924E+00,0.929577663836883694E+01,0.143047618865966797E+01,0.288929685000000006E+03,0.556042971699999980E+05,0.527108967304229736E+00,0.807827174663543701E+00,0.553146821861995340E+05,0.558928952909312065E+05,0.761637218545337510E+04
0.447347581386566162E+00,0.792177578267906028E+04,0.189360713958740234E+01,0.288929685000000006E+03,0.556042971699999980E+05,0.614351451396942139E+00,0.530996501445770264E+00,0.553156374798549296E+05,0.558939841430983361E+05,0.761637218545337510E+04
0.151299655437469482E+00,0.107103551512537131E+06,0.192762660980224609E+01,0.288929685000000006E+03,0.556042971699999980E+05,0.240321934223175049E+00,0.513937830924987793E+00,0.553154081884158732E+05,0.558931025529703911E+05,0.761637218545337510E+04
0.540120542049407959E+00,0.137438526982517768E+02,0.153950214385986328E+01,0.288929685000000006E+03,0.556042971699999980E+05,0.388664662837982178E+00,0.710326075553894043E+00,0.553157890142930628E+05,0.558930040655932244E+05,0.761639619579888404E+04
0.125716982602333549E+00,0.198433755134757783E+06,0.110935740293780039E+01,0.288929685000000006E+03,0.556042971699999980E+05,0.870917068081802581E+00,0.800964097001617192E+00,0.553162689582156745E+05,0.558924768928448102E+05,0.761640266255651204E+04
0.873036921024322510E+00,0.722785026041077685E+03,0.187004530429840088E+01,0.288929685000000006E+03,0.556042971699999980E+05,0.440519452095031738E-01,0.798421323299407959E+00,0.553157587494386316E+05,0.558928832093081292E+05,0.761694868244674672E+04
0.896964397223549148E+00,0.100186903513892757E+05,0.187454490379287031E+01,0.288929685000000006E+03,0.556042971699999980E+05,0.985075845628538449E+00,0.730608475469711416E+00,0.553152293660425275E+05,0.558927377989108791E+05,0.761987908835167673E+04
0.808222479448044984E-01,0.537768128136965586E+02,0.106035805320862186E+01,0.288929685000000006E+03,0.556042971699999980E+05,0.988113645499608784E+00,0.743442363022993491E+00,0.553154280434813991E+05,0.558932302902803713E+05,0.761989206240473595E+04
0.117680592461419428E-01,0.889875860216874059E+02,0.789084655551550856E-01,0.288929685000000006E+03,0.556042971699999980E+05,0.578227057970831293E+00,0.916897382665239458E+00,0.553156248774006381E+05,0.558927678219822919E+05,0.762096918808966348E+04
0.163888368338276011E-01,0.601038064435341978E+06,0.739926771495128088E+00,0.288929685000000006E+03,0.556042971699999980E+05,0.356283271903096110E+00,0.568215634398145042E+00,0.553153283065724754E+05,0.558930106376432814E+05,0.762143363034230697E+04
0.948363702077572812E+00,0.825927485876560968E+05,0.193344705795532668E+01,0.288929685000000006E+03,0.556042971699999980E+05,0.133541694389563564E+00,0.449056748443674936E+00,0.553155858319566541E+05,0.558934623013759774E+05,0.762146675238947410E+04
0.600363017059061307E-02,0.389608871388625788E+01,0.505901901152179811E+00,0.288929685000000006E+03,0.556042971699999980E+05,0.955350873185716987E+00,0.889684965777864045E+00,0.553158052954912637E+05,0.558929780547089977E+05,0.762154992380221029E+04
0.105606913566589355E-01,0.314994734546644350E+01,0.891299366950988770E+00,0.288929685000000006E+03,0.556042971699999980E+05,0.995529353618621826E+00,0.586427807807922363E+00,0.553145502153171183E+05,0.558928228903612908E+05,0.762170183175220063E+04
0.522479857389584579E+00,0.133531710952495413E+02,0.148705836876715125E+01,0.288929685000000006E+03,0.556042971699999980E+05,0.989660668167014701E+00,0.951761451913547107E+00,0.553153244514934850E+05,0.558935525812792839E+05,0.762176565988962011E+04
0.422355518244112382E+00,0.111207697833618924E+01,0.140655254242791261E+01,0.288929685000000006E+03,0.556042971699999980E+05,0.770542539373392454E+00,0.869118203327865047E+00,0.553150895132931400E+05,0.558930990931071792E+05,0.762203448875833510E+04
0.635928546582216647E+00,0.159540822248011608E+03,0.161738468147426495E+01,0.288929685000000006E+03,0.556042971699999980E+05,0.863834153577494157E+00,0.883091288317904843E+00,0.553153141343099487E+05,0.558928403214412901E+05,0.762212562425955275E+04
0.599904031801913318E+00,0.175965232486071869E+03,0.158026607189501100E+01,0.288929685000000006E+03,0.556042971699999980E+05,0.732575112072185730E+00,0.507781288724182378E+00,0.553152529920309098E+05,0.558932365897403724E+05,0.762217661754363417E+04
