seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.876172679969923658E-02,0.218103938593935638E+02,0.734320925257877177E+00,0.110978776999999994E+03,0.556459068620000035E+05,0.317540663965968528E+00,0.310808229707321207E-01,0.549802199042185093E+05,0.552022096293796712E+05,0.553129420813291072E+05,0.555356419068958494E+05,0.556458995486411659E+05,0.558677241582260613E+05,0.560901195239514855E+05,0.562005752223553354E+05,0.137314193173570857E+05
0.947637898314054178E-02,0.117100518892236863E+03,0.973933831309779924E-01,0.110978776999999994E+03,0.556459068620000035E+05,0.492121776626205210E+00,0.853848288142626477E+00,0.549801588086187112E+05,0.552019649593933136E+05,0.553126384821610773E+05,0.555357438905999006E+05,0.556461047792567624E+05,0.558676709350031815E+05,0.560898090162974768E+05,0.562007720620120672E+05,0.137322623158482766E+05
0.873644924096386548E-02,0.135456986818004196E+03,0.335322243977343337E+00,0.110978776999999994E+03,0.556459068620000035E+05,0.934580109372862289E+00,0.308337618953959947E+00,0.549802090894651628E+05,0.552019100956015900E+05,0.553130736287187683E+05,0.555353369102580182E+05,0.556468787781937644E+05,0.558677202849935347E+05,0.560899586809017273E+05,0.562007361547451292E+05,0.137324461785170079E+05
0.787312984107164437E+00,0.106505638431183924E+01,0.177764292169200600E+01,0.110978776999999994E+03,0.556459068620000035E+05,0.570819143161144349E+00,0.922061021304262707E+00,0.549799765181787880E+05,0.552019040206556165E+05,0.553128567645003786E+05,0.555340442233457943E+05,0.556459928056519129E+05,0.558677903665393751E+05,0.560903415353617384E+05,0.562007676560177497E+05,0.137328222826477559E+05
0.147831392917947054E-01,0.609547254580743125E+01,0.928284794580833572E+00,0.110978776999999994E+03,0.556459068620000035E+05,0.817567144259188083E+00,0.803569919052768089E+00,0.549799348268054746E+05,0.552020353411962205E+05,0.553129275743483231E+05,0.555356312418120942E+05,0.556460233068027810E+05,0.558676110082180749E+05,0.560899407764362404E+05,0.562007727692468543E+05,0.137330504704893247E+05
0.101403278502236911E-01,0.894535987797429755E+02,0.629315999313721175E+00,0.110978776999999994E+03,0.556459068620000035E+05,0.999488016593282236E+00,0.366346737764085661E+00,0.549801366333769402E+05,0.552020247389123761E+05,0.553128595575332656E+05,0.555358814037586271E+05,0.556460008096263482E+05,0.558675432238130670E+05,0.560896762537323448E+05,0.562009953257371235E+05,0.137334713701540095E+05
0.102012506176489392E-01,0.107838139278891120E+03,0.385336591763295599E+00,0.110978776999999994E+03,0.556459068620000035E+05,0.230943851151634710E+00,0.509496383998723323E+00,0.549802984179050036E+05,0.552018822783007490E+05,0.553131303434848596E+05,0.555345140048287358E+05,0.556458782459634531E+05,0.558678444652473554E+05,0.560898073679330701E+05,0.562009038761727934E+05,0.137335934434138599E+05
0.103118324969350746E-01,0.204892401383580733E+03,0.419783859574843321E+00,0.110978776999999994E+03,0.556459068620000035E+05,0.235616999523651227E+00,0.974741829855420794E+00,0.549804235298712520E+05,0.552019087582251741E+05,0.553128639142960601E+05,0.555352269143714075E+05,0.556458173277038950E+05,0.558676932062991109E+05,0.560896582467186163E+05,0.562008276474102895E+05,0.137343931439934386E+05
0.917897094160203576E-02,0.610017959843117126E+02,0.542808823771484983E+00,0.110978776999999994E+03,0.556459068620000035E+05,0.486954176121860705E+00,0.885167833038714158E+00,0.549801611413248611E+05,0.552021177179424631E+05,0.553124906000919727E+05,0.555348941458226473E+05,0.556458088781693077E+05,0.558677839074917283E+05,0.560901000459319475E+05,0.562006895959092944E+05,0.137344195541908339E+05
0.965864528534561215E-02,0.191323661092945372E+03,0.172663513406614594E+00,0.110978776999999994E+03,0.556459068620000035E+05,0.110245696720087188E+00,0.375533398890795012E+00,0.549800814388420986E+05,0.552020106530332923E+05,0.553131852883968895E+05,0.555339577118074012E+05,0.556460038862213405E+05,0.558677846570351176E+05,0.560897969592396985E+05,0.562008868956884835E+05,0.137345992049063752E+05
