seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.241601837306595971E-01,0.115130464857692755E+04,0.206028068568766902E-03,0.172690899999999999E+03,0.557607142999999996E+05,0.115953667241736447E+00,0.382484376353530331E+00,0.550699632040372162E+05,0.552426331794885627E+05,0.554153247307665297E+05,0.555880373802299437E+05,0.557607415926182803E+05,0.559334527398584469E+05,0.561061711916586573E+05,0.562788489800538082E+05,0.558630073283081583E+04
0.243509872168832658E-01,0.669989528721568945E+03,0.526628780378329608E+00,0.172690899999999999E+03,0.557607142999999996E+05,0.283803689203648513E+00,0.334061246269752532E+00,0.550699682686055021E+05,0.552426321500528502E+05,0.554153222669741226E+05,0.555880337727163060E+05,0.557607349453752031E+05,0.559334511580435719E+05,0.561061792929494331E+05,0.562788476328477918E+05,0.558912089843002832E+04
0.236482834306870719E-01,0.103303529847581240E+04,0.102099052062943174E+00,0.172690899999999999E+03,0.557607142999999996E+05,0.687702826985540749E+00,0.244413240616527666E+00,0.550699582719827667E+05,0.552426327930212647E+05,0.554153133006072967E+05,0.555880395599254407E+05,0.557607421475753581E+05,0.559334414519031197E+05,0.561061634930505024E+05,0.562788498164366683E+05,0.558968554620388659E+04
0.234661594448941323E-01,0.107017289522814508E+04,0.101312225698677233E+00,0.172690899999999999E+03,0.557607142999999996E+05,0.655841743953857637E+00,0.379958496759653860E-01,0.550699564427513542E+05,0.552426341408190929E+05,0.554153198196443409E+05,0.555880324981124504E+05,0.557607416320778066E+05,0.559334589774042688E+05,0.561061618801917211E+05,0.562788545424813346E+05,0.558987164078825663E+04
0.244829113400922872E-01,0.590436641352948413E+03,0.563762735271113646E+00,0.172690899999999999E+03,0.557607142999999996E+05,0.386918579469831658E+00,0.119556942808803704E+00,0.550699605648263823E+05,0.552426317036972905E+05,0.554153198317710558E+05,0.555880473755791027E+05,0.557607382399648268E+05,0.559334478374616665E+05,0.561061717763760025E+05,0.562788585920413898E+05,0.559038190550705804E+04
0.235272778690354505E-01,0.736388301431936156E+03,0.416047773918381492E+00,0.172690899999999999E+03,0.557607142999999996E+05,0.678484747781495923E+00,0.181039248749498560E+00,0.550699551412518267E+05,0.552426346321315505E+05,0.554153210862730921E+05,0.555880359801400264E+05,0.557607410118641710E+05,0.559334497080706424E+05,0.561061708221144654E+05,0.562788531065960342E+05,0.559098941007061239E+04
0.237740631653794408E-01,0.106144468641196681E+04,0.155107971895102142E+00,0.172690899999999999E+03,0.557607142999999996E+05,0.238614253168785151E+00,0.317361998188761041E+00,0.550699543436043023E+05,0.552426351107879673E+05,0.554153098417624497E+05,0.555880333431810795E+05,0.557607418232664932E+05,0.559334480683716465E+05,0.561061686276279652E+05,0.562788528806776449E+05,0.559110744771339250E+04
0.248874567493454352E-01,0.624410147432599160E+03,0.547965949789507079E+00,0.172690899999999999E+03,0.557607142999999996E+05,0.247775269081116412E+00,0.796006854364071370E+00,0.550699538365563276E+05,0.552426320091249363E+05,0.554153124825929553E+05,0.555880357823180166E+05,0.557607411214841559E+05,0.559334472173873219E+05,0.561061615965226374E+05,0.562788593054743396E+05,0.559112857954258016E+04
0.234556351041521338E-01,0.111044694698945614E+04,0.183271935035079561E-01,0.172690899999999999E+03,0.557607142999999996E+05,0.197423456927941887E+00,0.799532739215165766E+00,0.550699685296516909E+05,0.552426306336949783E+05,0.554153192209537156E+05,0.555880391677231819E+05,0.557607432334445839E+05,0.559334500701234501E+05,0.561061648838919573E+05,0.562788468253161700E+05,0.559139367900417619E+04
0.268256901008371434E-01,0.240897973275451989E+03,0.798050122075709134E+00,0.172690899999999999E+03,0.557607142999999996E+05,0.373331255729980105E+00,0.731729102384114483E+00,0.550699696101934751E+05,0.552426302138481842E+05,0.554153194916933135E+05,0.555880420355820170E+05,0.557607436567507175E+05,0.559334509332562156E+05,0.561061653349554690E+05,0.562788533413867117E+05,0.559183995824125941E+04
